NOC,Sport,Gold_Medals,Silver_Medals,Bronze_Medals,No_Medals,Total_Medals,Country_Event_Participation,Event_Total_Participation
BUL,Archery,0,0,0,7,0,7,2846
BUL,Art Competitions,0,0,0,5,0,5,3578
BUL,Artistic Gymnastics,0,0,0,19,0,19,2297
BUL,Athletics,5,8,6,298,19,317,43294
BUL,Badminton,0,0,0,38,0,38,1816
BUL,Basketball,0,12,12,61,24,85,5111
BUL,Beach Volleyball,0,0,0,4,0,4,756
BUL,Boxing,5,5,10,87,20,107,6584
BUL,Canoe Sprint,0,0,0,2,0,2,756
BUL,Canoeing,4,6,18,105,28,133,6171
BUL,Cycling,0,0,0,81,0,81,10859
BUL,Diving,0,0,0,5,0,5,3193
BUL,Equestrianism,0,3,0,72,3,75,6344
BUL,Fencing,0,0,0,47,0,47,11558
BUL,Football,0,18,14,37,32,69,7906
BUL,Gymnastics,2,2,6,964,10,974,26707
BUL,Judo,0,1,2,29,3,32,4876
BUL,Karate,1,0,0,0,1,1,81
BUL,Modern Pentathlon,0,0,0,29,0,29,1821
BUL,Rhythmic Gymnastics,5,8,11,38,24,62,848
BUL,Rowing,5,13,16,144,34,178,11625
BUL,Sailing,0,0,0,11,0,11,7266
BUL,Shooting,4,7,6,134,17,151,12580
BUL,Swimming,1,1,1,137,3,140,26416
BUL,Synchronized Swimming,0,0,0,2,0,2,909
BUL,Table Tennis,0,0,0,4,0,4,2480
BUL,Taekwondo,0,0,1,0,1,1,870
BUL,Tennis,0,0,1,16,1,17,3446
BUL,Volleyball,0,12,10,84,22,106,4003
BUL,Water Polo,0,0,0,22,0,22,4418
BUL,Weightlifting,13,16,9,60,38,98,4256
BUL,Wrestling,18,32,23,163,73,236,7734
BUR,Athletics,0,0,1,30,1,31,43294
BUR,Boxing,0,0,0,4,0,4,6584
BUR,Cycling Road,0,0,0,2,0,2,493
BUR,Fencing,0,0,0,1,0,1,11558
BUR,Judo,0,0,0,8,0,8,4876
BUR,Swimming,0,0,0,11,0,11,26416
BUR,Taekwondo,0,0,0,3,0,3,870
CAF,Archery,0,0,0,1,0,1,2846
CAF,Athletics,0,0,0,31,0,31,43294
CAF,Basketball,0,0,0,12,0,12,5111
CAF,Boxing,0,0,0,6,0,6,6584
CAF,Cycling,0,0,0,7,0,7,10859
CAF,Judo,0,0,0,5,0,5,4876
CAF,Swimming,0,0,0,6,0,6,26416
CAF,Taekwondo,0,0,0,4,0,4,870
CAF,Wrestling,0,0,0,1,0,1,7734
CAM,Athletics,0,0,0,19,0,19,43294
CAM,Boxing,0,0,0,5,0,5,6584
CAM,Cycling,0,0,0,8,0,8,10859
CAM,Equestrianism,0,0,0,2,0,2,6344
CAM,Judo,0,0,0,1,0,1,4876
CAM,Sailing,0,0,0,3,0,3,7266
CAM,Swimming,0,0,0,27,0,27,26416
CAM,Taekwondo,0,0,0,2,0,2,870
CAM,Wrestling,0,0,0,2,0,2,7734
CAN,3x3 Basketball,0,0,0,4,0,4,128
CAN,Archery,0,0,0,54,0,54,2846
CAN,Art Competitions,0,1,1,81,2,83,3578
CAN,Artistic Gymnastics,0,0,0,107,0,107,2297
CAN,Artistic Swimming,0,0,0,21,0,21,257
CAN,Athletics,32,28,60,1167,120,1287,43294
CAN,Badminton,0,0,0,73,0,73,1816
CAN,Baseball,0,0,0,48,0,48,894
CAN,Baseball/Softball,0,0,15,0,15,15,234
CAN,Basketball,0,9,0,205,9,214,5111
CAN,Beach Volleyball,0,2,2,32,4,36,756
CAN,Boxing,3,7,8,130,18,148,6584
CAN,Breaking,1,0,0,0,1,1,33
CAN,Canoe Slalom,0,0,0,10,0,10,256
CAN,Canoe Sprint,1,1,4,39,6,45,756
CAN,Canoeing,5,13,15,267,33,300,6171
CAN,Cycling,1,5,17,299,23,322,10859
CAN,Cycling BMX Freestyle,0,0,0,1,0,1,42
CAN,Cycling BMX Racing,0,0,0,3,0,3,115
CAN,Cycling Mountain Bike,0,0,0,5,0,5,144
CAN,Cycling Road,0,0,0,15,0,15,493
CAN,Cycling Track,1,0,1,60,2,62,878
CAN,Diving,1,7,14,156,22,178,3193
CAN,Equestrian,0,0,0,34,0,34,835
CAN,Equestrianism,4,5,8,243,17,260,6344
CAN,Fencing,0,0,1,297,1,298,11558
CAN,Football,35,0,36,65,71,136,7906
CAN,Golf,1,0,0,14,1,15,487
CAN,Gymnastics,1,0,0,704,1,705,26707
CAN,Handball,0,0,0,28,0,28,4419
CAN,Hockey,0,0,0,173,0,173,6264
CAN,Ice Hockey,8,0,0,0,8,8,60
CAN,Judo,1,2,5,93,8,101,4876
CAN,Karate,0,0,0,1,0,1,81
CAN,Lacrosse,24,0,12,0,36,36,60
CAN,Marathon Swimming,0,0,0,3,0,3,89
CAN,Modern Pentathlon,0,0,0,29,0,29,1821
CAN,Rhythmic Gymnastics,1,0,0,14,1,15,848
CAN,Rowing,59,99,65,376,223,599,11625
CAN,Rugby Sevens,0,14,12,26,26,52,928
CAN,Sailing,0,10,15,202,25,227,7266
CAN,Shooting,4,13,7,205,24,229,12580
CAN,Skateboarding,0,0,0,8,0,8,168
CAN,Softball,0,0,0,60,0,60,478
CAN,Sport Climbing,0,0,0,2,0,2,108
CAN,Surfing,0,0,0,1,0,1,88
CAN,Swimming,12,34,75,1013,121,1134,26416
CAN,Synchronized Swimming,4,14,8,41,26,67,909
CAN,Table Tennis,0,0,0,55,0,55,2480
CAN,Taekwondo,0,1,2,11,3,14,870
CAN,Tennis,2,0,2,69,4,73,3446
CAN,Trampoline Gymnastics,0,0,1,2,1,3,64
CAN,Trampolining,2,3,2,6,7,13,152
CAN,Triathlon,1,1,0,35,2,37,822
CAN,Volleyball,0,0,0,109,0,109,4003
CAN,Water Polo,0,0,0,100,0,100,4418
CAN,Weightlifting,1,3,1,61,5,66,4256
CAN,Wrestling,3,7,7,167,17,184,7734
CAY,Artistic Gymnastics,0,0,0,5,0,5,2297
CAY,Athletics,0,0,0,20,0,20,43294
CAY,Cycling,0,0,0,31,0,31,10859
CAY,Sailing,0,0,0,17,0,17,7266
CAY,Swimming,0,0,0,21,0,21,26416
CGO,Athletics,0,0,0,61,0,61,43294
CGO,Boxing,0,0,0,5,0,5,6584
CGO,Fencing,0,0,0,1,0,1,11558
CGO,Handball,0,0,0,14,0,14,4419
CGO,Judo,0,0,0,7,0,7,4876
CGO,Swimming,0,0,0,15,0,15,26416
CGO,Table Tennis,0,0,0,9,0,9,2480
CHA,Archery,0,0,0,2,0,2,2846
CHA,Athletics,0,0,0,39,0,39,43294
CHA,Boxing,0,0,0,1,0,1,6584
CHA,Judo,0,0,0,5,0,5,4876
CHI,Archery,0,0,0,5,0,5,2846
CHI,Artistic Gymnastics,0,0,0,6,0,6,2297
CHI,Athletics,0,2,0,177,2,179,43294
CHI,Basketball,0,0,0,43,0,43,5111
CHI,Beach Volleyball,0,0,0,6,0,6,756
CHI,Boxing,0,1,2,35,3,38,6584
CHI,Canoe Sprint,0,0,0,7,0,7,756
CHI,Canoeing,0,0,0,2,0,2,6171
CHI,Cycling,0,0,0,88,0,88,10859
CHI,Cycling BMX Freestyle,0,0,0,2,0,2,42
CHI,Cycling BMX Racing,0,0,0,1,0,1,115
CHI,Cycling Mountain Bike,0,0,0,2,0,2,144
CHI,Cycling Road,0,0,0,2,0,2,493
CHI,Diving,0,0,0,4,0,4,3193
CHI,Equestrian,0,0,0,3,0,3,835
CHI,Equestrianism,0,4,0,47,4,51,6344
CHI,Fencing,0,0,0,47,0,47,11558
CHI,Football,0,0,17,58,17,75,7906
CHI,Golf,0,0,0,5,0,5,487
CHI,Gymnastics,0,0,0,12,0,12,26707
CHI,Judo,0,0,0,9,0,9,4876
CHI,Modern Pentathlon,0,0,0,25,0,25,1821
CHI,Rowing,0,0,0,37,0,37,11625
CHI,Sailing,0,0,0,30,0,30,7266
CHI,Shooting,1,1,0,54,2,56,12580
CHI,Skateboarding,0,0,0,1,0,1,168
CHI,Surfing,0,0,0,1,0,1,88
CHI,Swimming,0,0,0,34,0,34,26416
CHI,Table Tennis,0,0,0,35,0,35,2480
CHI,Taekwondo,0,0,0,5,0,5,870
CHI,Tennis,3,1,1,22,5,27,3446
CHI,Triathlon,0,0,0,9,0,9,822
CHI,Water Polo,0,0,0,8,0,8,4418
CHI,Weightlifting,0,0,0,8,0,8,4256
CHI,Wrestling,0,1,0,3,1,4,7734
CHN,3x3 Basketball,0,0,4,12,4,16,128
CHN,Archery,1,17,4,104,22,126,2846
CHN,Art Competitions,0,0,0,5,0,5,3578
CHN,Artistic Gymnastics,5,12,7,111,24,135,2297
CHN,Artistic Swimming,11,10,0,0,21,21,257
CHN,Athletics,11,8,17,539,36,575,43294
CHN,Badminton,35,25,23,76,83,159,1816
CHN,Baseball,0,0,0,24,0,24,894
CHN,Basketball,0,11,12,224,23,247,5111
CHN,Beach Volleyball,0,2,2,22,4,26,756
CHN,Boxing,6,7,6,45,19,64,6584
CHN,Breaking,0,0,1,2,1,3,33
CHN,Canoe Slalom,0,0,0,8,0,8,256
CHN,Canoe Sprint,6,3,0,38,9,47,756
CHN,Canoeing,4,0,0,107,4,111,6171
CHN,Cycling,2,4,3,87,9,96,10859
CHN,Cycling BMX Freestyle,1,0,0,1,1,2,42
CHN,Cycling Mountain Bike,0,0,0,4,0,4,144
CHN,Cycling Road,0,0,0,5,0,5,493
CHN,Cycling Track,3,0,0,24,3,27,878
CHN,Diving,78,29,12,25,119,144,3193
CHN,Equestrian,0,0,0,17,0,17,835
CHN,Equestrianism,0,0,0,11,0,11,6344
CHN,Fencing,8,18,5,244,31,275,11558
CHN,Football,0,15,0,136,15,151,7906
CHN,Golf,0,0,2,10,2,12,487
CHN,Gymnastics,45,34,30,532,109,641,26707
CHN,Handball,0,0,13,68,13,81,4419
CHN,Hockey,0,33,0,99,33,132,6264
CHN,Judo,8,3,12,71,23,94,4876
CHN,Karate,0,1,1,0,2,2,81
CHN,Marathon Swimming,0,0,0,2,0,2,89
CHN,Modern Pentathlon,0,1,0,25,1,26,1821
CHN,Rhythmic Gymnastics,5,6,0,35,11,46,848
CHN,Rowing,8,11,25,168,44,212,11625
CHN,Rugby Sevens,0,0,0,27,0,27,928
CHN,Sailing,3,3,2,77,8,85,7266
CHN,Shooting,34,18,29,219,81,300,12580
CHN,Skateboarding,0,0,0,6,0,6,168
CHN,Softball,0,15,0,45,15,60,478
CHN,Sport Climbing,0,2,0,7,2,9,108
CHN,Surfing,0,0,0,1,0,1,88
CHN,Swimming,27,47,46,537,120,657,26416
CHN,Synchronized Swimming,0,20,11,41,31,72,909
CHN,Table Tennis,67,28,9,20,104,124,2480
CHN,Taekwondo,7,2,4,15,13,28,870
CHN,Tennis,3,2,2,62,7,69,3446
CHN,Trampoline Gymnastics,1,3,1,3,5,8,64
CHN,Trampolining,3,2,6,3,11,14,152
CHN,Triathlon,0,0,0,13,0,13,822
CHN,Volleyball,34,9,23,85,66,151,4003
CHN,Water Polo,0,0,0,102,0,102,4418
CHN,Weightlifting,46,16,8,37,70,107,4256
CHN,Wrestling,2,6,11,85,19,104,7734
CIV,Archery,0,0,0,2,0,2,2846
CIV,Athletics,0,1,0,115,1,116,43294
CIV,Boxing,0,0,0,8,0,8,6584
CIV,Canoeing,0,0,0,20,0,20,6171
CIV,Fencing,0,0,0,3,0,3,11558
CIV,Football,0,0,0,37,0,37,7906
CIV,Handball,0,0,0,14,0,14,4419
CIV,Judo,0,0,0,13,0,13,4876
CIV,Rowing,0,0,0,1,0,1,11625
CIV,Swimming,0,0,0,9,0,9,26416
CIV,Taekwondo,1,0,3,11,4,15,870
CIV,Tennis,0,0,0,3,0,3,3446
CIV,Wrestling,0,0,0,2,0,2,7734
CMR,Athletics,2,0,0,98,2,100,43294
CMR,Boxing,0,1,1,43,2,45,6584
CMR,Cycling,0,0,0,28,0,28,10859
CMR,Football,18,0,0,49,18,67,7906
CMR,Judo,0,0,0,25,0,25,4876
CMR,Rowing,0,0,0,2,0,2,11625
CMR,Swimming,0,0,0,9,0,9,26416
CMR,Table Tennis,0,0,0,4,0,4,2480
CMR,Volleyball,0,0,0,10,0,10,4003
CMR,Weightlifting,0,0,0,13,0,13,4256
CMR,Wrestling,0,0,0,25,0,25,7734
COD,Athletics,0,0,0,36,0,36,43294
COD,Basketball,0,0,0,12,0,12,5111
COD,Boxing,0,0,0,20,0,20,6584
COD,Cycling,0,0,0,18,0,18,10859
COD,Judo,0,0,0,11,0,11,4876
COD,Swimming,0,0,0,3,0,3,26416
COD,Table Tennis,0,0,0,4,0,4,2480
COD,Taekwondo,0,0,0,2,0,2,870
COK,Athletics,0,0,0,16,0,16,43294
COK,Boxing,0,0,0,3,0,3,6584
COK,Canoe Slalom,0,0,0,2,0,2,256
COK,Canoe Sprint,0,0,0,3,0,3,756
COK,Canoeing,0,0,0,5,0,5,6171
COK,Sailing,0,0,0,5,0,5,7266
COK,Swimming,0,0,0,9,0,9,26416
COK,Weightlifting,0,0,0,8,0,8,4256
COL,Archery,0,0,0,30,0,30,2846
COL,Art Competitions,0,0,0,1,0,1,3578
COL,Artistic Gymnastics,0,1,0,8,1,9,2297
COL,Artistic Swimming,0,0,0,2,0,2,257
COL,Athletics,1,3,1,249,5,254,43294
COL,Boxing,0,1,4,53,5,58,6584
COL,Canoe Sprint,0,0,0,1,0,1,756
COL,Cycling,2,1,3,187,6,193,10859
COL,Cycling BMX Freestyle,0,0,0,1,0,1,42
COL,Cycling BMX Racing,0,1,1,6,2,8,115
COL,Cycling Mountain Bike,0,0,0,1,0,1,144
COL,Cycling Road,0,0,0,9,0,9,493
COL,Cycling Track,0,0,0,11,0,11,878
COL,Diving,0,0,0,30,0,30,3193
COL,Equestrian,0,0,0,2,0,2,835
COL,Equestrianism,0,0,0,19,0,19,6344
COL,Fencing,0,0,0,64,0,64,11558
COL,Football,0,0,0,139,0,139,7906
COL,Golf,0,0,0,6,0,6,487
COL,Gymnastics,0,0,0,37,0,37,26707
COL,Judo,0,1,1,12,2,14,4876
COL,Rowing,0,0,0,1,0,1,11625
COL,Rugby Sevens,0,0,0,12,0,12,928
COL,Sailing,0,0,0,7,0,7,7266
COL,Shooting,0,2,0,62,2,64,12580
COL,Skateboarding,0,0,0,2,0,2,168
COL,Swimming,0,0,0,129,0,129,26416
COL,Synchronized Swimming,0,0,0,2,0,2,909
COL,Table Tennis,0,0,0,3,0,3,2480
COL,Taekwondo,0,0,1,10,1,11,870
COL,Tennis,0,0,0,20,0,20,3446
COL,Trampoline Gymnastics,0,0,0,2,0,2,64
COL,Triathlon,0,0,0,4,0,4,822
COL,Tug-Of-War,0,1,0,0,1,1,170
COL,Weightlifting,2,5,2,63,9,72,4256
COL,Wrestling,0,0,3,27,3,30,7734
COM,Athletics,0,0,0,17,0,17,43294
COM,Canoe Slalom,0,0,0,2,0,2,256
COM,Judo,0,0,0,1,0,1,4876
COM,Swimming,0,0,0,6,0,6,26416
COM,Weightlifting,0,0,0,1,0,1,4256
CPV,Athletics,0,0,0,13,0,13,43294
CPV,Boxing,0,0,1,4,1,5,6584
CPV,Fencing,0,0,0,1,0,1,11558
CPV,Judo,0,0,0,3,0,3,4876
CPV,Rhythmic Gymnastics,0,0,0,4,0,4,848
CPV,Swimming,0,0,0,4,0,4,26416
CPV,Taekwondo,0,0,0,1,0,1,870
CRC,Archery,0,0,0,5,0,5,2846
CRC,Artistic Gymnastics,0,0,0,5,0,5,2297
CRC,Athletics,0,0,0,45,0,45,43294
CRC,Beach Volleyball,0,0,0,2,0,2,756
CRC,Boxing,0,0,0,3,0,3,6584
CRC,Canoeing,0,0,0,6,0,6,6171
CRC,Cycling,0,0,0,20,0,20,10859
CRC,Cycling BMX Freestyle,0,0,0,1,0,1,42
CRC,Cycling Road,0,0,0,3,0,3,493
CRC,Diving,0,0,0,2,0,2,3193
CRC,Fencing,0,0,0,2,0,2,11558
CRC,Football,0,0,0,47,0,47,7906
CRC,Judo,0,0,0,18,0,18,4876
CRC,Shooting,0,0,0,25,0,25,12580
CRC,Surfing,0,0,0,4,0,4,88
CRC,Swimming,1,1,2,60,4,64,26416
CRC,Taekwondo,0,0,0,4,0,4,870
CRC,Tennis,0,0,0,1,0,1,3446
CRC,Triathlon,0,0,0,3,0,3,822
CRC,Weightlifting,0,0,0,4,0,4,4256
CRO,Artistic Gymnastics,0,1,0,7,1,8,2297
CRO,Athletics,3,1,2,74,6,80,43294
CRO,Basketball,0,12,0,46,12,58,5111
CRO,Boxing,0,0,1,10,1,11,6584
CRO,Canoe Slalom,0,0,0,3,0,3,256
CRO,Canoe Sprint,0,0,0,4,0,4,756
CRO,Canoeing,0,0,0,26,0,26,6171
CRO,Cycling,0,0,0,8,0,8,10859
CRO,Cycling BMX Freestyle,0,0,0,1,0,1,42
CRO,Cycling Road,0,0,0,1,0,1,493
CRO,Diving,0,0,0,1,0,1,3193
CRO,Equestrianism,0,0,0,2,0,2,6344
CRO,Fencing,0,0,0,1,0,1,11558
CRO,Gymnastics,0,1,0,24,1,25,26707
CRO,Handball,31,0,15,57,46,103,4419
CRO,Judo,1,0,0,8,1,9,4876
CRO,Karate,0,0,0,1,0,1,81
CRO,Rowing,6,7,10,31,23,54,11625
CRO,Sailing,2,2,0,50,4,54,7266
CRO,Shooting,2,0,2,57,4,61,12580
CRO,Swimming,0,1,0,115,1,116,26416
CRO,Table Tennis,0,0,0,47,0,47,2480
CRO,Taekwondo,1,0,5,11,6,17,870
CRO,Tennis,2,3,5,41,10,51,3446
CRO,Volleyball,0,0,0,11,0,11,4003
CRO,Water Polo,13,38,0,52,51,103,4418
CRO,Weightlifting,1,0,1,1,2,3,4256
CRO,Wrestling,0,0,0,7,0,7,7734
CRT,Athletics,0,0,0,10,0,10,43294
CRT,Shooting,0,0,0,1,0,1,12580
CUB,Archery,0,0,0,9,0,9,2846
CUB,Art Competitions,0,0,0,3,0,3,3578
CUB,Artistic Gymnastics,0,0,0,1,0,1,2297
CUB,Athletics,10,24,27,423,61,484,43294
CUB,Badminton,0,0,0,1,0,1,1816
CUB,Baseball,64,48,0,0,112,112,894
CUB,Basketball,0,0,12,109,12,121,5111
CUB,Beach Volleyball,0,0,0,18,0,18,756
CUB,Boxing,42,19,19,58,80,138,6584
CUB,Canoe Sprint,2,0,1,10,3,13,756
CUB,Canoeing,0,5,0,47,5,52,6171
CUB,Cycling,0,1,0,69,1,70,10859
CUB,Cycling Road,0,0,0,2,0,2,493
CUB,Diving,0,0,0,36,0,36,3193
CUB,Fencing,6,7,7,160,20,180,11558
CUB,Football,0,0,0,29,0,29,7906
CUB,Gymnastics,0,0,0,386,0,386,26707
CUB,Handball,0,0,0,27,0,27,4419
CUB,Hockey,0,0,0,16,0,16,6264
CUB,Judo,6,15,16,67,37,104,4876
CUB,Modern Pentathlon,0,0,0,6,0,6,1821
CUB,Rowing,0,0,0,134,0,134,11625
CUB,Sailing,0,2,0,17,2,19,7266
CUB,Shooting,1,1,3,104,5,109,12580
CUB,Softball,0,0,0,15,0,15,478
CUB,Swimming,0,1,1,57,2,59,26416
CUB,Synchronized Swimming,0,0,0,2,0,2,909
CUB,Table Tennis,0,0,0,24,0,24,2480
CUB,Taekwondo,1,2,4,9,7,16,870
CUB,Volleyball,28,0,24,118,52,170,4003
CUB,Water Polo,0,0,0,57,0,57,4418
CUB,Weightlifting,2,1,2,67,5,72,4256
CUB,Wrestling,12,7,11,115,30,145,7734
CYP,Archery,0,0,0,2,0,2,2846
CYP,Artistic Gymnastics,0,0,0,15,0,15,2297
CYP,Athletics,0,0,0,74,0,74,43294
CYP,Cycling,0,0,0,4,0,4,10859
CYP,Cycling Road,0,0,0,2,0,2,493
CYP,Fencing,0,0,0,1,0,1,11558
CYP,Gymnastics,0,0,0,6,0,6,26707
CYP,Judo,0,0,0,13,0,13,4876
CYP,Rhythmic Gymnastics,0,0,0,4,0,4,848
CYP,Sailing,0,2,0,31,2,33,7266
CYP,Shooting,0,0,0,28,0,28,12580
CYP,Swimming,0,0,0,37,0,37,26416
CYP,Tennis,0,0,0,2,0,2,3446
CYP,Weightlifting,0,0,0,1,0,1,4256
CYP,Wrestling,0,0,0,2,0,2,7734
CZE,Archery,0,0,0,7,0,7,2846
CZE,Artistic Gymnastics,0,0,0,18,0,18,2297
CZE,Athletics,5,2,8,229,15,244,43294
CZE,Badminton,0,0,0,10,0,10,1816
CZE,Basketball,0,0,0,48,0,48,5111
CZE,Beach Volleyball,0,0,0,26,0,26,756
CZE,Boxing,0,1,0,6,1,7,6584
CZE,Canoe Slalom,1,1,0,10,2,12,256
CZE,Canoe Sprint,2,0,2,10,4,14,756
CZE,Canoeing,4,7,13,81,24,105,6171
CZE,Cycling,1,1,0,74,2,76,10859
CZE,Cycling BMX Freestyle,0,0,0,1,0,1,42
CZE,Cycling Mountain Bike,0,0,0,4,0,4,144
CZE,Cycling Road,0,0,0,9,0,9,493
CZE,Cycling Track,0,0,0,6,0,6,878
CZE,Diving,0,0,0,1,0,1,3193
CZE,Equestrian,0,0,0,12,0,12,835
CZE,Equestrianism,0,0,0,2,0,2,6344
CZE,Fencing,0,0,5,8,5,13,11558
CZE,Football,0,0,0,16,0,16,7906
CZE,Golf,0,0,0,5,0,5,487
CZE,Gymnastics,0,0,0,50,0,50,26707
CZE,Judo,2,0,0,19,2,21,4876
CZE,Marathon Swimming,0,0,0,2,0,2,89
CZE,Modern Pentathlon,1,0,1,16,2,18,1821
CZE,Rhythmic Gymnastics,0,0,0,3,0,3,848
CZE,Rowing,1,6,1,64,8,72,11625
CZE,Sailing,0,1,0,22,1,23,7266
CZE,Shooting,3,4,4,112,11,123,12580
CZE,Sport Climbing,0,0,0,2,0,2,108
CZE,Swimming,0,0,0,127,0,127,26416
CZE,Synchronized Swimming,0,0,0,10,0,10,909
CZE,Table Tennis,0,0,0,26,0,26,2480
CZE,Taekwondo,0,0,0,2,0,2,870
CZE,Tennis,4,5,6,80,15,95,3446
CZE,Trampolining,0,0,0,3,0,3,152
CZE,Triathlon,0,0,1,19,1,20,822
CZE,Weightlifting,0,0,0,9,0,9,4256
CZE,Wrestling,0,0,0,12,0,12,7734
DEN,Archery,0,0,0,29,0,29,2846
DEN,Art Competitions,0,5,4,95,9,104,3578
DEN,Athletics,0,4,3,270,7,277,43294
DEN,Badminton,3,5,6,108,14,122,1816
DEN,Boxing,1,5,6,73,12,85,6584
DEN,Canoe Sprint,0,0,3,14,3,17,756
DEN,Canoeing,4,9,9,102,22,124,6171
DEN,Cycling,14,16,22,271,52,323,10859
DEN,Cycling BMX Racing,0,0,0,3,0,3,115
DEN,Cycling Mountain Bike,0,0,0,6,0,6,144
DEN,Cycling Road,0,0,0,18,0,18,493
DEN,"Cycling Road, Cycling Track",0,0,0,3,0,3,30
DEN,Cycling Track,2,8,1,18,11,29,878
DEN,Diving,1,0,1,27,2,29,3193
DEN,Equestrian,0,4,0,15,4,19,835
DEN,Equestrianism,0,4,4,132,8,140,6344
DEN,Fencing,1,2,3,223,6,229,11558
DEN,Football,12,40,13,86,65,151,7906
DEN,Golf,0,0,0,12,0,12,487
DEN,Gymnastics,20,71,20,184,111,295,26707
DEN,Handball,75,15,15,102,105,207,4419
DEN,Hockey,0,12,0,57,12,69,6264
DEN,Judo,0,0,0,4,0,4,4876
DEN,Modern Pentathlon,0,0,0,25,0,25,1821
DEN,Rhythmic Gymnastics,0,0,0,1,0,1,848
DEN,Rowing,26,13,42,226,81,307,11625
DEN,Sailing,25,25,18,156,68,224,7266
DEN,Shooting,7,11,10,270,28,298,12580
DEN,Skateboarding,0,0,0,2,0,2,168
DEN,Swimming,3,9,10,363,22,385,26416
DEN,Table Tennis,0,0,2,14,2,16,2480
DEN,Taekwondo,0,0,1,4,1,5,870
DEN,Tennis,0,1,0,55,1,56,3446
DEN,Trampolining,0,0,0,3,0,3,152
DEN,Triathlon,0,0,0,9,0,9,822
DEN,Tug-Of-War,3,0,0,0,3,3,170
DEN,Weightlifting,1,2,0,23,3,26,4256
DEN,Wrestling,2,4,8,88,14,102,7734
DJI,Athletics,0,0,1,34,1,35,43294
DJI,Judo,0,0,0,5,0,5,4876
DJI,Sailing,0,0,0,4,0,4,7266
DJI,Swimming,0,0,0,5,0,5,26416
DJI,Table Tennis,0,0,0,1,0,1,2480
DMA,Athletics,1,0,0,18,1,19,43294
DMA,Swimming,0,0,0,5,0,5,26416
DOM,Archery,0,0,0,1,0,1,2846
DOM,Artistic Gymnastics,0,0,0,3,0,3,2297
DOM,Athletics,3,7,0,84,10,94,43294
DOM,Baseball,0,0,0,20,0,20,894
DOM,Baseball/Softball,0,0,24,0,24,24,234
DOM,Boxing,1,0,3,57,4,61,6584
DOM,Cycling,0,0,0,1,0,1,10859
DOM,Diving,0,0,0,9,0,9,3193
DOM,Equestrian,0,0,0,3,0,3,835
DOM,Equestrianism,0,0,0,1,0,1,6344
DOM,Football,0,0,0,19,0,19,7906
DOM,Gymnastics,0,0,0,2,0,2,26707
DOM,Judo,0,0,0,30,0,30,4876
DOM,Rowing,0,0,0,1,0,1,11625
DOM,Sailing,0,0,0,2,0,2,7266
DOM,Shooting,0,0,0,10,0,10,12580
DOM,Swimming,0,0,0,12,0,12,26416
DOM,Synchronized Swimming,0,0,0,4,0,4,909
DOM,Table Tennis,0,0,0,15,0,15,2480
DOM,Taekwondo,0,1,1,9,2,11,870
DOM,Tennis,0,0,0,2,0,2,3446
DOM,Volleyball,0,0,0,48,0,48,4003
DOM,Weightlifting,0,1,1,27,2,29,4256
DOM,Wrestling,0,0,0,8,0,8,7734
ECU,Archery,0,0,0,1,0,1,2846
ECU,Athletics,2,3,0,116,5,121,43294
ECU,Boxing,0,0,0,31,0,31,6584
ECU,Canoeing,0,0,0,2,0,2,6171
ECU,Cycling,0,0,0,26,0,26,10859
ECU,Cycling BMX Racing,0,0,0,3,0,3,115
ECU,Cycling Road,1,0,0,2,1,3,493
ECU,Diving,0,0,0,2,0,2,3193
ECU,Equestrian,0,0,0,4,0,4,835
ECU,Equestrianism,0,0,0,3,0,3,6344
ECU,Golf,0,0,0,1,0,1,487
ECU,Gymnastics,0,0,0,21,0,21,26707
ECU,Judo,0,0,0,21,0,21,4876
ECU,Marathon Swimming,0,0,0,3,0,3,89
ECU,Modern Pentathlon,0,0,0,3,0,3,1821
ECU,Rowing,0,0,0,1,0,1,11625
ECU,Sailing,0,0,0,1,0,1,7266
ECU,Shooting,0,0,0,24,0,24,12580
ECU,Surfing,0,0,0,1,0,1,88
ECU,Swimming,0,0,0,52,0,52,26416
ECU,Table Tennis,0,0,0,3,0,3,2480
ECU,Taekwondo,0,0,0,1,0,1,870
ECU,Tennis,0,0,0,6,0,6,3446
ECU,Triathlon,0,0,0,4,0,4,822
ECU,Weightlifting,1,1,2,19,4,23,4256
ECU,Wrestling,0,1,0,14,1,15,7734
EGY,Archery,0,0,0,19,0,19,2846
EGY,Art Competitions,0,0,0,3,0,3,3578
EGY,Artistic Gymnastics,0,0,0,31,0,31,2297
EGY,Artistic Swimming,0,0,0,28,0,28,257
EGY,Athletics,0,0,0,73,0,73,43294
EGY,Badminton,0,0,0,7,0,7,1816
EGY,Basketball,0,0,0,77,0,77,5111
EGY,Beach Volleyball,0,0,0,4,0,4,756
EGY,Boxing,0,1,2,83,3,86,6584
EGY,Canoe Sprint,0,0,0,4,0,4,756
EGY,Canoeing,0,0,0,4,0,4,6171
EGY,Cycling,0,0,0,13,0,13,10859
EGY,Cycling Track,0,0,0,3,0,3,878
EGY,Diving,0,1,1,35,2,37,3193
EGY,Equestrian,0,0,0,8,0,8,835
EGY,Equestrianism,0,0,0,19,0,19,6344
EGY,Fencing,0,1,1,238,2,240,11558
EGY,Football,0,0,0,183,0,183,7906
EGY,Gymnastics,0,0,0,169,0,169,26707
