Name,NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,Participation Count,Cutoff Year,TOPSIS Score,TOPSIS Rank
Katja Fain,SLO,Swimming,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Martin Bau,SLO,Swimming,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Bojan Tokic,SLO,Table Tennis,0,0,2,0,0,2,2020,0.001125347976850006,12106
Darko Jorgic,SLO,Table Tennis,0,0,2,0,0,2,2020,0.001125347976850006,12106
Deni Kozul,SLO,Table Tennis,0,0,1,0,0,1,2020,0.0,23451
Konrad Trajkovic,SLO,Taekwondo,0,0,1,0,0,1,2020,0.0,23451
Paolo Persoglia,SMR,Judo,0,0,1,0,0,1,2020,0.0,23451
Alessandra Perilli,SMR,Shooting,1,0,2,1,2,4,2020,0.12304679458509414,1068
Marco Berti,SMR,Shooting,0,0,1,1,1,2,2020,0.08614942012677068,1959
Arianna Valloni,SMR,Swimming,0,0,2,0,0,2,2020,0.001125347976850006,12106
Nazem Amine,SMR,Wrestling,1,0,0,0,1,1,2020,0.07998107834533921,6197
Sharon Firisua,SOL,Athletics,0,0,2,0,0,2,2020,0.001125347976850006,12106
Richardson Iro,SOL,Swimming,0,0,1,0,0,1,2020,0.0,23451
Kini Lifu,SOL,Weightlifting,0,0,1,0,0,1,2020,0.0,23451
Idow Hassan,SOM,Athletics,0,0,1,0,0,1,2020,0.0,23451
Mohamed Mohamed,SOM,Athletics,0,0,2,0,0,2,2020,0.001125347976850006,12106
Ahmed Ali,SOM,Boxing,0,0,1,0,0,1,2020,0.0,23451
Aleksandar Ratkov,SRB,3x3 Basketball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Dejan Majstorovic,SRB,3x3 Basketball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Dusan Domovic,SRB,3x3 Basketball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Mihailo Vasic,SRB,3x3 Basketball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Armin Sinancevic,SRB,Athletics,0,0,1,0,0,1,2020,0.0,23451
Asmir Kolasinac,SRB,Athletics,0,0,1,0,0,1,2020,0.0,23451
Dragana Tomasevic,SRB,Athletics,0,0,1,0,0,1,2020,0.0,23451
Ivana Spanovic,SRB,Athletics,0,0,1,0,0,1,2020,0.0,23451
Marija Vucenovic,SRB,Athletics,0,0,1,0,0,1,2020,0.0,23451
Aleksandra Crvendakic,SRB,Basketball,0,0,1,0,0,1,2020,0.0,23451
Ana Dabovic,SRB,Basketball,0,0,1,0,0,1,2020,0.0,23451
Angela Dugalic,SRB,Basketball,0,0,1,0,0,1,2020,0.0,23451
Dajana Butulija,SRB,Basketball,1,0,1,0,1,2,2020,0.07998989387663208,5344
Dragana Stankovic,SRB,Basketball,0,0,1,0,0,1,2020,0.0,23451
Jelena Brooks,SRB,Basketball,0,0,1,0,0,1,2020,0.0,23451
Maja Skoric,SRB,Basketball,0,0,1,0,0,1,2020,0.0,23451
Nevena Jovanovic,SRB,Basketball,0,0,1,0,0,1,2020,0.0,23451
Sasa Cado,SRB,Basketball,0,0,1,0,0,1,2020,0.0,23451
Sonja Vasic,SRB,Basketball,0,0,1,0,0,1,2020,0.0,23451
Tina Krajisnik,SRB,Basketball,0,0,1,0,0,1,2020,0.0,23451
Yvonne Anderson,SRB,Basketball,0,0,1,0,0,1,2020,0.0,23451
Nina Radovanovic,SRB,Boxing,0,0,1,0,0,1,2020,0.0,23451
Bojan Zdelar,SRB,Canoe Sprint,0,0,2,0,0,2,2020,0.001125347976850006,12106
Milica Novakovic,SRB,Canoe Sprint,0,0,2,0,0,2,2020,0.001125347976850006,12106
Strahinja Stefanovic,SRB,Canoe Sprint,0,0,1,0,0,1,2020,0.0,23451
Vladimir Torubarov,SRB,Canoeing,0,0,1,0,0,1,2020,0.0,23451
Aleksandar Kukolj,SRB,Judo,0,0,2,0,0,2,2020,0.001125347976850006,12106
Anja Obradovic,SRB,Judo,0,0,1,0,0,1,2020,0.0,23451
Marica Perisic,SRB,Judo,0,0,1,0,0,1,2020,0.0,23451
Milica Nikolic,SRB,Judo,0,0,1,0,0,1,2020,0.0,23451
Nemanja Majdov,SRB,Judo,0,0,1,0,0,1,2020,0.0,23451
Jovana Prekovic,SRB,Karate,0,1,0,0,1,1,2020,0.08058195654188434,4235
Jovana Arsic,SRB,Rowing,0,0,1,0,0,1,2020,0.0,23451
Martin Mackovic,SRB,Rowing,0,0,1,0,0,1,2020,0.0,23451
Milos Vasic,SRB,Rowing,0,0,1,0,0,1,2020,0.0,23451
Andrea Arsovic,SRB,Shooting,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Damir Mikec,SRB,Shooting,0,0,7,1,1,8,2020,0.08645899585119844,1405
Jasmina Milovanovic,SRB,Shooting,0,0,2,0,0,2,2020,0.001125347976850006,12106
Milenko Sebic,SRB,Shooting,1,0,2,0,1,3,2020,0.08001191193606552,4985
Milutin Stefanovic,SRB,Shooting,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Sanja Vukasinovic,SRB,Shooting,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Zorana Arunovic,SRB,Shooting,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Andrej Barna,SRB,Swimming,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Anja Crevar,SRB,Swimming,0,0,4,0,0,4,2020,0.00336863300103117,7824
Caba Siladi,SRB,Swimming,0,0,1,0,0,1,2020,0.0,23451
Nikola Acin,SRB,Swimming,0,0,1,0,0,1,2020,0.0,23451
Uros Nikolic,SRB,Swimming,0,0,1,0,0,1,2020,0.0,23451
Velimir Stjepanovic,SRB,Swimming,0,0,2,0,0,2,2020,0.001125347976850006,12106
Vuk Celic,SRB,Swimming,0,0,1,0,0,1,2020,0.0,23451
Dimitrije Levajac,SRB,Table Tennis,0,0,2,0,0,2,2020,0.001125347976850006,12106
Marko Jevtovic,SRB,Table Tennis,0,0,1,0,0,1,2020,0.0,23451
Zsolt Peto,SRB,Table Tennis,0,0,2,0,0,2,2020,0.001125347976850006,12106
Milica Mandic,SRB,Taekwondo,0,1,0,0,1,1,2020,0.08058195654188434,4235
Tijana Bogdanovic,SRB,Taekwondo,1,0,0,0,1,1,2020,0.07998107834533921,6197
Aleksandra Krunic,SRB,Tennis,0,0,1,0,0,1,2020,0.0,23451
Ivana Jorovic,SRB,Tennis,0,0,1,0,0,1,2020,0.0,23451
Miomir Kecmanovic,SRB,Tennis,0,0,1,0,0,1,2020,0.0,23451
Nina Stojanovic,SRB,Tennis,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Novak Djokovic,SRB,Tennis,0,0,2,0,0,2,2020,0.001125347976850006,12106
Ana Bjelica,SRB,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Bianka Busa,SRB,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Bojana Milenkovic,SRB,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Brankica Mihajlovic,SRB,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Jelena Blagojevic,SRB,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Maja Aleksic,SRB,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Maja Ognjenovic,SRB,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Milena Rasic,SRB,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Mina Popovic,SRB,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Silvija Popovic,SRB,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Sladjana Mirkovic,SRB,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Tijana Boskovic,SRB,Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Andrija Prlainovic,SRB,Water Polo,0,1,0,0,1,1,2020,0.08058195654188434,4235
Branislav Mitrovic,SRB,Water Polo,0,1,0,0,1,1,2020,0.08058195654188434,4235
Dorde Lazic,SRB,Water Polo,0,1,0,0,1,1,2020,0.08058195654188434,4235
Dusan Mandic,SRB,Water Polo,0,1,0,0,1,1,2020,0.08058195654188434,4235
Dusko Pijetlovic,SRB,Water Polo,0,1,0,0,1,1,2020,0.08058195654188434,4235
Filip Filipovic,SRB,Water Polo,0,1,0,0,1,1,2020,0.08058195654188434,4235
Gojko Pijetlovic,SRB,Water Polo,0,1,0,0,1,1,2020,0.08058195654188434,4235
Milan Aleksic,SRB,Water Polo,0,1,0,0,1,1,2020,0.08058195654188434,4235
Nikola Dedovic,SRB,Water Polo,0,1,0,0,1,1,2020,0.08058195654188434,4235
Nikola Jaksic,SRB,Water Polo,0,1,0,0,1,1,2020,0.08058195654188434,4235
Sava Randelovic,SRB,Water Polo,0,1,0,0,1,1,2020,0.08058195654188434,4235
Stefan Mitrovic,SRB,Water Polo,0,1,0,0,1,1,2020,0.08058195654188434,4235
Strahinja Rasovic,SRB,Water Polo,0,1,0,0,1,1,2020,0.08058195654188434,4235
Andria Micic,SRB,Wrestling,0,0,1,0,0,1,2020,0.0,23451
Mate Nemes,SRB,Wrestling,0,0,1,0,0,1,2020,0.0,23451
Mihail Kajaia,SRB,Wrestling,0,0,1,0,0,1,2020,0.0,23451
Zurabi Datunashvili,SRB,Wrestling,1,0,0,0,1,1,2020,0.07998107834533921,6197
Gehani Elpitiya,SRI,Artistic Gymnastics,0,0,5,0,0,5,2020,0.004486577798026189,7417
Abeykoon Mudiyanselage,SRI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Nimali Waliwarsha,SRI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Niluka Karunaratne,SRI,Badminton,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Mathilda Karlsson,SRI,Equestrian,0,0,1,0,0,1,2020,0.0,23451
Chamara Repiyallage,SRI,Judo,0,0,2,0,0,2,2020,0.001125347976850006,12106
Tehani Egodawela,SRI,Shooting,0,0,1,0,0,1,2020,0.0,23451
Aniqah Gaffoor,SRI,Swimming,0,0,1,0,0,1,2020,0.0,23451
Matthew Abeysinghe,SRI,Swimming,0,0,2,0,0,2,2020,0.001125347976850006,12106
Abraham Guem,SSD,Athletics,0,0,1,0,0,1,2020,0.0,23451
Lucia Moris,SSD,Athletics,0,0,1,0,0,1,2020,0.0,23451
D'jamila Tavares,STP,Athletics,0,0,1,0,0,1,2020,0.0,23451
Roque Fernandes,STP,Canoe Sprint,0,0,2,0,0,2,2020,0.001125347976850006,12106
da Buly,STP,Canoe Sprint,0,0,2,0,0,2,2020,0.001125347976850006,12106
Ahmed Ali,SUD,Athletics,0,0,1,0,0,1,2020,0.0,23451
Suliman Koumi,SUD,Athletics,0,0,1,0,0,1,2020,0.0,23451
Mohamed Abdalrasool,SUD,Judo,0,0,1,0,0,1,2020,0.0,23451
Esraa Khogali,SUD,Rowing,0,0,1,0,0,1,2020,0.0,23451
Abobakr Abass,SUD,Swimming,0,0,1,0,0,1,2020,0.0,23451
Haneen Ibrahim,SUD,Swimming,0,0,2,0,0,2,2020,0.001125347976850006,12106
Benjamin Gischard,SUI,Artistic Gymnastics,0,0,8,0,0,8,2020,0.007825667853144012,6934
Christian Baumann,SUI,Artistic Gymnastics,0,0,8,0,0,8,2020,0.007825667853144012,6934
Eddy Yusof,SUI,Artistic Gymnastics,0,0,8,0,0,8,2020,0.007825667853144012,6934
Giulia Steingruber,SUI,Artistic Gymnastics,0,0,5,0,0,5,2020,0.004486577798026189,7417
Pablo Braegger,SUI,Artistic Gymnastics,0,0,8,0,0,8,2020,0.007825667853144012,6934
Alex Wilson,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Andrina Hodel,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Angelica Moser,SUI,Athletics,0,0,2,0,0,2,2020,0.001125347976850006,12106
Annina Fahr,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Cynthia Reinle,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Delia Sclabas,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Ditaji Kambundji,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Fabienne Schlumpf,SUI,Athletics,0,0,2,0,0,2,2020,0.001125347976850006,12106
Jason Joseph,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Jonas Raess,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Julien Wanders,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Lea Sprunger,SUI,Athletics,0,0,2,0,0,2,2020,0.001125347976850006,12106
Loic Gasch,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Lore Hoffmann,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Martina Strahl,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Mujinga Kambundji,SUI,Athletics,0,0,6,0,0,6,2020,0.005602062620190318,7190
Rachel Pellaud,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Riccarda Dietsche,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Ricky Petrucciani,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Salome Kora,SUI,Athletics,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Salome Lang,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Sarah King,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Silke Lemmens,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Silvan Wicki,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Tadesse Abraham,SUI,Athletics,0,0,2,0,0,2,2020,0.001125347976850006,12106
William Reais,SUI,Athletics,0,0,1,0,0,1,2020,0.0,23451
Yasmin Giger,SUI,Athletics,0,0,2,0,0,2,2020,0.001125347976850006,12106
del Ajla,SUI,Athletics,0,0,2,0,0,2,2020,0.001125347976850006,12106
Sabrina Jaquet,SUI,Badminton,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Adrian Heidrich,SUI,Beach Volleyball,0,0,1,0,0,1,2020,0.0,23451
Anouk Verge-depre,SUI,Beach Volleyball,1,0,0,0,1,1,2020,0.07998107834533921,6197
Joana Heidrich,SUI,Beach Volleyball,1,0,1,0,1,2,2020,0.07998989387663208,5344
Mirco Gerson,SUI,Beach Volleyball,0,0,1,0,0,1,2020,0.0,23451
Nina Betschart,SUI,Beach Volleyball,0,0,1,0,0,1,2020,0.0,23451
Tanja Huberli,SUI,Beach Volleyball,0,0,1,0,0,1,2020,0.0,23451
Alena Marx,SUI,Canoe Slalom,0,0,1,0,0,1,2020,0.0,23451
Martin Dougoud,SUI,Canoe Slalom,0,0,1,0,0,1,2020,0.0,23451
Naemi Braendle,SUI,Canoe Slalom,0,0,1,0,0,1,2020,0.0,23451
Thomas Koechlin,SUI,Canoe Slalom,0,0,1,0,0,1,2020,0.0,23451
Elise Chabbey,SUI,Canoeing,0,0,1,0,0,1,2020,0.0,23451
David Graf,SUI,Cycling,0,0,1,0,0,1,2020,0.0,23451
Jolanda Neff,SUI,Cycling,0,0,2,0,0,2,2020,0.001125347976850006,12106
Linda Indergand,SUI,Cycling,0,0,1,0,0,1,2020,0.0,23451
Nino Schurter,SUI,Cycling,1,1,0,1,3,3,2020,0.15954354006698224,442
Nikita Ducarroz,SUI,Cycling BMX Freestyle,1,0,0,0,1,1,2020,0.07998107834533921,6197
David Graf,SUI,Cycling BMX Racing,0,0,1,0,0,1,2020,0.0,23451
Simon Marquart,SUI,Cycling BMX Racing,0,0,1,0,0,1,2020,0.0,23451
Zoe Claessens,SUI,Cycling BMX Racing,0,0,1,0,0,1,2020,0.0,23451
Filippo Colombo,SUI,Cycling Mountain Bike,0,0,1,0,0,1,2020,0.0,23451
Jolanda Neff,SUI,Cycling Mountain Bike,0,1,0,0,1,1,2020,0.08058195654188434,4235
Linda Indergand,SUI,Cycling Mountain Bike,1,0,0,0,1,1,2020,0.07998107834533921,6197
Mathias Flueckiger,SUI,Cycling Mountain Bike,0,0,0,1,1,1,2020,0.08614083160457776,2717
Nino Schurter,SUI,Cycling Mountain Bike,0,0,1,0,0,1,2020,0.0,23451
Sina Frei,SUI,Cycling Mountain Bike,0,0,0,1,1,1,2020,0.08614083160457776,2717
Gino Maeder,SUI,Cycling Road,0,0,1,0,0,1,2020,0.0,23451
Marc Hirschi,SUI,Cycling Road,0,0,1,0,0,1,2020,0.0,23451
Marlen Reusser,SUI,Cycling Road,0,0,1,1,1,2,2020,0.08614942012677068,1959
Michael Schaer,SUI,Cycling Road,0,0,1,0,0,1,2020,0.0,23451
Stefan Kueng,SUI,Cycling Road,0,0,2,0,0,2,2020,0.001125347976850006,12106
Cyrille Thiery,SUI,Cycling Track,0,0,1,0,0,1,2020,0.0,23451
Mauro Schmid,SUI,Cycling Track,0,0,2,0,0,2,2020,0.001125347976850006,12106
Robin Froidevaux,SUI,Cycling Track,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Stefan Bissegger,SUI,Cycling Track,0,0,1,0,0,1,2020,0.0,23451
Thery Schir,SUI,Cycling Track,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Valere Thiebaud,SUI,Cycling Track,0,0,1,0,0,1,2020,0.0,23451
Michelle Heimberg,SUI,Diving,0,0,1,0,0,1,2020,0.0,23451
Beat Mandli,SUI,Equestrian,0,0,2,0,0,2,2020,0.001125347976850006,12106
Bryan Balsiger,SUI,Equestrian,0,0,2,0,0,2,2020,0.001125347976850006,12106
Estelle Wettstein,SUI,Equestrian,0,0,1,0,0,1,2020,0.0,23451
Eveline Bodenmuller,SUI,Equestrian,0,0,2,0,0,2,2020,0.001125347976850006,12106
Felix Vogg,SUI,Equestrian,0,0,2,0,0,2,2020,0.001125347976850006,12106
Martin Fuchs,SUI,Equestrian,0,0,2,0,0,2,2020,0.001125347976850006,12106
Melody Johner,SUI,Equestrian,0,0,2,0,0,2,2020,0.001125347976850006,12106
Robin Godel,SUI,Equestrian,0,0,2,0,0,2,2020,0.001125347976850006,12106
Steve Guerdat,SUI,Equestrian,0,0,2,0,0,2,2020,0.001125347976850006,12106
Christoph Meier,SUI,Equestrianism,0,0,1,0,0,1,2020,0.0,23451
Felix Vogg,SUI,Equestrianism,0,0,1,0,0,1,2020,0.0,23451
Markus Fuchs,SUI,Equestrianism,0,0,9,1,1,10,2020,0.08665980734533478,1395
Martin Fuchs,SUI,Equestrianism,0,0,2,0,0,2,2020,0.001125347976850006,12106
Pius Schwizer,SUI,Equestrianism,1,0,3,0,1,4,2020,0.08004712082548433,4867
Steve Guerdat,SUI,Equestrianism,1,1,6,0,2,8,2020,0.1204334720069317,1212
Benjamin Steffen,SUI,Fencing,0,0,4,0,0,4,2020,0.00336863300103117,7824
Lucas Malcotti,SUI,Fencing,0,0,1,0,0,1,2020,0.0,23451
Max Heinzer,SUI,Fencing,0,0,5,0,0,5,2020,0.004486577798026189,7417
Michele Niggeler,SUI,Fencing,0,0,2,0,0,2,2020,0.001125347976850006,12106
Albane Valenzuela,SUI,Golf,0,0,2,0,0,2,2020,0.001125347976850006,12106
Kim Metraux,SUI,Golf,0,0,1,0,0,1,2020,0.0,23451
Benjamin Gischard,SUI,Gymnastics,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Christian Baumann,SUI,Gymnastics,0,0,5,0,0,5,2020,0.004486577798026189,7417
Eddy Yusof,SUI,Gymnastics,0,0,7,0,0,7,2020,0.006715091345500642,7040
Giulia Steingruber,SUI,Gymnastics,1,0,9,0,1,10,2020,0.08053367491359462,4718
Fabienne Kocher,SUI,Judo,0,0,1,0,0,1,2020,0.0,23451
Nils Stump,SUI,Judo,0,0,1,0,0,1,2020,0.0,23451
Elena Quirici,SUI,Karate,0,0,1,0,0,1,2020,0.0,23451
Andrin Gulich,SUI,Rowing,0,0,1,0,0,1,2020,0.0,23451
Barnabe Delarze,SUI,Rowing,0,0,1,0,0,1,2020,0.0,23451
Frederique Rol,SUI,Rowing,0,0,1,0,0,1,2020,0.0,23451
Jeannine Gmelin,SUI,Rowing,0,0,1,0,0,1,2020,0.0,23451
Joel Schuerch,SUI,Rowing,0,0,1,0,0,1,2020,0.0,23451
Markus Kessler,SUI,Rowing,0,0,1,0,0,1,2020,0.0,23451
Patricia Merz,SUI,Rowing,0,0,1,0,0,1,2020,0.0,23451
Paul Jacquot,SUI,Rowing,0,0,1,0,0,1,2020,0.0,23451
Roman Roeoesli,SUI,Rowing,0,0,1,0,0,1,2020,0.0,23451
Linda Fahrni,SUI,Sailing,0,0,2,0,0,2,2020,0.001125347976850006,12106
Lucien Cujean,SUI,Sailing,0,0,2,0,0,2,2020,0.001125347976850006,12106
Maja Siegenthaler,SUI,Sailing,0,0,2,0,0,2,2020,0.001125347976850006,12106
Mateo Sanz,SUI,Sailing,0,0,1,0,0,1,2020,0.0,23451
Maud Jayet,SUI,Sailing,0,0,1,0,0,1,2020,0.0,23451
Sebastien Schneiter,SUI,Sailing,0,0,2,0,0,2,2020,0.001125347976850006,12106
Heidi Diethelm,SUI,Shooting,0,0,2,0,0,2,2020,0.001125347976850006,12106
Nina Christen,SUI,Shooting,1,1,2,0,2,4,2020,0.12024536574884774,1241
Petra Klingler,SUI,Sport Climbing,0,0,1,0,0,1,2020,0.0,23451
Antonio Djakovic,SUI,Swimming,0,0,4,0,0,4,2020,0.00336863300103117,7824
Jeremy Desplanches,SUI,Swimming,1,0,2,0,1,3,2020,0.08001191193606552,4985
Lisa Mamie,SUI,Swimming,0,0,2,0,0,2,2020,0.001125347976850006,12106
Maria Ugolkova,SUI,Swimming,0,0,6,0,0,6,2020,0.005602062620190318,7190
Nils Liess,SUI,Swimming,0,0,2,0,0,2,2020,0.001125347976850006,12106
Noe Ponti,SUI,Swimming,1,0,3,0,1,4,2020,0.08004712082548433,4867
Roman Mityukov,SUI,Swimming,0,0,4,0,0,4,2020,0.00336863300103117,7824
Rachel Moret,SUI,Table Tennis,0,0,1,0,0,1,2020,0.0,23451
Belinda Bencic,SUI,Tennis,0,1,0,1,2,2,2020,0.12531918289194635,943
Viktorija Golubic,SUI,Tennis,0,0,1,1,1,2,2020,0.08614942012677068,1959
Andrea Salvisberg,SUI,Triathlon,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Jolanda Annen,SUI,Triathlon,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Max Studer,SUI,Triathlon,0,0,2,0,0,2,2020,0.001125347976850006,12106
Nicola Spirig,SUI,Triathlon,0,0,2,0,0,2,2020,0.001125347976850006,12106
Max Studer,SUI,Wrestling,0,0,1,0,0,1,2020,0.0,23451
Stefan Reichmuth,SUI,Wrestling,0,0,1,0,0,1,2020,0.0,23451
Soren Opti,SUR,Badminton,0,0,2,0,0,2,2020,0.001125347976850006,12106
Jair Tjon,SUR,Cycling Track,0,0,2,0,0,2,2020,0.001125347976850006,12106
Renzo Tjon-a-joe,SUR,Swimming,0,0,2,0,0,2,2020,0.001125347976850006,12106
Denisa Barankova,SVK,Archery,0,0,1,0,0,1,2020,0.0,23451
Barbora Mokosova,SVK,Artistic Gymnastics,0,0,5,0,0,5,2020,0.004486577798026189,7417
Emma Zapletalova,SVK,Athletics,0,0,1,0,0,1,2020,0.0,23451
Gabriela Gajanova,SVK,Athletics,0,0,1,0,0,1,2020,0.0,23451
Jan Volko,SVK,Athletics,0,0,2,0,0,2,2020,0.001125347976850006,12106
Marcel Lomnicky,SVK,Athletics,0,0,1,0,0,1,2020,0.0,23451
Maria Katerinka,SVK,Athletics,0,0,1,0,0,1,2020,0.0,23451
Martina Hrasnova,SVK,Athletics,0,0,1,0,0,1,2020,0.0,23451
Matej Toth,SVK,Athletics,0,0,1,0,0,1,2020,0.0,23451
Michal Morvay,SVK,Athletics,0,0,1,0,0,1,2020,0.0,23451
Miroslav Uradnik,SVK,Athletics,0,0,1,0,0,1,2020,0.0,23451
Martina Repiska,SVK,Badminton,0,0,1,0,0,1,2020,0.0,23451
Andrej Csemez,SVK,Boxing,0,0,1,0,0,1,2020,0.0,23451
Eliska Mintalova,SVK,Canoe Slalom,0,0,1,0,0,1,2020,0.0,23451
Jakub Grigar,SVK,Canoe Slalom,0,0,0,1,1,1,2020,0.08614083160457776,2717
Matej Benus,SVK,Canoe Slalom,0,0,1,0,0,1,2020,0.0,23451
Monika Skachova,SVK,Canoe Slalom,0,0,1,0,0,1,2020,0.0,23451
Adam Botek,SVK,Canoe Sprint,1,0,1,0,1,2,2020,0.07998989387663208,5344
Denis Mysak,SVK,Canoe Sprint,1,0,0,0,1,1,2020,0.07998107834533921,6197
Erik Vlcek,SVK,Canoe Sprint,1,0,0,0,1,1,2020,0.07998107834533921,6197
Peter Gelle,SVK,Canoe Sprint,0,0,1,0,0,1,2020,0.0,23451
Samuel Balaz,SVK,Canoe Sprint,1,0,1,0,1,2,2020,0.07998989387663208,5344
Jakub Grigar,SVK,Canoeing,0,0,1,0,0,1,2020,0.0,23451
Peter Gelle,SVK,Canoeing,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Peter Nagy,SVK,Canoeing,0,0,2,0,0,2,2020,0.001125347976850006,12106
Juraj Sagan,SVK,Cycling Road,0,0,1,0,0,1,2020,0.0,23451
Lukas Kubis,SVK,Cycling Road,0,0,2,0,0,2,2020,0.001125347976850006,12106
Rory Sabbatini,SVK,Golf,0,0,0,1,1,1,2020,0.08614083160457776,2717
Danka Bartekova,SVK,Shooting,0,0,1,0,0,1,2020,0.0,23451
Erik Varga,SVK,Shooting,0,0,5,0,0,5,2020,0.004486577798026189,7417
Jana Spotakova,SVK,Shooting,0,0,1,0,0,1,2020,0.0,23451
Juraj Tuzinsky,SVK,Shooting,0,0,1,0,0,1,2020,0.0,23451
Marian Kovacocy,SVK,Shooting,0,0,1,0,0,1,2020,0.0,23451
Patrik Jany,SVK,Shooting,0,0,2,0,0,2,2020,0.001125347976850006,12106
Zuzana Rehak,SVK,Shooting,0,1,1,0,1,2,2020,0.0805911872684156,3601
Andrea Podmanikova,SVK,Swimming,0,0,2,0,0,2,2020,0.001125347976850006,12106
Richard Nagy,SVK,Swimming,0,0,5,0,0,5,2020,0.004486577798026189,7417
Barbora Balazova,SVK,Table Tennis,0,0,2,0,0,2,2020,0.001125347976850006,12106
Lubomir Pistej,SVK,Table Tennis,0,0,1,0,0,1,2020,0.0,23451
Yang Wang,SVK,Table Tennis,0,0,2,0,0,2,2020,0.001125347976850006,12106
Filip Polasek,SVK,Tennis,0,0,1,0,0,1,2020,0.0,23451
Lukas Klein,SVK,Tennis,0,0,2,0,0,2,2020,0.001125347976850006,12106
Norbert Gombos,SVK,Tennis,0,0,1,0,0,1,2020,0.0,23451
Boris Makoev,SVK,Wrestling,0,0,1,0,0,1,2020,0.0,23451
Christine Bjerendal,SWE,Archery,0,0,3,0,0,3,2020,0.0022482243524647905,8771
David Rumbutis,SWE,Artistic Gymnastics,0,0,7,0,0,7,2020,0.006715091345500642,7040
Jonna Adlerteg,SWE,Artistic Gymnastics,0,0,1,0,0,1,2020,0.0,23451
Andreas Kramer,SWE,Athletics,0,0,1,0,0,1,2020,0.0,23451
Angelica Bengtsson,SWE,Athletics,0,0,3,0,0,3,2020,0.0022482243524647905,8771
Armand Duplantis,SWE,Athletics,0,1,0,0,1,1,2020,0.08058195654188434,4235
Carolina Wikstrom,SWE,Athletics,0,0,1,0,0,1,2020,0.0,23451
Daniel Stahl,SWE,Athletics,0,1,0,0,1,1,2020,0.08058195654188434,4235
Emil Blomberg,SWE,Athletics,0,0,1,0,0,1,2020,0.0,23451
Erika Kinsey,SWE,Athletics,0,0,1,0,0,1,2020,0.0,23451
Fanny Roos,SWE,Athletics,0,0,1,0,0,1,2020,0.0,23451
