NOC,Sport,Gold_Medals,Silver_Medals,Bronze_Medals,No_Medals,Total_Medals,Country_Event_Participation,Event_Total_Participation,Parti_to_Gold,Parti_to_Silver,Parti_to_Bronze,Parti_to_Medal,Partipate_Rate,,Score,Rank
CAM,Cycling,0,0,0,8,0,8,10859,0,0,0,0,0.000736716,,0,5
CAM,Equestrianism,0,0,0,2,0,2,6344,0,0,0,0,0.000315259,,0,5
CAM,Judo,0,0,0,1,0,1,4876,0,0,0,0,0.000205086,,0,5
CAM,Sailing,0,0,0,3,0,3,7266,0,0,0,0,0.000412882,,0,5
CAM,Swimming,0,0,0,27,0,27,26416,0,0,0,0,0.001022108,,0,5
CAM,Taekwondo,0,0,0,2,0,2,870,0,0,0,0,0.002298851,,0,5
CAM,Wrestling,0,0,0,2,0,2,7734,0,0,0,0,0.000258598,,0,5
CAN,3x3 Basketball,0,0,0,4,0,4,128,0,0,0,0,0.03125,,0.000581385,52
CAN,Archery,0,0,0,54,0,54,2846,0,0,0,0,0.018973999,,0.014055582,40
CAN,Art Competitions,0,1,1,81,2,83,3578,0,0.012048193,0.012048193,0.024096386,0.023197317,,0.023479088,34
CAN,Artistic Gymnastics,0,0,0,107,0,107,2297,0,0,0,0,0.046582499,,0.017274594,38
CAN,Artistic Swimming,0,0,0,21,0,21,257,0,0,0,0,0.081712062,,0.002893279,47
CAN,Athletics,32,28,60,1167,120,1287,43294,0.024864025,0.021756022,0.046620047,0.093240093,0.029726983,,0.387733607,2
CAN,Badminton,0,0,0,73,0,73,1816,0,0,0,0,0.040198238,,0.012402462,42
CAN,Baseball,0,0,0,48,0,48,894,0,0,0,0,0.053691275,,0.007388309,45
CAN,Baseball/Softball,0,0,15,0,15,15,234,0,0,1,1,0.064102564,,0.310542384,7
CAN,Basketball,0,9,0,205,9,214,5111,0,0.042056075,0,0.042056075,0.041870475,,0.067867354,23
CAN,Beach Volleyball,0,2,2,32,4,36,756,0,0.055555556,0.055555556,0.111111111,0.047619048,,0.057774376,25
CAN,Boxing,3,7,8,130,18,148,6584,0.02027027,0.047297297,0.054054054,0.121621622,0.022478736,,0.082205582,20
CAN,Breaking,1,0,0,0,1,1,33,1,0,0,1,0.03030303,,0.320370963,6
CAN,Canoe Slalom,0,0,0,10,0,10,256,0,0,0,0,0.0390625,,0.001563404,49
CAN,Canoe Sprint,1,1,4,39,6,45,756,0.022222222,0.022222222,0.088888889,0.133333333,0.05952381,,0.048096152,27
CAN,Canoeing,5,13,15,267,33,300,6171,0.016666667,0.043333333,0.05,0.11,0.048614487,,0.119159616,14
CAN,Cycling,1,5,17,299,23,322,10859,0.00310559,0.01552795,0.052795031,0.071428571,0.029652823,,0.097435988,17
CAN,Cycling BMX Freestyle,0,0,0,1,0,1,42,0,0,0,0,0.023809524,,3.91E-05,58
CAN,Cycling BMX Racing,0,0,0,3,0,3,115,0,0,0,0,0.026086957,,0.000448833,53
CAN,Cycling Mountain Bike,0,0,0,5,0,5,144,0,0,0,0,0.034722222,,0.000728379,51
CAN,Cycling Road,0,0,0,15,0,15,493,0,0,0,0,0.030425963,,0.002760499,48
CAN,Cycling Track,1,0,1,60,2,62,878,0.016129032,0,0.016129032,0.032258065,0.070615034,,0.015753357,39
CAN,Diving,1,7,14,156,22,178,3193,0.005617978,0.039325843,0.078651685,0.123595506,0.055746946,,0.08719701,18
CAN,Equestrian,0,0,0,34,0,34,835,0,0,0,0,0.040718563,,0.005673081,46
CAN,Equestrianism,4,5,8,243,17,260,6344,0.015384615,0.019230769,0.030769231,0.065384615,0.040983607,,0.071836253,22
CAN,Fencing,0,0,1,297,1,298,11558,0,0,0.003355705,0.003355705,0.025783007,,0.061614177,24
CAN,Football,35,0,36,65,71,136,7906,0.257352941,0,0.264705882,0.522058824,0.017202125,,0.302244762,8
CAN,Golf,1,0,0,14,1,15,487,0.066666667,0,0,0.066666667,0.030800821,,0.028900524,33
CAN,Gymnastics,1,0,0,704,1,705,26707,0.00141844,0,0,0.00141844,0.026397574,,0.13466568,12
CAN,Handball,0,0,0,28,0,28,4419,0,0,0,0,0.006336275,,0.019119299,37
CAN,Hockey,0,0,0,173,0,173,6264,0,0,0,0,0.027618135,,0.034896373,29
CAN,Ice Hockey,8,0,0,0,8,8,60,1,0,0,1,0.133333333,,0.327989519,4
CAN,Judo,1,2,5,93,8,101,4876,0.00990099,0.01980198,0.04950495,0.079207921,0.0207137,,0.044734723,28
CAN,Karate,0,0,0,1,0,1,81,0,0,0,0,0.012345679,,0.000208551,57
CAN,Lacrosse,24,0,12,0,36,36,60,0.666666667,0,0.333333333,1,0.6,,0.324337162,5
CAN,Marathon Swimming,0,0,0,3,0,3,89,0,0,0,0,0.033707865,,0.000365729,54
CAN,Modern Pentathlon,0,0,0,29,0,29,1821,0,0,0,0,0.015925316,,0.008603456,43
CAN,Rhythmic Gymnastics,1,0,0,14,1,15,848,0.066666667,0,0,0.066666667,0.017688679,,0.029050056,32
CAN,Rowing,59,99,65,376,223,599,11625,0.098497496,0.165275459,0.10851419,0.372287145,0.051526882,,0.58783926,1
CAN,Rugby Sevens,0,14,12,26,26,52,928,0,0.269230769,0.230769231,0.5,0.056034483,,0.247445,9
CAN,Sailing,0,10,15,202,25,227,7266,0,0.044052863,0.066079295,0.110132159,0.031241398,,0.101431049,16
CAN,Shooting,4,13,7,205,24,229,12580,0.017467249,0.056768559,0.030567686,0.104803493,0.018203498,,0.113457822,15
CAN,Skateboarding,0,0,0,8,0,8,168,0,0,0,0,0.047619048,,0.001120724,50
CAN,Softball,0,0,0,60,0,60,478,0,0,0,0,0.125523013,,0.008232875,44
CAN,Sport Climbing,0,0,0,2,0,2,108,0,0,0,0,0.018518519,,0.000353281,55
CAN,Surfing,0,0,0,1,0,1,88,0,0,0,0,0.011363636,,0.000238959,56
CAN,Swimming,12,34,75,1013,121,1134,26416,0.010582011,0.029982363,0.066137566,0.10670194,0.042928528,,0.355817614,3
CAN,Synchronized Swimming,4,14,8,41,26,67,909,0.059701493,0.208955224,0.119402985,0.388059701,0.073707371,,0.205145409,11
CAN,Table Tennis,0,0,0,55,0,55,2480,0,0,0,0,0.022177419,,0.012816154,41
CAN,Taekwondo,0,1,2,11,3,14,870,0,0.071428571,0.142857143,0.214285714,0.016091954,,0.086874994,19
CAN,Tennis,2,0,2,69,4,73,3446,0.02739726,0,0.02739726,0.054794521,0.021183981,,0.02935192,31
CAN,Trampoline Gymnastics,0,0,1,2,1,3,64,0,0,0.333333333,0.333333333,0.046875,,0.122493814,13
CAN,Trampolining,2,3,2,6,7,13,152,0.153846154,0.230769231,0.153846154,0.538461538,0.085526316,,0.213703794,10
CAN,Triathlon,1,1,0,35,2,37,822,0.027027027,0.027027027,0,0.054054054,0.045012165,,0.029903242,30
CAN,Volleyball,0,0,0,109,0,109,4003,0,0,0,0,0.027229578,,0.022316096,36
CAN,Water Polo,0,0,0,100,0,100,4418,0,0,0,0,0.022634676,,0.022959316,35
CAN,Weightlifting,1,3,1,61,5,66,4256,0.015151515,0.045454545,0.015151515,0.075757576,0.015507519,,0.050852651,26
CAN,Wrestling,3,7,7,167,17,184,7734,0.016304348,0.038043478,0.038043478,0.092391304,0.023791052,,0.077478829,21
CAY,Artistic Gymnastics,0,0,0,5,0,5,2297,0,0,0,0,0.002176752,,0,3
CAY,Athletics,0,0,0,20,0,20,43294,0,0,0,0,0.000461958,,0,3
CAY,Cycling,0,0,0,31,0,31,10859,0,0,0,0,0.002854775,,0,3
CAY,Sailing,0,0,0,17,0,17,7266,0,0,0,0,0.002339664,,0,3
CAY,Swimming,0,0,0,21,0,21,26416,0,0,0,0,0.000794973,,0,3
CGO,Athletics,0,0,0,61,0,61,43294,0,0,0,0,0.001408971,,0,4
CGO,Boxing,0,0,0,5,0,5,6584,0,0,0,0,0.000759417,,0,4
CGO,Fencing,0,0,0,1,0,1,11558,0,0,0,0,8.65E-05,,0,4
CGO,Handball,0,0,0,14,0,14,4419,0,0,0,0,0.003168138,,0,4
CGO,Judo,0,0,0,7,0,7,4876,0,0,0,0,0.001435603,,0,4
CGO,Swimming,0,0,0,15,0,15,26416,0,0,0,0,0.000567838,,0,4
CGO,Table Tennis,0,0,0,9,0,9,2480,0,0,0,0,0.003629032,,0,4
CHA,Archery,0,0,0,2,0,2,2846,0,0,0,0,0.000702741,,0,2
CHA,Athletics,0,0,0,39,0,39,43294,0,0,0,0,0.000900818,,0,2
CHA,Boxing,0,0,0,1,0,1,6584,0,0,0,0,0.000151883,,0,2
CHA,Judo,0,0,0,5,0,5,4876,0,0,0,0,0.001025431,,0,2
CHI,Archery,0,0,0,5,0,5,2846,0,0,0,0,0.001756852,,0.004646442,22
CHI,Artistic Gymnastics,0,0,0,6,0,6,2297,0,0,0,0,0.002612103,,0.00404521,23
CHI,Athletics,0,2,0,177,2,179,43294,0,0.011173184,0,0.011173184,0.004134522,,0.140519141,6
CHI,Basketball,0,0,0,43,0,43,5111,0,0,0,0,0.008413226,,0.018439575,13
CHI,Beach Volleyball,0,0,0,6,0,6,756,0,0,0,0,0.007936508,,0.002306127,26
CHI,Boxing,0,1,2,35,3,38,6584,0,0.026315789,0.052631579,0.078947368,0.005771567,,0.139045223,7
CHI,Canoe Sprint,0,0,0,7,0,7,756,0,0,0,0,0.009259259,,0.002666351,25
CHI,Canoeing,0,0,0,2,0,2,6171,0,0,0,0,0.000324097,,0.009489119,17
CHI,Cycling,0,0,0,88,0,88,10859,0,0,0,0,0.008103877,,0.0377007,10
CHI,Cycling BMX Freestyle,0,0,0,2,0,2,42,0,0,0,0,0.047619048,,0.000404757,32
CHI,Cycling BMX Racing,0,0,0,1,0,1,115,0,0,0,0,0.008695652,,0.000113918,34
CHI,Cycling Mountain Bike,0,0,0,2,0,2,144,0,0,0,0,0.013888889,,0.000434906,31
CHI,Cycling Road,0,0,0,2,0,2,493,0,0,0,0,0.004056795,,0.000811426,30
CHI,Diving,0,0,0,4,0,4,3193,0,0,0,0,0.00125274,,0.005042028,21
CHI,Equestrian,0,0,0,3,0,3,835,0,0,0,0,0.003592814,,0.001477048,29
CHI,Equestrianism,0,4,0,47,4,51,6344,0,0.078431373,0,0.078431373,0.008039092,,0.22618002,4
CHI,Fencing,0,0,0,47,0,47,11558,0,0,0,0,0.004066447,,0.025285012,11
CHI,Football,0,0,17,58,17,75,7906,0,0,0.226666667,0.226666667,0.009486466,,0.475554199,2
CHI,Golf,0,0,0,5,0,5,487,0,0,0,0,0.01026694,,0.001759442,28
CHI,Gymnastics,0,0,0,12,0,12,26707,0,0,0,0,0.00044932,,0.040259181,9
CHI,Judo,0,0,0,9,0,9,4876,0,0,0,0,0.001845775,,0.008149232,18
CHI,Modern Pentathlon,0,0,0,25,0,25,1821,0,0,0,0,0.01372872,,0.010013832,16
CHI,Rowing,0,0,0,37,0,37,11625,0,0,0,0,0.003182796,,0.022739735,12
CHI,Sailing,0,0,0,30,0,30,7266,0,0,0,0,0.004128819,,0.016041196,14
CHI,Shooting,1,1,0,54,2,56,12580,0.017857143,0.017857143,0,0.035714286,0.00445151,,0.166998923,5
CHI,Skateboarding,0,0,0,1,0,1,168,0,0,0,0,0.005952381,,0.00019661,33
CHI,Surfing,0,0,0,1,0,1,88,0,0,0,0,0.011363636,,7.18E-05,35
CHI,Swimming,0,0,0,34,0,34,26416,0,0,0,0,0.001287099,,0.041592836,8
CHI,Table Tennis,0,0,0,35,0,35,2480,0,0,0,0,0.014112903,,0.014097852,15
CHI,Taekwondo,0,0,0,5,0,5,870,0,0,0,0,0.005747126,,0.002068116,27
CHI,Tennis,3,1,1,22,5,27,3446,0.111111111,0.037037037,0.037037037,0.185185185,0.007835171,,0.495704411,1
CHI,Triathlon,0,0,0,9,0,9,822,0,0,0,0,0.010948905,,0.003449588,24
CHI,Water Polo,0,0,0,8,0,8,4418,0,0,0,0,0.001810774,,0.007344725,19
CHI,Weightlifting,0,0,0,8,0,8,4256,0,0,0,0,0.001879699,,0.007114962,20
CHI,Wrestling,0,1,0,3,1,4,7734,0,0.25,0,0.25,0.000517197,,0.286893879,3
CHN,3x3 Basketball,0,0,4,12,4,16,128,0,0,0.25,0.25,0.125,,0.154934941,23
CHN,Archery,1,17,4,104,22,126,2846,0.007936508,0.134920635,0.031746032,0.174603175,0.044272663,,0.1381902,28
CHN,Art Competitions,0,0,0,5,0,5,3578,0,0,0,0,0.001397429,,0.030416134,43
CHN,Artistic Gymnastics,5,12,7,111,24,135,2297,0.037037037,0.088888889,0.051851852,0.177777778,0.058772312,,0.132724122,29
CHN,Artistic Swimming,11,10,0,0,21,21,257,0.523809524,0.476190476,0,1,0.081712062,,0.342804759,10
CHN,Athletics,11,8,17,539,36,575,43294,0.019130435,0.013913043,0.029565217,0.062608696,0.013281286,,0.380669742,8
CHN,Badminton,35,25,23,76,83,159,1816,0.220125786,0.157232704,0.144654088,0.522012579,0.087555066,,0.389501586,7
CHN,Baseball,0,0,0,24,0,24,894,0,0,0,0,0.026845638,,0.011306728,46
CHN,Basketball,0,11,12,224,23,247,5111,0,0.044534413,0.048582996,0.093117409,0.048327138,,0.156842696,22
CHN,Beach Volleyball,0,2,2,22,4,26,756,0,0.076923077,0.076923077,0.153846154,0.034391534,,0.069640802,39
CHN,Boxing,6,7,6,45,19,64,6584,0.09375,0.109375,0.09375,0.296875,0.009720535,,0.148410487,25
CHN,Breaking,0,0,1,2,1,3,33,0,0,0.333333333,0.333333333,0.090909091,,0.193139549,19
CHN,Canoe Slalom,0,0,0,8,0,8,256,0,0,0,0,0.03125,,0.003242141,50
CHN,Canoe Sprint,6,3,0,38,9,47,756,0.127659574,0.063829787,0,0.191489362,0.062169312,,0.097621175,35
CHN,Canoeing,4,0,0,107,4,111,6171,0.036036036,0,0,0.036036036,0.01798736,,0.073812734,37
CHN,Cycling,2,4,3,87,9,96,10859,0.020833333,0.041666667,0.03125,0.09375,0.008840593,,0.110650351,31
CHN,Cycling BMX Freestyle,1,0,0,1,1,2,42,0.5,0,0,0.5,0.047619048,,0.251393048,14
CHN,Cycling Mountain Bike,0,0,0,4,0,4,144,0,0,0,0,0.027777778,,0.001475646,52
CHN,Cycling Road,0,0,0,5,0,5,493,0,0,0,0,0.010141988,,0.004273951,49
CHN,Cycling Track,3,0,0,24,3,27,878,0.111111111,0,0,0.111111111,0.030751708,,0.070759654,38
CHN,Diving,78,29,12,25,119,144,3193,0.541666667,0.201388889,0.083333333,0.826388889,0.045098653,,0.538400678,1
CHN,Equestrian,0,0,0,17,0,17,835,0,0,0,0,0.020359281,,0.009139239,47
CHN,Equestrianism,0,0,0,11,0,11,6344,0,0,0,0,0.001733922,,0.053397705,41
CHN,Fencing,8,18,5,244,31,275,11558,0.029090909,0.065454545,0.018181818,0.112727273,0.023793044,,0.193312729,18
CHN,Football,0,15,0,136,15,151,7906,0,0.099337748,0,0.099337748,0.019099418,,0.129923157,30
CHN,Golf,0,0,2,10,2,12,487,0,0,0.166666667,0.166666667,0.024640657,,0.106341942,34
CHN,Gymnastics,45,34,30,532,109,641,26707,0.070202808,0.053042122,0.046801872,0.170046802,0.024001198,,0.504748821,4
CHN,Handball,0,0,13,68,13,81,4419,0,0,0.160493827,0.160493827,0.018329939,,0.149953187,24
CHN,Hockey,0,33,0,99,33,132,6264,0,0.25,0,0.25,0.021072797,,0.220288923,16
CHN,Judo,8,3,12,71,23,94,4876,0.085106383,0.031914894,0.127659574,0.244680851,0.019278097,,0.164864061,21
CHN,Karate,0,1,1,0,2,2,81,0,0.5,0.5,1,0.024691358,,0.329535596,11
CHN,Marathon Swimming,0,0,0,2,0,2,89,0,0,0,0,0.02247191,,0.000613965,53
CHN,Modern Pentathlon,0,1,0,25,1,26,1821,0,0.038461538,0,0.038461538,0.014277869,,0.027392125,44
CHN,Rhythmic Gymnastics,5,6,0,35,11,46,848,0.108695652,0.130434783,0,0.239130435,0.054245283,,0.109098933,32
CHN,Rowing,8,11,25,168,44,212,11625,0.037735849,0.051886792,0.117924528,0.20754717,0.018236559,,0.264070655,13
CHN,Rugby Sevens,0,0,0,27,0,27,928,0,0,0,0,0.029094828,,0.01233465,45
CHN,Sailing,3,3,2,77,8,85,7266,0.035294118,0.035294118,0.023529412,0.094117647,0.011698321,,0.084394248,36
CHN,Shooting,34,18,29,219,81,300,12580,0.113333333,0.06,0.096666667,0.27,0.023847377,,0.389776673,6
CHN,Skateboarding,0,0,0,6,0,6,168,0,0,0,0,0.035714286,,0.002196631,51
CHN,Softball,0,15,0,45,15,60,478,0,0.25,0,0.25,0.125523013,,0.146518002,27
CHN,Sport Climbing,0,2,0,7,2,9,108,0,0.222222222,0,0.222222222,0.083333333,,0.107259658,33
CHN,Surfing,0,0,0,1,0,1,88,0,0,0,0,0.011363636,,0.000480337,54
CHN,Swimming,27,47,46,537,120,657,26416,0.04109589,0.071537291,0.070015221,0.182648402,0.02487129,,0.517645169,2
CHN,Synchronized Swimming,0,20,11,41,31,72,909,0,0.277777778,0.152777778,0.430555556,0.079207921,,0.221188251,15
CHN,Table Tennis,67,28,9,20,104,124,2480,0.540322581,0.225806452,0.072580645,0.838709677,0.05,,0.50529982,3
CHN,Taekwondo,7,2,4,15,13,28,870,0.25,0.071428571,0.142857143,0.464285714,0.032183908,,0.1910318,20
CHN,Tennis,3,2,2,62,7,69,3446,0.043478261,0.028985507,0.028985507,0.101449275,0.020023215,,0.062548944,40
CHN,Trampoline Gymnastics,1,3,1,3,5,8,64,0.125,0.375,0.125,0.625,0.125,,0.209528226,17
CHN,Trampolining,3,2,6,3,11,14,152,0.214285714,0.142857143,0.428571429,0.785714286,0.092105263,,0.290628085,12
CHN,Triathlon,0,0,0,13,0,13,822,0,0,0,0,0.015815085,,0.008170399,48
CHN,Volleyball,34,9,23,85,66,151,4003,0.225165563,0.059602649,0.152317881,0.437086093,0.037721709,,0.350290745,9
CHN,Water Polo,0,0,0,102,0,102,4418,0,0,0,0,0.02308737,,0.051987899,42
CHN,Weightlifting,46,16,8,37,70,107,4256,0.429906542,0.14953271,0.074766355,0.654205607,0.025140977,,0.401357298,5
CHN,Wrestling,2,6,11,85,19,104,7734,0.019230769,0.057692308,0.105769231,0.182692308,0.013447117,,0.147595997,26
CIV,Archery,0,0,0,2,0,2,2846,0,0,0,0,0.000702741,,0.002297082,13
CIV,Athletics,0,1,0,115,1,116,43294,0,0.00862069,0,0.00862069,0.002679355,,0.390820714,2
CIV,Boxing,0,0,0,8,0,8,6584,0,0,0,0,0.001215067,,0.008617975,10
CIV,Canoeing,0,0,0,20,0,20,6171,0,0,0,0,0.003240966,,0.017308633,5
CIV,Fencing,0,0,0,3,0,3,11558,0,0,0,0,0.00025956,,0.011521426,7
CIV,Football,0,0,0,37,0,37,7906,0,0,0,0,0.00467999,,0.031480104,3
CIV,Handball,0,0,0,14,0,14,4419,0,0,0,0,0.003168138,,0.011875123,6
CIV,Judo,0,0,0,13,0,13,4876,0,0,0,0,0.00266612,,0.01124038,9
CIV,Rowing,0,0,0,1,0,1,11625,0,0,0,0,8.60E-05,,0.011460736,8
CIV,Swimming,0,0,0,9,0,9,26416,0,0,0,0,0.000340703,,0.027659289,4
CIV,Taekwondo,1,0,3,11,4,15,870,0.066666667,0,0.2,0.266666667,0.017241379,,0.619572,1
CIV,Tennis,0,0,0,3,0,3,3446,0,0,0,0,0.000870575,,0.003271642,12
CIV,Wrestling,0,0,0,2,0,2,7734,0,0,0,0,0.000258598,,0.007395262,11
CMR,Athletics,2,0,0,98,2,100,43294,0.02,0,0,0.02,0.002309789,,0.084356875,3
CMR,Boxing,0,1,1,43,2,45,6584,0,0.022222222,0.022222222,0.044444444,0.006834751,,0.566410964,1
CMR,Cycling,0,0,0,28,0,28,10859,0,0,0,0,0.002578506,,0.015562989,5
CMR,Football,18,0,0,49,18,67,7906,0.268656716,0,0,0.268656716,0.008474576,,0.447309732,2
CMR,Judo,0,0,0,25,0,25,4876,0,0,0,0,0.005127153,,0.011495577,7
CMR,Rowing,0,0,0,2,0,2,11625,0,0,0,0,0.000172043,,0.010013864,8
CMR,Swimming,0,0,0,9,0,9,26416,0,0,0,0,0.000340703,,0.026019454,4
CMR,Table Tennis,0,0,0,4,0,4,2480,0,0,0,0,0.001612903,,0.000983111,11
CMR,Volleyball,0,0,0,10,0,10,4003,0,0,0,0,0.002498126,,0.00426403,10
CMR,Weightlifting,0,0,0,13,0,13,4256,0,0,0,0,0.003054511,,0.005726321,9
CMR,Wrestling,0,0,0,25,0,25,7734,0,0,0,0,0.00323248,,0.012569513,6
COD,Athletics,0,0,0,36,0,36,43294,0,0,0,0,0.000831524,,0,4
COD,Basketball,0,0,0,12,0,12,5111,0,0,0,0,0.002347877,,0,4
COD,Boxing,0,0,0,20,0,20,6584,0,0,0,0,0.003037667,,0,4
COD,Cycling,0,0,0,18,0,18,10859,0,0,0,0,0.001657611,,0,4
COD,Judo,0,0,0,11,0,11,4876,0,0,0,0,0.002255947,,0,4
COD,Swimming,0,0,0,3,0,3,26416,0,0,0,0,0.000113568,,0,4
COD,Table Tennis,0,0,0,4,0,4,2480,0,0,0,0,0.001612903,,0,4
COD,Taekwondo,0,0,0,2,0,2,870,0,0,0,0,0.002298851,,0,4
COK,Athletics,0,0,0,16,0,16,43294,0,0,0,0,0.000369566,,0,4
COK,Boxing,0,0,0,3,0,3,6584,0,0,0,0,0.00045565,,0,4
COK,Canoe Slalom,0,0,0,2,0,2,256,0,0,0,0,0.0078125,,0,4
COK,Canoe Sprint,0,0,0,3,0,3,756,0,0,0,0,0.003968254,,0,4
COK,Canoeing,0,0,0,5,0,5,6171,0,0,0,0,0.000810241,,0,4
COK,Sailing,0,0,0,5,0,5,7266,0,0,0,0,0.000688137,,0,4
COK,Swimming,0,0,0,9,0,9,26416,0,0,0,0,0.000340703,,0,4
COK,Weightlifting,0,0,0,8,0,8,4256,0,0,0,0,0.001879699,,0,4
COL,Archery,0,0,0,30,0,30,2846,0,0,0,0,0.01054111,,0.015478261,20
COL,Art Competitions,0,0,0,1,0,1,3578,0,0,0,0,0.000279486,,0.009065831,22
COL,Artistic Gymnastics,0,1,0,8,1,9,2297,0,0.111111111,0,0.111111111,0.003918154,,0.085156937,11
COL,Artistic Swimming,0,0,0,2,0,2,257,0,0,0,0,0.007782101,,0.000733631,32
COL,Athletics,1,3,1,249,5,254,43294,0.003937008,0.011811024,0.003937008,0.019685039,0.005866864,,0.276901033,4
COL,Boxing,0,1,4,53,5,58,6584,0,0.017241379,0.068965517,0.086206897,0.008809235,,0.232386444,5
COL,Canoe Sprint,0,0,0,1,0,1,756,0,0,0,0,0.001322751,,0.001842513,31
COL,Cycling,2,1,3,187,6,193,10859,0.010362694,0.005181347,0.015544041,0.031088083,0.017773276,,0.382203182,3
COL,Cycling BMX Freestyle,0,0,0,1,0,1,42,0,0,0,0,0.023809524,,0,36
COL,Cycling BMX Racing,0,1,1,6,2,8,115,0,0.125,0.125,0.25,0.069565217,,0.224794617,6
COL,Cycling Mountain Bike,0,0,0,1,0,1,144,0,0,0,0,0.006944444,,0.000263586,35
COL,Cycling Road,0,0,0,9,0,9,493,0,0,0,0,0.018255578,,0.003996512,26
COL,Cycling Track,0,0,0,11,0,11,878,0,0,0,0,0.012528474,,0.005237259,25
COL,Diving,0,0,0,30,0,30,3193,0,0,0,0,0.009395553,,0.015901325,19
COL,Equestrian,0,0,0,2,0,2,835,0,0,0,0,0.00239521,,0.002101278,30
COL,Equestrianism,0,0,0,19,0,19,6344,0,0,0,0,0.002994956,,0.018150148,18
COL,Fencing,0,0,0,64,0,64,11558,0,0,0,0,0.00553729,,0.040929659,15
COL,Football,0,0,0,139,0,139,7906,0,0,0,0,0.017581584,,0.065240098,14
COL,Golf,0,0,0,6,0,6,487,0,0,0,0,0.012320329,,0.002653758,27
COL,Gymnastics,0,0,0,37,0,37,26707,0,0,0,0,0.001385405,,0.066795,13
COL,Judo,0,1,1,12,2,14,4876,0,0.071428571,0.071428571,0.142857143,0.002871206,,0.151427244,9
COL,Rowing,0,0,0,1,0,1,11625,0,0,0,0,8.60E-05,,0.029151421,16
COL,Rugby Sevens,0,0,0,12,0,12,928,0,0,0,0,0.012931034,,0.005723612,24
COL,Sailing,0,0,0,7,0,7,7266,0,0,0,0,0.000963391,,0.018583857,17
COL,Shooting,0,2,0,62,2,64,12580,0,0.03125,0,0.03125,0.00508744,,0.111646382,10
COL,Skateboarding,0,0,0,2,0,2,168,0,0,0,0,0.011904762,,0.00057947,33
COL,Swimming,0,0,0,129,0,129,26416,0,0,0,0,0.004883404,,0.084880555,12
COL,Synchronized Swimming,0,0,0,2,0,2,909,0,0,0,0,0.00220022,,0.002287218,29
COL,Table Tennis,0,0,0,3,0,3,2480,0,0,0,0,0.001209677,,0.006338969,23
COL,Taekwondo,0,0,1,10,1,11,870,0,0,0.090909091,0.090909091,0.012643678,,0.151721404,8
COL,Tennis,0,0,0,20,0,20,3446,0,0,0,0,0.005803831,,0.012533743,21
COL,Trampoline Gymnastics,0,0,0,2,0,2,64,0,0,0,0,0.03125,,0.000482784,34
COL,Triathlon,0,0,0,4,0,4,822,0,0,0,0,0.00486618,,0.002471786,28
COL,Tug-Of-War,0,1,0,0,1,1,170,0,1,0,1,0.005882353,,0.444204263,2
COL,Weightlifting,2,5,2,63,9,72,4256,0.027777778,0.069444444,0.027777778,0.125,0.016917293,,0.543326039,1
COL,Wrestling,0,0,3,27,3,30,7734,0,0,0.1,0.1,0.003878976,,0.210640213,7
COM,Athletics,0,0,0,17,0,17,43294,0,0,0,0,0.000392664,,0,3
COM,Canoe Slalom,0,0,0,2,0,2,256,0,0,0,0,0.0078125,,0,3
COM,Judo,0,0,0,1,0,1,4876,0,0,0,0,0.000205086,,0,3
COM,Swimming,0,0,0,6,0,6,26416,0,0,0,0,0.000227135,,0,3
COM,Weightlifting,0,0,0,1,0,1,4256,0,0,0,0,0.000234962,,0,3
CPV,Athletics,0,0,0,13,0,13,43294,0,0,0,0,0.000300273,,0,4
CPV,Boxing,0,0,1,4,1,5,6584,0,0,0.2,0.2,0.000759417,,0,4
CPV,Fencing,0,0,0,1,0,1,11558,0,0,0,0,8.65E-05,,0,4
CPV,Judo,0,0,0,3,0,3,4876,0,0,0,0,0.000615258,,0,4
CPV,Rhythmic Gymnastics,0,0,0,4,0,4,848,0,0,0,0,0.004716981,,0,4
CPV,Swimming,0,0,0,4,0,4,26416,0,0,0,0,0.000151423,,0,4
CPV,Taekwondo,0,0,0,1,0,1,870,0,0,0,0,0.001149425,,0,4
CRC,Archery,0,0,0,5,0,5,2846,0,0,0,0,0.001756852,,0.005151503,11
CRC,Artistic Gymnastics,0,0,0,5,0,5,2297,0,0,0,0,0.002176752,,0.004597573,13
CRC,Athletics,0,0,0,45,0,45,43294,0,0,0,0,0.001039405,,0.066565672,2
CRC,Beach Volleyball,0,0,0,2,0,2,756,0,0,0,0,0.002645503,,0.001306383,19
CRC,Boxing,0,0,0,3,0,3,6584,0,0,0,0,0.00045565,,0.009255772,9
CRC,Canoeing,0,0,0,6,0,6,6171,0,0,0,0,0.00097229,,0.009490975,8
CRC,Cycling,0,0,0,20,0,20,10859,0,0,0,0,0.00184179,,0.021590728,5
CRC,Cycling BMX Freestyle,0,0,0,1,0,1,42,0,0,0,0,0.023809524,,0,20
CRC,Cycling Road,0,0,0,3,0,3,493,0,0,0,0,0.006085193,,0.001792814,18
CRC,Diving,0,0,0,2,0,2,3193,0,0,0,0,0.00062637,,0.004483861,14
CRC,Fencing,0,0,0,2,0,2,11558,0,0,0,0,0.00017304,,0.015944952,6
CRC,Football,0,0,0,47,0,47,7906,0,0,0,0,0.005944852,,0.038714828,3
CRC,Judo,0,0,0,18,0,18,4876,0,0,0,0,0.00369155,,0.015584106,7
