NOC,Name,Total_Medals,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Competitions
BRA,da Mauricio,0,0,0,0,1
BRA,da Rangel,0,0,0,0,1
BRA,da Raquel,0,0,0,0,2
BRA,da Thalia,0,0,0,0,1
BRA,da Thalita,0,0,0,0,2
BRA,de Andressa,0,0,0,0,2
BRA,de Bruna,0,0,0,0,2
BRA,de Caroline,1,0,1,0,1
BRA,de Gabriela,0,0,0,0,1
BRA,de Georginho,0,0,0,0,1
BRA,de Juliana,0,0,0,0,1
BRA,de Leonardo,0,0,0,0,1
BRA,de Maria,0,0,0,0,1
BRA,de Regina,0,0,0,0,1
BRA,de Renata,0,0,0,0,2
BRA,de Rodrigo,0,0,0,0,2
BRA,de Sales,0,0,0,0,2
BRA,de Stephan,0,0,0,0,2
BRA,de Tamires,0,0,0,0,1
BRA,de Wanderley,0,0,0,0,1
BRA,de Wanderson,0,0,0,0,1
BRA,der Carbonera,1,1,0,0,1
BRA,der Fialho,0,0,0,0,1
BRA,der Jofre,0,0,0,0,1
BRA,der Pagoto,0,0,0,0,1
BRA,der Souza,0,0,0,0,1
BRA,dos Alison,2,0,0,2,3
BRA,dos Almir,0,0,0,0,2
BRA,dos Felipe,0,0,0,0,1
BRA,dos Gabriel,0,0,0,0,1
BRA,dos Leila,0,0,0,0,2
BRA,dos Marcelino,0,0,0,0,1
BRA,dos Marcelle,0,0,0,0,2
BRA,dos Maria,0,0,0,0,1
BRA,dson Martins,0,0,0,0,1
BRA,gatha Rippel,1,0,1,0,1
BRA,lora Pattaro,0,0,0,0,1
BRA,lvaro Aquino,0,0,0,0,1
BRA,lvaro Filho,0,0,0,0,4
BRA,lvaro Freire,0,0,0,0,1
BRA,lvaro Ribeiro,0,0,0,0,2
BRA,nderson Oliveira,1,0,0,1,1
BRA,ngelo Gammaro,0,0,0,0,2
BRA,ngelo Neto,0,0,0,0,2
BRA,rica Sena,0,0,0,0,1
BRA,rico Souza,0,0,0,0,1
BRA,rika Coimbra,1,0,0,1,2
BRA,rika Macdavid,0,0,0,0,2
BRA,rika Miranda,0,0,0,0,2
BRA,rika Santos,1,0,1,0,3
BRA,rika Souza,0,0,0,0,3
BRA,talo Garfalo,0,0,0,0,1
BRA,verson Teixeira,0,0,0,0,2
BRA,verton Lopes,0,0,0,0,2
BRN,Aadam Khamis,0,0,0,0,1
BRN,Abdelrahman Mahmoud,0,0,0,0,1
BRN,Abdul Jassim,0,0,0,0,2
BRN,Abdul Khalid,0,0,0,0,4
BRN,Abdullah Al-dosari,0,0,0,0,3
BRN,Abdullah Ali,0,0,0,0,1
BRN,Abraham Cheroben,0,0,0,0,1
BRN,Abraham Rotich,0,0,0,0,1
BRN,Abubakar Abbas,0,0,0,0,1
BRN,Adam Batirov,0,0,0,0,1
BRN,Ahmed Al-doseri,0,0,0,0,4
BRN,Ahmed Al-saie,0,0,0,0,1
BRN,Ahmed Almaqabi,0,0,0,0,1
BRN,Ahmed Fadhul,0,0,0,0,1
BRN,Ahmed Jassim,0,0,0,0,2
BRN,Akhmed Tazhudinov,1,1,0,0,1
BRN,Albert Rop,0,0,0,0,1
BRN,Alemu Bekele,0,0,0,0,1
BRN,Alemu Gebre,0,0,0,0,1
BRN,Ali Al-khalifa,0,0,0,0,2
BRN,Ali Eid,0,0,0,0,1
BRN,Ali Khamis,0,0,0,0,1
BRN,Amani Alobaidli,0,0,0,0,1
BRN,Aminat Jamal,0,0,0,0,1
BRN,Andrew Fisher,0,0,0,0,1
BRN,Ashani Brown,0,0,0,0,1
BRN,Askerbii Gerbekov,0,0,0,0,1
BRN,Azza Alqasmi,0,0,0,0,1
BRN,Belal Ali,0,0,0,0,3
BRN,Benson Seurei,0,0,0,0,1
BRN,Bilal Askani,0,0,0,0,1
BRN,Bilisuma Gelassa,0,0,0,0,1
BRN,Birhanu Balew,0,0,0,0,4
BRN,Chebichii Chumba,0,0,0,0,2
BRN,Danis Latypov,0,0,0,0,1
BRN,Dawit Fikadu,0,0,0,0,1
BRN,Dawood Al-maaliki,0,0,0,0,1
BRN,Edidiong Odiong,0,0,0,0,1
BRN,Eid Naser,1,0,1,0,1
BRN,El El-abbassi,0,0,0,0,1
BRN,Esa Al-muqla,0,0,0,0,1
BRN,Essa Ahmed,0,0,0,0,1
BRN,Essa Al-busmait,0,0,0,0,1
BRN,Eunice Kirwa,1,0,1,0,1
BRN,Farhan Farhan,0,0,0,0,1
BRN,Fatema Al-mahmeed,0,0,0,0,1
BRN,Fatima Al-kirashi,0,0,0,0,1
BRN,Fawaz Johar,0,0,0,0,1
BRN,Gor Minasyan,1,0,0,1,1
BRN,Hajar Al-khaldi,0,0,0,0,1
BRN,Hamad Jassim,0,0,0,0,1
BRN,Hasan Ali,0,0,0,0,3
BRN,Hasan Alsamahiji,0,0,0,0,1
BRN,Hassan Chani,0,0,0,0,1
BRN,Hassan El,0,0,0,0,1
BRN,Hesham Al-shehabi,0,0,0,0,1
BRN,Husain Alsayyad,0,0,0,0,1
BRN,Husain Mahfoodh,0,0,0,0,1
BRN,Iman Jasim,0,0,0,0,1
BRN,Isaac Korir,0,0,0,0,1
BRN,Jamal Al-doseri,0,0,0,0,2
BRN,Jameel Kadhem,0,0,0,0,2
BRN,Jamila Regasa,0,0,0,0,2
BRN,John Koech,0,0,0,0,2
BRN,Kalkidan Gezahegne,1,0,1,0,1
BRN,Kemi Adekoya,0,0,0,0,1
BRN,Khaled Al-sada,0,0,0,0,1
BRN,Khaled Hassan,0,0,0,0,1
BRN,Khaled Jouma,0,0,0,0,3
BRN,Khalid Baba,0,0,0,0,1
BRN,Khalid Mohamed,0,0,0,0,1
BRN,Khalifa Khamis,0,0,0,0,1
BRN,Komail Mahfoodh,0,0,0,0,1
BRN,Lesman Montano,0,0,0,0,1
BRN,Lishan Gemgchu,0,0,0,0,1
BRN,Mahdi Habib,0,0,0,0,1
BRN,Mahmood Haji,0,0,0,0,1
BRN,Mamdooh Al-doseri,0,0,0,0,1
BRN,Mariam Al-hilli,0,0,0,0,1
BRN,Maryam Hassani,0,0,0,0,1
BRN,Maryam Jamal,1,0,0,1,2
BRN,Merza Ali,0,0,0,0,1
BRN,Mimi Gebregeiorges,0,0,0,0,2
BRN,Mohamed Abdulredha,0,0,0,0,1
BRN,Mohamed Ahmed,0,0,0,0,1
BRN,Mohamed Al-sada,0,0,0,0,1
BRN,Mohamed Ali,0,0,0,0,2
BRN,Mohamed Haidara,0,0,0,0,1
BRN,Mohamed Mohamed,0,0,0,0,1
BRN,Mohamed Rahman,0,0,0,0,1
BRN,Mohammed (el-gourch-),0,0,0,0,2
BRN,Mutile Yavi,0,0,0,0,1
BRN,Nabeel Mubarak,0,0,0,0,2
BRN,Nadia Ejjafini,0,0,0,0,1
BRN,Nasar Saeed,0,0,0,0,1
BRN,Nelly Jepkosgei,0,0,0,0,1
BRN,Nelson Cherutich,0,0,0,0,1
BRN,Noor Yusuf,0,0,0,0,1
BRN,Oluwakemi Adekoya,0,0,0,0,1
BRN,Omar Al-maaliki,0,0,0,0,1
BRN,Rakia Al-gassra,0,0,0,0,2
BRN,Rashid (khoula-),0,0,0,0,2
BRN,Rashid Al-ameeri,0,0,0,0,1
BRN,Riyadh Al-mustafa,0,0,0,0,2
BRN,Rose Chelimo,0,0,0,0,2
BRN,Ruth Jebet,1,1,0,0,1
BRN,Saad Ali,0,0,0,0,1
BRN,Saber Hasan,0,0,0,0,2
BRN,Sadik Mikhou,0,0,0,0,1
BRN,Saleh Faraj,0,0,0,0,6
BRN,Salman Al-khalifa,0,0,0,0,1
BRN,Salman Zaman,0,0,0,0,1
BRN,Salwa Naser,0,0,0,0,1
BRN,Sameera Al-bitar,0,0,0,0,2
BRN,Sami Kooheji,0,0,0,0,1
BRN,Sara Al-flaij,0,0,0,0,1
BRN,Saud Ghali,0,0,0,0,1
BRN,Shitaye Habtegebrel,0,0,0,0,3
BRN,Shumi Dechasa,0,0,0,0,1
BRN,Tareq Taher,0,0,0,0,1
BRN,Tejitu Chalchissa,0,0,0,0,1
BRN,Tejitu Daba,0,0,0,0,1
BRN,Tigest Belay,0,0,0,0,1
BRN,Tigest Mekonen,0,0,0,0,1
BRN,Tigist Gashaw,0,0,0,0,1
BRN,Winfred Yavi,1,1,0,0,1
BRN,Yaqoob Yaqoob,0,0,0,0,1
BRN,Youssef Boukhamas,0,0,0,0,1
BRN,Youssef Kamel,0,0,0,0,2
BRN,Zouhair Aouad,0,0,0,0,1
BRU,Ak Rositi,0,0,0,0,1
BRU,Anderson Lim,0,0,0,0,1
BRU,Firdaus Ar,0,0,0,0,1
BRU,Firdaus Ar-rasyid,0,0,0,0,1
BRU,Haseri Asli,0,0,0,0,1
BRU,Hayley Wong,0,0,0,0,1
BRU,Isa Ahmad,0,0,0,0,1
BRU,Jefri Hakeem,0,0,0,0,2
BRU,Jimmy Ahar,0,0,0,0,1
BRU,Maizurah Rahim,0,0,0,0,1
BRU,Maziah Mahusin,0,0,0,0,1
BRU,Mohamed Ismail,0,0,0,0,1
BRU,Woon Yu,0,0,0,0,1
BRU,Zeke Chan,0,0,0,0,1
BUL,Adnan Aliev,0,0,0,0,2
BUL,Adriana Dunavska,1,0,1,0,1
BUL,Aik Mnatsakanian,0,0,0,0,2
BUL,Alan Tsagaev,1,0,1,0,1
BUL,Aleksandar Aleksandrov,0,0,0,0,2
BUL,Aleksandar Damyanov,0,0,0,0,1
BUL,Aleksandar Donkov,0,0,0,0,1
BUL,Aleksandar Khristov,1,0,1,0,3
BUL,Aleksandar Kostadinov,0,0,0,0,1
BUL,Aleksandar Kraychev,1,0,1,0,1
BUL,Aleksandar Lazarov,3,0,3,0,3
BUL,Aleksandar Mitsev,0,0,0,0,1
BUL,Aleksandar Nanev,0,0,0,0,1
BUL,Aleksandar Nikolov,1,0,0,1,4
BUL,Aleksandar Radev,0,0,0,0,1
BUL,Aleksandar Shintser,0,0,0,0,1
BUL,Aleksandar Trenev,0,0,0,0,2
BUL,Aleksandar Varbanov,1,0,0,1,1
BUL,Ali Mollov,0,0,0,0,1
BUL,Alizadeh Kimia,1,0,0,1,1
BUL,Ana Dangalakova,0,0,0,0,1
BUL,Anani Mikhaylov,0,0,0,0,4
BUL,Anatolie Guidea,0,0,0,0,1
BUL,Andon Nikolov,1,1,0,0,1
BUL,Andon Petrov,0,0,0,0,1
BUL,Andrey Andreev,0,0,0,0,1
BUL,Andrey Keranov,0,0,0,0,8
BUL,Andrey Konstantinov,0,0,0,0,1
BUL,Andrey Zhekov,0,0,0,0,1
BUL,Andrian Dushev,1,0,0,1,2
BUL,Andriana Banova,0,0,0,0,1
BUL,Aneliya Vechernikova-nuneva,0,0,0,0,3
BUL,Aneliya Yordanova-kumanova,0,0,0,0,2
BUL,Anet-Jacqueline Buschmann,0,0,0,0,1
BUL,Angel Angelov,1,0,1,0,1
BUL,Angel Chakarov,0,0,0,0,4
BUL,Angel Gavrilov,0,0,0,0,1
BUL,Angel Genchev,0,0,0,0,1
BUL,Angel Kerezov,1,0,1,0,1
BUL,Angel Kodinov,0,0,0,0,2
BUL,Angel Kolev,0,0,0,0,2
BUL,Angel Koritarov,0,0,0,0,2
BUL,Angel Pepelyankov,0,0,0,0,2
BUL,Angel Sotirov,0,0,0,0,1
BUL,Angel Stoyanov,0,0,0,0,1
BUL,Angel Stoykov,0,0,0,0,1
BUL,Angel Yasenov,0,0,0,0,1
BUL,Angelina Mikhaylova,1,0,1,0,1
BUL,Ani (eftimova-),1,0,0,1,1
BUL,Ani Bakova,1,0,0,1,1
BUL,Ani Kostova,0,0,0,0,1
BUL,Ani Moneva,0,0,0,0,1
BUL,Anitsa Valkova,0,0,0,0,1
BUL,Anka -tomova),1,0,0,1,1
BUL,Anka Pelova,0,0,0,0,1
BUL,Anna (-atanassov),0,0,0,0,1
BUL,Anna Chuk,0,0,0,0,1
BUL,Antani Ivanov,0,0,0,0,2
BUL,Antoaneta Boneva,0,0,0,0,4
BUL,Antoaneta Frenkeva,2,0,1,1,2
BUL,Antoaneta Kostadinova,1,0,1,0,5
BUL,Antoaneta Rakhneva,0,0,0,0,6
BUL,Antoaneta Strumenlieva,0,0,0,0,3
BUL,Antoaneta Todorova-selenska,0,0,0,0,3
BUL,Anton Ivanov,0,0,0,0,1
BUL,Anton Kuzov,0,0,0,0,1
BUL,Anton Manolov,0,0,0,0,5
BUL,Anton Rizov,0,0,0,0,6
BUL,Anton Tsvetanov,0,0,0,0,1
BUL,Antoni Panyovski,0,0,0,0,2
BUL,Antoni Partalev,0,0,0,0,1
BUL,Antoni Statelov,0,0,0,0,1
BUL,Antoniya (stoyanova-),0,0,0,0,1
BUL,Apostol Sokolov,0,0,0,0,1
BUL,Armen Nazaryan,2,1,0,1,3
BUL,Asen Denchev,0,0,0,0,1
BUL,Asen Dyakovski,0,0,0,0,2
BUL,Asen Lekarski,0,0,0,0,1
BUL,Asen Markov,0,0,0,0,1
BUL,Asen Nikolov,0,0,0,0,1
BUL,Asen Zlatev,1,1,0,0,1
BUL,Asparukh Donev,1,0,1,0,1
BUL,Asya Anastasova,0,0,0,0,1
BUL,Atanas Andonov,0,0,0,0,1
BUL,Atanas Andreev,0,0,0,0,1
BUL,Atanas Atanasov,0,0,0,0,5
BUL,Atanas Chochev,0,0,0,0,1
BUL,Atanas Gerov,1,0,1,0,1
BUL,Atanas Khristov,1,0,1,0,1
BUL,Atanas Kirov,0,0,0,0,2
BUL,Atanas Komshev,1,1,0,0,2
BUL,Atanas Mladenov,0,0,0,0,1
BUL,Atanas Sapundzhiev,0,0,0,0,2
BUL,Atanas Shopov,2,0,1,1,2
BUL,Atanas Tarev,0,0,0,0,2
BUL,Atanas Tasev,0,0,0,0,1
BUL,Atanas Zhelev,0,0,0,0,1
BUL,Atanaska (-dimitrova),0,0,0,0,1
BUL,Bayu Baev,0,0,0,0,2
BUL,Beykhan Fuchedzhiev,0,0,0,0,1
BUL,Bianka Panova,0,0,0,0,1
BUL,Binko Kolev,0,0,0,0,1
BUL,Biser Boyadzhiev,0,0,0,0,1
BUL,Biser Georgiev,0,0,0,0,2
BUL,Biser Naumov,0,0,0,0,1
BUL,Bistra Gospodinova,0,0,0,0,2
BUL,Blagovest Stoyanov,1,0,0,1,4
BUL,Blagoy Blagoev,1,0,1,0,2
BUL,Bogdan Dobrev,1,0,0,1,1
BUL,Bogdan Musev,0,0,0,0,2
BUL,Bogdan Yanchev,0,0,0,0,1
BUL,Bogdana Zareva,0,0,0,0,1
BUL,Bogomil Petrov,0,0,0,0,1
BUL,Boncho Novakov,0,0,0,0,1
BUL,Bonka (-peneva),0,0,0,0,1
BUL,Bonka Pindzheva,0,0,0,0,4
BUL,Boris Apostolov,0,0,0,0,1
BUL,Boris Bonov,0,0,0,0,1
BUL,Boris Dimchev,0,0,0,0,1
BUL,Boris Dimitrov,0,0,0,0,1
BUL,Boris Georgiev,1,0,0,1,2
BUL,Boris Gyuderov,0,0,0,0,1
BUL,Boris Kharalampiev,0,0,0,0,1
BUL,Boris Khristov,0,0,0,0,1
BUL,Boris Lyubenov,0,0,0,0,2
BUL,Boris Nikolov,1,0,0,1,2
BUL,Boris Pavlov,0,0,0,0,2
BUL,Boris Stavrev,0,0,0,0,4
BUL,Boris Stefanov,0,0,0,0,2
BUL,Borislav Abadzhiev,0,0,0,0,1
BUL,Borislav Ananiev,1,0,0,1,3
BUL,Borislav Asenov,0,0,0,0,2
BUL,Borislav Batikov,0,0,0,0,2
BUL,Borislav Borisov,1,0,0,1,3
BUL,Borislav Gidikov,1,1,0,0,1
BUL,Borislav Kyosev,0,0,0,0,1
BUL,Borislav Novachkov,0,0,0,0,1
BUL,Borislav Stoyanov,0,0,0,0,1
BUL,Borislav Tsvetkov,0,0,0,0,1
BUL,Borislav Vasilev,0,0,0,0,1
BUL,Borislav Velichkov,0,0,0,0,1
BUL,Borislava Ivanova,1,0,0,1,1
BUL,Boryana Kaleyn,1,0,1,0,2
BUL,Boryana Stoyanova,0,0,0,0,6
BUL,Boyan Kotsev,0,0,0,0,5
BUL,Boyan Radev,2,2,0,0,2
BUL,Boyan Yordanov,0,0,0,0,1
BUL,Boycho Branzov,0,0,0,0,1
BUL,Bozhidar Boyadzhiev,0,0,0,0,2
BUL,Bozhidar Iliev,0,0,0,0,8
BUL,Bozhidar Ivanov,0,0,0,0,9
BUL,Bozhidar Milenkov,1,0,0,1,2
BUL,Bozhidar Rangelov,0,0,0,0,1
BUL,Bozhidar Saraboyukov,0,0,0,0,1
BUL,Bozhil Lozanov,0,0,0,0,1
BUL,Branimir Popov,0,0,0,0,2
BUL,Bratan Tsenov,1,0,0,1,3
BUL,Brunko Iliev,0,0,0,0,1
BUL,Chavdar Radev,0,0,0,0,1
BUL,Damyan Stoykov,0,0,0,0,1
BUL,Danail Petrov,0,0,0,0,1
BUL,Dancho Yordanov,0,0,0,0,8
BUL,Daniel Aleksandrov,0,0,0,0,1
BUL,Daniel Asenov,0,0,0,0,1
BUL,Daniel Pavlov,0,0,0,0,1
BUL,Daniel Petrov,2,1,1,0,3
BUL,Daniel Yordanov,0,0,0,0,1
BUL,Daniela (spasova-),0,0,0,0,1
BUL,Daniela (teneva-),0,0,0,0,1
BUL,Daniela Gergelcheva,0,0,0,0,2
BUL,Daniela Kerkelova,0,0,0,0,1
BUL,Daniela Oronova,0,0,0,0,3
BUL,Daniela Stavreva,0,0,0,0,1
BUL,Daniela Yordanova,0,0,0,0,2
BUL,David Huddleston,0,0,0,0,7
BUL,Dechko Uzunov,0,0,0,0,2
BUL,Delyana Dacheva,0,0,0,0,1
BUL,Delyana Vodenicharova,0,0,0,0,12
BUL,Dencho Denev,0,0,0,0,8
BUL,Denislav Kalchev,0,0,0,0,5
BUL,Desislav Gunev,0,0,0,0,2
BUL,Desislava Angelova,0,0,0,0,1
BUL,Desislava Balabanova,0,0,0,0,2
BUL,Desislava Dimitrova,0,0,0,0,1
BUL,Detelin Dalakliev,0,0,0,0,2
BUL,Deyan Bonev,0,0,0,0,2
BUL,Deyan Georgiev,0,0,0,0,2
BUL,Deyan Kirilov,0,0,0,0,1
BUL,Deyan Kolev,0,0,0,0,16
BUL,Deyan Yordanov,0,0,0,0,15
BUL,Diana (-prodanova),1,0,1,0,3
BUL,Diana Dilova-braynova,2,0,1,1,2
BUL,Diana Dudeva,1,0,0,1,6
BUL,Diana Filipova,0,0,0,0,1
BUL,Diana Koleva-tsvetanova,0,0,0,0,4
BUL,Diana Paliyska,2,0,1,1,2
BUL,Diana Petkova,0,0,0,0,2
BUL,Diana Popova,0,0,0,0,2
BUL,Diana Yorgova,1,0,1,0,5
BUL,Dimitar Bobchev,0,0,0,0,1
BUL,Dimitar Dimitrov,1,0,1,0,9
BUL,Dimitar Dobrev,2,1,1,0,2
BUL,Dimitar Galinchev,0,0,0,0,1
BUL,Dimitar Genov,0,0,0,0,2
BUL,Dimitar Georgiev,0,0,0,0,1
BUL,Dimitar Gospodinov,0,0,0,0,1
BUL,Dimitar Ivanov,0,0,0,0,1
BUL,Dimitar Kamburski,0,0,0,0,1
BUL,Dimitar Karov,0,0,0,0,3
BUL,Dimitar Khlebarov,0,0,0,0,2
BUL,Dimitar Kotev,0,0,0,0,2
BUL,Dimitar Koychev,0,0,0,0,16
BUL,Dimitar Krastanov,0,0,0,0,1
BUL,Dimitar Kumchev,0,0,0,0,1
BUL,Dimitar Largov,0,0,0,0,1
BUL,Dimitar Lunchev,0,0,0,0,16
BUL,Dimitar Mutafchiev,0,0,0,0,1
BUL,Dimitar Petrov,0,0,0,0,1
BUL,Dimitar Sakhanikov,0,0,0,0,1
BUL,Dimitar Shtilyanov,0,0,0,0,1
BUL,Dimitar Stoilov,0,0,0,0,1
BUL,Dimitar Stoyanov,1,0,0,1,4
BUL,Dimitar Taskov,0,0,0,0,8
BUL,Dimitar Tonchev,0,0,0,0,1
BUL,Dimitar Valov,0,0,0,0,2
BUL,Dimitar Vasilev,0,0,0,0,5
BUL,Dimitar Yakimov,0,0,0,0,1
BUL,Dimitar Yanakiev,0,0,0,0,3
BUL,Dimitar Yordanov,0,0,0,0,8
BUL,Dimitar Zapryanov,1,0,1,0,3
BUL,Dimitar Zlatanov,1,0,1,0,3
BUL,Dimitrinka Filipova,0,0,0,0,6
BUL,Dimitrov Andreev,1,0,0,1,2
BUL,Dimitrov Hristov,0,0,0,0,1
BUL,Dimo Khristov,0,0,0,0,2
BUL,Dimo Stratiev,1,0,0,1,1
BUL,Dimo Tonchev,0,0,0,0,4
BUL,Dimo Tonev,0,0,0,0,2
BUL,Dinko Atanasov,0,0,0,0,1
BUL,Dinko Petrov,1,0,0,1,3
BUL,Dmitry Usagin,0,0,0,0,1
BUL,Dobri Ivanov,0,0,0,0,1
BUL,Dobrinka Mincheva,0,0,0,0,3
BUL,Dobrinka Shalamanova,0,0,0,0,1
BUL,Dobromir Dimitrov,0,0,0,0,1
BUL,Dodyu Patarinski,0,0,0,0,1
BUL,Dolores Nakova,1,0,0,1,1
BUL,Doncho Zhekov,0,0,0,0,1
BUL,Donka Mincheva,0,0,0,0,1
BUL,Dragomir Markov,0,0,0,0,2
BUL,Dzhenko Sabev,0,0,0,0,2
BUL,Eftim Gerzilov,0,0,0,0,1
BUL,Ekaterina Avramova,0,0,0,0,2
BUL,Ekaterina Nedeva,0,0,0,0,2
BUL,Eldarovitch Ramazanov,1,1,0,0,1
BUL,Elena (-bergomi),0,0,0,0,1
BUL,Elena Georgieva,0,0,0,0,6
BUL,Elena Stoyanova,0,0,0,0,3
BUL,Elena Todorova,0,0,0,0,1
BUL,Elenora Kezhova,1,0,0,1,2
BUL,Eleonora Milusheva,0,0,0,0,1
BUL,Elina Vaseva,0,0,0,0,1
BUL,Elis Guri,0,0,0,0,2
BUL,Elisabet Paisieva,0,0,0,0,2
BUL,Elisaveta Mileva,0,0,0,0,6
BUL,Elitsa Yankova,1,0,0,1,1
BUL,Emanuil Dyulgerov,0,0,0,0,1
BUL,Emanuil Gyaurov,0,0,0,0,1
BUL,Emil Bondev,0,0,0,0,1
BUL,Emil Chuprenski,0,0,0,0,1
BUL,Emil Groytsev,0,0,0,0,1
BUL,Emil Krastev,0,0,0,0,1
BUL,Emil Mikhaylov,0,0,0,0,1
BUL,Emil Milev,1,0,1,0,4
BUL,Emil Petrunov,0,0,0,0,1
BUL,Emil Trenev,0,0,0,0,1
BUL,Emil Valchev,1,0,1,0,2
BUL,Emil Vladimirov,0,0,0,0,1
BUL,Emiliya (-pencheva),0,0,0,0,1
BUL,Emiliya Dimitrova,0,0,0,0,1
BUL,Emiliya Vacheva,0,0,0,0,1
BUL,Emiliyan Vergov,0,0,0,0,4
BUL,Emiliyan Yankov,0,0,0,0,1
BUL,Enyu Dimov,3,1,1,1,3
BUL,Enyu Todorov,1,0,1,0,1
BUL,Erika Zafirova,1,1,0,0,1
BUL,Evdokiya Pandezova,0,0,0,0,6
BUL,Evgeni Ignatov,0,0,0,0,3
BUL,Evgeni Ivanov,0,0,0,0,2
BUL,Evgeni Yanchovski,1,0,1,0,1
BUL,Evgeni Yotov,0,0,0,0,1
BUL,Evgeniy Gerganov,0,0,0,0,1
BUL,Evgeniya Radanova,0,0,0,0,1
BUL,Evladiya (-zakatanova),1,0,1,0,2
BUL,Fedya Damyanov,1,0,0,1,1
BUL,Filip Yanev,0,0,0,0,7
BUL,Gabriela Atanasova,0,0,0,0,1
BUL,Gabriela Georgieva,0,0,0,0,2
BUL,Gabriela Petrova,0,0,0,0,3
BUL,Gabriela Stoeva,0,0,0,0,3
BUL,Galabin Boevski,1,1,0,0,1
BUL,Galin Georgiev,0,0,0,0,3
BUL,Galin Kostadinov,0,0,0,0,1
BUL,Galin Nikov,0,0,0,0,1
BUL,Galina Anakhrieva,0,0,0,0,2
BUL,Galina Kamenova,0,0,0,0,2
BUL,Galina Marinova,0,0,0,0,7
BUL,Galina Penkova,0,0,0,0,2
BUL,Galina Tancheva,1,0,0,1,1
BUL,Galina Yaneva,0,0,0,0,6
BUL,Gavril Stoyanov,1,0,0,1,1
BUL,Gencho Khristov,0,0,0,0,1
BUL,Genko Rashkov,0,0,0,0,4
BUL,Gennadi Simov,0,0,0,0,2
BUL,Geno Radev,0,0,0,0,8
BUL,Georgi Abadzhiev,0,0,0,0,2
BUL,Georgi Adamov,0,0,0,0,16
BUL,Georgi Atanasov,0,0,0,0,1
BUL,Georgi Boyadzhiev,0,0,0,0,1
BUL,Georgi Bozhilov,0,0,0,0,1
BUL,Georgi Bratoev,0,0,0,0,1
BUL,Georgi Chomakov,0,0,0,0,3
BUL,Georgi Choykov,0,0,0,0,1
BUL,Georgi Dakov,0,0,0,0,1
BUL,Georgi Dimitrov,0,0,0,0,8
BUL,Georgi Donev,0,0,0,0,1
BUL,Georgi Eftimov,0,0,0,0,1
BUL,Georgi Fortunov,0,0,0,0,1
BUL,Georgi Gadzhev,1,0,1,0,2
BUL,Georgi Georgiev,1,0,0,1,6
BUL,Georgi Gospodinov,0,0,0,0,1
BUL,Georgi Ivanov,1,0,1,0,5
BUL,Georgi Kanev,0,0,0,0,2
BUL,Georgi Karadushev,0,0,0,0,1
BUL,Georgi Karakashev,0,0,0,0,1
BUL,Georgi Karamanliev,0,0,0,0,1
BUL,Georgi Keranov,0,0,0,0,1
BUL,Georgi Khristakiev,1,0,1,0,1
BUL,Georgi Khristov,0,0,0,0,9
BUL,Georgi Konstantinov,0,0,0,0,1
BUL,Georgi Kostadinov,1,1,0,0,2
BUL,Georgi Lozanov,0,0,0,0,8
BUL,Georgi Malezanov,0,0,0,0,1
BUL,Georgi Markov,2,1,1,0,2
BUL,Georgi Mateev,0,0,0,0,1
BUL,Georgi Mikhalev,0,0,0,0,4
BUL,Georgi Moskov,0,0,0,0,1
BUL,Georgi Naydenov,1,0,0,1,3
BUL,Georgi Nikolov,1,0,0,1,2
BUL,Georgi Palazov,0,0,0,0,6
BUL,Georgi Panov,0,0,0,0,3
BUL,Georgi Petkov,0,0,0,0,1
BUL,Georgi Petrov,0,0,0,0,2
BUL,Georgi Polyakov,0,0,0,0,3
BUL,Georgi Raykov,1,1,0,0,1
BUL,Georgi Stankov,1,0,0,1,2
BUL,Georgi Stoimenov,0,0,0,0,1
BUL,Georgi Stoyanov,0,0,0,0,2
BUL,Georgi Stoykovski,0,0,0,0,2
BUL,Georgi Todorov,1,0,1,0,11
BUL,Georgi Tsonov,0,0,0,0,1
BUL,Georgi Vasilev,1,0,1,0,1
BUL,Georgi Velinov,0,0,0,0,1
BUL,Georgi Zaychev,0,0,0,0,1
BUL,Georgieva Nikolova,1,0,0,1,1
BUL,Georgieva Selishka,0,0,0,0,1
BUL,Gergina Skerlatova,1,0,0,1,1
BUL,Ginka (-boycheva),0,0,0,0,1
BUL,Ginka Gyurova,2,0,2,0,2
BUL,Gita Dodova,0,0,0,0,1
BUL,Gnter Orschel,0,0,0,0,2
BUL,Gocho Milev,0,0,0,0,2
BUL,Gramen Prinov,0,0,0,0,1
BUL,Greta Georgieva,0,0,0,0,2
BUL,Grigor Dimitrov,0,0,0,0,2
BUL,Hristiana Todorova,1,0,0,1,2
BUL,Hristo Marinov,0,0,0,0,1
BUL,Ilian Aleksandrov,0,0,0,0,8
BUL,Ilian Dimitrov,0,0,0,0,1
BUL,Ilian Efremov,0,0,0,0,3
BUL,Ilian Iliev,0,0,0,0,2
BUL,Ilian Kaziyski,0,0,0,0,1
BUL,Iliya Dzhivondov,0,0,0,0,2
BUL,Iliya Georgiev,0,0,0,0,2
BUL,Iliya Mechkov,0,0,0,0,1
BUL,Iliya Mirchev,0,0,0,0,2
BUL,Iliya Topalov,0,0,0,0,8
BUL,Iliya Velchev,0,0,0,0,3
BUL,Iliyan Nedkov,1,0,0,1,1
