NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,TOPSIS_Score_Sum,Host,Sport_topsis_score,Unnamed: 10,Unnamed: 11,TOPSIS_Product
CAN,Beach Volleyball,0,0,4,2,2,0.002250696,0,0.058915606,,,0.000132601118761776
CAN,Boxing,1,0,1,0,1,0.001125348,0,0.078059596,,,8.784421023940799e-05
CAN,Breaking,0,1,0,0,1,1e-10,0,1e-10,,,1.0000000000000001e-20
CAN,Canoe Slalom,0,0,6,0,0,1e-10,0,0.007472345,,,7.472345e-13
CAN,Canoe Sprint,2,1,16,0,3,0.214247789,0,0.049858603,,,0.010682095455378767
CAN,Cycling BMX Freestyle,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CAN,Cycling BMX Racing,0,0,1,0,0,1e-10,0,0.004467364,,,4.4673639999999996e-13
CAN,Cycling Mountain Bike,0,0,2,0,0,1e-10,0,0.006421213,,,6.421213e-13
CAN,Cycling Road,0,0,6,0,0,0.001125348,0,0.005762932,,,6.485304000336e-06
CAN,Cycling Track,0,0,40,0,0,0.163957125,0,0.021119158,,,0.00346263642810075
CAN,Diving,2,0,7,0,2,0.4303142,0,0.087583163,,,0.0376882787198146
CAN,Equestrian,0,0,23,0,0,0.004501392,0,0.008957146,,,4.0319625347231996e-05
CAN,Fencing,1,0,23,0,1,0.006749616,0,0.040064351,,,0.00027041898453921597
CAN,Football,0,0,19,0,0,2.394973262,0,0.302299617,,,0.7239994998278407
CAN,Golf,0,0,4,0,0,0.002250696,0,0.029599169,,,6.6618731271624e-05
CAN,Judo,0,1,13,0,1,0.241108232,0,0.040130921,,,0.009675895410841672
CAN,Marathon Swimming,0,0,1,0,0,1e-10,0,0.006176277,,,6.176277e-13
CAN,Rowing,0,0,2,9,9,0.890863015,0,0.588943237,,,0.5246677477776795
CAN,Rugby Sevens,0,0,0,14,14,0.39994947,0,0.249929452,,,0.09995915186479043
CAN,Sailing,0,0,6,0,0,0.006737274,0,0.09771468,,,0.00065833057298232
CAN,Shooting,0,0,4,0,0,0.001125348,0,0.101575982,,,0.000114308328191736
CAN,Skateboarding,0,0,4,0,0,1e-10,0,0.009330598,,,9.330598000000002e-13
CAN,Surfing,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CAN,Swimming,3,3,68,2,8,1.310121477,0,0.344767315,,,0.4516870639491243
CAN,Table Tennis,0,0,6,0,0,0.005611926,0,0.008208186,,,4.6063732426235997e-05
CAN,Taekwondo,1,0,1,0,1,1e-10,0,0.087572295,,,8.757229499999999e-12
CAN,Tennis,2,0,8,0,2,0.003373572,0,0.025871701,,,8.7280046085972e-05
CAN,Trampoline Gymnastics,1,0,0,0,1,1e-10,0,0.123939508,,,1.2393950800000001e-11
CAN,Triathlon,0,0,3,0,0,0.005624268,0,0.031187668,,,0.00017540780312702401
CAN,Volleyball,0,0,13,0,0,0.00562674,0,0.015424307,,,8.678856516918e-05
CAN,Water Polo,0,0,13,0,0,1e-10,0,0.01397435,,,1.397435e-12
CAN,Weightlifting,0,0,1,1,1,0.081707305,0,0.048034227,,,0.0039247472359282345
CAN,Wrestling,0,0,6,0,0,1e-10,0,0.070957159,,,7.0957159000000004e-12
CAY,Athletics,0,0,1,0,0,0.002248224,0,0.282597568,,,0.000635342634719232
CAY,Sailing,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CAY,Swimming,0,0,3,0,0,0.004486578,0,0.337580896,,,0.001514583021213888
CGO,Athletics,0,0,1,0,0,1e-10,0,0.785595579,,,7.85595579e-11
CGO,Swimming,0,0,2,0,0,0.001125348,0,0.219571765,,,0.00024709464659921997
CGO,Table Tennis,0,0,1,0,0,1e-10,0,0.347258716,,,3.47258716e-11
CHA,Archery,0,0,1,0,0,1e-10,0,0.071241146,,,7.124114600000001e-12
CHA,Athletics,0,0,1,0,0,0.001125348,0,0.984487635,,,0.00110789119107198
CHA,Judo,0,0,1,0,0,1e-10,0,0.145982066,,,1.45982066e-11
CHI,Archery,0,0,1,0,0,1e-10,0,0.002137903,,,2.137903e-13
CHI,Athletics,0,0,9,0,0,1e-10,0,0.128546853,,,1.28546853e-11
CHI,Beach Volleyball,0,0,2,0,0,1e-10,0,0.00765231,,,7.65231e-13
CHI,Canoe Sprint,0,0,4,0,0,0.001125348,0,0.008984644,,,1.0110851156112e-05
CHI,Cycling BMX Freestyle,0,0,1,0,0,1e-10,0,0.04420945,,,4.420945e-12
CHI,Cycling BMX Racing,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CHI,Cycling Mountain Bike,0,0,1,0,0,1e-10,0,0.013091157,,,1.3091157000000001e-12
CHI,Cycling Road,0,0,1,0,0,1e-10,0,0.003656174,,,3.656174e-13
CHI,Equestrian,0,0,1,0,0,1e-10,0,0.003284335,,,3.2843350000000005e-13
CHI,Fencing,0,0,1,0,0,1e-10,0,0.01867348,,,1.867348e-12
CHI,Golf,0,0,2,0,0,1e-10,0,0.009756436,,,9.756436000000001e-13
CHI,Judo,0,0,2,0,0,1e-10,0,0.003556013,,,3.556013e-13
CHI,Modern Pentathlon,0,0,1,0,0,1e-10,0,0.016070483,,,1.6070483000000001e-12
CHI,Rowing,0,0,4,0,0,1e-10,0,0.014657138,,,1.4657138e-12
CHI,Sailing,0,0,2,0,0,1e-10,0,0.01219135,,,1.2191350000000001e-12
CHI,Shooting,0,1,1,0,1,1e-10,0,0.166223438,,,1.6622343800000002e-11
CHI,Swimming,0,0,3,0,0,0.001125348,0,0.0132458,,,1.49061345384e-05
CHI,Table Tennis,0,0,3,0,0,1e-10,0,0.018934772,,,1.8934772e-12
CHI,Taekwondo,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CHI,Tennis,0,0,5,0,0,1e-10,0,0.496399218,,,4.9639921799999996e-11
CHI,Triathlon,0,0,2,0,0,1e-10,0,0.010764134,,,1.0764134e-12
CHI,Wrestling,0,0,1,1,1,1e-10,0,0.286903421,,,2.86903421e-11
CHN,3x3 Basketball,0,0,8,0,0,0.319924312,0,0.176430505,,,0.056444407927937555
CHN,Archery,0,0,11,3,3,0.00899784,0,0.147909531,,,0.0013308662944130402
CHN,Artistic Gymnastics,2,2,61,9,13,0.814194463,0,0.145038326,,,0.11808940195198893
CHN,Artistic Swimming,0,11,0,0,11,0.846507688,0,0.369813048,,,0.313049588254713
CHN,Athletics,2,1,55,1,4,0.42130162,0,0.265475433,,,0.11184522999310145
CHN,Badminton,0,4,7,5,9,0.844740283,0,0.436174582,,,0.3684542398360867
CHN,Basketball,0,0,12,0,0,1e-10,0,0.163504675,,,1.63504675e-11
CHN,Beach Volleyball,0,0,2,0,0,1e-10,0,0.076795687,,,7.679568700000001e-12
CHN,Boxing,0,3,3,2,5,0.172281664,0,0.147606493,,,0.025429892231244353
CHN,Breaking,1,0,2,0,1,1e-10,0,1e-10,,,1.0000000000000001e-20
CHN,Canoe Slalom,0,0,5,0,0,1e-10,0,0.016991094,,,1.6991094000000003e-12
CHN,Canoe Sprint,0,4,18,0,4,0.421147466,0,0.109938456,,,0.046300302160352504
CHN,Cycling BMX Freestyle,0,1,1,0,1,1e-10,0,1e-10,,,1.0000000000000001e-20
CHN,Cycling Mountain Bike,0,0,2,0,0,1e-10,0,0.014886772,,,1.4886772e-12
CHN,Cycling Road,0,0,3,0,0,1e-10,0,0.005214147,,,5.214147e-13
CHN,Cycling Track,0,0,17,0,0,0.242935675,0,0.077328619,,,0.018785880253582826
CHN,Diving,1,12,1,2,15,1.149363454,0,0.591972681,,,0.6803917653078001
CHN,Equestrian,0,0,2,0,0,0.007877436,0,0.012439529,,,9.799159356764399e-05
CHN,Fencing,0,0,24,0,0,0.089593971,0,0.180355682,,,0.01615878174279322
CHN,Golf,1,0,3,0,1,1e-10,0,0.114826667,,,1.14826667e-11
CHN,Hockey,0,0,0,17,17,1e-10,0,0.228225924,,,2.28225924e-11
CHN,Judo,1,0,5,0,1,1e-10,0,0.17200261,,,1.7200261e-11
CHN,Marathon Swimming,0,0,1,0,0,1e-10,0,0.011892993,,,1.1892993e-12
CHN,Modern Pentathlon,0,0,3,0,0,1e-10,0,0.025394557,,,2.5394557e-12
CHN,Rhythmic Gymnastics,0,5,1,0,5,1e-10,0,0.120744504,,,1.20744504e-11
CHN,Rowing,0,0,14,0,0,1.202119686,0,0.263024787,,,0.3161872743586569
CHN,Rugby Sevens,0,0,14,0,0,1e-10,0,0.018629113,,,1.8629113e-12
CHN,Sailing,0,0,13,0,0,0.160563035,0,0.062053434,,,0.00996348769521219
CHN,Shooting,4,6,21,2,12,0.926855899,0,0.402878257,,,0.3734100890792881
CHN,Skateboarding,0,0,4,0,0,1e-10,0,0.019325977,,,1.9325977000000004e-12
CHN,Sport Climbing,0,0,5,2,2,1e-10,0,0.122161575,,,1.22161575e-11
CHN,Surfing,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CHN,Swimming,22,6,49,8,36,1.003235252,0,0.507139454,,,0.5087801779328325
CHN,Table Tennis,0,10,1,1,11,0.857321482,0,0.556989311,,,0.47751890156467897
CHN,Taekwondo,1,0,4,1,2,0.079981078,0,0.20729388,,,0.01657958798520264
CHN,Tennis,0,1,9,2,3,0.001125348,0,0.060211554,,,6.7758951870792e-05
CHN,Trampoline Gymnastics,1,0,2,1,2,0.252863621,0,0.232599943,,,0.0588160638313736
CHN,Triathlon,0,0,1,0,0,1e-10,0,0.009448307,,,9.448307e-13
CHN,Volleyball,0,0,13,0,0,1e-10,0,0.382716016,,,3.82716016e-11
CHN,Water Polo,0,0,13,0,0,1e-10,0,0.040961631,,,4.0961631e-12
CHN,Weightlifting,0,5,1,0,5,0.650214531,0,0.436236772,,,0.28364748811093393
CHN,Wrestling,4,0,7,1,5,0.33224382,0,0.142145894,,,0.04722709481987508
CIV,Athletics,0,0,12,0,0,0.001125348,0,0.388859907,,,0.000437602718622636
CIV,Fencing,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CIV,Judo,0,0,1,0,0,1e-10,0,0.017567786,,,1.7567786e-12
CIV,Taekwondo,1,0,2,0,1,0.152198871,0,0.621976347,,,0.09466409780210425
CMR,Athletics,0,0,2,0,0,1e-10,0,0.073770579,,,7.377057900000001e-12
CMR,Judo,0,0,1,0,0,1e-10,0,0.019945282,,,1.9945282e-12
CMR,Swimming,0,0,2,0,0,1e-10,0,0.003482315,,,3.4823150000000003e-13
CMR,Table Tennis,0,0,1,0,0,0.001125348,0,0.00498497,,,5.60982601956e-06
COD,Athletics,0,0,1,0,0,1e-10,0,0.780504115,,,7.805041150000001e-11
COD,Boxing,0,0,2,0,0,1e-10,0,0.579441946,,,5.79441946e-11
COD,Judo,0,0,1,0,0,1e-10,0,0.339339925,,,3.39339925e-11
COD,Swimming,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
COK,Athletics,0,0,1,0,0,0.001125348,0,0.213896227,,,0.000240707691261996
COK,Swimming,0,0,1,0,0,0.001125348,0,0.11838483,,,0.00013322413167083999
COL,Archery,0,0,9,0,0,0.002250696,0,0.017772384,,,4.000023357926399e-05
COL,Artistic Gymnastics,0,0,8,1,1,1e-10,0,1e-10,,,1.0000000000000001e-20
COL,Athletics,0,0,19,0,0,0.1734156,0,0.263250696,,,0.0456517773972576
COL,Boxing,0,0,5,0,0,1e-10,0,0.232655383,,,2.32655383e-11
COL,Canoe Sprint,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
COL,Cycling BMX Freestyle,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
COL,Cycling BMX Racing,0,0,5,0,0,0.16612191,0,0.233629352,,,0.03881095418630232
COL,Cycling Mountain Bike,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
COL,Cycling Road,0,0,3,0,0,0.001125348,0,0.019894841,,,2.2388619529668e-05
COL,Cycling Track,0,0,9,0,0,0.001125348,0,0.014263632,,,1.6051549743936e-05
COL,Diving,0,0,3,0,0,1e-10,0,0.017027539,,,1.7027539000000002e-12
COL,Equestrian,0,0,1,0,0,1e-10,0,0.002567723,,,2.567723e-13
COL,Fencing,0,0,1,0,0,1e-10,0,0.030081863,,,3.0081863000000002e-12
COL,Football,0,0,19,0,0,1e-10,0,0.065088754,,,6.5088754e-12
COL,Golf,0,0,3,0,0,1e-10,0,0.013442948,,,1.3442948e-12
COL,Judo,0,0,1,0,0,1e-10,0,0.151423528,,,1.51423528e-11
COL,Sailing,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
COL,Skateboarding,0,0,1,0,0,1e-10,0,0.012795624,,,1.2795624e-12
COL,Swimming,0,0,2,0,0,0.002250696,0,0.058555602,,,0.000131790859198992
COL,Tennis,0,0,1,0,0,1e-10,0,0.010976713,,,1.0976713e-12
COL,Trampoline Gymnastics,0,0,1,0,0,1e-10,0,0.033064424,,,3.3064424000000004e-12
COL,Triathlon,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
COL,Weightlifting,0,0,2,2,2,0.086140832,0,0.545707983,,,0.047007739684661855
COL,Wrestling,1,0,3,0,1,1e-10,0,0.210446018,,,2.1044601800000003e-11
COM,Athletics,0,0,1,0,0,1e-10,0,0.319635203,,,3.19635203e-11
COM,Canoe Slalom,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
COM,Swimming,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CPV,Athletics,0,0,1,0,0,0.001125348,0,0.058414005,,,6.573608369873999e-05
CPV,Boxing,1,0,1,0,1,1e-10,0,0.873164622,,,8.731646220000001e-11
CPV,Fencing,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CPV,Judo,0,0,1,0,0,1e-10,0,0.020629336,,,2.0629336e-12
CPV,Swimming,0,0,2,0,0,1e-10,0,0.015295655,,,1.5295655000000001e-12
CRC,Athletics,0,0,1,0,0,1e-10,0,0.035646856,,,3.5646855999999997e-12
CRC,Cycling Road,0,0,1,0,0,1e-10,0,0.012634421,,,1.2634421000000001e-12
CRC,Judo,0,0,1,0,0,1e-10,0,0.015881408,,,1.5881408e-12
CRC,Surfing,0,0,1,0,0,1e-10,0,0.088875919,,,8.8875919e-12
CRC,Swimming,0,0,2,0,0,0.002248224,0,0.915202218,,,0.002057579591360832
CRO,Artistic Gymnastics,0,0,5,0,0,0.08726618,0,0.118698506,,,0.01035836519032708
CRO,Athletics,1,0,8,0,1,0.080591187,0,0.099423645,,,0.008012669566416615
CRO,Boxing,0,0,1,0,0,1e-10,0,0.079089812,,,7.9089812e-12
CRO,Canoe Slalom,0,0,2,0,0,1e-10,0,0.029996154,,,2.9996154000000003e-12
CRO,Canoe Sprint,0,0,1,0,0,0.001125348,0,0.013784639,,,1.5512515929372e-05
CRO,Cycling BMX Freestyle,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CRO,Handball,0,0,14,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CRO,Judo,0,1,2,0,1,1e-10,0,0.087764773,,,8.776477300000001e-12
CRO,Rowing,0,2,3,0,2,0.351643146,0,0.361751951,,,0.12720759412127786
CRO,Sailing,0,0,6,0,0,0.086140832,0,0.078338493,,,0.006748142964646176
CRO,Shooting,1,0,4,0,1,0.005621796,0,0.082667015,,,0.00046473709425893996
CRO,Swimming,0,0,5,0,0,0.003373572,0,0.079147596,,,0.000267010113732912
CRO,Table Tennis,0,0,6,0,0,0.002250696,0,0.056654167,,,0.000127511307050232
CRO,Taekwondo,1,0,2,0,1,0.160563035,0,0.252064185,,,0.040472190558401476
CRO,Tennis,0,0,5,1,1,0.333516867,0,0.182088016,,,0.06072942461456587
CRO,Water Polo,0,0,0,13,13,0.08614942,0,0.574313455,,,0.0494767710464461
CUB,Archery,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CUB,Athletics,0,0,21,0,0,0.249479032,0,0.339941006,,,0.08480815311398619
CUB,Beach Volleyball,0,0,2,0,0,1e-10,0,0.028442794,,,2.8442794e-12
CUB,Boxing,1,1,3,0,2,0.402308906,0,0.518119538,,,0.20844410451000545
CUB,Canoe Sprint,1,0,4,0,1,0.16342384,0,0.146991175,,,0.024021862264611997
CUB,Cycling Road,0,0,1,0,0,1e-10,0,0.004447896,,,4.447896e-13
CUB,Diving,0,0,3,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CUB,Judo,0,0,4,0,0,0.086140832,0,0.29969018,,,0.025815561447429757
CUB,Modern Pentathlon,0,0,1,0,0,1e-10,0,0.003767028,,,3.767028e-13
CUB,Rowing,0,0,2,0,0,1e-10,0,0.037852649,,,3.7852649e-12
CUB,Shooting,0,0,6,0,0,0.090639752,0,0.054634798,,,0.004952084541290096
CUB,Swimming,0,0,2,0,0,0.002250696,0,0.032065914,,,7.2170624376144e-05
CUB,Table Tennis,0,0,3,0,0,0.001125348,0,0.012882559,,,1.4497362005532e-05
CUB,Taekwondo,1,0,1,0,1,0.079981078,0,0.267613279,,,0.02140399854153476
CUB,Weightlifting,0,0,1,0,0,1e-10,0,0.056930787,,,5.6930786999999995e-12
CUB,Wrestling,3,1,5,1,5,0.241144992,0,0.203545233,,,0.049083913583423136
CYP,Artistic Gymnastics,0,0,8,0,0,0.006715091,0,0.051997886,,,0.00034917053629762604
CYP,Athletics,0,0,4,0,0,0.006742205,0,0.090078388,,,0.00060732695796554
CYP,Cycling Road,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CYP,Fencing,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CYP,Judo,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CYP,Rhythmic Gymnastics,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CYP,Sailing,0,0,3,1,1,0.086203533,0,0.945777942,,,0.08152940003386909
CYP,Shooting,0,0,1,0,0,1e-10,0,0.038530566,,,3.8530566e-12
CYP,Swimming,0,0,2,0,0,0.002250696,0,0.04713256,,,0.00010608106426175999
CZE,Archery,0,0,4,0,0,1e-10,0,0.004692488,,,4.692488e-13
CZE,Artistic Gymnastics,0,0,6,0,0,0.011201669,0,0.014293449,,,0.00016011048456638098
CZE,Athletics,1,0,30,0,1,0.168402098,0,0.38279387,,,0.06446329080953926
CZE,Badminton,0,0,4,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CZE,Beach Volleyball,0,0,4,0,0,1e-10,0,0.044036703,,,4.4036703000000005e-12
CZE,Canoe Slalom,0,0,8,0,0,0.166722789,0,0.274258158,,,0.04572508500776266
CZE,Canoe Sprint,0,2,5,0,2,0.162221668,0,0.372522968,,,0.06043129723727063
CZE,Cycling BMX Freestyle,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CZE,Cycling Mountain Bike,0,0,2,0,0,1e-10,0,0.033583002,,,3.3583002e-12
CZE,Cycling Road,0,0,4,0,0,0.001125348,0,0.022719339,,,2.5567162704972e-05
CZE,Cycling Track,0,0,4,0,0,0.001125348,0,0.008759583,,,9.857579209884e-06
CZE,Equestrian,0,0,2,0,0,0.004501392,0,0.018764934,,,8.4468323788128e-05
CZE,Fencing,4,0,4,0,4,0.079989894,0,0.438275554,,,0.03505761510725128
CZE,Golf,0,0,2,0,0,1e-10,0,0.012664468,,,1.2664468e-12
CZE,Judo,0,0,3,0,0,0.080581957,0,0.221813877,,,0.017874196298417286
CZE,Marathon Swimming,0,0,1,0,0,1e-10,0,0.027227895,,,2.7227895e-12
CZE,Modern Pentathlon,0,0,4,0,0,0.001125348,0,0.169002551,,,0.000190186682762748
CZE,Rowing,0,0,6,0,0,0.002248224,0,0.321590303,,,0.0007230070373718721
CZE,Sailing,0,0,3,0,0,1e-10,0,0.113349494,,,1.13349494e-11
CZE,Shooting,0,0,16,0,0,0.171221709,0,0.315071926,,,0.053947153627641534
CZE,Sport Climbing,0,0,1,0,0,1e-10,0,0.022478443,,,2.2478443000000003e-12
CZE,Swimming,0,0,9,0,0,0.012354131,0,0.07575749,,,0.00093591795569119
CZE,Table Tennis,0,0,1,0,0,1e-10,0,0.020204247,,,2.0204247000000003e-12
CZE,Taekwondo,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
CZE,Tennis,0,2,12,0,2,0.248447912,0,0.428221756,,,0.10639080115117347
CZE,Triathlon,0,0,1,0,0,1e-10,0,0.083704786,,,8.370478600000001e-12
CZE,Weightlifting,0,0,1,0,0,1e-10,0,0.00559436,,,5.59436e-13
DEN,Archery,0,0,1,0,0,0.005616857,0,0.009102934,,,5.1129878558438e-05
DEN,Athletics,0,0,4,0,0,0.002250696,0,0.074787274,,,0.000168323418442704
DEN,Badminton,0,1,8,0,1,0.12020334,0,0.08943908,,,0.010750876142527201
DEN,Boxing,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
DEN,Canoe Sprint,1,0,7,0,1,0.155574915,0,0.128539235,,,0.019997480559290026
DEN,Cycling BMX Racing,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
DEN,Cycling Mountain Bike,0,0,3,0,0,1e-10,0,0.023675816,,,2.3675816e-12
DEN,Cycling Road,0,0,10,0,0,0.002250696,0,0.021166619,,,4.7639624716824e-05
DEN,"Cycling Road, Cycling Track",0,0,3,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
DEN,Cycling Track,1,0,14,0,1,0.509085967,0,0.185398572,,,0.09438381130703913
DEN,Equestrian,0,0,5,4,4,0.004501392,0,0.130770256,,,0.000588648184196352
DEN,Golf,0,0,4,0,0,1e-10,0,0.014202929,,,1.4202929e-12
DEN,Handball,15,16,2,0,31,1.284369802,0,0.531174077,,,0.6822239441040228
DEN,Judo,0,0,1,0,0,1e-10,0,0.000782746,,,7.82746e-14
DEN,Rowing,0,0,16,0,0,0.159962156,0,0.337526544,,,0.05399147368546886
DEN,Sailing,0,0,8,1,1,0.161196142,0,0.289883607,,,0.04672811907744419
DEN,Shooting,0,0,5,0,0,0.089546368,0,0.133415864,,,0.011946906054781952
DEN,Skateboarding,0,0,1,0,0,1e-10,0,0.006527707,,,6.527707e-13
DEN,Swimming,0,0,16,0,0,0.192750695,0,0.127127502,,,0.02450391436411389
DEN,Table Tennis,0,0,5,0,0,0.001125348,0,0.093742558,,,0.000105493000160184
DEN,Taekwondo,1,0,0,0,1,1e-10,0,1e-10,,,1.0000000000000001e-20
DEN,Tennis,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
DEN,Triathlon,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
DEN,Wrestling,1,0,0,0,1,1e-10,0,0.094658803,,,9.4658803e-12
DJI,Athletics,0,0,4,0,0,0.001125348,0,0.994220094,,,0.001118843594342712
DJI,Judo,0,0,1,0,0,1e-10,0,0.02992927,,,2.992927e-12
DJI,Swimming,0,0,2,0,0,1e-10,0,0.020685696,,,2.0685696e-12
DMA,Athletics,0,1,1,0,1,0.001125348,0,1.0,,,0.001125348
DMA,Swimming,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
DOM,Artistic Gymnastics,0,0,3,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
DOM,Athletics,0,1,11,0,1,0.509394676,0,0.502131071,,,0.25578289422157796
DOM,Boxing,2,0,1,0,2,1e-10,0,0.215863967,,,2.15863967e-11
DOM,Diving,0,0,3,0,0,1e-10,0,0.007662886,,,7.662886000000001e-13
DOM,Equestrian,0,0,1,0,0,1e-10,0,0.006658906,,,6.658906e-13
DOM,Football,0,0,19,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
DOM,Judo,0,0,2,0,0,1e-10,0,0.023342509,,,2.3342509e-12
DOM,Shooting,0,0,1,0,0,1e-10,0,0.00660612,,,6.60612e-13
DOM,Swimming,0,0,2,0,0,0.002250696,0,0.007928991,,,1.7845748327736e-05
DOM,Taekwondo,0,0,2,0,0,1e-10,0,0.226395682,,,2.26395682e-11
DOM,Volleyball,0,0,12,0,0,0.001125348,0,0.039201793,,,4.4115659348964e-05
DOM,Weightlifting,0,0,3,0,0,0.16612191,0,0.111028527,,,0.018444270969726572
DOM,Wrestling,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ECU,Athletics,0,1,17,2,3,0.003373572,0,0.371731128,,,0.001254061724949216
ECU,Boxing,0,0,3,0,0,0.001125348,0,0.028571992,,,3.2153434053216e-05
ECU,Cycling BMX Racing,0,0,1,0,0,1e-10,0,0.063014972,,,6.3014972e-12
ECU,Cycling Road,0,0,1,0,0,0.080581957,0,0.377639217,,,0.030430907145807668
ECU,Equestrian,0,0,3,0,0,1e-10,0,0.012273823,,,1.2273823e-12
ECU,Judo,0,0,1,0,0,1e-10,0,0.0205299,,,2.05299e-12
ECU,Marathon Swimming,0,0,1,0,0,1e-10,0,0.080010802,,,8.001080200000001e-12
ECU,Modern Pentathlon,0,0,2,0,0,1e-10,0,0.004383704,,,4.3837040000000006e-13
ECU,Shooting,0,0,4,0,0,0.002250696,0,0.020676601,,,4.6536743164295995e-05
ECU,Swimming,0,0,2,0,0,0.002250696,0,0.043962169,,,9.8945477919624e-05
ECU,Table Tennis,0,0,1,0,0,1e-10,0,0.003390863,,,3.390863e-13
ECU,Triathlon,0,0,1,0,0,1e-10,0,0.012460178,,,1.2460178000000001e-12
ECU,Weightlifting,2,0,1,0,2,0.166722789,0,0.617523008,,,0.10295515816542933
ECU,Wrestling,0,0,3,1,1,1e-10,0,0.242230777,,,2.42230777e-11
EGY,Archery,0,0,4,0,0,0.002250696,0,0.006064966,,,1.3650394716336e-05
EGY,Artistic Gymnastics,0,0,14,0,0,0.015688247,0,0.011610087,,,0.000182141912547489
EGY,Artistic Swimming,0,0,18,0,0,0.002250696,0,0.073917067,,,0.000166364847028632
EGY,Athletics,0,0,6,0,0,0.001125348,0,0.016588517,,,1.8667854428916e-05
EGY,Beach Volleyball,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
EGY,Boxing,0,0,3,0,0,1e-10,0,0.167536467,,,1.67536467e-11
EGY,Canoe Sprint,0,0,1,0,0,0.001125348,0,0.00345971,,,3.8933777290799996e-06
EGY,Cycling Track,0,0,2,0,0,1e-10,0,0.002076275,,,2.076275e-13
EGY,Diving,0,0,4,0,0,0.002250696,0,0.19773535,,,0.0004450421613036
EGY,Fencing,1,0,35,0,1,0.098680681,0,0.122921035,,,0.012129931443024836
EGY,Football,0,0,19,0,0,1e-10,0,0.043754715,,,4.3754715e-12
EGY,Handball,0,0,15,0,0,0.003376044,0,0.032354036,,,0.000109228649113584
EGY,Judo,0,0,2,0,0,0.003373572,0,0.180731167,,,0.000609709604518524
EGY,Modern Pentathlon,0,1,3,0,1,0.086140832,0,0.222029521,,,0.019125807667501472
EGY,Rhythmic Gymnastics,0,0,6,0,0,1e-10,0,0.011873016,,,1.1873016000000001e-12
EGY,Rowing,0,0,3,0,0,1e-10,0,0.012584802,,,1.2584802000000002e-12
EGY,Sailing,0,0,2,0,0,1e-10,0,0.001420025,,,1.420025e-13
EGY,Shooting,0,0,17,0,0,0.012371412,0,0.027829426,,,0.00034428929476951203
EGY,Swimming,0,0,3,0,0,0.010098511,0,0.025682899,,,0.00025935903806338894
EGY,Table Tennis,0,0,12,0,0,0.019059359,0,0.021280441,,,0.00040559156469731903
EGY,Taekwondo,0,0,3,0,0,0.159962156,0,0.322085226,,,0.05152144716670726
EGY,Tennis,0,0,1,0,0,1e-10,0,0.000494988,,,4.9498800000000005e-14
EGY,Trampoline Gymnastics,0,0,1,0,0,1e-10,0,0.032805965,,,3.2805965e-12
