NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,Participation Count
CAN,Canoe Slalom,0,0,10,0,0,10
CAN,Canoe Sprint,4,1,39,1,6,45
CAN,Canoeing,15,5,267,13,33,300
CAN,Cycling,17,1,299,5,23,322
CAN,Cycling BMX Freestyle,0,0,1,0,0,1
CAN,Cycling BMX Racing,0,0,3,0,0,3
CAN,Cycling Mountain Bike,0,0,5,0,0,5
CAN,Cycling Road,0,0,15,0,0,15
CAN,Cycling Track,1,1,60,0,2,62
CAN,Diving,14,1,156,7,22,178
CAN,Equestrian,0,0,34,0,0,34
CAN,Equestrianism,8,4,243,5,17,260
CAN,Fencing,1,0,297,0,1,298
CAN,Football,36,35,65,0,71,136
CAN,Golf,0,1,14,0,1,15
CAN,Gymnastics,0,1,704,0,1,705
CAN,Handball,0,0,28,0,0,28
CAN,Hockey,0,0,173,0,0,173
CAN,Ice Hockey,0,8,0,0,8,8
CAN,Judo,5,1,93,2,8,101
CAN,Karate,0,0,1,0,0,1
CAN,Lacrosse,12,24,0,0,36,36
CAN,Marathon Swimming,0,0,3,0,0,3
CAN,Modern Pentathlon,0,0,29,0,0,29
CAN,Rhythmic Gymnastics,0,1,14,0,1,15
CAN,Rowing,65,59,376,99,223,599
CAN,Rugby Sevens,12,0,26,14,26,52
CAN,Sailing,15,0,202,10,25,227
CAN,Shooting,7,4,205,13,24,229
CAN,Skateboarding,0,0,8,0,0,8
CAN,Softball,0,0,60,0,0,60
CAN,Sport Climbing,0,0,2,0,0,2
CAN,Surfing,0,0,1,0,0,1
CAN,Swimming,75,12,1013,34,121,1134
CAN,Synchronized Swimming,8,4,41,14,26,67
CAN,Table Tennis,0,0,55,0,0,55
CAN,Taekwondo,2,0,11,1,3,14
CAN,Tennis,2,2,69,0,4,73
CAN,Trampoline Gymnastics,1,0,2,0,1,3
CAN,Trampolining,2,2,6,3,7,13
CAN,Triathlon,0,1,35,1,2,37
CAN,Volleyball,0,0,109,0,0,109
CAN,Water Polo,0,0,100,0,0,100
CAN,Weightlifting,1,1,61,3,5,66
CAN,Wrestling,7,3,167,7,17,184
CAY,Artistic Gymnastics,0,0,5,0,0,5
CAY,Athletics,0,0,20,0,0,20
CAY,Cycling,0,0,31,0,0,31
CAY,Sailing,0,0,17,0,0,17
CAY,Swimming,0,0,21,0,0,21
CGO,Athletics,0,0,61,0,0,61
CGO,Boxing,0,0,5,0,0,5
CGO,Fencing,0,0,1,0,0,1
CGO,Handball,0,0,14,0,0,14
CGO,Judo,0,0,7,0,0,7
CGO,Swimming,0,0,15,0,0,15
CGO,Table Tennis,0,0,9,0,0,9
CHA,Archery,0,0,2,0,0,2
CHA,Athletics,0,0,39,0,0,39
CHA,Boxing,0,0,1,0,0,1
CHA,Judo,0,0,5,0,0,5
CHI,Archery,0,0,5,0,0,5
CHI,Artistic Gymnastics,0,0,6,0,0,6
CHI,Athletics,0,0,177,2,2,179
CHI,Basketball,0,0,43,0,0,43
CHI,Beach Volleyball,0,0,6,0,0,6
CHI,Boxing,2,0,35,1,3,38
CHI,Canoe Sprint,0,0,7,0,0,7
CHI,Canoeing,0,0,2,0,0,2
CHI,Cycling,0,0,88,0,0,88
CHI,Cycling BMX Freestyle,0,0,2,0,0,2
CHI,Cycling BMX Racing,0,0,1,0,0,1
CHI,Cycling Mountain Bike,0,0,2,0,0,2
CHI,Cycling Road,0,0,2,0,0,2
CHI,Diving,0,0,4,0,0,4
CHI,Equestrian,0,0,3,0,0,3
CHI,Equestrianism,0,0,47,4,4,51
CHI,Fencing,0,0,47,0,0,47
CHI,Football,17,0,58,0,17,75
CHI,Golf,0,0,5,0,0,5
CHI,Gymnastics,0,0,12,0,0,12
CHI,Judo,0,0,9,0,0,9
CHI,Modern Pentathlon,0,0,25,0,0,25
CHI,Rowing,0,0,37,0,0,37
CHI,Sailing,0,0,30,0,0,30
CHI,Shooting,0,1,54,1,2,56
CHI,Skateboarding,0,0,1,0,0,1
CHI,Surfing,0,0,1,0,0,1
CHI,Swimming,0,0,34,0,0,34
CHI,Table Tennis,0,0,35,0,0,35
CHI,Taekwondo,0,0,5,0,0,5
CHI,Tennis,1,3,22,1,5,27
CHI,Triathlon,0,0,9,0,0,9
CHI,Water Polo,0,0,8,0,0,8
CHI,Weightlifting,0,0,8,0,0,8
CHI,Wrestling,0,0,3,1,1,4
CHN,3x3 Basketball,4,0,12,0,4,16
CHN,Archery,4,1,104,17,22,126
CHN,Art Competitions,0,0,5,0,0,5
CHN,Artistic Gymnastics,7,5,111,12,24,135
CHN,Artistic Swimming,0,11,0,10,21,21
CHN,Athletics,17,11,539,8,36,575
CHN,Badminton,23,35,76,25,83,159
CHN,Baseball,0,0,24,0,0,24
CHN,Basketball,12,0,224,11,23,247
CHN,Beach Volleyball,2,0,22,2,4,26
CHN,Boxing,6,6,45,7,19,64
CHN,Breaking,1,0,2,0,1,3
CHN,Canoe Slalom,0,0,8,0,0,8
CHN,Canoe Sprint,0,6,38,3,9,47
CHN,Canoeing,0,4,107,0,4,111
CHN,Cycling,3,2,87,4,9,96
CHN,Cycling BMX Freestyle,0,1,1,0,1,2
CHN,Cycling Mountain Bike,0,0,4,0,0,4
CHN,Cycling Road,0,0,5,0,0,5
CHN,Cycling Track,0,3,24,0,3,27
CHN,Diving,12,78,25,29,119,144
CHN,Equestrian,0,0,17,0,0,17
CHN,Equestrianism,0,0,11,0,0,11
CHN,Fencing,5,8,244,18,31,275
CHN,Football,0,0,136,15,15,151
CHN,Golf,2,0,10,0,2,12
CHN,Gymnastics,30,45,532,34,109,641
CHN,Handball,13,0,68,0,13,81
CHN,Hockey,0,0,99,33,33,132
CHN,Judo,12,8,71,3,23,94
CHN,Karate,1,0,0,1,2,2
CHN,Marathon Swimming,0,0,2,0,0,2
CHN,Modern Pentathlon,0,0,25,1,1,26
CHN,Rhythmic Gymnastics,0,5,35,6,11,46
CHN,Rowing,25,8,168,11,44,212
CHN,Rugby Sevens,0,0,27,0,0,27
CHN,Sailing,2,3,77,3,8,85
CHN,Shooting,29,34,219,18,81,300
CHN,Skateboarding,0,0,6,0,0,6
CHN,Softball,0,0,45,15,15,60
CHN,Sport Climbing,0,0,7,2,2,9
CHN,Surfing,0,0,1,0,0,1
CHN,Swimming,46,27,537,47,120,657
CHN,Synchronized Swimming,11,0,41,20,31,72
CHN,Table Tennis,9,67,20,28,104,124
CHN,Taekwondo,4,7,15,2,13,28
CHN,Tennis,2,3,62,2,7,69
CHN,Trampoline Gymnastics,1,1,3,3,5,8
CHN,Trampolining,6,3,3,2,11,14
CHN,Triathlon,0,0,13,0,0,13
CHN,Volleyball,23,34,85,9,66,151
CHN,Water Polo,0,0,102,0,0,102
CHN,Weightlifting,8,46,37,16,70,107
CHN,Wrestling,11,2,85,6,19,104
CIV,Archery,0,0,2,0,0,2
CIV,Athletics,0,0,115,1,1,116
CIV,Boxing,0,0,8,0,0,8
CIV,Canoeing,0,0,20,0,0,20
CIV,Fencing,0,0,3,0,0,3
CIV,Football,0,0,37,0,0,37
CIV,Handball,0,0,14,0,0,14
CIV,Judo,0,0,13,0,0,13
CIV,Rowing,0,0,1,0,0,1
CIV,Swimming,0,0,9,0,0,9
CIV,Taekwondo,3,1,11,0,4,15
CIV,Tennis,0,0,3,0,0,3
CIV,Wrestling,0,0,2,0,0,2
CMR,Athletics,0,2,98,0,2,100
CMR,Boxing,1,0,43,1,2,45
CMR,Cycling,0,0,28,0,0,28
CMR,Football,0,18,49,0,18,67
CMR,Judo,0,0,25,0,0,25
CMR,Rowing,0,0,2,0,0,2
CMR,Swimming,0,0,9,0,0,9
CMR,Table Tennis,0,0,4,0,0,4
CMR,Volleyball,0,0,10,0,0,10
CMR,Weightlifting,0,0,13,0,0,13
CMR,Wrestling,0,0,25,0,0,25
COD,Athletics,0,0,36,0,0,36
COD,Basketball,0,0,12,0,0,12
COD,Boxing,0,0,20,0,0,20
COD,Cycling,0,0,18,0,0,18
COD,Judo,0,0,11,0,0,11
COD,Swimming,0,0,3,0,0,3
COD,Table Tennis,0,0,4,0,0,4
COD,Taekwondo,0,0,2,0,0,2
COK,Athletics,0,0,16,0,0,16
COK,Boxing,0,0,3,0,0,3
COK,Canoe Slalom,0,0,2,0,0,2
COK,Canoe Sprint,0,0,3,0,0,3
COK,Canoeing,0,0,5,0,0,5
COK,Sailing,0,0,5,0,0,5
COK,Swimming,0,0,9,0,0,9
COK,Weightlifting,0,0,8,0,0,8
COL,Archery,0,0,30,0,0,30
COL,Art Competitions,0,0,1,0,0,1
COL,Artistic Gymnastics,0,0,8,1,1,9
COL,Artistic Swimming,0,0,2,0,0,2
COL,Athletics,1,1,249,3,5,254
COL,Boxing,4,0,53,1,5,58
COL,Canoe Sprint,0,0,1,0,0,1
COL,Cycling,3,2,187,1,6,193
COL,Cycling BMX Freestyle,0,0,1,0,0,1
COL,Cycling BMX Racing,1,0,6,1,2,8
COL,Cycling Mountain Bike,0,0,1,0,0,1
COL,Cycling Road,0,0,9,0,0,9
COL,Cycling Track,0,0,11,0,0,11
COL,Diving,0,0,30,0,0,30
COL,Equestrian,0,0,2,0,0,2
COL,Equestrianism,0,0,19,0,0,19
COL,Fencing,0,0,64,0,0,64
COL,Football,0,0,139,0,0,139
COL,Golf,0,0,6,0,0,6
COL,Gymnastics,0,0,37,0,0,37
COL,Judo,1,0,12,1,2,14
COL,Rowing,0,0,1,0,0,1
COL,Rugby Sevens,0,0,12,0,0,12
COL,Sailing,0,0,7,0,0,7
COL,Shooting,0,0,62,2,2,64
COL,Skateboarding,0,0,2,0,0,2
COL,Swimming,0,0,129,0,0,129
COL,Synchronized Swimming,0,0,2,0,0,2
COL,Table Tennis,0,0,3,0,0,3
COL,Taekwondo,1,0,10,0,1,11
COL,Tennis,0,0,20,0,0,20
COL,Trampoline Gymnastics,0,0,2,0,0,2
COL,Triathlon,0,0,4,0,0,4
COL,Tug-Of-War,0,0,0,1,1,1
COL,Weightlifting,2,2,63,5,9,72
COL,Wrestling,3,0,27,0,3,30
COM,Athletics,0,0,17,0,0,17
COM,Canoe Slalom,0,0,2,0,0,2
COM,Judo,0,0,1,0,0,1
COM,Swimming,0,0,6,0,0,6
COM,Weightlifting,0,0,1,0,0,1
CPV,Athletics,0,0,13,0,0,13
CPV,Boxing,1,0,4,0,1,5
CPV,Fencing,0,0,1,0,0,1
CPV,Judo,0,0,3,0,0,3
CPV,Rhythmic Gymnastics,0,0,4,0,0,4
CPV,Swimming,0,0,4,0,0,4
CPV,Taekwondo,0,0,1,0,0,1
CRC,Archery,0,0,5,0,0,5
CRC,Artistic Gymnastics,0,0,5,0,0,5
CRC,Athletics,0,0,45,0,0,45
CRC,Beach Volleyball,0,0,2,0,0,2
CRC,Boxing,0,0,3,0,0,3
CRC,Canoeing,0,0,6,0,0,6
CRC,Cycling,0,0,20,0,0,20
CRC,Cycling BMX Freestyle,0,0,1,0,0,1
CRC,Cycling Road,0,0,3,0,0,3
CRC,Diving,0,0,2,0,0,2
CRC,Fencing,0,0,2,0,0,2
CRC,Football,0,0,47,0,0,47
CRC,Judo,0,0,18,0,0,18
CRC,Shooting,0,0,25,0,0,25
CRC,Surfing,0,0,4,0,0,4
CRC,Swimming,2,1,60,1,4,64
CRC,Taekwondo,0,0,4,0,0,4
CRC,Tennis,0,0,1,0,0,1
CRC,Triathlon,0,0,3,0,0,3
CRC,Weightlifting,0,0,4,0,0,4
CRO,Artistic Gymnastics,0,0,7,1,1,8
CRO,Athletics,2,3,74,1,6,80
CRO,Basketball,0,0,46,12,12,58
CRO,Boxing,1,0,10,0,1,11
CRO,Canoe Slalom,0,0,3,0,0,3
CRO,Canoe Sprint,0,0,4,0,0,4
CRO,Canoeing,0,0,26,0,0,26
CRO,Cycling,0,0,8,0,0,8
CRO,Cycling BMX Freestyle,0,0,1,0,0,1
CRO,Cycling Road,0,0,1,0,0,1
CRO,Diving,0,0,1,0,0,1
CRO,Equestrianism,0,0,2,0,0,2
CRO,Fencing,0,0,1,0,0,1
CRO,Gymnastics,0,0,24,1,1,25
CRO,Handball,15,31,57,0,46,103
CRO,Judo,0,1,8,0,1,9
CRO,Karate,0,0,1,0,0,1
CRO,Rowing,10,6,31,7,23,54
CRO,Sailing,0,2,50,2,4,54
CRO,Shooting,2,2,57,0,4,61
CRO,Swimming,0,0,115,1,1,116
CRO,Table Tennis,0,0,47,0,0,47
CRO,Taekwondo,5,1,11,0,6,17
CRO,Tennis,5,2,41,3,10,51
CRO,Volleyball,0,0,11,0,0,11
CRO,Water Polo,0,13,52,38,51,103
CRO,Weightlifting,1,1,1,0,2,3
CRO,Wrestling,0,0,7,0,0,7
CRT,Athletics,0,0,10,0,0,10
CRT,Shooting,0,0,1,0,0,1
CUB,Archery,0,0,9,0,0,9
CUB,Art Competitions,0,0,3,0,0,3
CUB,Artistic Gymnastics,0,0,1,0,0,1
CUB,Athletics,27,10,423,24,61,484
CUB,Badminton,0,0,1,0,0,1
CUB,Baseball,0,64,0,48,112,112
CUB,Basketball,12,0,109,0,12,121
CUB,Beach Volleyball,0,0,18,0,0,18
CUB,Boxing,19,42,58,19,80,138
CUB,Canoe Sprint,1,2,10,0,3,13
CUB,Canoeing,0,0,47,5,5,52
CUB,Cycling,0,0,69,1,1,70
CUB,Cycling Road,0,0,2,0,0,2
CUB,Diving,0,0,36,0,0,36
CUB,Fencing,7,6,160,7,20,180
CUB,Football,0,0,29,0,0,29
CUB,Gymnastics,0,0,386,0,0,386
CUB,Handball,0,0,27,0,0,27
CUB,Hockey,0,0,16,0,0,16
CUB,Judo,16,6,67,15,37,104
CUB,Modern Pentathlon,0,0,6,0,0,6
CUB,Rowing,0,0,134,0,0,134
CUB,Sailing,0,0,17,2,2,19
CUB,Shooting,3,1,104,1,5,109
CUB,Softball,0,0,15,0,0,15
CUB,Swimming,1,0,57,1,2,59
CUB,Synchronized Swimming,0,0,2,0,0,2
CUB,Table Tennis,0,0,24,0,0,24
CUB,Taekwondo,4,1,9,2,7,16
CUB,Volleyball,24,28,118,0,52,170
CUB,Water Polo,0,0,57,0,0,57
CUB,Weightlifting,2,2,67,1,5,72
CUB,Wrestling,11,12,115,7,30,145
CYP,Archery,0,0,2,0,0,2
CYP,Artistic Gymnastics,0,0,15,0,0,15
CYP,Athletics,0,0,74,0,0,74
CYP,Cycling,0,0,4,0,0,4
CYP,Cycling Road,0,0,2,0,0,2
CYP,Fencing,0,0,1,0,0,1
CYP,Gymnastics,0,0,6,0,0,6
CYP,Judo,0,0,13,0,0,13
CYP,Rhythmic Gymnastics,0,0,4,0,0,4
CYP,Sailing,0,0,31,2,2,33
CYP,Shooting,0,0,28,0,0,28
CYP,Swimming,0,0,37,0,0,37
CYP,Tennis,0,0,2,0,0,2
CYP,Weightlifting,0,0,1,0,0,1
CYP,Wrestling,0,0,2,0,0,2
CZE,Archery,0,0,7,0,0,7
CZE,Artistic Gymnastics,0,0,18,0,0,18
CZE,Athletics,8,5,229,2,15,244
CZE,Badminton,0,0,10,0,0,10
CZE,Basketball,0,0,48,0,0,48
CZE,Beach Volleyball,0,0,26,0,0,26
CZE,Boxing,0,0,6,1,1,7
CZE,Canoe Slalom,0,1,10,1,2,12
CZE,Canoe Sprint,2,2,10,0,4,14
CZE,Canoeing,13,4,81,7,24,105
CZE,Cycling,0,1,74,1,2,76
CZE,Cycling BMX Freestyle,0,0,1,0,0,1
CZE,Cycling Mountain Bike,0,0,4,0,0,4
CZE,Cycling Road,0,0,9,0,0,9
CZE,Cycling Track,0,0,6,0,0,6
CZE,Diving,0,0,1,0,0,1
CZE,Equestrian,0,0,12,0,0,12
CZE,Equestrianism,0,0,2,0,0,2
CZE,Fencing,5,0,8,0,5,13
CZE,Football,0,0,16,0,0,16
CZE,Golf,0,0,5,0,0,5
CZE,Gymnastics,0,0,50,0,0,50
CZE,Judo,0,2,19,0,2,21
CZE,Marathon Swimming,0,0,2,0,0,2
CZE,Modern Pentathlon,1,1,16,0,2,18
CZE,Rhythmic Gymnastics,0,0,3,0,0,3
CZE,Rowing,1,1,64,6,8,72
CZE,Sailing,0,0,22,1,1,23
CZE,Shooting,4,3,112,4,11,123
CZE,Sport Climbing,0,0,2,0,0,2
CZE,Swimming,0,0,127,0,0,127
CZE,Synchronized Swimming,0,0,10,0,0,10
CZE,Table Tennis,0,0,26,0,0,26
CZE,Taekwondo,0,0,2,0,0,2
CZE,Tennis,6,4,80,5,15,95
CZE,Trampolining,0,0,3,0,0,3
CZE,Triathlon,1,0,19,0,1,20
CZE,Weightlifting,0,0,9,0,0,9
CZE,Wrestling,0,0,12,0,0,12
DEN,Archery,0,0,29,0,0,29
DEN,Art Competitions,4,0,95,5,9,104
DEN,Athletics,3,0,270,4,7,277
DEN,Badminton,6,3,108,5,14,122
DEN,Boxing,6,1,73,5,12,85
DEN,Canoe Sprint,3,0,14,0,3,17
DEN,Canoeing,9,4,102,9,22,124
DEN,Cycling,22,14,271,16,52,323
DEN,Cycling BMX Racing,0,0,3,0,0,3
DEN,Cycling Mountain Bike,0,0,6,0,0,6
DEN,Cycling Road,0,0,18,0,0,18
DEN,"Cycling Road, Cycling Track",0,0,3,0,0,3
DEN,Cycling Track,1,2,18,8,11,29
DEN,Diving,1,1,27,0,2,29
DEN,Equestrian,0,0,15,4,4,19
DEN,Equestrianism,4,0,132,4,8,140
DEN,Fencing,3,1,223,2,6,229
DEN,Football,13,12,86,40,65,151
DEN,Golf,0,0,12,0,0,12
DEN,Gymnastics,20,20,184,71,111,295
DEN,Handball,15,75,102,15,105,207
DEN,Hockey,0,0,57,12,12,69
DEN,Judo,0,0,4,0,0,4
DEN,Modern Pentathlon,0,0,25,0,0,25
DEN,Rhythmic Gymnastics,0,0,1,0,0,1
DEN,Rowing,42,26,226,13,81,307
DEN,Sailing,18,25,156,25,68,224
DEN,Shooting,10,7,270,11,28,298
DEN,Skateboarding,0,0,2,0,0,2
DEN,Swimming,10,3,363,9,22,385
DEN,Table Tennis,2,0,14,0,2,16
DEN,Taekwondo,1,0,4,0,1,5
DEN,Tennis,0,0,55,1,1,56
DEN,Trampolining,0,0,3,0,0,3
DEN,Triathlon,0,0,9,0,0,9
DEN,Tug-Of-War,0,3,0,0,3,3
DEN,Weightlifting,0,1,23,2,3,26
DEN,Wrestling,8,2,88,4,14,102
DJI,Athletics,1,0,34,0,1,35
DJI,Judo,0,0,5,0,0,5
DJI,Sailing,0,0,4,0,0,4
DJI,Swimming,0,0,5,0,0,5
DJI,Table Tennis,0,0,1,0,0,1
DMA,Athletics,0,1,18,0,1,19
DMA,Swimming,0,0,5,0,0,5
DOM,Archery,0,0,1,0,0,1
DOM,Artistic Gymnastics,0,0,3,0,0,3
DOM,Athletics,0,3,84,7,10,94
DOM,Baseball,0,0,20,0,0,20
DOM,Baseball/Softball,24,0,0,0,24,24
DOM,Boxing,3,1,57,0,4,61
DOM,Cycling,0,0,1,0,0,1
DOM,Diving,0,0,9,0,0,9
DOM,Equestrian,0,0,3,0,0,3
DOM,Equestrianism,0,0,1,0,0,1
DOM,Football,0,0,19,0,0,19
DOM,Gymnastics,0,0,2,0,0,2
DOM,Judo,0,0,30,0,0,30
DOM,Rowing,0,0,1,0,0,1
DOM,Sailing,0,0,2,0,0,2
DOM,Shooting,0,0,10,0,0,10
DOM,Swimming,0,0,12,0,0,12
DOM,Synchronized Swimming,0,0,4,0,0,4
DOM,Table Tennis,0,0,15,0,0,15
DOM,Taekwondo,1,0,9,1,2,11
DOM,Tennis,0,0,2,0,0,2
DOM,Volleyball,0,0,48,0,0,48
DOM,Weightlifting,1,0,27,1,2,29
DOM,Wrestling,0,0,8,0,0,8
ECU,Archery,0,0,1,0,0,1
ECU,Athletics,0,2,116,3,5,121
ECU,Boxing,0,0,31,0,0,31
ECU,Canoeing,0,0,2,0,0,2
ECU,Cycling,0,0,26,0,0,26
ECU,Cycling BMX Racing,0,0,3,0,0,3
ECU,Cycling Road,0,1,2,0,1,3
ECU,Diving,0,0,2,0,0,2
ECU,Equestrian,0,0,4,0,0,4
ECU,Equestrianism,0,0,3,0,0,3
ECU,Golf,0,0,1,0,0,1
ECU,Gymnastics,0,0,21,0,0,21
ECU,Judo,0,0,21,0,0,21
ECU,Marathon Swimming,0,0,3,0,0,3
ECU,Modern Pentathlon,0,0,3,0,0,3
ECU,Rowing,0,0,1,0,0,1
ECU,Sailing,0,0,1,0,0,1
ECU,Shooting,0,0,24,0,0,24
ECU,Surfing,0,0,1,0,0,1
ECU,Swimming,0,0,52,0,0,52
ECU,Table Tennis,0,0,3,0,0,3
ECU,Taekwondo,0,0,1,0,0,1
ECU,Tennis,0,0,6,0,0,6
ECU,Triathlon,0,0,4,0,0,4
ECU,Weightlifting,2,1,19,1,4,23
ECU,Wrestling,0,0,14,1,1,15
EGY,Archery,0,0,19,0,0,19
EGY,Art Competitions,0,0,3,0,0,3
EGY,Artistic Gymnastics,0,0,31,0,0,31
EGY,Artistic Swimming,0,0,28,0,0,28
EGY,Athletics,0,0,73,0,0,73
EGY,Badminton,0,0,7,0,0,7
EGY,Basketball,0,0,77,0,0,77
EGY,Beach Volleyball,0,0,4,0,0,4
EGY,Boxing,2,0,83,1,3,86
EGY,Canoe Sprint,0,0,4,0,0,4
EGY,Canoeing,0,0,4,0,0,4
EGY,Cycling,0,0,13,0,0,13
EGY,Cycling Track,0,0,3,0,0,3
EGY,Diving,1,0,35,1,2,37
EGY,Equestrian,0,0,8,0,0,8
EGY,Equestrianism,0,0,19,0,0,19
EGY,Fencing,1,0,238,1,2,240
EGY,Football,0,0,183,0,0,183
EGY,Gymnastics,0,0,169,0,0,169
EGY,Handball,0,0,118,0,0,118
EGY,Hockey,0,0,32,0,0,32
EGY,Judo,1,0,41,1,2,43
EGY,Karate,1,1,3,0,2,5
EGY,Modern Pentathlon,0,1,36,1,2,38
EGY,Rhythmic Gymnastics,0,0,14,0,0,14
EGY,Rowing,0,0,54,0,0,54
EGY,Sailing,0,0,7,0,0,7
EGY,Shooting,0,0,120,0,0,120
EGY,Swimming,0,0,113,0,0,113
EGY,Synchronized Swimming,0,0,40,0,0,40
EGY,Table Tennis,0,0,59,0,0,59
EGY,Taekwondo,4,0,18,0,4,22
EGY,Tennis,0,0,3,0,0,3
EGY,Trampoline Gymnastics,0,0,3,0,0,3
EGY,Triathlon,0,0,1,0,0,1
EGY,Volleyball,0,0,73,0,0,73
EGY,Water Polo,0,0,51,0,0,51
EGY,Weightlifting,4,5,79,3,12,91
EGY,Wrestling,3,2,119,2,7,126
EOR,Athletics,0,0,15,0,0,15
EOR,Badminton,0,0,2,0,0,2
EOR,Boxing,1,0,3,0,1,4
EOR,Breaking,0,0,1,0,0,1
EOR,Canoe Slalom,0,0,2,0,0,2
EOR,Canoe Sprint,0,0,4,0,0,4
EOR,Cycling Road,0,0,4,0,0,4
EOR,Judo,0,0,24,0,0,24
EOR,Karate,0,0,2,0,0,2
EOR,Shooting,0,0,3,0,0,3
EOR,Swimming,0,0,4,0,0,4
EOR,Taekwondo,0,0,8,0,0,8
EOR,Weightlifting,0,0,3,0,0,3
EOR,Wrestling,0,0,3,0,0,3
ERI,Athletics,1,0,57,0,1,58
ERI,Cycling,0,0,2,0,0,2
ERI,Cycling Road,0,0,6,0,0,6
ERI,Swimming,0,0,3,0,0,3
ESA,Archery,0,0,3,0,0,3
ESA,Art Competitions,0,0,4,0,0,4
ESA,Athletics,0,0,38,0,0,38
ESA,Badminton,0,0,1,0,0,1
ESA,Boxing,0,0,3,0,0,3
ESA,Cycling,0,0,17,0,0,17
ESA,Football,0,0,18,0,0,18
ESA,Judo,0,0,11,0,0,11
ESA,Rowing,0,0,3,0,0,3
ESA,Sailing,0,0,6,0,0,6
ESA,Shooting,0,0,26,0,0,26
ESA,Surfing,0,0,1,0,0,1
ESA,Swimming,0,0,89,0,0,89
ESA,Tennis,0,0,1,0,0,1
ESA,Weightlifting,0,0,8,0,0,8
ESA,Wrestling,0,0,5,0,0,5
ESP,3x3 Basketball,0,0,0,4,4,4
ESP,Archery,0,3,41,0,3,44
ESP,Art Competitions,0,0,3,0,0,3
ESP,Artistic Gymnastics,0,0,118,1,1,119
ESP,Artistic Swimming,9,0,12,0,9,21
ESP,Athletics,8,6,740,6,20,760
ESP,Badminton,0,1,14,0,1,15
ESP,Baseball,0,0,20,0,0,20
ESP,Basketball,12,0,179,48,60,239
ESP,Basque Pelota,0,2,0,0,2,2
ESP,Beach Volleyball,0,0,26,2,2,28
ESP,Boxing,3,0,76,3,6,82
ESP,Canoe Slalom,1,0,10,1,2,12
ESP,Canoe Sprint,6,0,29,5,11,40
ESP,Canoeing,6,7,168,11,24,192
ESP,Cycling,8,5,213,6,19,232
ESP,Cycling Mountain Bike,1,0,4,0,1,5
ESP,Cycling Road,0,0,16,0,0,16
ESP,Cycling Track,0,0,8,0,0,8
ESP,Diving,0,0,43,0,0,43
ESP,Equestrian,0,0,22,0,0,22
ESP,Equestrianism,1,3,192,7,11,203
ESP,Fencing,1,0,142,0,1,143
ESP,Football,0,39,134,57,96,230
ESP,Golf,0,0,12,0,0,12
ESP,Gymnastics,1,2,629,1,4,633
ESP,Handball,91,0,179,0,91,270
ESP,Hockey,14,15,359,48,77,436
ESP,Judo,3,3,92,1,7,99
ESP,Karate,0,1,0,1,2,2
ESP,Marathon Swimming,0,0,4,0,0,4
ESP,"Marathon Swimming, Swimming",0,0,4,0,0,4
ESP,Modern Pentathlon,0,0,32,0,0,32
ESP,Polo,0,0,6,5,5,11
ESP,Rhythmic Gymnastics,0,6,44,6,12,56
ESP,Rowing,0,0,148,2,2,150
ESP,Rugby Sevens,0,0,25,0,0,25
ESP,Sailing,4,26,188,8,38,226
ESP,Shooting,1,2,221,2,5,226
ESP,Skateboarding,0,0,10,0,0,10
ESP,Sport Climbing,0,1,2,0,1,3
ESP,Surfing,0,0,3,0,0,3
ESP,Swimming,4,2,488,2,8,496
ESP,Synchronized Swimming,8,0,29,12,20,49
ESP,Table Tennis,0,0,32,0,0,32
ESP,Taekwondo,1,1,18,5,7,25
ESP,Tennis,8,3,133,12,23,156
ESP,Trampoline Gymnastics,0,0,2,0,0,2
ESP,Triathlon,0,0,40,1,1,41
ESP,Volleyball,0,0,36,0,0,36
ESP,Water Polo,0,25,200,37,62,262
ESP,Weightlifting,1,0,37,0,1,38
ESP,Wrestling,1,0,39,0,1,40
EST,Archery,0,0,6,0,0,6
EST,Athletics,3,2,131,1,6,137
EST,Badminton,0,0,8,0,0,8
EST,Basketball,0,0,8,0,0,8
EST,Beach Volleyball,0,0,4,0,0,4
EST,Boxing,0,0,3,1,1,4
EST,Canoeing,0,0,6,0,0,6
EST,Cycling,0,1,30,0,1,31
EST,Cycling Mountain Bike,0,0,2,0,0,2
EST,Cycling Road,0,0,4,0,0,4
EST,Equestrian,0,0,2,0,0,2
EST,Fencing,1,4,34,0,5,39
EST,Football,0,0,11,0,0,11
EST,Judo,3,0,8,0,3,11
EST,Modern Pentathlon,0,0,3,0,0,3
EST,Rhythmic Gymnastics,0,0,1,0,0,1
EST,Rowing,4,0,37,3,7,44
EST,Sailing,7,0,28,0,7,35
EST,Shooting,0,0,16,0,0,16
EST,Swimming,0,0,58,0,0,58
EST,Table Tennis,0,0,1,0,0,1
EST,Tennis,0,0,8,0,0,8
EST,Triathlon,0,0,4,0,0,4
EST,Weightlifting,3,1,14,3,7,21
EST,Wrestling,4,5,44,2,11,55
ETH,Athletics,24,24,297,13,61,358
ETH,Boxing,0,0,27,0,0,27
ETH,Cycling,0,0,56,0,0,56
ETH,Cycling Road,0,0,1,0,0,1
ETH,Swimming,0,0,6,0,0,6
ETH,Taekwondo,0,0,1,0,0,1
EUN,Archery,4,0,8,0,4,12
