NOC,Name,Total_Medals,Gold_Medals,Silver_Medals,Bronze_Medals,Birth_Year,Total_Competitions
AZE,Zelim Tckaev,0,0,0,0,1999,1
AZE,Zelym Kotsoiev,1,1,0,0,1998,2
AZE,Zeynab Hummatova,0,0,0,0,1999,2
AZE,Zohra Aghamirova,0,0,0,0,2001,2
BAH,Alonzo Russell,0,0,0,0,1992,2
BAH,Anthonique Strachan,0,0,0,0,1993,2
BAH,Antoine Andrews,0,0,0,0,2003,1
BAH,Brianne Bethel,0,0,0,0,1998,1
BAH,Charisma Taylor,0,0,0,0,1999,2
BAH,Denisha Cartwright,0,0,0,0,1999,1
BAH,Devynne Charlton,0,0,0,0,1995,2
BAH,Donald Thomas,0,0,0,0,1984,2
BAH,Doneisha Anderson,0,0,0,0,2000,1
BAH,Ian Kerr,0,0,0,0,1935,1
BAH,Izaak Bastian,0,0,0,0,2001,2
BAH,Jamal Wilson,0,0,0,0,1988,1
BAH,Javonya Valcourt,0,0,0,0,2004,1
BAH,Joanna Evans,0,0,0,0,1997,2
BAH,Ken Mullings,0,0,0,0,1997,1
BAH,Lacarthea Cooper,0,0,0,0,2004,1
BAH,Lamar Taylor,0,0,0,0,2003,1
BAH,McCOY Wanya,0,0,0,0,2003,2
BAH,Megan Moss,0,0,0,0,2002,1
BAH,Pedrya Seymour,0,0,0,0,1995,1
BAH,Quincy Penn,0,0,0,0,2005,1
BAH,Rhanishka Gibbs,0,0,0,0,2006,1
BAH,Rhema Otabor,0,0,0,0,2002,1
BAH,Samson Colebrooke,0,0,0,0,1997,1
BAH,Shaunae Miller-uibo,1,1,0,0,1994,4
BAH,Steven Gardiner,1,1,0,0,1995,2
BAH,Terrence Jones,0,0,0,0,1992,1
BAH,Tynia Gaither,0,0,0,0,1993,2
BAH,Wendell Miller,0,0,0,0,2003,1
BAH,Zion Miller,0,0,0,0,1946,1
BAN,Ariful Islam,0,0,0,0,1999,1
BAN,Diya Siddique,0,0,0,0,2004,2
BAN,Hel Baki,0,0,0,0,1989,1
BAN,Imranur Rahman,0,0,0,0,1993,1
BAN,Islam Rafi,0,0,0,0,2004,1
BAN,Islam Robiul,0,0,0,0,1986,1
BAN,Jahir Rayhan,0,0,0,0,2001,1
BAN,Junayna Ahmed,0,0,0,0,2003,1
BAN,Ruman Shana,0,0,0,0,1995,2
BAN,Sonia Khatun,0,0,0,0,1999,1
BAR,Alex Sobers,0,0,0,0,1998,2
BAR,Danielle Titus,0,0,0,0,2002,1
BAR,Jack Kirby,0,0,0,0,1917,1
BAR,Jonathan Jones,0,0,0,0,1999,1
BAR,Mario Burke,0,0,0,0,1997,1
BAR,Matthew Wright,0,0,0,0,1965,1
BAR,Sada Williams,0,0,0,0,1997,2
BAR,Shane Brathwaite,0,0,0,0,1990,1
BAR,Tia-adana Belle,0,0,0,0,1996,1
BAR,Tristan Evelyn,0,0,0,0,1998,2
BDI,Belly-cresus Ganira,0,0,0,0,2000,2
BDI,Celestin Ndikumana,0,0,0,0,2002,1
BDI,Ciella Niragira,0,0,0,0,2002,1
BDI,Egide Ntakarutimana,0,0,0,0,1997,1
BDI,Eliora Irishura,0,0,0,0,2010,1
BDI,Eric Nzikwinkunda,0,0,0,0,1997,1
BDI,Francine Niyomukunzi,0,0,0,0,1999,2
BDI,Francine Niyonsaba,0,0,0,0,1993,2
BDI,Odrina Kaze,0,0,0,0,2000,1
BDI,Olivier Irabaruta,0,0,0,0,1990,1
BDI,Ornella Havyarimana,0,0,0,0,1994,1
BDI,Rodrigue Kwizera,0,0,0,0,1999,1
BEL,A Luypaert,1,1,0,0,1962,1
BEL,A Vanbellinghen,0,0,0,0,1994,1
BEL,Abigail Raye,0,0,0,0,1991,1
BEL,Adrien Dumont,0,0,0,0,1813,1
BEL,Aiko Gommers,0,0,0,0,2004,1
BEL,Aisling D'hooghe,0,0,0,0,1994,1
BEL,Alain Boon,1,1,0,0,1990,1
BEL,Alexa Fairchild,0,0,0,0,1994,2
BEL,Alexander Doom,0,0,0,0,1997,5
BEL,Alexander Hendrickx,0,0,0,0,1993,1
BEL,Alix Gerniers,0,0,0,0,1993,1
BEL,Ambre Ballenghien,0,0,0,0,2000,1
BEL,Andre Charlier,1,1,0,0,1962,1
BEL,Ann Wauters,0,0,0,0,1980,1
BEL,Anne Zagre,0,0,0,0,1990,1
BEL,Anouk Geurts,0,0,0,0,2000,2
BEL,Antoine Kina,0,0,0,0,1996,1
BEL,Antonia Delaere,0,0,0,0,1994,2
BEL,Artuur Peters,0,0,0,0,1996,2
BEL,Axel Cruysberghs,0,0,0,0,1994,1
BEL,B Wegnez,1,1,0,0,1995,1
BEL,B. Denayer,1,1,0,0,1990,1
BEL,Barbara Nelen,0,0,0,0,1991,1
BEL,Bashir Abdi,2,0,1,1,1989,2
BEL,Becky Massey,0,0,0,0,2000,1
BEL,Ben Broeders,0,0,0,0,1995,2
BEL,Bethy Mununga,0,0,0,0,1997,1
BEL,Billie Massey,0,0,0,0,2000,2
BEL,Camille Belis,0,0,0,0,2004,1
BEL,Camille Laus,0,0,0,0,1993,3
BEL,Cedric Charlier,0,0,0,0,1987,1
BEL,Cedric Nuytinck,0,0,0,0,1993,1
BEL,Charlotte Defalque,0,0,0,0,1995,1
BEL,Charlotte Englebert,0,0,0,0,2001,1
BEL,Chloe Herbiet,0,0,0,0,1998,1
BEL,Christian Iguacel,0,0,0,0,1996,1
BEL,Claire Michel,0,0,0,0,1988,3
BEL,Cynthia Bolingo,0,0,0,0,1993,6
BEL,Daniel Segers,0,0,0,0,2001,1
BEL,Delphine Nkansa,0,0,0,0,2001,2
BEL,Delphine-daphne Marien,0,0,0,0,2002,1
BEL,Dieter Kersten,0,0,0,0,1996,1
BEL,Domien Michiels,0,0,0,0,1983,4
BEL,Dylan Borlee,0,0,0,0,1992,4
BEL,Elie Bacari,0,0,0,0,2003,1
BEL,Eline Verstraelen,0,0,0,0,2002,1
BEL,Eliott Crestan,0,0,0,0,1999,2
BEL,Elise Mehuys,0,0,0,0,1995,1
BEL,Elise Mertens,0,0,0,0,1995,2
BEL,Elise Ramette,0,0,0,0,1998,1
BEL,Elise Vanderelst,0,0,0,0,1998,2
BEL,Elke Vanhoof,0,0,0,0,1991,1
BEL,Elodie Picard,0,0,0,0,1997,1
BEL,Emeline Detilleux,0,0,0,0,1999,1
BEL,Emily White,0,0,0,0,2004,1
BEL,Emma Meesseman,0,0,0,0,1993,2
BEL,Emma Plasschaert,0,0,0,0,1993,2
BEL,Emma Puvrez,0,0,0,0,1997,1
BEL,F Gougnard,1,1,0,0,,1
BEL,Fanny Lecluyse,0,0,0,0,1992,2
BEL,Fanny Smets,0,0,0,0,1986,1
BEL,Felix Denayer,0,0,0,0,1990,1
BEL,Florent Mabille,0,0,0,0,1996,1
BEL,Florine Gaspard,0,0,0,0,2001,1
BEL,Gabriella Willems,1,0,0,1,1997,1
BEL,Gauthier Boccard,1,1,0,0,1991,2
BEL,Gilles Thomas,0,0,0,0,1998,2
BEL,Githa Michiels,0,0,0,0,1983,1
BEL,Glen Cuyle,0,0,0,0,2002,2
BEL,Gregory Wathelet,1,0,0,1,1980,4
BEL,Hanne Claes,0,0,0,0,1991,3
BEL,Hanne Maudens,0,0,0,0,1997,1
BEL,Hanne Mestdagh,0,0,0,0,1993,1
BEL,Hanne Verbruggen,0,0,0,0,1993,2
BEL,Heleen Nauwelaers,0,0,0,0,1996,1
BEL,Helena Ponette,0,0,0,0,2000,3
BEL,Helene Brasseur,0,0,0,0,2002,1
BEL,Helene Hesters,0,0,0,0,2005,1
BEL,Hermien Peters,0,0,0,0,1994,4
BEL,Imke Vervaet,0,0,0,0,1993,5
BEL,Ine Joris,0,0,0,0,2001,1
BEL,Isaac Kimeli,0,0,0,0,1994,4
BEL,Isaura Maenhaut,0,0,0,0,1998,2
BEL,Ismael Debjani,0,0,0,0,1990,1
BEL,J Meurmans,1,1,0,0,1997,1
BEL,Jan Heuninck,0,0,0,0,2000,1
BEL,Jana Raman,0,0,0,0,1991,1
BEL,Jaouad Achab,0,0,0,0,1992,1
BEL,Jasper Stuyven,0,0,0,0,1992,1
BEL,Jelle Geens,0,0,0,0,1993,2
BEL,Jens Schuermans,0,0,0,0,1993,2
BEL,Jerome Guery,1,0,0,1,1980,4
BEL,Jessie Kaps,0,0,0,0,1998,1
BEL,Jochem Vermeulen,0,0,0,0,1998,1
BEL,John Heymans,0,0,0,0,1998,1
BEL,John-john Dohmen,0,0,0,0,1988,1
BEL,Jolien D'hoore,0,0,0,0,1990,1
BEL,Jolien Vermeylen,0,0,0,0,1994,1
BEL,Jonathan Borlee,0,0,0,0,1988,1
BEL,Jonathan Sacoor,0,0,0,0,1999,5
BEL,Joran Vliegen,0,0,0,0,1993,2
BEL,Jorre Verstraeten,0,0,0,0,1997,2
BEL,Judith Vandermeiren,0,0,0,0,1994,1
BEL,Julie Allemand,0,0,0,0,1996,1
BEL,Julie Nicolaes,0,0,0,0,2004,2
BEL,Julie Vanloo,0,0,0,0,1993,2
BEL,Julien Carraggi,0,0,0,0,2000,1
BEL,Julien Watrin,0,0,0,0,1992,1
BEL,Justine Ghekiere,0,0,0,0,1996,1
BEL,Justine Rasir,0,0,0,0,2001,1
BEL,Jutta Verkest,0,0,0,0,2005,6
BEL,Karin Donckers,0,0,0,0,1971,2
BEL,Kevin Borlee,0,0,0,0,1988,5
BEL,Kim Mestdagh,0,0,0,0,1990,1
BEL,Koen Naert,0,0,0,0,1989,2
BEL,Kyara Linskens,0,0,0,0,1996,2
BEL,Lani Wittevrongel,0,0,0,0,2004,1
BEL,Larissa Pauluis,0,0,0,0,1980,4
BEL,Laure Resimont,0,0,0,0,1998,1
BEL,Laurence Roos,0,0,0,0,1993,2
BEL,Lianne Tan,0,0,0,0,1990,2
BEL,Liefde Schoemaker,0,0,0,0,2002,1
BEL,Lien Hillewaert,0,0,0,0,1997,1
BEL,Lisa Rooms,0,0,0,0,1996,1
BEL,Lisa Vaelen,0,0,0,0,2004,6
BEL,Lize Broekx,0,0,0,0,1992,4
BEL,Loick Luypaert,0,0,0,0,1991,1
BEL,Lore Bruggeman,0,0,0,0,2002,1
BEL,Lotte Kopecky,0,0,0,0,1995,6
BEL,Louis Croenen,0,0,0,0,1994,2
BEL,Lucas Claeyssens,0,0,0,0,2003,1
BEL,Lucas Henveaux,0,0,0,0,2000,3
BEL,Lucie Breyne,0,0,0,0,2000,1
BEL,M Dohmen,1,1,0,0,1923,1
BEL,Maarten Boon,0,0,0,0,1981,2
BEL,Maellyse Brassart,0,0,0,0,2001,12
BEL,Margot Vanpachtenbeke,0,0,0,0,1999,1
BEL,Marjorie Carpreaux,0,0,0,0,1987,1
BEL,Martin Allegro,0,0,0,0,1996,1
BEL,Matthias Casse,1,0,0,1,1997,2
BEL,Mauri Vansevenant,0,0,0,0,1999,1
BEL,Maxuella Lisowa,0,0,0,0,2001,1
BEL,Michael Obasuyi,0,0,0,0,1999,2
BEL,Michael Somers,0,0,0,0,1995,1
BEL,Michelle Struijk,0,0,0,0,1998,1
BEL,Mieke Gorissen,0,0,0,0,1982,1
BEL,Nafissatou Thiam,2,2,0,0,1994,2
BEL,Nastja Claessens,0,0,0,0,2004,1
BEL,Neisser Loyola,0,0,0,0,1998,1
BEL,Nelson Onana,0,0,0,0,2000,1
BEL,Nick Celis,0,0,0,0,1988,1
BEL,Nicky Degrendele,0,0,0,0,1996,2
BEL,Niels Bruynseels,1,0,0,1,1983,2
BEL,Nina Derwael,1,1,0,0,2000,9
BEL,Nina Sterckx,0,0,0,0,2002,2
BEL,Noah Kuavita,0,0,0,0,1999,3
BEL,Noah Vandenbranden,0,0,0,0,2002,2
BEL,Noor Vidts,1,0,0,1,1996,2
BEL,Oshin Derieuw,0,0,0,0,1987,1
BEL,P Hendrickx,1,1,0,0,1906,1
BEL,Paulien Couckuyt,0,0,0,0,1997,3
BEL,Pieter Devos,1,0,0,1,1986,2
BEL,Pieter Sisk,0,0,0,0,1999,1
BEL,Rafael Bogaerts,0,0,0,0,1993,1
BEL,Rani Rosius,0,0,0,0,2000,2
BEL,Rani Vincke,0,0,0,0,2000,1
BEL,Remco Evenepoel,2,2,0,0,2000,4
BEL,Robbe Ghys,0,0,0,0,1997,1
BEL,Robin Hendrix,0,0,0,0,1995,1
BEL,Robin Vanderbemden,0,0,0,0,1994,1
BEL,Roos Vanotterdijk,0,0,0,0,2005,2
BEL,Ruben Gommers,0,0,0,0,1998,1
BEL,Ruben Verheyden,0,0,0,0,2000,1
BEL,Sander Gille,0,0,0,0,1991,2
BEL,Sarah Chaari,1,0,0,1,2005,1
BEL,Sebastien Dockier,1,1,0,0,1989,1
BEL,Shari Bossuyt,0,0,0,0,2000,1
BEL,Stephanie Vanden,0,0,0,0,1997,1
BEL,T Kina,1,1,0,0,1996,1
BEL,Thibaut Vervoort,0,0,0,0,1997,1
BEL,Thibeau Stockbroekx,0,0,0,0,2000,1
BEL,Thierry Marien,0,0,0,0,1992,1
BEL,Thomas Briels,1,1,0,0,1987,1
BEL,Thomas Carmoy,0,0,0,0,2000,1
BEL,Thomas Detry,0,0,0,0,1993,2
BEL,Thomas Pieters,0,0,0,0,1992,1
BEL,Tibo Vyvey,0,0,0,0,2000,1
BEL,Tiesj Benoot,0,0,0,0,1994,2
BEL,Tim Brys,0,0,0,0,1992,2
BEL,Timothy Herman,0,0,0,0,1990,1
BEL,Tine Magnus,0,0,0,0,1991,2
BEL,Tom Boon,0,0,0,0,1990,1
BEL,Toma Nikiforov,0,0,0,0,1993,2
BEL,Tuur Dens,0,0,0,0,2000,1
BEL,Valentine Dumont,0,0,0,0,2000,2
BEL,Valerie Barthelemy,0,0,0,0,1991,2
BEL,Valerie Demey,0,0,0,0,1994,1
BEL,Valerie Vossen,0,0,0,0,2004,1
BEL,Vanessa Blockmans,0,0,0,0,2002,1
BEL,Vanessa Sterckendries,0,0,0,0,1995,1
BEL,Vasile Usturoi,0,0,0,0,1997,1
BEL,Victor Schelstraete,0,0,0,0,1996,1
BEL,Victor Wegnez,0,0,0,0,1995,1
BEL,Vincent Vanasch,1,1,0,0,1987,2
BEL,Wannes Magdelijns,0,0,0,0,2004,1
BEL,Wilm Vermeir,0,0,0,0,1979,2
BEL,Yannick Lefebvre,0,0,0,0,1988,1
BEL,Zizou Bergs,0,0,0,0,1999,1
BEL,de Arthur,0,0,0,0,1859,1
BEL,de Gabriel,0,0,0,0,1955,1
BEL,de Jarno,0,0,0,0,1974,1
BEL,de Katrijn,0,0,0,0,2002,2
BEL,de Nicolas,1,1,0,0,1922,2
BEL,de Thierr,1,1,0,0,,1
BEL,de Tibo,0,0,0,0,1993,1
BEL,de William,0,0,0,0,1878,1
BEL,van Alison,0,0,0,0,1994,2
BEL,van Arno,0,0,0,0,1963,1
BEL,van Arthur,1,1,0,0,1945,2
BEL,van Fabio,1,0,0,1,,3
BEL,van Florent,1,1,0,0,,2
BEL,van Greg,0,0,0,0,1985,1
BEL,van Loic,0,0,0,0,1996,1
BEL,van Luka,0,0,0,0,1997,8
BEL,van Marten,0,0,0,0,1924,2
BEL,van Wannes,0,0,0,0,1985,1
BEL,van Wout,2,0,1,1,1994,4
BEN,Celtus Dossou,0,0,0,0,1986,1
BEN,Didier Kiki,0,0,0,0,1995,2
BEN,Dodji Kpade,0,0,0,0,2005,1
BEN,Eliane Douillet,0,0,0,0,2007,1
BEN,Nafissath Radji,0,0,0,0,2002,1
BEN,Noelie Yarigo,0,0,0,0,1985,2
BEN,Odile Ahouanwanou,0,0,0,0,1991,1
BEN,Pierre Dansou,0,0,0,0,1983,1
BEN,Privel Hinkati,0,0,0,0,1988,1
BEN,Valentin Houinato,0,0,0,0,1996,1
BER,Dara Alizadeh,0,0,0,0,1993,2
BER,Emma Harvey,0,0,0,0,2001,1
BER,Erica Hawley,0,0,0,0,1998,1
BER,Flora Duffy,1,1,0,0,1987,2
BER,Jack Harvey,0,0,0,0,1881,1
BER,Jah-nhai Perinchief,0,0,0,0,1997,1
BER,Tyler Smith,0,0,0,0,2002,1
BHU,KARMA,0,0,0,0,1990,1
BHU,Kinzang Lhamo,0,0,0,0,1998,1
BHU,Lam Dorji,0,0,0,0,1995,1
BHU,Lenchu Kunzang,0,0,0,0,1992,1
BHU,Ngawang Namgyel,0,0,0,0,1998,1
BHU,Sangay Tenzin,0,0,0,0,2003,2
BIH,Aleksandra Samardzic,0,0,0,0,1997,1
BIH,Amel Tuka,0,0,0,0,1991,1
BIH,Emir Muratovic,0,0,0,0,1996,2
BIH,Jovan Lekic,0,0,0,0,2003,1
BIH,Lana Pudar,0,0,0,0,2006,3
BIH,Larisa Ceric,0,0,0,0,1991,2
BIH,Mesud Pezer,0,0,0,0,1994,2
BIH,Nedzad Husic,0,0,0,0,2001,1
BIZ,Amado Cruz,0,0,0,0,1987,2
BIZ,Samantha Dirks,0,0,0,0,1992,1
BIZ,Shaun Gill,0,0,0,0,1993,2
BLR,Aleh Yurenia,0,0,0,0,1990,2
BLR,Aleksandr Riabushenko,0,0,0,0,1995,1
BLR,Alena Amialiusik,0,0,0,0,1989,2
BLR,Alena Furman,0,0,0,0,1991,1
BLR,Alena Nazdrova,0,0,0,0,1998,1
BLR,Ali Shabanau,0,0,0,0,1989,1
BLR,Aliaksandr Hushtyn,0,0,0,0,1993,1
BLR,Aliaksandr Liakhovich,0,0,0,0,1989,1
BLR,Aliaksandr Radzionau,0,0,0,0,2000,1
BLR,Aliaksandra Khilmanovich,0,0,0,0,1996,1
BLR,Aliaksei Katkavets,0,0,0,0,1998,1
BLR,Alina Harnasko,1,0,0,1,2001,1
BLR,Alina Zmushka,0,0,0,0,1997,3
BLR,Aliona Dubitskaya,0,0,0,0,1990,1
BLR,Anastasiia Salos,0,0,0,0,2002,1
BLR,Anastasiya Kuliashova,0,0,0,0,2001,2
BLR,Anastasiya Malakanava,0,0,0,0,2003,1
BLR,Anastasiya Prokopenko,0,0,0,0,1985,1
BLR,Anastasiya Rarovskaya,0,0,0,0,1996,1
BLR,Anastasiya Rybakova,0,0,0,0,2000,1
BLR,Anastasiya Shkurdai,0,0,0,0,2003,5
BLR,Anna Terlyukevich,0,0,0,0,1987,1
BLR,Arina Tsitsilina,0,0,0,0,1998,1
BLR,Artsiom Machekin,0,0,0,0,1991,1
BLR,Aryna Sabalenka,0,0,0,0,1998,1
BLR,Daria Kulagina,0,0,0,0,1999,1
BLR,Darya Naumava,0,0,0,0,1995,1
BLR,Daryna Pikuleva,0,0,0,0,1996,1
BLR,Dzianis Khramiankou,0,0,0,0,1996,1
BLR,Dzmitry Asanau,0,0,0,0,1996,1
BLR,Dzmitry Dziubin,0,0,0,0,1990,1
BLR,Dzmitry Furman,0,0,0,0,1990,1
BLR,Dzmitry Minkou,0,0,0,0,1996,1
BLR,Dzmitry Nabokau,0,0,0,0,1996,1
BLR,Dzmitry Natynchyk,0,0,0,0,1993,1
BLR,Egor Gerasimov,0,0,0,0,1992,2
BLR,Elvira Herman,0,0,0,0,1997,2
BLR,Hanna Haidukevich,0,0,0,0,2001,1
BLR,Hanna Malyshchyk,0,0,0,0,1994,1
BLR,Hanna Marusava,0,0,0,0,1978,2
BLR,Hanna Traukova,0,0,0,0,2001,5
BLR,Hleb Dudarau,0,0,0,0,1996,1
BLR,Ilya Fedarenka,0,0,0,0,1998,1
BLR,Ilya Ivashka,0,0,0,0,1994,2
BLR,Ilya Palazkov,0,0,0,0,1995,1
BLR,Ilya Shymanovich,0,0,0,0,1994,3
BLR,Ina Nikulina,0,0,0,0,1995,1
BLR,Iryna Kurachkina,1,0,1,0,1994,1
BLR,Iryna Zhuk,0,0,0,0,1993,1
BLR,Ivan Litvinovich,1,1,0,0,2001,1
BLR,Ivan Tikhon,0,0,0,0,1976,1
BLR,Karyna Demidik,0,0,0,0,1999,1
BLR,Karyna Dziominskaya,0,0,0,0,1994,2
BLR,Karyna Kazlouskaya,0,0,0,0,2000,2
BLR,Karyna Yarmolenka,0,0,0,0,2000,1
BLR,Kiryl Maskevich,0,0,0,0,1998,1
BLR,Krystsina Tsimanouskaya,0,0,0,0,1996,1
BLR,Mahamedkhabib Kadzimahamedau,1,0,1,0,1994,1
BLR,Maksim Nedasekau,1,0,0,1,1998,1
BLR,Marharyta Makhneva,1,0,1,0,1992,1
BLR,Maria Martynova,0,0,0,0,1997,3
BLR,Maryna Litvinchuk,1,0,1,0,1988,3
BLR,Maryna Slutskaya,0,0,0,0,1991,1
BLR,Mikita Borykau,0,0,0,0,1992,2
BLR,Mikita Sviryd,0,0,0,0,1996,1
BLR,Mikita Tsirkun,0,0,0,0,1997,1
BLR,Mikita Tsmyh,0,0,0,0,1997,3
BLR,Nadzeya Makarchanka,0,0,0,0,1998,1
BLR,Nadzeya Papok,1,0,1,0,1989,1
BLR,Nastassia Karakouskaya,0,0,0,0,1996,1
BLR,Nastassia Maslava,0,0,0,0,1997,1
BLR,Nastassia Mironchyk-ivanova,0,0,0,0,1989,1
BLR,Nina Savina,0,0,0,0,1915,1
BLR,Pavel Mialeshka,0,0,0,0,1992,1
BLR,Siarhei Valadzko,0,0,0,0,1992,1
BLR,Tatiana Drozdovskaya,0,0,0,0,1978,1
BLR,Tatsiana Khaladovich,0,0,0,0,1991,1
BLR,Tatsiana Klimovich,0,0,0,0,1995,1
BLR,Tatsiana Sharakova,0,0,0,0,1984,1
BLR,Uladzislau Hancharou,0,0,0,0,1995,1
BLR,Uladzislau Litvinau,0,0,0,0,2000,1
BLR,Uladzislau Smiahlikau,0,0,0,0,1993,1
BLR,Uzo Limai,0,0,0,0,2001,1
BLR,Vanesa Kaladzinskaya,1,0,0,1,1992,1
BLR,Vasilina Khandoshka,0,0,0,0,2001,1
BLR,Vasilisa Marzaliuk,0,0,0,0,1987,1
BLR,Viktoria Chaika,0,0,0,0,1980,2
BLR,Viktoryia Rashchupkina,0,0,0,0,1995,1
BLR,Vitali Bandarenka,0,0,0,0,1985,1
BLR,Vitali Parakhonka,0,0,0,0,1993,1
BLR,Vitaliy Zhuk,0,0,0,0,1996,1
BLR,Viyaleta Skvartsova,0,0,0,0,1998,1
BLR,Volha Khudzenka,1,0,1,0,1992,3
BLR,Volha Mazuronak,0,0,0,0,1989,1
BLR,Volha Silkina,0,0,0,0,1995,1
BLR,Yauhen Tsurkin,0,0,0,0,1990,2
BLR,Yauheni Bahutski,0,0,0,0,1999,1
BLR,Yauheni Karaliok,0,0,0,0,1996,1
BLR,Yauheni Tsikhantsou,0,0,0,0,1998,1
BLR,Yuliya Bliznets,0,0,0,0,1994,1
BLR,Yury Shcherbatsevich,0,0,0,0,1984,3
BLR,Yury Vasilchanka,0,0,0,0,1994,1
BOL,Angela Castro,0,0,0,0,1993,1
BOL,Bruno Rojas,0,0,0,0,1993,1
BOL,Esteban Nunez,0,0,0,0,1888,1
BOL,Gabriel Castillo,0,0,0,0,2001,1
BOL,Guadalupe Torrez,0,0,0,0,2001,1
BOL,Hector Garibay,0,0,0,0,1988,1
BOL,Hugo Dellien,0,0,0,0,1993,1
BOL,Jose Ribera,0,0,0,0,1980,1
BOL,Karen Torrez,0,0,0,0,1992,1
BOT,Adrian Robinson,0,0,0,0,2000,1
BOT,Amantle Montsho,0,0,0,0,1983,1
BOT,Anthony Pasela,1,0,0,1,,1
BOT,Anthony Pesela,1,0,1,0,2002,1
BOT,Baboloki Thebe,1,0,0,1,1997,1
BOT,Bayapo Ndori,2,0,1,1,1999,3
BOT,Bhekempilo Eppie,1,0,1,0,1999,1
BOT,Boitumelo Masilo,0,0,0,0,1995,1
BOT,Christine Botlogetswe,0,0,0,0,1995,1
BOT,Collen Kebinatshipi,1,0,1,0,2004,2
BOT,Galefele Moroko,0,0,0,0,1997,1
BOT,Isaac Makwala,1,0,0,1,1985,2
BOT,James Freeman,0,0,0,0,1814,2
BOT,Kethobogile Haingura,0,0,0,0,1998,1
BOT,Letsile Tebogo,2,1,1,0,2003,3
BOT,Leungo Scotch,2,0,1,1,1996,3
BOT,Magdeline Moyengwa,0,0,0,0,2001,1
BOT,Maxine Egner,0,0,0,0,2004,1
BOT,Nijel Amos,0,0,0,0,1994,1
BOT,Oratile Nowe,0,0,0,0,2000,1
BOT,Otukile Mahommed,0,0,0,0,1997,1
BOT,Sadie Kenosi,0,0,0,0,1997,1
BOT,Tshepiso Masalela,0,0,0,0,1999,1
BOT,Tumo Nkape,0,0,0,0,1998,1
BOT,Victor Ntweng,0,0,0,0,1995,1
BOT,Zibane Ngozi,1,0,0,1,1992,1
BRA,ABNER,1,1,0,0,2000,1
BRA,ADRIANA,1,0,1,0,1991,1
BRA,ALINE,0,0,0,0,1975,1
BRA,ANDRESSA,0,0,0,0,1992,1
BRA,ANDRESSINHA,0,0,0,0,1995,1
BRA,ANGELINA,1,0,1,0,1975,2
BRA,ANTONIA,1,0,1,0,1994,1
BRA,ANTONY,1,1,0,0,2000,1
BRA,Abner Teixeira,1,0,0,1,1996,2
BRA,Adriana Cardoso,0,0,0,0,1990,2
BRA,Adriano Fernandes,0,0,0,0,2002,1
BRA,Agatha Bednarczuk,0,0,0,0,1983,1
BRA,Alan Souza,0,0,0,0,1994,2
BRA,Aldemir Junior,0,0,0,0,1992,1
BRA,Alexandra Do,0,0,0,0,1981,1
BRA,Alexsandro Melo,0,0,0,0,1995,2
BRA,Aline Furtado,0,0,0,0,1995,1
BRA,Aline Rodrigues,0,0,0,0,1995,1
BRA,Aline Silva,0,0,0,0,1979,1
BRA,Alison Cerutti,0,0,0,0,1985,1
BRA,Almeida Wu,0,0,0,0,1992,1
BRA,Altamir Melo,0,0,0,0,1996,1
BRA,Altobeli Silva,0,0,0,0,1990,1
BRA,Alvaro Morais,0,0,0,0,1943,1
BRA,Ana Barbachan,0,0,0,0,1989,1
BRA,Ana Satila,0,0,0,0,1996,5
BRA,Anderson Henriques,0,0,0,0,1992,1
BRA,Andre Camilo,0,0,0,0,1998,4
BRA,Andre Loyola,0,0,0,0,1994,1
BRA,Andreia Stevaux,0,0,0,0,1993,1
BRA,Aparecida Coutinho,0,0,0,0,1980,1
BRA,Arthur Diego,0,0,0,0,1996,1
BRA,Arthur Mariano,0,0,0,0,1993,10
BRA,Arthur Zanetti,0,0,0,0,1990,1
BRA,Augusto Akio,1,0,0,1,2000,1
BRA,Augusto Dutra,0,0,0,0,1990,1
BRA,BARBARA,0,0,0,0,1930,1
BRA,BEATRIZ,0,0,0,0,1981,1
BRA,BRENNO,1,1,0,0,1999,1
BRA,Barbara Arenhart,0,0,0,0,1986,2
BRA,Barbara Domingos,0,0,0,0,2000,1
BRA,Barbara Seixas,0,0,0,0,1987,1
BRA,Batista Goncalves,0,0,0,0,1965,1
BRA,Beatriz Correa,1,0,1,0,1992,1
BRA,Beatriz Dizotti,0,0,0,0,2000,1
BRA,Beatriz Ferreira,1,0,1,0,1992,1
BRA,Beatriz Haddad,0,0,0,0,1996,2
BRA,Beatriz Silva,0,0,0,0,1969,1
BRA,Beatriz Souza,2,1,0,1,1998,2
BRA,Bianca Silva,0,0,0,0,1998,2
BRA,Breno Correia,0,0,0,0,1999,4
BRA,Bruna Alexandre,0,0,0,0,1995,1
BRA,Bruna Benites,0,0,0,0,1985,1
BRA,Bruna Takahashi,0,0,0,0,2000,5
BRA,Bruno Caboclo,0,0,0,0,1995,1
BRA,Bruno Fontes,0,0,0,0,1979,1
BRA,Bruno Fratus,1,0,0,1,1989,1
BRA,Bruno Fuchs,1,1,0,0,1999,1
BRA,Bruno Guimaraes,1,1,0,0,1997,1
BRA,Bruno Lobo,0,0,0,0,1993,1
BRA,Bruno Oscar,0,0,0,0,1986,1
BRA,CLAUDINHO,1,1,0,0,1972,1
BRA,Caio Bonfim,1,0,1,0,1991,3
BRA,Caio Pumputis,0,0,0,0,1999,2
