NOC,Name,Total_Medals,Gold_Medals,Silver_Medals,Bronze_Medals
CAN,Rene Cournoyer,0,0,0,0
CAN,Riley Melanson,0,0,0,0
CAN,Rj Barrett,0,0,0,0
CAN,Robert Moore,0,0,0,0
CAN,Robert Santavy,0,0,0,0
CAN,Roland Varga,0,0,0,0
CAN,Rory Linkletter,0,0,0,0
CAN,Rosalie Boissonneault,0,0,0,0
CAN,Rosannagh Maclennan,0,0,0,0
CAN,Rowan Hamilton,0,0,0,0
CAN,Ruien Xiao,0,0,0,0
CAN,Ruslan Gaziev,0,0,0,0
CAN,Ryan Decenzo,0,0,0,0
CAN,Ryan Dodyk,0,0,0,0
CAN,Rylan Wiens,1,0,0,1
CAN,Sabrina D'angelo,0,0,0,0
CAN,Sabrina Fang,0,0,0,0
CAN,Sage Watson,0,0,0,0
CAN,Samantha Smith,0,0,0,0
CAN,Sami Hill,0,0,0,0
CAN,Samuel Schachter,0,0,0,0
CAN,Samuel Zakutney,0,0,0,0
CAN,Sanoa Dempfle-olin,0,0,0,0
CAN,Sara Groenewegen,1,0,0,1
CAN,Sarah Douglas,0,0,0,0
CAN,Sarah Mitton,0,0,0,0
CAN,Sarah Orban,0,0,0,0
CAN,Sarah Pavan,0,0,0,0
CAN,Savannah Sutherland,0,0,0,0
CAN,Scarlett Finn,0,0,0,0
CAN,Sean Richardson,0,0,0,0
CAN,Serena Browne,0,0,0,0
CAN,Shady Elnahas,0,0,0,0
CAN,Shai Gilgeous-alexander,0,0,0,0
CAN,Shaina Pellington,0,0,0,0
CAN,Shalaya Valenzuela,1,0,1,0
CAN,Shallon Olsen,0,0,0,0
CAN,Shannon Westlake,0,0,0,0
CAN,Sharon Fichman,0,0,0,0
CAN,Sharone Vernon-evans,0,0,0,0
CAN,Shaul Gordon,0,0,0,0
CAN,Shay Colley,0,0,0,0
CAN,Shelina Zadorsky,1,1,0,0
CAN,Simi Awujo,0,0,0,0
CAN,Simone Plourde,0,0,0,0
CAN,Singh Panesar,0,0,0,0
CAN,Skylar Park,1,0,0,1
CAN,Sloan Mackenzie,1,0,0,1
CAN,Sophia Jensen,0,0,0,0
CAN,Sophiane Methot,1,0,0,1
CAN,Sophie Angus,0,0,0,0
CAN,Sophie Bukovec,0,0,0,0
CAN,Sophie Schmidt,1,1,0,0
CAN,Stephanie Barrett,0,0,0,0
CAN,Stephanie Grauer,0,0,0,0
CAN,Stephanie Labbe,1,1,0,0
CAN,Steven Marshall,0,0,0,0
CAN,Susanne Grainger,1,1,0,0
CAN,Suzanne Lappage,0,0,0,0
CAN,Sydney Carroll,0,0,0,0
CAN,Sydney Payne,2,1,1,0
CAN,Sydney Pickrem,1,0,0,1
CAN,Syla Swords,0,0,0,0
CAN,Tali Darsigny,0,0,0,0
CAN,Tammara Thibeault,0,0,0,0
CAN,Taylor Perry,1,0,1,0
CAN,Taylor Ruck,2,0,1,1
CAN,Tessa Cieplucha,0,0,0,0
CAN,Theo Sauder,0,0,0,0
CAN,Thomas Fafard,0,0,0,0
CAN,Tiffany Foster,0,0,0,0
CAN,Tim Nedow,0,0,0,0
CAN,Timothy Maar,0,0,0,0
CAN,Tom Ramshaw,0,0,0,0
CAN,Toshka Besharah-hrebacka,0,0,0,0
CAN,Trevor Hofbauer,0,0,0,0
CAN,Trevor Jones,0,0,0,0
CAN,Trey Lyles,0,0,0,0
CAN,Tristan Jankovics,0,0,0,0
CAN,Tye Ikeda,0,0,0,0
CAN,Tyler Mislawchuk,0,0,0,0
CAN,Tyler Rorke,0,0,0,0
CAN,Tyler Sanders,0,0,0,0
CAN,Vanessa Gilles,1,1,0,0
CAN,Verica Bakoc,0,0,0,0
CAN,Victoria Hayward,1,0,0,1
CAN,Vincent Jourdenais,0,0,0,0
CAN,Vincent Riendeau,0,0,0,0
CAN,Virginie Chenier,0,0,0,0
CAN,Westermark Curran,0,0,0,0
CAN,Will Jones,0,0,0,0
CAN,William Crothers,0,0,0,0
CAN,William Emard,0,0,0,0
CAN,William Jones,0,0,0,0
CAN,William Scholfield,0,0,0,0
CAN,Wing-chuen Ho-garcia,0,0,0,0
CAN,Wizard Phil,1,1,0,0
CAN,Wyatt Sanford,1,0,0,1
CAN,Xander Ketrzynski,0,0,0,0
CAN,Yunjia Zhang,0,0,0,0
CAN,Yuri Kisil,0,0,0,0
CAN,Yvette Yong,0,0,0,0
CAN,Yvonne Ejim,0,0,0,0
CAN,Zachary Clay,0,0,0,0
CAN,Zoe Sherar,0,0,0,0
CAN,da Myriam,0,0,0,0
CAN,de Andre,3,1,0,2
CAN,de Mark,0,0,0,0
CAN,de Vincent,0,0,0,0
CAN,di Renay,0,0,0,0
CAN,la Shae,0,0,0,0
CAN,van Frederik,0,0,0,0
CAN,van Kate,0,0,0,0
CAN,van Lucas,0,0,0,0
CAN,van Maximilien,0,0,0,0
CAN,van Sarah,0,0,0,0
CAN,von Chris,0,0,0,0
CAY,Brett Fraser,0,0,0,0
CAY,Charlotte Webster,0,0,0,0
CAY,Davonte Howell,0,0,0,0
CAY,Geohagan Crooks,0,0,0,0
CAY,Jillian Crooks,0,0,0,0
CAY,Jordan Crooks,0,0,0,0
CAY,Kemar Hyman,0,0,0,0
CAY,Raegan Rutty,0,0,0,0
CAY,Shalysa Wray,0,0,0,0
CGO,Anthony Afoumba,0,0,0,0
CGO,Freddy Mayala,0,0,0,0
CGO,Natacha Ngoye,0,0,0,0
CGO,Saheed Idowu,0,0,0,0
CGO,Stefan Sangala,0,0,0,0
CGO,Vanessa Bobimbo,0,0,0,0
CHA,Bachir Mahamat,0,0,0,0
CHA,Demos Memneloum,0,0,0,0
CHA,Israel Madaye,0,0,0,0
CHA,Marlyse Hourtou,0,0,0,0
CHA,Valentin Betoudji,0,0,0,0
CHI,Agustin Covarrubias,0,0,0,0
CHI,Alejandro Tabilo,0,0,0,0
CHI,Anais Soto,0,0,0,0
CHI,Andres Aguilar,0,0,0,0
CHI,Andres Gallardo,0,0,0,0
CHI,Andres Parra,0,0,0,0
CHI,Antonia Abraham,0,0,0,0
CHI,Antonia Canales,0,0,0,0
CHI,Arantza Inostroza,0,0,0,0
CHI,Arley Mendez,0,0,0,0
CHI,Barbara Riveros,0,0,0,0
CHI,Camila Saez,0,0,0,0
CHI,Carla Guerrero,0,0,0,0
CHI,Carlos Diaz,0,0,0,0
CHI,Catalina Soto,0,0,0,0
CHI,Cesar Abaroa,0,0,0,0
CHI,Christiane Endler,0,0,0,0
CHI,Claudio Romero,0,0,0,0
CHI,Clemente Seguel,0,0,0,0
CHI,Daniela Pardo,0,0,0,0
CHI,Daniela Zamora,0,0,0,0
CHI,Dee Vargas,0,0,0,0
CHI,Diego Moya,0,0,0,0
CHI,Eber Sanhueza,0,0,0,0
CHI,Eduardo Cisternas,0,0,0,0
CHI,Esteban Bustos,0,0,0,0
CHI,Esteban Grimalt,0,0,0,0
CHI,Evian Almanza,0,0,0,0
CHI,Fernanda Aguirre,0,0,0,0
CHI,Fernanda Pinilla,0,0,0,0
CHI,Fernanda Ramirez,0,0,0,0
CHI,Fernanda Valdes,0,0,0,0
CHI,Francisca Crovetto,1,1,0,0
CHI,Francisca Lara,0,0,0,0
CHI,Francisca Mardones,0,0,0,0
CHI,Gabriel Kehr,0,0,0,0
CHI,Gaspar Riveros,0,0,0,0
CHI,Hugo Catrileo,0,0,0,0
CHI,Humberto Mansilla,0,0,0,0
CHI,Javiera Grez,0,0,0,0
CHI,Javiera Toro,0,0,0,0
CHI,Joaquin Churchill,0,0,0,0
CHI,Joaquin Niemann,0,0,0,0
CHI,Jose Mailliard,0,0,0,0
CHI,Jose Poncell,0,0,0,0
CHI,Jose Urrutia,0,0,0,0
CHI,Josefina Tapia,0,0,0,0
CHI,Karen Araya,0,0,0,0
CHI,Karen Gallardo,0,0,0,0
CHI,Karen Roco,0,0,0,0
CHI,Katina Proestakis,0,0,0,0
CHI,Kristel Kobrich,0,0,0,0
CHI,Macarena Perez,0,0,0,0
CHI,Manuel Selman,0,0,0,0
CHI,Marco Grimalt,0,0,0,0
CHI,Maria Mailliard,0,0,0,0
CHI,Martin Saenz,0,0,0,0
CHI,Martin Vidaurre,0,0,0,0
CHI,Martina Weil,0,0,0,0
CHI,Mauricio Molina,0,0,0,0
CHI,Melita Abraham,0,0,0,0
CHI,Mito Pereira,0,0,0,0
CHI,Natalia Campos,0,0,0,0
CHI,Natalia Duco,0,0,0,0
CHI,Nayadet Opazo,0,0,0,0
CHI,Nicolas Burgos,0,0,0,0
CHI,Nicolas Jarry,0,0,0,0
CHI,Paula Gomez,0,0,0,0
CHI,Paulina Vega,0,0,0,0
CHI,Rosario Balmaceda,0,0,0,0
CHI,Samuel Parot,0,0,0,0
CHI,Simona Castro,0,0,0,0
CHI,Thomas Briceno,0,0,0,0
CHI,Tomas Barrios,0,0,0,0
CHI,Tomas Gonzalez,0,0,0,0
CHI,Valentina Diaz,0,0,0,0
CHI,Virginia Yarur,0,0,0,0
CHI,Xennia Gallardo,0,0,0,0
CHI,Yanara Aedo,0,0,0,0
CHI,Yasmani Acosta,1,0,1,0
CHI,Yastin Jimenez,0,0,0,0
CHI,Yenny Acuna,0,0,0,0
CHI,Yessenia Lopez,0,0,0,0
CHI,Zhiying Zeng,0,0,0,0
CHN,Adilijiang Sulitan,0,0,0,0
CHN,Aisen Chen,1,0,1,0
CHN,Alex Hua,0,0,0,0
CHN,Anhui Yu,1,0,1,0
CHN,Anqi Xu,0,0,0,0
CHN,Ashun Wu,0,0,0,0
CHN,Awusayiman Habila,0,0,0,0
CHN,Bianwa Yao,0,0,0,0
CHN,Bin Feng,1,0,1,0
CHN,Bin Wu,0,0,0,0
CHN,Bingfeng Gu,1,0,1,0
CHN,Bingjie Li,3,1,0,2
CHN,Bingtian Su,0,0,0,0
CHN,Binxuan Xiang,1,1,0,0
CHN,Boheng Zhang,3,0,2,1
CHN,Bokai Huang,0,0,0,0
CHN,Bowen Ji,1,1,0,0
CHN,Bowen Zhang,0,0,0,0
CHN,Chang Wang,1,0,1,0
CHN,Chang Yang,0,0,0,0
CHN,Changhao Wang,1,1,0,0
CHN,Changhong Zhang,1,1,0,0
CHN,Changning Zhang,0,0,0,0
CHN,Changzhou Huang,0,0,0,0
CHN,Chao Dong,0,0,0,0
CHN,Chao Xu,0,0,0,0
CHN,Chaopan Lin,1,0,0,1
CHN,Chen Chen,2,1,1,0
CHN,Chen Liu,1,0,1,0
CHN,Chen Xue,0,0,0,0
CHN,Chenchen Guan,1,1,0,0
CHN,Chengxin Yin,1,0,1,0
CHN,Chenpeng Shen,0,0,0,0
CHN,Chenxi Cui,0,0,0,0
CHN,Chunge Niu,0,0,0,0
CHN,Chunyu Wang,0,0,0,0
CHN,Chuqin Wang,2,2,0,0
CHN,Chutong Ge,1,0,0,1
CHN,Ciyue Wang,1,1,0,0
CHN,Congkang Wang,0,0,0,0
CHN,Cuicui Wu,0,0,0,0
CHN,Dang Liu,0,0,0,0
CHN,Danyi Zhang,0,0,0,0
CHN,Daoyi Long,1,1,0,0
CHN,Dapeng Wang,0,0,0,0
CHN,Daxiang Chen,0,0,0,0
CHN,Dechang Zhang,1,0,0,1
CHN,Deshun Zhang,0,0,0,0
CHN,Di Yao,0,0,0,0
CHN,Dong Dong,1,0,1,0
CHN,Dong Zhang,0,0,0,0
CHN,Donglian Zhang,0,0,0,0
CHN,Dongqi Chen,0,0,0,0
CHN,Dongshuang Zhang,0,0,0,0
CHN,Dongxiao Li,0,0,0,0
CHN,Dongyin Li,0,0,0,0
CHN,Dunhan Xiong,0,0,0,0
CHN,Enqi Jiao,0,0,0,0
CHN,Erbieke Tuoheta,0,0,0,0
CHN,Fabin Li,2,2,0,0
CHN,Fan Jia,2,1,1,0
CHN,Fan Wang,0,0,0,0
CHN,Fei Chen,1,1,0,0
CHN,Fei Peng,0,0,0,0
CHN,Fei Wang,0,0,0,0
CHN,Fei Xu,1,0,0,1
CHN,Feifei Yang,0,0,0,0
CHN,Feng Li,0,0,0,0
CHN,Feng Lu,0,0,0,0
CHN,Feng Zhou,0,0,0,0
CHN,Gaofei Sui,0,0,0,0
CHN,Gaofeng Shi,0,0,0,0
CHN,Guangsheng Niu,0,0,0,0
CHN,Guannan Niu,0,0,0,0
CHN,Guifen Huang,0,0,0,0
CHN,Guiping Luo,0,0,0,0
CHN,Guojian Dong,0,0,0,0
CHN,Ha Zang,0,0,0,0
CHN,Haibin Yan,0,0,0,0
CHN,Haicheng Yu,0,0,0,0
CHN,Haitao Qian,0,0,0,0
CHN,Haiwei Chen,0,0,0,0
CHN,Haiyan Gao,0,0,0,0
CHN,Haiyan Wu,0,0,0,0
CHN,Haiyang Qin,2,1,1,0
CHN,Han Wang,2,1,1,0
CHN,Hao Chang,1,1,0,0
CHN,Hao Liu,3,1,2,0
CHN,Hao Yang,1,1,0,0
CHN,Hao You,1,0,1,0
CHN,Haohao Zheng,0,0,0,0
CHN,Haonan Li,0,0,0,0
CHN,Haoran Yang,2,1,0,1
CHN,Haoyu Wang,0,0,0,0
CHN,He Chen,0,0,0,0
CHN,He Li,0,0,0,0
CHN,Hengyu Yang,0,0,0,0
CHN,Hexin Yu,0,0,0,0
CHN,Hong Gu,1,0,1,0
CHN,Hong Li,1,0,1,0
CHN,Hong Liu,1,0,0,1
CHN,Hongchan Quan,3,3,0,0
CHN,Hongting Ruan,0,0,0,0
CHN,Hongyi Sun,0,0,0,0
CHN,Huadong Sun,0,0,0,0
CHN,Huan Luo,0,0,0,0
CHN,Huan Wang,0,0,0,0
CHN,Huanhua Liu,1,1,0,0
CHN,Hui Li,1,0,1,0
CHN,Huicong Mai,0,0,0,0
CHN,Huihui Lyu,0,0,0,0
CHN,Huiqin Xu,0,0,0,0
CHN,Janet Lin,1,0,0,1
CHN,Jia Long,0,0,0,0
CHN,Jiadie Mo,0,0,0,0
CHN,Jiajun Sun,1,1,0,0
CHN,Jiali Liu,0,0,0,0
CHN,Jialun Li,0,0,0,0
CHN,Jiaman Li,1,0,1,0
CHN,Jiamin Chen,0,0,0,0
CHN,Jian Yang,1,0,1,0
CHN,Jianan Wang,0,0,0,0
CHN,Jianguan Hu,0,0,0,0
CHN,Jiangxin He,1,0,1,0
CHN,Jiangyan Li,0,0,0,0
CHN,Jianhua Peng,0,0,0,0
CHN,Jianjiahe Wang,0,0,0,0
CHN,Jianlin Lyu,1,0,0,1
CHN,Jiao He,1,0,1,0
CHN,Jiao Ye,1,0,1,0
CHN,Jiapeng Chen,0,0,0,0
CHN,Jiaqi Li,0,0,0,0
CHN,Jiaqi Sun,0,0,0,0
CHN,Jiaqi Zhang,1,1,0,0
CHN,Jiaqi Zhong,1,0,1,0
CHN,Jiaqi Zou,0,0,0,0
CHN,Jiaren Zhao,0,0,0,0
CHN,Jiarui Qian,0,0,0,0
CHN,Jiaruixuan Xiao,1,0,0,1
CHN,Jiaxin Wu,0,0,0,0
CHN,Jiayu Han,0,0,0,0
CHN,Jiayu Xu,4,1,3,0
CHN,Jiayu Yang,1,1,0,0
CHN,Jiayuan Song,1,0,0,1
CHN,Jie Chen,0,0,0,0
CHN,Jie Dong,1,1,0,0
CHN,Jie He,0,0,0,0
CHN,Jie Song,0,0,0,0
CHN,Jie Xu,0,0,0,0
CHN,Jie Yao,0,0,0,0
CHN,Jie Zhao,1,0,0,1
CHN,Jieyi Huang,0,0,0,0
CHN,Jin Zhang,0,0,0,0
CHN,Jinbao Long,0,0,0,0
CHN,Jinchao Liu,0,0,0,0
CHN,Jinfeng Chen,0,0,0,0
CHN,Jing Liu,0,0,0,0
CHN,Jing Tang,0,0,0,0
CHN,Jing Yan,0,0,0,0
CHN,Jing Zhang,0,0,0,0
CHN,Jingjing Li,1,0,0,1
CHN,Jingyao Yu,0,0,0,0
CHN,Jingye Huang,0,0,0,0
CHN,Jingyu Wu,0,0,0,0
CHN,Jingyuan Zou,5,2,2,1
CHN,Jingyue Chen,0,0,0,0
CHN,Jinqiu Hu,0,0,0,0
CHN,Jinquan Hong,0,0,0,0
CHN,Jinrong Zhang,0,0,0,0
CHN,Jinzhuang Tan,1,0,1,0
CHN,Jiujiang Mi,0,0,0,0
CHN,Jiyuan Wan,1,0,0,1
CHN,Juan Huang,0,0,0,0
CHN,Juan Wang,0,0,0,0
CHN,Juan Wu,0,0,0,0
CHN,Jun Zhang,0,0,0,0
CHN,Juner Chen,0,0,0,0
CHN,Junjie Lian,1,1,0,0
CHN,Junmin Lin,0,0,0,0
CHN,Junxi Liu,0,0,0,0
CHN,Junxia Yang,0,0,0,0
CHN,Junxuan Yang,6,1,2,3
CHN,Junyao Tang,0,0,0,0
CHN,Junyi He,0,0,0,0
CHN,Kaifeng Huang,0,0,0,0
CHN,Kaihua Wang,0,0,0,0
CHN,Keng Liang,1,0,1,0
CHN,Kexin Hong,1,0,0,1
CHN,Keyi Chen,0,0,0,0
CHN,Kun Bi,1,0,0,1
CHN,LITHE-ING,0,0,0,0
CHN,Langyu Yan,1,0,0,1
CHN,Lanjing Wang,1,1,0,0
CHN,Lei Gao,0,0,0,0
CHN,Letian Wan,1,0,0,1
CHN,Li Bai,0,0,0,0
CHN,Li Gong,1,0,0,1
CHN,Li Guo,1,0,1,0
CHN,Liang Zhang,1,0,0,1
CHN,Liguo Cao,1,0,1,0
CHN,Lihao Sheng,3,2,1,0
CHN,Lijiao Gong,1,1,0,0
CHN,Lijuan Deng,1,0,1,0
CHN,Lijun Chen,1,1,0,0
CHN,Lijun Zhou,0,0,0,0
CHN,Lili Wang,1,0,0,1
CHN,Lin Peng,0,0,0,0
CHN,Lina Yang,0,0,0,0
CHN,Ling Li,0,0,0,0
CHN,Ling Zhang,1,1,0,0
CHN,Lingling Liu,1,0,1,0
CHN,Lingzhe Meng,1,0,0,1
CHN,Linlin Chen,0,0,0,0
CHN,Linlin Guo,1,0,0,1
CHN,Linshu Du,0,0,0,0
CHN,Linyu Diao,0,0,0,0
CHN,Liping Yu,0,0,0,0
CHN,Liu Yang,2,0,2,0
CHN,Liuyi Wang,2,2,0,0
CHN,Liwei Fei,0,0,0,0
CHN,Liwei Yang,0,0,0,0
CHN,Liyan Yu,0,0,0,0
CHN,Liying Yuan,0,0,0,0
CHN,Long Chen,1,0,1,0
CHN,Long Cheng,0,0,0,0
CHN,Long Ma,3,3,0,0
CHN,Luyao Wang,0,0,0,0
CHN,Luying Chen,0,0,0,0
CHN,Lyu Wang,1,1,0,0
CHN,Man Yang,0,0,0,0
CHN,Manqi Ge,0,0,0,0
CHN,Manyu Wang,2,2,0,0
CHN,Meiling Yan,0,0,0,0
CHN,Meirong Zou,1,0,1,0
CHN,Meiyu Liang,0,0,0,0
CHN,Meng Chen,4,4,0,0
CHN,Meng Li,0,0,0,0
CHN,Meng Liu,0,0,0,0
CHN,Meng Wei,1,0,0,1
CHN,Mengdie Yin,0,0,0,0
CHN,Menghui Zhu,0,0,0,0
CHN,Mengjie Wang,0,0,0,0
CHN,Mengjie Wu,0,0,0,0
CHN,Mengkai Huang,0,0,0,0
CHN,Mengran Sun,0,0,0,0
CHN,Mengwen Li,0,0,0,0
CHN,Mengxi Wei,0,0,0,0
CHN,Mengya Sun,2,2,0,0
CHN,Mengyao Shi,0,0,0,0
CHN,Mengying Zhong,0,0,0,0
CHN,Mengyu Zhang,0,0,0,0
CHN,Mengyuan Shan,0,0,0,0
CHN,Miaomiao Qin,0,0,0,0
CHN,Min Gu,0,0,0,0
CHN,Min Yang,0,0,0,0
CHN,Min Zhang,1,0,0,1
CHN,Minghao Lan,0,0,0,0
CHN,Minghu Liu,0,0,0,0
CHN,Mingkun Zhang,0,0,0,0
CHN,Minglin Tang,0,0,0,0
CHN,Mingling Chen,0,0,0,0
CHN,Mingye Zhu,0,0,0,0
CHN,Mingyu Zhang,0,0,0,0
CHN,Muhan Tang,2,1,0,1
CHN,Na Luo,0,0,0,0
CHN,Na Wang,0,0,0,0
CHN,Nan Wang,0,0,0,0
CHN,Nan Zhao,0,0,0,0
CHN,Ni Yan,0,0,0,0
CHN,Ninali Zheng,0,0,0,0
CHN,Ning Ma,1,0,1,0
CHN,Ning Tan,1,0,1,0
CHN,Ning Zhang,0,0,0,0
CHN,Ningning Rong,0,0,0,0
CHN,Nuo Xu,0,0,0,0
CHN,Peng Wu,1,0,1,0
CHN,Peng Yan,0,0,0,0
CHN,Peng Zhang,0,0,0,0
CHN,Pengfei Zheng,1,0,1,0
CHN,Ping Huang,1,1,0,0
CHN,Qi Cai,0,0,0,0
CHN,Qi Liu,0,0,0,0
CHN,Qi Shi,0,0,0,0
CHN,Qi Su,0,0,0,0
CHN,Qi Wang,0,0,0,0
CHN,Qian Li,2,1,1,0
CHN,Qian Wang,0,0,0,0
CHN,Qian Yang,2,2,0,0
CHN,Qian Zhou,1,0,0,1
CHN,Qiang Wang,0,0,0,0
CHN,Qianqian Dai,0,0,0,0
CHN,Qianqian Huang,0,0,0,0
CHN,Qianting Tang,3,0,2,1
CHN,Qianyi Wang,3,2,1,0
CHN,Qianyu Pang,2,0,1,1
CHN,Qiaozhu Chen,0,0,0,0
CHN,Qibin Huang,0,0,0,0
CHN,Qin Wang,0,0,0,0
CHN,Qing Guo,1,0,1,0
CHN,Qing Ma,0,0,0,0
CHN,Qingfeng Wu,2,0,0,2
CHN,Qingtong Li,0,0,0,0
CHN,Qingyi Liu,1,0,0,1
CHN,Qingyuan Chen,0,0,0,0
CHN,Qinwen Zheng,1,1,0,0
CHN,Qiong Huang,2,1,1,0
CHN,Qiongyue Zhang,1,0,0,1
CHN,Qiqi Guo,1,1,0,0
CHN,Qiuxia Cui,0,0,0,0
CHN,Qiuyun Liao,1,0,1,0
CHN,Qixuan An,1,0,1,0
CHN,Qiyuan Qiu,1,0,1,0
CHN,Qiyun Zhong,0,0,0,0
CHN,Quan Zhang,0,0,0,0
CHN,Ranxin Jiang,2,1,0,1
CHN,Ru Zhang,0,0,0,0
CHN,Rui Ju,1,0,0,1
CHN,Rui Zeng,0,0,0,0
CHN,Ruidong Wang,0,0,0,0
CHN,Ruiji Liang,0,0,0,0
CHN,Ruiting Wu,0,0,0,0
CHN,Ruoning Yin,0,0,0,0
CHN,Ruoteng Xiao,5,0,2,3
CHN,Sailike Walihan,1,0,0,1
CHN,Saisai Zheng,0,0,0,0
CHN,Sanfeng Nong,0,0,0,0
CHN,Shanju Bao,1,1,0,0
CHN,Shanshan Feng,0,0,0,0
CHN,Shanshan Wang,0,0,0,0
CHN,Shaohui Yang,0,0,0,0
CHN,Shaoxuan Wei,0,0,0,0
CHN,Shasha Chen,0,0,0,0
CHN,Sheng Lin,0,0,0,0
CHN,Shi Chen,0,0,0,0
CHN,Shifang Luo,1,1,0,0
CHN,Shijie Qieyang,0,0,0,0
CHN,Shimeng Peng,0,0,0,0
CHN,Shimeng Yu,0,0,0,0
CHN,Shiqi Xiong,0,0,0,0
CHN,Shiting Li,0,0,0,0
CHN,Shiwen Liu,1,0,1,0
CHN,Shiwen Ye,0,0,0,0
CHN,Shixiao Xu,2,2,0,0
CHN,Shiyan Gao,0,0,0,0
CHN,Shiyan Xu,0,0,0,0
CHN,Shiying Liu,1,1,0,0
CHN,Shiyu Lu,0,0,0,0
CHN,Shu Liu,1,0,1,0
CHN,Shuai Guo,0,0,0,0
CHN,Shuai Luo,0,0,0,0
CHN,Shuai Zhang,0,0,0,0
CHN,Shuai Zhao,1,0,0,1
CHN,Shuang Wang,0,0,0,0
CHN,Shuangmei Shen,0,0,0,0
CHN,Shuangshuang Xu,0,0,0,0
CHN,Shuhuan Li,0,0,0,0
CHN,Shun Wang,2,1,0,1
CHN,Shuxian Zhang,0,0,0,0
CHN,Shuyin Zheng,0,0,0,0
CHN,Shuyu Yang,1,0,0,1
CHN,Sihan Yu,0,0,0,0
CHN,Sijing Huang,0,0,0,0
CHN,Siqi Yang,0,0,0,0
CHN,Siwen Miao,0,0,0,0
CHN,Siya Yan,0,0,0,0
CHN,Siyi Xie,3,3,0,0
CHN,Siyu Wang,0,0,0,0
CHN,Tanglatihan Tuohetaerbieke,0,0,0,0
CHN,Tao Zhong,0,0,0,0
CHN,Tian Liu,0,0,0,0
CHN,Tian Miao,1,0,0,1
CHN,Tianshi Zhong,1,1,0,0
CHN,Tiantian Luo,0,0,0,0
CHN,Ting Hao,1,1,0,0
CHN,Ting Shao,0,0,0,0
CHN,Ting Zhu,0,0,0,0
CHN,Tingkai Bu,0,0,0,0
CHN,Tingmao Shi,2,2,0,0
CHN,Tong Li,0,0,0,0
CHN,Tongda Bian,0,0,0,0
CHN,Tongjuan Lu,0,0,0,0
CHN,Tongtong Wu,0,0,0,0
CHN,WURIGUMULA,0,0,0,0
CHN,Wanhao Zou,0,0,0,0
CHN,Wanyu Wang,0,0,0,0
CHN,Wei Pang,2,1,0,1
CHN,Wei Sun,1,0,0,1
CHN,Wei Zheng,2,1,1,0
CHN,Weibo Qin,0,0,0,0
CHN,Weide Su,1,0,1,0
CHN,Weiyun Deng,0,0,0,0
CHN,Weizhong Gao,0,0,0,0
CHN,Wen Dan,1,0,1,0
CHN,Wen Su,0,0,0,0
CHN,Wenbo Lu,0,0,0,0
CHN,Wenchao Kao,0,0,0,0
CHN,Wenhui Zeng,0,0,0,0
CHN,Wenjun Lin,0,0,0,0
CHN,Wenjun Xie,0,0,0,0
CHN,Wenlu Yang,1,0,1,0
CHN,Wentao Cheng,1,1,0,0
CHN,Wenwen Li,2,2,0,0
CHN,Wenxin Dong,0,0,0,0
CHN,Wenyan Sun,2,0,2,0
CHN,Wenyu Xu,1,0,1,0
CHN,Xia Ding,0,0,0,0
CHN,Xiangdong Wu,0,0,0,0
CHN,Xianghong He,0,0,0,0
CHN,Xiangyu Gong,0,0,0,0
CHN,Xianjing Lyu,0,0,0,0
CHN,Xiao Chen,0,0,0,0
CHN,Xiao Wang,0,0,0,0
CHN,Xiaodan Ma,0,0,0,0
CHN,Xiaohan Mei,0,0,0,0
CHN,Xiaojing Liang,0,0,0,0
CHN,Xiaojing Wang,0,0,0,0
CHN,Xiaojun Lyu,1,1,0,0
CHN,Xiaolei Yang,1,0,1,0
CHN,Xiaoming Yu,0,0,0,0
CHN,Xiaonan Zhang,0,0,0,0
CHN,Xiaoqian Liu,0,0,0,0
CHN,Xiaoqian Sun,0,0,0,0
CHN,Xiaoqing Long,0,0,0,0
CHN,Xiaotong Cui,1,1,0,0
CHN,Xiaotong Liu,0,0,0,0
CHN,Xiaoxiao Hu,0,0,0,0
CHN,Xiaoxin Liu,0,0,0,0
CHN,Xiaoxu Yang,0,0,0,0
CHN,Xiaoxue Wang,0,0,0,0
CHN,Xiaoxue Zhang,0,0,0,0
CHN,Xiaoya Liang,0,0,0,0
CHN,Xiaoyan Xu,0,0,0,0
CHN,Xiaoyan Yin,1,0,1,0
CHN,Xiaoyu Hu,0,0,0,0
CHN,Xijing Tang,1,0,1,0
CHN,Xin Liu,0,0,0,0
CHN,Xin Quan,0,0,0,0
CHN,Xin Tang,0,0,0,0
CHN,Xin Xin,0,0,0,0
CHN,Xin Xu,2,1,1,0
CHN,Xin Zhang,0,0,0,0
CHN,Xingjia Zhang,0,0,0,0
CHN,Xinglong Gao,0,0,0,0
CHN,Xingqiang Tang,0,0,0,0
CHN,Xingye Xu,0,0,0,0
CHN,Xinjie Ji,0,0,0,0
CHN,Xinjie Wang,1,0,0,1
CHN,Xinping Liang,1,0,1,0
CHN,Xinqiu Zhang,0,0,0,0
CHN,Xinrong Dou,0,0,0,0
CHN,Xinxin Wang,0,0,0,0
CHN,Xinyan Wang,0,0,0,0
CHN,Xinyi Ding,1,1,0,0
CHN,Xinyi Xia,0,0,0,0
CHN,Xinyu Lin,0,0,0,0
CHN,Xinyu Luo,0,0,0,0
CHN,Xinyu Wang,1,0,1,0
