NOC,Year,Bronze,Gold,No medal,Silver,Total_Medals,More_Than_3_Medals,check1,check2
DMA,1932,0,0,0,0,0,0,1,0
DMA,1936,0,0,0,0,0,0,1,0
DMA,1948,0,0,0,0,0,0,1,0
DMA,1952,0,0,0,0,0,0,1,0
DMA,1956,0,0,0,0,0,0,1,0
DMA,1960,0,0,0,0,0,0,1,0
DMA,1964,0,0,0,0,0,0,1,0
DMA,1968,0,0,0,0,0,0,1,0
DMA,1972,0,0,0,0,0,0,1,0
DMA,1976,0,0,0,0,0,0,1,0
DMA,1980,0,0,0,0,0,0,1,0
DMA,1984,0,0,0,0,0,0,1,0
DMA,1988,0,0,0,0,0,0,1,0
DMA,1992,0,0,0,0,0,0,1,0
DMA,1996,0,0,6,0,0,0,1,0
DMA,2000,0,0,4,0,0,0,1,0
DMA,2004,0,0,2,0,0,0,1,0
DMA,2008,0,0,2,0,0,0,1,0
DMA,2012,0,0,2,0,0,0,1,0
DMA,2016,0,0,2,0,0,0,1,0
DMA,2020,0,0,2,0,0,0,1,0
DMA,2024,0,1,3,0,1,0,1,0
DOM,1896,0,0,0,0,0,1,0,0
DOM,1900,0,0,0,0,0,1,0,0
DOM,1904,0,0,0,0,0,1,0,0
DOM,1906,0,0,0,0,0,1,0,0
DOM,1908,0,0,0,0,0,1,0,0
DOM,1912,0,0,0,0,0,1,0,0
DOM,1920,0,0,0,0,0,1,0,0
DOM,1924,0,0,0,0,0,1,0,0
DOM,1928,0,0,0,0,0,1,0,0
DOM,1932,0,0,0,0,0,1,0,0
DOM,1936,0,0,0,0,0,1,0,0
DOM,1948,0,0,0,0,0,1,0,0
DOM,1952,0,0,0,0,0,1,0,0
DOM,1956,0,0,0,0,0,1,0,0
DOM,1960,0,0,0,0,0,1,0,0
DOM,1964,0,0,1,0,0,1,0,0
DOM,1968,0,0,24,0,0,1,0,0
DOM,1972,0,0,5,0,0,1,0,0
DOM,1976,0,0,11,0,0,1,0,0
DOM,1980,0,0,7,0,0,1,0,0
DOM,1984,1,0,23,0,1,1,0,0
DOM,1988,0,0,18,0,0,1,0,0
DOM,1992,0,0,32,0,0,1,0,0
DOM,1996,0,0,16,0,0,1,0,0
DOM,2000,0,0,13,0,0,1,0,0
DOM,2004,0,1,32,0,1,1,0,0
DOM,2008,0,1,25,1,2,1,0,0
DOM,2012,0,1,34,1,2,1,0,0
DOM,2016,1,0,29,0,1,1,0,0
DOM,2020,25,0,37,7,32,1,0,0
DOM,2024,2,1,61,0,3,1,0,0
ECU,1896,0,0,0,0,0,1,0,0
ECU,1900,0,0,0,0,0,1,0,0
ECU,1904,0,0,0,0,0,1,0,0
ECU,1906,0,0,0,0,0,1,0,0
ECU,1908,0,0,0,0,0,1,0,0
ECU,1912,0,0,0,0,0,1,0,0
ECU,1920,0,0,0,0,0,1,0,0
ECU,1924,0,0,4,0,0,1,0,0
ECU,1928,0,0,0,0,0,1,0,0
ECU,1932,0,0,0,0,0,1,0,0
ECU,1936,0,0,0,0,0,1,0,0
ECU,1948,0,0,0,0,0,1,0,0
ECU,1952,0,0,0,0,0,1,0,0
ECU,1956,0,0,0,0,0,1,0,0
ECU,1960,0,0,0,0,0,1,0,0
ECU,1964,0,0,0,0,0,1,0,0
ECU,1968,0,0,41,0,0,1,0,0
ECU,1972,0,0,4,0,0,1,0,0
ECU,1976,0,0,8,0,0,1,0,0
ECU,1980,0,0,16,0,0,1,0,0
ECU,1984,0,0,15,0,0,1,0,0
ECU,1988,0,0,15,0,0,1,0,0
ECU,1992,0,0,15,0,0,1,0,0
ECU,1996,0,1,27,0,1,1,0,0
ECU,2000,0,0,11,0,0,1,0,0
ECU,2004,0,0,18,0,0,1,0,0
ECU,2008,0,0,25,1,1,1,0,0
ECU,2012,0,0,36,0,0,1,0,0
ECU,2016,0,0,40,0,0,1,0,0
ECU,2020,0,2,49,1,3,1,0,0
ECU,2024,2,1,41,3,6,1,0,0
EGY,1896,0,0,0,0,0,1,0,0
EGY,1900,0,0,0,0,0,1,0,0
EGY,1904,0,0,0,0,0,1,0,0
EGY,1906,0,0,5,0,0,1,0,0
EGY,1908,0,0,0,0,0,1,0,0
EGY,1912,0,0,0,0,0,1,0,0
EGY,1920,0,0,22,0,0,1,0,0
EGY,1924,0,0,30,0,0,1,0,0
EGY,1928,1,2,39,1,4,1,0,0
EGY,1932,0,0,0,0,0,1,0,0
EGY,1936,2,2,61,1,5,1,0,0
EGY,1948,1,2,161,2,5,1,0,0
EGY,1952,1,0,195,0,1,1,0,0
EGY,1956,0,0,6,0,0,1,0,0
EGY,1960,0,0,0,0,0,1,0,0
EGY,1964,0,0,83,0,0,1,0,0
EGY,1968,0,0,35,0,0,1,0,0
EGY,1972,0,0,26,0,0,1,0,0
EGY,1976,0,0,26,0,0,1,0,0
EGY,1980,0,0,0,0,0,1,0,0
EGY,1984,0,0,147,1,1,1,0,0
EGY,1988,0,0,59,0,0,1,0,0
EGY,1992,0,0,83,0,0,1,0,0
EGY,1996,0,0,33,0,0,1,0,0
EGY,2000,0,0,103,0,0,1,0,0
EGY,2004,3,1,99,1,5,1,0,0
EGY,2008,1,0,115,0,1,1,0,0
EGY,2012,0,0,130,2,2,1,0,0
EGY,2016,3,0,134,0,3,1,0,0
EGY,2020,4,1,189,1,6,1,0,0
EGY,2024,1,1,204,1,3,1,0,0
EOR,1896,0,0,0,0,0,0,1,0
EOR,1900,0,0,0,0,0,0,1,0
EOR,1904,0,0,0,0,0,0,1,0
EOR,1906,0,0,0,0,0,0,1,0
EOR,1908,0,0,0,0,0,0,1,0
EOR,1912,0,0,0,0,0,0,1,0
EOR,1920,0,0,0,0,0,0,1,0
EOR,1924,0,0,0,0,0,0,1,0
EOR,1928,0,0,0,0,0,0,1,0
EOR,1932,0,0,0,0,0,0,1,0
EOR,1936,0,0,0,0,0,0,1,0
EOR,1948,0,0,0,0,0,0,1,0
EOR,1952,0,0,0,0,0,0,1,0
EOR,1956,0,0,0,0,0,0,1,0
EOR,1960,0,0,0,0,0,0,1,0
EOR,1964,0,0,0,0,0,0,1,0
EOR,1968,0,0,0,0,0,0,1,0
EOR,1972,0,0,0,0,0,0,1,0
EOR,1976,0,0,0,0,0,0,1,0
EOR,1980,0,0,0,0,0,0,1,0
EOR,1984,0,0,0,0,0,0,1,0
EOR,1988,0,0,0,0,0,0,1,0
EOR,1992,0,0,0,0,0,0,1,0
EOR,1996,0,0,0,0,0,0,1,0
EOR,2000,0,0,0,0,0,0,1,0
EOR,2004,0,0,0,0,0,0,1,0
EOR,2008,0,0,0,0,0,0,1,0
EOR,2012,0,0,0,0,0,0,1,0
EOR,2016,0,0,0,0,0,0,1,0
EOR,2020,0,0,35,0,0,0,1,0
EOR,2024,1,0,43,0,1,0,1,0
ERI,1896,0,0,0,0,0,0,1,0
ERI,1900,0,0,0,0,0,0,1,0
ERI,1904,0,0,0,0,0,0,1,0
ERI,1906,0,0,0,0,0,0,1,0
ERI,1908,0,0,0,0,0,0,1,0
ERI,1912,0,0,0,0,0,0,1,0
ERI,1920,0,0,0,0,0,0,1,0
ERI,1924,0,0,0,0,0,0,1,0
ERI,1928,0,0,0,0,0,0,1,0
ERI,1932,0,0,0,0,0,0,1,0
ERI,1936,0,0,0,0,0,0,1,0
ERI,1948,0,0,0,0,0,0,1,0
ERI,1952,0,0,0,0,0,0,1,0
ERI,1956,0,0,0,0,0,0,1,0
ERI,1960,0,0,0,0,0,0,1,0
ERI,1964,0,0,0,0,0,0,1,0
ERI,1968,0,0,0,0,0,0,1,0
ERI,1972,0,0,0,0,0,0,1,0
ERI,1976,0,0,0,0,0,0,1,0
ERI,1980,0,0,0,0,0,0,1,0
ERI,1984,0,0,0,0,0,0,1,0
ERI,1988,0,0,0,0,0,0,1,0
ERI,1992,0,0,0,0,0,0,1,0
ERI,1996,0,0,0,0,0,0,1,0
ERI,2000,0,0,3,0,0,0,1,0
ERI,2004,1,0,4,0,1,0,1,0
ERI,2008,0,0,11,0,0,0,1,0
ERI,2012,0,0,12,0,0,0,1,0
ERI,2016,0,0,12,0,0,0,1,0
ERI,2020,0,0,14,0,0,0,1,0
ERI,2024,0,0,12,0,0,0,1,0
ESA,1896,0,0,0,0,0,0,0,1
ESA,1900,0,0,0,0,0,0,0,1
ESA,1904,0,0,0,0,0,0,0,1
ESA,1906,0,0,0,0,0,0,0,1
ESA,1908,0,0,0,0,0,0,0,1
ESA,1912,0,0,0,0,0,0,0,1
ESA,1920,0,0,0,0,0,0,0,1
ESA,1924,0,0,0,0,0,0,0,1
ESA,1928,0,0,0,0,0,0,0,1
ESA,1932,0,0,4,0,0,0,0,1
ESA,1936,0,0,0,0,0,0,0,1
ESA,1948,0,0,0,0,0,0,0,1
ESA,1952,0,0,0,0,0,0,0,1
ESA,1956,0,0,0,0,0,0,0,1
ESA,1960,0,0,0,0,0,0,0,1
ESA,1964,0,0,0,0,0,0,0,1
ESA,1968,0,0,104,0,0,0,0,1
ESA,1972,0,0,18,0,0,0,0,1
ESA,1976,0,0,0,0,0,0,0,1
ESA,1980,0,0,0,0,0,0,0,1
ESA,1984,0,0,15,0,0,0,0,1
ESA,1988,0,0,7,0,0,0,0,1
ESA,1992,0,0,6,0,0,0,0,1
ESA,1996,0,0,10,0,0,0,0,1
ESA,2000,0,0,10,0,0,0,0,1
ESA,2004,0,0,9,0,0,0,0,1
ESA,2008,0,0,14,0,0,0,0,1
ESA,2012,0,0,11,0,0,0,0,1
ESA,2016,0,0,10,0,0,0,0,1
ESA,2020,0,0,7,0,0,0,0,1
ESA,2024,0,0,9,0,0,0,0,1
ESP,1896,0,0,0,0,0,1,0,0
ESP,1900,0,2,10,0,2,1,0,0
ESP,1904,0,0,0,0,0,1,0,0
ESP,1906,0,0,0,0,0,1,0,0
ESP,1908,0,0,0,0,0,1,0,0
ESP,1912,0,0,0,0,0,1,0,0
ESP,1920,0,0,88,23,23,1,0,0
ESP,1924,0,0,151,0,0,1,0,0
ESP,1928,0,3,103,0,3,1,0,0
ESP,1932,1,0,7,0,1,1,0,0
ESP,1936,0,0,0,0,0,1,0,0
ESP,1948,0,0,81,3,3,1,0,0
ESP,1952,0,0,41,1,1,1,0,0
ESP,1956,0,0,12,0,0,1,0,0
ESP,1960,14,0,224,0,14,1,0,0
ESP,1964,0,0,67,0,0,1,0,0
ESP,1968,0,0,137,0,0,1,0,0
ESP,1972,1,0,161,0,1,1,0,0
ESP,1976,0,0,154,6,6,1,0,0
ESP,1980,3,2,187,19,24,1,0,0
ESP,1984,3,2,238,14,19,1,0,0
ESP,1988,2,1,312,2,5,1,0,0
ESP,1992,2,48,468,19,69,1,0,0
ESP,1996,22,23,318,21,66,1,0,0
ESP,2000,20,3,389,19,42,1,0,0
ESP,2004,9,4,393,17,30,1,0,0
ESP,2008,16,7,285,47,70,1,0,0
ESP,2012,25,5,276,33,63,1,0,0
ESP,2016,17,9,318,19,45,1,0,0
ESP,2020,22,4,359,44,70,1,0,0
ESP,2024,36,40,443,7,83,1,0,0
EST,1896,0,0,0,0,0,1,0,0
EST,1900,0,0,0,0,0,1,0,0
EST,1904,0,0,0,0,0,1,0,0
EST,1906,0,0,0,0,0,1,0,0
EST,1908,0,0,0,0,0,1,0,0
EST,1912,0,0,0,0,0,1,0,0
EST,1920,0,1,17,2,3,1,0,0
EST,1924,4,1,41,1,6,1,0,0
EST,1928,6,2,14,1,9,1,0,0
EST,1932,0,0,3,0,0,1,0,0
EST,1936,3,2,29,2,7,1,0,0
EST,1948,0,0,0,0,0,1,0,0
EST,1952,0,0,0,0,0,1,0,0
EST,1956,0,0,0,0,0,1,0,0
EST,1960,0,0,0,0,0,1,0,0
EST,1964,0,0,0,0,0,1,0,0
EST,1968,0,0,0,0,0,1,0,0
EST,1972,0,0,0,0,0,1,0,0
EST,1976,0,0,0,0,0,1,0,0
EST,1980,0,0,0,0,0,1,0,0
EST,1984,0,0,0,0,0,1,0,0
EST,1988,0,0,0,0,0,1,0,0
EST,1992,2,1,43,0,3,1,0,0
EST,1996,0,0,52,0,0,1,0,0
EST,2000,2,1,38,0,3,1,0,0
EST,2004,2,0,42,1,3,1,0,0
EST,2008,0,1,50,2,3,1,0,0
EST,2012,1,0,34,1,2,1,0,0
EST,2016,4,0,45,0,4,1,0,0
EST,2020,1,4,37,0,5,1,0,0
EST,2024,0,0,26,0,0,1,0,0
ETH,1896,0,0,0,0,0,1,0,0
ETH,1900,0,0,0,0,0,1,0,0
ETH,1904,0,0,0,0,0,1,0,0
ETH,1906,0,0,0,0,0,1,0,0
ETH,1908,0,0,0,0,0,1,0,0
ETH,1912,0,0,0,0,0,1,0,0
ETH,1920,0,0,0,0,0,1,0,0
ETH,1924,0,0,0,0,0,1,0,0
ETH,1928,0,0,0,0,0,1,0,0
ETH,1932,0,0,0,0,0,1,0,0
ETH,1936,0,0,0,0,0,1,0,0
ETH,1948,0,0,0,0,0,1,0,0
ETH,1952,0,0,0,0,0,1,0,0
ETH,1956,0,0,30,0,0,1,0,0
ETH,1960,0,1,14,0,1,1,0,0
ETH,1964,0,1,18,0,1,1,0,0
ETH,1968,0,1,24,1,2,1,0,0
ETH,1972,2,0,38,0,2,1,0,0
ETH,1976,0,0,0,0,0,1,0,0
ETH,1980,2,2,44,0,4,1,0,0
ETH,1984,0,0,0,0,0,1,0,0
ETH,1988,0,0,0,0,0,1,0,0
ETH,1992,2,1,21,0,3,1,0,0
ETH,1996,1,2,16,0,3,1,0,0
ETH,2000,3,4,19,1,8,1,0,0
ETH,2004,2,2,20,3,7,1,0,0
ETH,2008,2,4,22,1,7,1,0,0
ETH,2012,3,3,27,1,7,1,0,0
ETH,2016,5,1,30,2,8,1,0,0
ETH,2020,2,1,34,1,4,1,0,0
ETH,2024,0,1,31,3,4,1,0,0
EUN,1896,0,0,0,0,0,1,0,0
EUN,1900,0,0,0,0,0,1,0,0
EUN,1904,0,0,0,0,0,1,0,0
EUN,1906,0,0,0,0,0,1,0,0
EUN,1908,0,0,0,0,0,1,0,0
EUN,1912,0,0,0,0,0,1,0,0
EUN,1920,0,0,0,0,0,1,0,0
EUN,1924,0,0,0,0,0,1,0,0
EUN,1928,0,0,0,0,0,1,0,0
EUN,1932,0,0,0,0,0,1,0,0
EUN,1936,0,0,0,0,0,1,0,0
EUN,1948,0,0,0,0,0,1,0,0
EUN,1952,0,0,0,0,0,1,0,0
EUN,1956,0,0,0,0,0,1,0,0
EUN,1960,0,0,0,0,0,1,0,0
EUN,1964,0,0,0,0,0,1,0,0
EUN,1968,0,0,0,0,0,1,0,0
EUN,1972,0,0,0,0,0,1,0,0
EUN,1976,0,0,0,0,0,1,0,0
EUN,1980,0,0,0,0,0,1,0,0
EUN,1984,0,0,0,0,0,1,0,0
EUN,1988,0,0,0,0,0,1,0,0
EUN,1992,67,92,430,61,220,1,0,0
EUN,1996,0,0,0,0,0,1,0,0
EUN,2000,0,0,0,0,0,1,0,0
EUN,2004,0,0,0,0,0,1,0,0
EUN,2008,0,0,0,0,0,1,0,0
EUN,2012,0,0,0,0,0,1,0,0
EUN,2016,0,0,0,0,0,1,0,0
EUN,2020,0,0,0,0,0,1,0,0
EUN,2024,0,0,0,0,0,1,0,0
FIJ,1896,0,0,0,0,0,1,0,0
FIJ,1900,0,0,0,0,0,1,0,0
FIJ,1904,0,0,0,0,0,1,0,0
FIJ,1906,0,0,0,0,0,1,0,0
FIJ,1908,0,0,0,0,0,1,0,0
FIJ,1912,0,0,0,0,0,1,0,0
FIJ,1920,0,0,0,0,0,1,0,0
FIJ,1924,0,0,0,0,0,1,0,0
FIJ,1928,0,0,0,0,0,1,0,0
FIJ,1932,0,0,0,0,0,1,0,0
FIJ,1936,0,0,0,0,0,1,0,0
FIJ,1948,0,0,0,0,0,1,0,0
FIJ,1952,0,0,0,0,0,1,0,0
FIJ,1956,0,0,5,0,0,1,0,0
FIJ,1960,0,0,3,0,0,1,0,0
FIJ,1964,0,0,0,0,0,1,0,0
FIJ,1968,0,0,1,0,0,1,0,0
FIJ,1972,0,0,4,0,0,1,0,0
FIJ,1976,0,0,5,0,0,1,0,0
FIJ,1980,0,0,0,0,0,1,0,0
FIJ,1984,0,0,26,0,0,1,0,0
FIJ,1988,0,0,41,0,0,1,0,0
FIJ,1992,0,0,36,0,0,1,0,0
FIJ,1996,0,0,21,0,0,1,0,0
FIJ,2000,0,0,9,0,0,1,0,0
FIJ,2004,0,0,9,0,0,1,0,0
FIJ,2008,0,0,6,0,0,1,0,0
FIJ,2012,0,0,9,0,0,1,0,0
FIJ,2016,0,13,40,0,13,1,0,0
FIJ,2020,13,13,6,0,26,1,0,0
FIJ,2024,0,0,22,14,14,1,0,0
FIN,1896,0,0,0,0,0,1,0,0
FIN,1900,0,0,0,0,0,1,0,0
FIN,1904,0,0,0,0,0,1,0,0
FIN,1906,1,2,14,1,4,1,0,0
FIN,1908,28,1,64,1,30,1,0,0
FIN,1912,22,9,162,40,71,1,0,0
FIN,1920,17,21,84,14,52,1,0,0
FIN,1924,15,24,201,13,52,1,0,0
FIN,1928,9,8,107,8,25,1,0,0
FIN,1932,16,5,37,8,29,1,0,0
FIN,1936,13,8,159,6,27,1,0,0
FIN,1948,8,17,182,8,33,1,0,0
FIN,1952,29,8,372,3,40,1,0,0
FIN,1956,22,3,121,1,26,1,0,0
FIN,1960,4,1,213,1,6,1,0,0
FIN,1964,2,3,146,0,5,1,0,0
FIN,1968,1,1,122,2,4,1,0,0
FIN,1972,6,3,123,1,10,1,0,0
FIN,1976,0,4,102,2,6,1,0,0
FIN,1980,5,3,116,1,9,1,0,0
FIN,1984,6,4,95,2,12,1,0,0
FIN,1988,2,1,97,1,4,1,0,0
FIN,1992,2,1,123,4,7,1,0,0
FIN,1996,1,1,101,2,4,1,0,0
FIN,2000,1,3,83,1,5,1,0,0
FIN,2004,0,0,65,2,2,1,0,0
FIN,2008,2,1,65,2,5,1,0,0
FIN,2012,4,0,64,1,5,1,0,0
FIN,2016,1,0,66,0,1,1,0,0
FIN,2020,2,0,47,0,2,1,0,0
FIN,2024,0,0,62,0,0,1,0,0
FRA,1896,2,5,15,4,11,1,0,0
FRA,1900,82,52,836,101,235,1,0,0
FRA,1904,0,0,0,2,2,1,0,0
FRA,1906,28,20,110,16,64,1,0,0
FRA,1908,23,12,279,5,40,1,0,0
FRA,1912,5,10,206,11,26,1,0,0
FRA,1920,57,13,311,71,141,1,0,0
FRA,1924,22,37,526,51,110,1,0,0
FRA,1928,14,12,372,24,50,1,0,0
FRA,1932,6,26,119,8,40,1,0,0
FRA,1936,18,13,259,13,44,1,0,0
FRA,1948,24,26,361,22,72,1,0,0
FRA,1952,17,14,368,9,40,1,0,0
FRA,1956,13,7,194,13,33,1,0,0
FRA,1960,6,0,351,6,12,1,0,0
FRA,1964,17,1,183,13,31,1,0,0
FRA,1968,10,12,284,5,27,1,0,0
FRA,1972,15,2,334,5,22,1,0,0
FRA,1976,8,5,282,7,20,1,0,0
FRA,1980,6,18,171,5,29,1,0,0
FRA,1984,31,20,287,16,67,1,0,0
FRA,1988,13,12,384,4,29,1,0,0
FRA,1992,43,9,429,5,57,1,0,0
FRA,1996,20,21,402,10,51,1,0,0
FRA,2000,14,22,404,30,66,1,0,0
FRA,2004,22,21,408,10,53,1,0,0
FRA,2008,28,25,371,24,77,1,0,0
FRA,2012,22,30,344,30,82,1,0,0
FRA,2016,21,20,416,55,96,1,0,0
FRA,2020,34,65,397,42,141,1,0,0
FRA,2024,39,53,614,95,187,1,0,0
FRG,1896,0,0,0,0,0,1,0,0
FRG,1900,0,0,0,0,0,1,0,0
FRG,1904,0,0,0,0,0,1,0,0
FRG,1906,0,0,0,0,0,1,0,0
FRG,1908,0,0,0,0,0,1,0,0
FRG,1912,0,0,0,0,0,1,0,0
FRG,1920,0,0,0,0,0,1,0,0
FRG,1924,0,0,0,0,0,1,0,0
FRG,1928,0,0,0,0,0,1,0,0
FRG,1932,0,0,0,0,0,1,0,0
FRG,1936,0,0,0,0,0,1,0,0
FRG,1948,0,0,0,0,0,1,0,0
FRG,1952,0,0,0,0,0,1,0,0
FRG,1956,0,0,0,0,0,1,0,0
FRG,1960,0,0,0,0,0,1,0,0
FRG,1964,0,0,0,0,0,1,0,0
FRG,1968,18,17,381,16,51,1,0,0
FRG,1972,39,44,485,19,102,1,0,0
FRG,1976,32,21,374,25,78,1,0,0
FRG,1980,0,0,0,0,0,1,0,0
FRG,1984,53,30,413,75,158,1,0,0
FRG,1988,46,32,401,37,115,1,0,0
FRG,1992,0,0,0,0,0,1,0,0
FRG,1996,0,0,0,0,0,1,0,0
FRG,2000,0,0,0,0,0,1,0,0
FRG,2004,0,0,0,0,0,1,0,0
FRG,2008,0,0,0,0,0,1,0,0
FRG,2012,0,0,0,0,0,1,0,0
FRG,2016,0,0,0,0,0,1,0,0
FRG,2020,0,0,0,0,0,1,0,0
FRG,2024,0,0,0,0,0,1,0,0
FSM,1896,0,0,0,0,0,0,0,1
FSM,1900,0,0,0,0,0,0,0,1
FSM,1904,0,0,0,0,0,0,0,1
FSM,1906,0,0,0,0,0,0,0,1
FSM,1908,0,0,0,0,0,0,0,1
FSM,1912,0,0,0,0,0,0,0,1
FSM,1920,0,0,0,0,0,0,0,1
FSM,1924,0,0,0,0,0,0,0,1
FSM,1928,0,0,0,0,0,0,0,1
FSM,1932,0,0,0,0,0,0,0,1
FSM,1936,0,0,0,0,0,0,0,1
FSM,1948,0,0,0,0,0,0,0,1
FSM,1952,0,0,0,0,0,0,0,1
FSM,1956,0,0,0,0,0,0,0,1
FSM,1960,0,0,0,0,0,0,0,1
FSM,1964,0,0,0,0,0,0,0,1
FSM,1968,0,0,0,0,0,0,0,1
FSM,1972,0,0,0,0,0,0,0,1
FSM,1976,0,0,0,0,0,0,0,1
FSM,1980,0,0,0,0,0,0,0,1
FSM,1984,0,0,0,0,0,0,0,1
FSM,1988,0,0,0,0,0,0,0,1
FSM,1992,0,0,0,0,0,0,0,1
FSM,1996,0,0,0,0,0,0,0,1
FSM,2000,0,0,5,0,0,0,0,1
FSM,2004,0,0,5,0,0,0,0,1
FSM,2008,0,0,5,0,0,0,0,1
FSM,2012,0,0,6,0,0,0,0,1
FSM,2016,0,0,5,0,0,0,0,1
FSM,2020,0,0,3,0,0,0,0,1
FSM,2024,0,0,3,0,0,0,0,1
GAB,1896,0,0,0,0,0,0,1,0
GAB,1900,0,0,0,0,0,0,1,0
GAB,1904,0,0,0,0,0,0,1,0
GAB,1906,0,0,0,0,0,0,1,0
GAB,1908,0,0,0,0,0,0,1,0
GAB,1912,0,0,0,0,0,0,1,0
GAB,1920,0,0,0,0,0,0,1,0
GAB,1924,0,0,0,0,0,0,1,0
GAB,1928,0,0,0,0,0,0,1,0
GAB,1932,0,0,0,0,0,0,1,0
GAB,1936,0,0,0,0,0,0,1,0
GAB,1948,0,0,0,0,0,0,1,0
GAB,1952,0,0,0,0,0,0,1,0
GAB,1956,0,0,0,0,0,0,1,0
GAB,1960,0,0,0,0,0,0,1,0
GAB,1964,0,0,0,0,0,0,1,0
GAB,1968,0,0,0,0,0,0,1,0
GAB,1972,0,0,1,0,0,0,1,0
GAB,1976,0,0,0,0,0,0,1,0
GAB,1980,0,0,0,0,0,0,1,0
GAB,1984,0,0,4,0,0,0,1,0
GAB,1988,0,0,2,0,0,0,1,0
GAB,1992,0,0,5,0,0,0,1,0
GAB,1996,0,0,9,0,0,0,1,0
GAB,2000,0,0,6,0,0,0,1,0
GAB,2004,0,0,5,0,0,0,1,0
GAB,2008,0,0,4,0,0,0,1,0
GAB,2012,0,0,20,1,1,0,1,0
GAB,2016,0,0,6,0,0,0,1,0
GAB,2020,0,0,5,0,0,0,1,0
GAB,2024,0,0,5,0,0,0,1,0
GAM,1896,0,0,0,0,0,0,0,1
GAM,1900,0,0,0,0,0,0,0,1
GAM,1904,0,0,0,0,0,0,0,1
GAM,1906,0,0,0,0,0,0,0,1
GAM,1908,0,0,0,0,0,0,0,1
GAM,1912,0,0,0,0,0,0,0,1
GAM,1920,0,0,0,0,0,0,0,1
GAM,1924,0,0,0,0,0,0,0,1
GAM,1928,0,0,0,0,0,0,0,1
GAM,1932,0,0,0,0,0,0,0,1
GAM,1936,0,0,0,0,0,0,0,1
GAM,1948,0,0,0,0,0,0,0,1
GAM,1952,0,0,0,0,0,0,0,1
GAM,1956,0,0,0,0,0,0,0,1
GAM,1960,0,0,0,0,0,0,0,1
GAM,1964,0,0,0,0,0,0,0,1
GAM,1968,0,0,0,0,0,0,0,1
GAM,1972,0,0,0,0,0,0,0,1
GAM,1976,0,0,0,0,0,0,0,1
GAM,1980,0,0,0,0,0,0,0,1
GAM,1984,0,0,16,0,0,0,0,1
GAM,1988,0,0,6,0,0,0,0,1
GAM,1992,0,0,8,0,0,0,0,1
GAM,1996,0,0,12,0,0,0,0,1
GAM,2000,0,0,2,0,0,0,0,1
GAM,2004,0,0,3,0,0,0,0,1
GAM,2008,0,0,3,0,0,0,0,1
GAM,2012,0,0,2,0,0,0,0,1
GAM,2016,0,0,4,0,0,0,0,1
GAM,2020,0,0,5,0,0,0,0,1
GAM,2024,0,0,8,0,0,0,0,1
GBR,1896,3,3,16,3,9,1,0,0
GBR,1900,15,59,38,34,108,1,0,0
GBR,1904,0,1,4,1,2,1,0,0
GBR,1906,8,9,74,22,39,1,0,0
GBR,1908,90,147,604,131,368,1,0,0
GBR,1912,59,47,291,64,170,1,0,0
GBR,1920,17,52,234,42,111,1,0,0
GBR,1924,19,15,364,30,64,1,0,0
GBR,1928,24,7,296,27,58,1,0,0
GBR,1932,14,9,135,12,35,1,0,0
GBR,1936,8,12,214,16,36,1,0,0
GBR,1948,12,7,529,42,61,1,0,0
GBR,1952,26,3,370,2,31,1,0,0
GBR,1956,22,8,237,16,46,1,0,0
GBR,1960,15,2,361,11,28,1,0,0
GBR,1964,5,4,273,19,28,1,0,0
GBR,1968,5,9,309,5,19,1,0,0
GBR,1972,12,8,404,9,29,1,0,0
GBR,1976,11,6,321,15,32,1,0,0
GBR,1980,24,5,281,18,47,1,0,0
GBR,1984,42,9,438,20,71,1,0,0
GBR,1988,15,22,418,17,54,1,0,0
GBR,1992,39,8,462,3,50,1,0,0
GBR,1996,9,2,365,15,26,1,0,0
GBR,2000,12,22,361,20,54,1,0,0
GBR,2004,15,17,303,25,57,1,0,0
GBR,2008,25,31,339,25,81,1,0,0
GBR,2012,48,48,558,30,126,1,0,0
GBR,2016,26,64,333,55,145,1,0,0
GBR,2020,57,41,407,43,141,1,0,0
GBR,2024,76,39,377,41,156,1,0,0
GBS,1896,0,0,0,0,0,0,0,1
GBS,1900,0,0,0,0,0,0,0,1
GBS,1904,0,0,0,0,0,0,0,1
GBS,1906,0,0,0,0,0,0,0,1
GBS,1908,0,0,0,0,0,0,0,1
GBS,1912,0,0,0,0,0,0,0,1
GBS,1920,0,0,0,0,0,0,0,1
GBS,1924,0,0,0,0,0,0,0,1
GBS,1928,0,0,0,0,0,0,0,1
GBS,1932,0,0,0,0,0,0,0,1
GBS,1936,0,0,0,0,0,0,0,1
GBS,1948,0,0,0,0,0,0,0,1
GBS,1952,0,0,0,0,0,0,0,1
GBS,1956,0,0,0,0,0,0,0,1
GBS,1960,0,0,0,0,0,0,0,1
GBS,1964,0,0,0,0,0,0,0,1
GBS,1968,0,0,0,0,0,0,0,1
GBS,1972,0,0,0,0,0,0,0,1
GBS,1976,0,0,0,0,0,0,0,1
GBS,1980,0,0,0,0,0,0,0,1
GBS,1984,0,0,0,0,0,0,0,1
GBS,1988,0,0,0,0,0,0,0,1
GBS,1992,0,0,0,0,0,0,0,1
GBS,1996,0,0,3,0,0,0,0,1
GBS,2000,0,0,3,0,0,0,0,1
GBS,2004,0,0,3,0,0,0,0,1
