NOC,Sport,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Medals,Participation_Count,TOPSIS_Score_Sum,Host,Sport_topsis_score,,
CHN,Cycling Track,3,0,0,3,10,0.242935675,0,0.077328619,,
CHN,Diving,10,6,0,16,16,1.149363454,0,0.591972681,,
CHN,Equestrian,0,0,0,0,15,0.007877436,0,0.012439529,,
CHN,Fencing,1,0,0,1,25,0.089593971,0,0.180355682,,
CHN,Football,0,0,0,0,22,0,0,0.120825279,,
CHN,Golf,0,0,0,0,4,0,0,0.114826667,,
CHN,Hockey,0,0,0,0,17,0,0,0.228225924,,
CHN,Judo,0,0,0,0,6,0,0,0.17200261,,
CHN,Karate,0,1,1,2,2,0.16612191,0,0.351262686,,
CHN,Marathon Swimming,0,0,0,0,1,0,0,0.011892993,,
CHN,Modern Pentathlon,0,0,0,0,4,0,0,0.025394557,,
CHN,Rhythmic Gymnastics,0,0,0,0,5,0,0,0.120744504,,
CHN,Rowing,4,0,11,15,28,1.202119686,0,0.263024787,,
CHN,Rugby Sevens,0,0,0,0,13,0,0,0.018629113,,
CHN,Sailing,1,0,1,2,12,0.160563035,0,0.062053434,,
CHN,Shooting,6,1,6,13,31,0.926855899,0,0.402878257,,
CHN,Skateboarding,0,0,0,0,1,0,0,0.019325977,,
CHN,Sport Climbing,0,0,0,0,2,0,0,0.122161575,,
CHN,Swimming,8,5,1,14,64,1.003235252,0,0.507139454,,
CHN,Table Tennis,8,4,0,12,12,0.857321482,0,0.556989311,,
CHN,Taekwondo,0,0,1,1,6,0.079981078,0,0.20729388,,
CHN,Tennis,0,0,0,0,6,0.001125348,0,0.060211554,,
CHN,Trampoline Gymnastics,1,2,0,3,4,0.252863621,0,0.232599943,,
CHN,Triathlon,0,0,0,0,1,0,0,0.009448307,,
CHN,Volleyball,0,0,0,0,12,0,0,0.382716016,,
CHN,Water Polo,0,0,0,0,13,0,0,0.040961631,,
CHN,Weightlifting,7,1,0,8,8,0.650214531,0,0.436236772,,
CHN,Wrestling,0,2,2,4,11,0.33224382,0,0.142145894,,
CIV,Athletics,0,0,0,0,4,0.001125348,0,0.388859907,,
CIV,Football,0,0,0,0,21,0,0,0.03918747,,
CIV,Judo,0,0,0,0,1,0,0,0.017567786,,
CIV,Rowing,0,0,0,0,1,0,0,0,,
CIV,Swimming,0,0,0,0,1,0,0,0.007076077,,
CIV,Taekwondo,0,0,2,2,6,0.152198871,0,0.621976347,,
CMR,Athletics,0,0,0,0,1,0,0,0.073770579,,
CMR,Boxing,0,0,0,0,3,0,0,0.567072007,,
CMR,Judo,0,0,0,0,2,0,0,0.019945282,,
CMR,Swimming,0,0,0,0,2,0,0,0.003482315,,
CMR,Table Tennis,0,0,0,0,2,0.001125348,0,0.00498497,,
CMR,Weightlifting,0,0,0,0,2,0,0,0.011099641,,
CMR,Wrestling,0,0,0,0,1,0,0,0.01517355,,
COD,Athletics,0,0,0,0,1,0,0,0.780504115,,
COD,Boxing,0,0,0,0,4,0,0,0.579441946,,
COD,Judo,0,0,0,0,1,0,0,0.339339925,,
COD,Taekwondo,0,0,0,0,1,0,0,0.21783058,,
COK,Athletics,0,0,0,0,2,0.001125348,0,0.213896227,,
COK,Canoe Slalom,0,0,0,0,2,0.001125348,0,0.78677088,,
COK,Canoe Sprint,0,0,0,0,3,0.001125348,0,0.458972641,,
COK,Swimming,0,0,0,0,3,0.001125348,0,0.11838483,,
COL,Archery,0,0,0,0,4,0.002250696,0,0.017772384,,
COL,Artistic Swimming,0,0,0,0,2,0,0,0.008374894,,
COL,Athletics,0,2,0,2,26,0.1734156,0,0.263250696,,
COL,Boxing,0,0,0,0,6,0,0,0.232655383,,
COL,Cycling BMX Racing,0,1,1,2,3,0.16612191,0,0.233629352,,
COL,Cycling Road,0,0,0,0,6,0.001125348,0,0.019894841,,
COL,Cycling Track,0,0,0,0,2,0.001125348,0,0.014263632,,
COL,Diving,0,0,0,0,3,0,0,0.017027539,,
COL,Equestrian,0,0,0,0,1,0,0,0.002567723,,
COL,Fencing,0,0,0,0,1,0,0,0.030081863,,
COL,Football,0,0,0,0,1,0,0,0.065088754,,
COL,Golf,0,0,0,0,2,0,0,0.013442948,,
COL,Judo,0,0,0,0,1,0,0,0.151423528,,
COL,Shooting,0,0,0,0,1,0,0,0.108112689,,
COL,Skateboarding,0,0,0,0,1,0,0,0.012795624,,
COL,Swimming,0,0,0,0,4,0.002250696,0,0.058555602,,
COL,Taekwondo,0,0,0,0,2,0,0,0.152713144,,
COL,Tennis,0,0,0,0,4,0,0,0.010976713,,
COL,Trampoline Gymnastics,0,0,0,0,1,0,0,0.033064424,,
COL,Weightlifting,0,1,0,1,3,0.086140832,0,0.545707983,,
COL,Wrestling,0,0,0,0,3,0,0,0.210446018,,
COM,Athletics,0,0,0,0,2,0,0,0.319635203,,
COM,Judo,0,0,0,0,1,0,0,0,,
CPV,Athletics,0,0,0,0,2,0.001125348,0,0.058414005,,
CPV,Boxing,0,0,0,0,1,0,0,0.873164622,,
CPV,Judo,0,0,0,0,1,0,0,0.020629336,,
CPV,Rhythmic Gymnastics,0,0,0,0,1,0,0,0.140530658,,
CPV,Swimming,0,0,0,0,2,0,0,0.015295655,,
CRC,Artistic Gymnastics,0,0,0,0,5,0.004486578,0,0.005420616,,
CRC,Athletics,0,0,0,0,3,0,0,0.035646856,,
CRC,Cycling BMX Freestyle,0,0,0,0,1,0,0,0.048379228,,
CRC,Cycling Road,0,0,0,0,2,0,0,0.012634421,,
CRC,Judo,0,0,0,0,1,0,0,0.015881408,,
CRC,Surfing,0,0,0,0,3,0,0,0.088875919,,
CRC,Swimming,0,0,0,0,5,0.002248224,0,0.915202218,,
CRC,Taekwondo,0,0,0,0,1,0,0,0.009724052,,
CRO,Artistic Gymnastics,0,1,0,1,3,0.08726618,0,0.118698506,,
CRO,Athletics,1,0,0,1,8,0.080591187,0,0.099423645,,
CRO,Boxing,0,0,0,0,2,0,0,0.079089812,,
CRO,Canoe Slalom,0,0,0,0,1,0,0,0.029996154,,
CRO,Canoe Sprint,0,0,0,0,3,0.001125348,0,0.013784639,,
CRO,Cycling Road,0,0,0,0,1,0,0,0.005123982,,
CRO,Judo,0,0,0,0,3,0,0,0.087764773,,
CRO,Karate,0,0,0,0,1,0,0,0.031527216,,
CRO,Rowing,2,2,1,5,5,0.351643146,0,0.361751951,,
CRO,Sailing,0,1,0,1,4,0.086140832,0,0.078338493,,
CRO,Shooting,0,0,0,0,9,0.005621796,0,0.082667015,,
CRO,Swimming,0,0,0,0,5,0.003373572,0,0.079147596,,
CRO,Table Tennis,0,0,0,0,5,0.002250696,0,0.056654167,,
CRO,Taekwondo,1,0,1,2,4,0.160563035,0,0.252064185,,
CRO,Tennis,2,2,0,4,10,0.333516867,0,0.182088016,,
CRO,Water Polo,0,1,0,1,14,0.08614942,0,0.574313455,,
CRO,Wrestling,0,0,0,0,2,0,0,0.004776411,,
CUB,Artistic Gymnastics,0,0,0,0,1,0,0,0,,
CUB,Athletics,0,1,2,3,22,0.249479032,0,0.339941006,,
CUB,Beach Volleyball,0,0,0,0,2,0,0,0.028442794,,
CUB,Boxing,4,0,1,5,7,0.402308906,0,0.518119538,,
CUB,Canoe Sprint,2,0,0,2,8,0.16342384,0,0.146991175,,
CUB,Cycling Road,0,0,0,0,1,0,0,0.004447896,,
CUB,Judo,0,1,0,1,5,0.086140832,0,0.29969018,,
CUB,Modern Pentathlon,0,0,0,0,2,0,0,0.003767028,,
CUB,Rowing,0,0,0,0,1,0,0,0.037852649,,
CUB,Shooting,0,1,0,1,8,0.090639752,0,0.054634798,,
CUB,Swimming,0,0,0,0,4,0.002250696,0,0.032065914,,
CUB,Table Tennis,0,0,0,0,2,0.001125348,0,0.012882559,,
CUB,Taekwondo,0,0,1,1,1,0.079981078,0,0.267613279,,
CUB,Weightlifting,0,0,0,0,5,0,0,0.056930787,,
CUB,Wrestling,2,0,1,3,12,0.241144992,0,0.203545233,,
CYP,Artistic Gymnastics,0,0,0,0,7,0.006715091,0,0.051997886,,
CYP,Athletics,0,0,0,0,9,0.006742205,0,0.090078388,,
CYP,Cycling,0,0,0,0,1,0,0,0.004579367,,
CYP,Sailing,0,1,0,1,7,0.086203533,0,0.945777942,,
CYP,Shooting,0,0,0,0,4,0,0,0.038530566,,
CYP,Swimming,0,0,0,0,4,0.002250696,0,0.04713256,,
CZE,Archery,0,0,0,0,1,0,0,0.004692488,,
CZE,Artistic Gymnastics,0,0,0,0,12,0.011201669,0,0.014293449,,
CZE,Athletics,0,1,1,2,32,0.168402098,0,0.38279387,,
CZE,Basketball,0,0,0,0,12,0,0,0.031438593,,
CZE,Beach Volleyball,0,0,0,0,4,0,0,0.044036703,,
CZE,Canoe Slalom,1,1,0,2,4,0.166722789,0,0.274258158,,
CZE,Canoe Sprint,0,0,2,2,7,0.162221668,0,0.372522968,,
CZE,Cycling Mountain Bike,0,0,0,0,2,0,0,0.033583002,,
CZE,Cycling Road,0,0,0,0,5,0.001125348,0,0.022719339,,
CZE,Cycling Track,0,0,0,0,2,0.001125348,0,0.008759583,,
CZE,Equestrian,0,0,0,0,10,0.004501392,0,0.018764934,,
CZE,Fencing,0,0,1,1,3,0.079989894,0,0.438275554,,
CZE,Golf,0,0,0,0,2,0,0,0.012664468,,
CZE,Judo,1,0,0,1,2,0.080581957,0,0.221813877,,
CZE,Marathon Swimming,0,0,0,0,1,0,0,0.027227895,,
CZE,Modern Pentathlon,0,0,0,0,3,0.001125348,0,0.169002551,,
CZE,Rowing,0,0,0,0,9,0.002248224,0,0.321590303,,
CZE,Sailing,0,0,0,0,1,0,0,0.113349494,,
CZE,Shooting,1,1,0,2,12,0.171221709,0,0.315071926,,
CZE,Sport Climbing,0,0,0,0,1,0,0,0.022478443,,
CZE,Swimming,0,0,0,0,19,0.012354131,0,0.07575749,,
CZE,Table Tennis,0,0,0,0,3,0,0,0.020204247,,
CZE,Tennis,2,1,0,3,9,0.248447912,0,0.428221756,,
CZE,Triathlon,0,0,0,0,2,0,0,0.083704786,,
CZE,Weightlifting,0,0,0,0,1,0,0,0.00559436,,
CZE,Wrestling,0,0,0,0,1,0,0,0.007195729,,
DEN,Archery,0,0,0,0,7,0.005616857,0,0.009102934,,
DEN,Athletics,0,0,0,0,17,0.002250696,0,0.074787274,,
DEN,Badminton,1,0,1,2,10,0.12020334,0,0.08943908,,
DEN,Canoe Sprint,0,0,2,2,9,0.155574915,0,0.128539235,,
DEN,Cycling,0,1,2,3,10,0.247291037,0,0.219737426,,
DEN,Cycling Mountain Bike,0,0,0,0,3,0,0,0.023675816,,
DEN,Cycling Road,0,0,0,0,6,0.002250696,0,0.021166619,,
DEN,Cycling Track,2,5,0,7,9,0.509085967,0,0.185398572,,
DEN,Equestrian,0,0,0,0,10,0.004501392,0,0.130770256,,
DEN,Golf,0,0,0,0,4,0,0,0.014202929,,
DEN,Handball,2,14,0,16,18,1.284369802,0,0.531174077,,
DEN,Judo,0,0,0,0,1,0,0,0.000782746,,
DEN,Rowing,0,0,2,2,9,0.159962156,0,0.337526544,,
DEN,Sailing,2,0,0,2,10,0.161196142,0,0.289883607,,
DEN,Shooting,0,1,0,1,9,0.089546368,0,0.133415864,,
DEN,Skateboarding,0,0,0,0,1,0,0,0.006527707,,
DEN,Swimming,1,0,2,3,31,0.192750695,0,0.127127502,,
DEN,Table Tennis,0,0,0,0,2,0.001125348,0,0.093742558,,
DEN,Wrestling,0,0,0,0,1,0,0,0.094658803,,
DJI,Athletics,0,0,0,0,3,0.001125348,0,0.994220094,,
DJI,Judo,0,0,0,0,1,0,0,0.02992927,,
DJI,Swimming,0,0,0,0,1,0,0,0.020685696,,
DMA,Athletics,0,0,0,0,3,0.001125348,0,1,,
DOM,Athletics,0,6,0,6,9,0.509394676,0,0.502131071,,
DOM,Baseball/Softball,0,0,24,24,24,1.919545872,0,0.515458912,,
DOM,Boxing,0,0,0,0,7,0,0,0.215863967,,
DOM,Diving,0,0,0,0,1,0,0,0.007662886,,
DOM,Equestrian,0,0,0,0,2,0,0,0.006658906,,
DOM,Judo,0,0,0,0,1,0,0,0.023342509,,
DOM,Rowing,0,0,0,0,1,0,0,2.06E-05,,
DOM,Shooting,0,0,0,0,1,0,0,0.00660612,,
DOM,Swimming,0,0,0,0,4,0.002250696,0,0.007928991,,
DOM,Table Tennis,0,0,0,0,3,0.002248224,0,0.014841075,,
DOM,Taekwondo,0,0,0,0,3,0,0,0.226395682,,
DOM,Volleyball,0,0,0,0,13,0.001125348,0,0.039201793,,
DOM,Weightlifting,0,1,1,2,5,0.16612191,0,0.111028527,,
ECU,Archery,0,0,0,0,1,0,0,0.000683148,,
ECU,Athletics,0,0,0,0,20,0.003373572,0,0.371731128,,
ECU,Boxing,0,0,0,0,5,0.001125348,0,0.028571992,,
ECU,Cycling BMX Racing,0,0,0,0,2,0,0,0.063014972,,
ECU,Cycling Road,1,0,0,1,2,0.080581957,0,0.377639217,,
ECU,Equestrian,0,0,0,0,1,0,0,0.012273823,,
ECU,Golf,0,0,0,0,1,0,0,0.005044437,,
ECU,Judo,0,0,0,0,3,0,0,0.0205299,,
ECU,Marathon Swimming,0,0,0,0,2,0,0,0.080010802,,
ECU,Modern Pentathlon,0,0,0,0,1,0,0,0.004383704,,
ECU,Shooting,0,0,0,0,4,0.002250696,0,0.020676601,,
ECU,Surfing,0,0,0,0,1,0,0,0.028287911,,
ECU,Swimming,0,0,0,0,4,0.002250696,0,0.043962169,,
ECU,Table Tennis,0,0,0,0,1,0,0,0.003390863,,
ECU,Triathlon,0,0,0,0,1,0,0,0.012460178,,
ECU,Weightlifting,1,1,0,2,4,0.166722789,0,0.617523008,,
ECU,Wrestling,0,0,0,0,2,0,0,0.242230777,,
EGY,Archery,0,0,0,0,4,0.002250696,0,0.006064966,,
EGY,Artistic Gymnastics,0,0,0,0,17,0.015688247,0,0.011610087,,
EGY,Artistic Swimming,0,0,0,0,10,0.002250696,0,0.073917067,,
EGY,Athletics,0,0,0,0,5,0.001125348,0,0.016588517,,
EGY,Badminton,0,0,0,0,5,0.002248224,0,0.002728043,,
EGY,Basketball,0,0,0,0,2,0.001125348,0,0.020283699,,
EGY,Boxing,0,0,0,0,2,0,0,0.167536467,,
EGY,Canoe Sprint,0,0,0,0,3,0.001125348,0,0.00345971,,
EGY,Cycling Track,0,0,0,0,1,0,0,0.002076275,,
EGY,Diving,0,0,0,0,4,0.002250696,0,0.19773535,,
EGY,Equestrian,0,0,0,0,8,0.004501392,0,0.00670016,,
EGY,Fencing,0,1,0,1,31,0.098680681,0,0.122921035,,
EGY,Football,0,0,0,0,22,0,0,0.043754715,,
EGY,Gymnastics,0,0,0,0,8,0.007825668,0,0.038067696,,
EGY,Handball,0,0,0,0,16,0.003376044,0,0.032354036,,
EGY,Judo,0,0,0,0,6,0.003373572,0,0.180731167,,
EGY,Karate,1,0,1,2,5,0.160563035,0,0.552098545,,
EGY,Modern Pentathlon,0,1,0,1,4,0.086140832,0,0.222029521,,
EGY,Rhythmic Gymnastics,0,0,0,0,6,0,0,0.011873016,,
EGY,Rowing,0,0,0,0,1,0,0,0.012584802,,
EGY,Sailing,0,0,0,0,2,0,0,0.001420025,,
EGY,Shooting,0,0,0,0,22,0.012371412,0,0.027829426,,
EGY,Swimming,0,0,0,0,13,0.010098511,0,0.025682899,,
EGY,Table Tennis,0,0,0,0,23,0.019059359,0,0.021280441,,
EGY,Taekwondo,0,0,2,2,4,0.159962156,0,0.322085226,,
EGY,Tennis,0,0,0,0,2,0,0,0.000494988,,
EGY,Trampoline Gymnastics,0,0,0,0,2,0,0,0.032805965,,
EGY,Triathlon,0,0,0,0,1,0,0,0.000415934,,
EGY,Wrestling,0,0,1,1,8,0.081106426,0,0.33599951,,
EOR,Athletics,0,0,0,0,7,0,0,0.034248467,,
EOR,Badminton,0,0,0,0,1,0,0,0.004100437,,
EOR,Boxing,0,0,0,0,2,0,0,0.897504211,,
EOR,Canoe Sprint,0,0,0,0,1,0,0,0.018814124,,
EOR,Cycling Road,0,0,0,0,2,0,0,0.027552365,,
EOR,Judo,0,0,0,0,12,0.006752088,0,0.057139188,,
EOR,Karate,0,0,0,0,2,0,0,0.077797997,,
EOR,Shooting,0,0,0,0,1,0,0,0.005042411,,
EOR,Swimming,0,0,0,0,2,0,0,0.007532422,,
EOR,Taekwondo,0,0,0,0,3,0,0,0.034516147,,
EOR,Weightlifting,0,0,0,0,1,0,0,0.005373384,,
EOR,Wrestling,0,0,0,0,1,0,0,0.005097566,,
ERI,Athletics,0,0,0,0,12,0.003376044,0,0.773571994,,
ERI,Cycling Road,0,0,0,0,4,0.001125348,0,0.247061657,,
ERI,Swimming,0,0,0,0,1,0,0,0.004452825,,
ESA,Athletics,0,0,0,0,1,0,0,0.314558196,,
ESA,Boxing,0,0,0,0,1,0,0,0.021058206,,
ESA,Sailing,0,0,0,0,1,0,0,0.054803567,,
ESA,Swimming,0,0,0,0,4,0.002250696,0,0.65203797,,
ESP,Archery,0,0,0,0,4,0.002250696,0,0.042486585,,
ESP,Artistic Gymnastics,0,1,0,1,58,0.139860344,0,0.023883687,,
ESP,Artistic Swimming,0,0,0,0,10,0.002250696,0,0.261466609,,
ESP,Athletics,0,0,1,1,63,0.087841228,0,0.138391268,,
ESP,Badminton,0,0,0,0,2,0,0,0.033493918,,
ESP,Baseball,0,0,0,0,1,0,0,0.006457591,,
ESP,Basketball,0,0,0,0,24,0,0,0.228158884,,
ESP,Beach Volleyball,0,0,0,0,4,0,0,0.028122403,,
ESP,Boxing,0,0,0,0,4,0,0,0.040749712,,
ESP,Canoe Slalom,0,1,0,1,4,0.086140832,0,0.068806436,,
ESP,Canoe Sprint,0,5,0,5,15,0.432972032,0,0.123898704,,
ESP,Cycling Mountain Bike,0,0,0,0,2,0,0,0.133948346,,
ESP,Cycling Road,0,0,0,0,9,0.002250696,0,0.00872336,,
ESP,Cycling Track,0,0,0,0,4,0.002250696,0,0.002422892,,
ESP,Diving,0,0,0,0,2,0,0,0.007518039,,
ESP,Equestrian,0,0,0,0,8,0.003376044,0,0.007547081,,
ESP,Fencing,0,0,0,0,1,0,0,0.024368213,,
ESP,Football,0,22,0,22,22,1.895098304,0,0.364335902,,
ESP,Golf,0,0,0,0,4,0,0,0.006554892,,
ESP,Handball,0,0,15,15,29,1.19971617,0,0.442590909,,
ESP,Hockey,0,0,0,0,36,0,0,0.268560839,,
ESP,Judo,0,0,0,0,7,0,0,0.046560107,,
ESP,Karate,1,1,0,2,2,0.166722789,0,0.269868612,,
ESP,Marathon Swimming,0,0,0,0,2,0,0,0.011717077,,
ESP,Modern Pentathlon,0,0,0,0,1,0,0,0.006644542,,
ESP,Rowing,0,0,0,0,5,0,0,0.026229158,,
ESP,Sailing,0,0,3,3,15,0.239943234,0,0.219902288,,
ESP,Shooting,2,0,0,2,4,0.161182374,0,0.042768285,,
ESP,Skateboarding,0,0,0,0,4,0,0,0.015595283,,
ESP,Sport Climbing,1,0,0,1,1,0.080581957,0,0.150520916,,
ESP,Swimming,0,0,0,0,19,0.012364001,0,0.08381794,,
ESP,Table Tennis,0,0,0,0,3,0,0,0.005884265,,
ESP,Taekwondo,0,1,0,1,4,0.086140832,0,0.084012346,,
ESP,Tennis,0,0,1,1,18,0.089012224,0,0.100156439,,
ESP,Triathlon,0,0,0,0,10,0.00562674,0,0.017370762,,
ESP,Water Polo,0,13,0,13,25,1.119830816,0,0.259727237,,
ESP,Weightlifting,0,0,0,0,4,0,0,0.021049191,,
EST,Archery,0,0,0,0,1,0,0,0.008792712,,
EST,Athletics,0,0,0,0,13,0.006747144,0,0.28382208,,
EST,Badminton,0,0,0,0,5,0.003368633,0,0.017258169,,
EST,Cycling,0,0,0,0,2,0.001125348,0,0.14275434,,
EST,Cycling Mountain Bike,0,0,0,0,1,0,0,0.049499854,,
EST,Cycling Road,0,0,0,0,1,0,0,0.029111745,,
EST,Equestrian,0,0,0,0,1,0,0,0.007714357,,
EST,Fencing,4,0,1,5,11,0.362087171,0,0.407048456,,
EST,Judo,0,0,0,0,1,0,0,0.313892927,,
EST,Rowing,0,0,2,2,10,0.160094242,0,0.374485242,,
EST,Sailing,0,0,0,0,4,0.002248224,0,0.333289361,,
EST,Shooting,0,0,0,0,3,0.002248224,0,0.017862551,,
EST,Swimming,0,0,0,0,8,0.005619329,0,0.064282871,,
EST,Tennis,0,0,0,0,1,0,0,0.011024877,,
EST,Triathlon,0,0,0,0,2,0.001125348,0,0.017287976,,
EST,Wrestling,0,0,0,0,2,0,0,0.546148244,,
ETH,Athletics,1,1,2,4,38,0.331186337,0,1,,
ETH,Cycling Road,0,0,0,0,1,0,0,0.010341942,,
ETH,Swimming,0,0,0,0,1,0,0,0.002904789,,
ETH,Taekwondo,0,0,0,0,1,0,0,0.005321136,,
EUN,Gymnastics,1,0,0,1,6,0.080765609,0,0.432857967,,
EUN,Swimming,0,1,0,1,2,0.08614942,0,0.510988842,,
FIJ,Athletics,0,0,0,0,1,0,0,0.042381523,,
FIJ,Judo,0,0,0,0,1,0,0,0.015240029,,
FIJ,Rugby Sevens,13,0,13,26,31,2.087363535,0,1,,
FIJ,Sailing,0,0,0,0,1,0,0,0.017861108,,
FIJ,Swimming,0,0,0,0,2,0,0,0.040799613,,
FIJ,Table Tennis,0,0,0,0,2,0.001125348,0,0.003139845,,
FIN,Archery,0,0,0,0,1,0,0,0.14114633,,
FIN,Athletics,0,0,0,0,27,0.006744677,0,0.583873897,,
FIN,Badminton,0,0,0,0,1,0,0,0.008950392,,
FIN,Boxing,0,0,1,1,1,0.079981078,0,0.179107327,,
FIN,Equestrian,0,0,0,0,1,0,0,0.011533543,,
FIN,Golf,0,0,0,0,4,0,0,0.02362307,,
FIN,Sailing,0,0,0,0,8,0.003373572,0,0.215217626,,
FIN,Shooting,0,0,0,0,3,0,0,0.215652745,,
FIN,Skateboarding,0,0,0,0,1,0,0,0.011280439,,
FIN,Swimming,0,0,1,1,13,0.08459442,0,0.062764826,,
FIN,Wrestling,0,0,0,0,2,0,0,0.452746221,,
FRA,3x3 Basketball,0,0,0,0,4,0,0,0.106098717,,
FRA,Archery,0,0,0,0,11,0.007862622,0,0.139392249,,
FRA,Artistic Gymnastics,0,0,0,0,33,0.029123343,0,0.010308338,,
FRA,Artistic Swimming,0,0,0,0,2,0,0,0.006927702,,
FRA,Athletics,1,2,1,4,85,0.308498952,0,0.311305386,,
FRA,Badminton,0,0,0,0,6,0.002248224,0,0.005055035,,
FRA,Basketball,0,13,12,25,30,2.036551494,0,0.239965424,,
FRA,Boxing,0,1,0,1,6,0.08614942,0,0.077934824,,
FRA,Canoe Slalom,0,0,0,0,4,0,0,0.069662892,,
FRA,Canoe Sprint,0,0,0,0,15,0.007874964,0,0.004755331,,
FRA,Cycling,0,0,0,0,4,0.001125348,0,0.331542909,,
FRA,Cycling BMX Freestyle,0,0,0,0,1,0,0,0.164699825,,
FRA,Cycling BMX Racing,0,0,0,0,3,0,0,0.077753828,,
FRA,Cycling Mountain Bike,0,0,0,0,3,0,0,0.073840186,,
FRA,Cycling Road,0,0,0,0,8,0.002250696,0,0.039763873,,
FRA,Cycling Track,0,0,7,7,29,0.567850172,0,0.069439871,,
FRA,Diving,0,0,0,0,5,0.002248224,0,0.014952234,,
FRA,Equestrian,0,0,3,3,22,0.248972466,0,0.098472196,,
FRA,Fencing,6,8,1,15,44,1.211086364,0,0.571075444,,
FRA,Football,0,0,0,0,21,0,0,0.143875375,,
FRA,Golf,0,0,0,0,4,0,0,0.005075938,,
FRA,Handball,36,8,0,44,49,3.204914566,0,0.315763517,,
FRA,Judo,14,4,4,22,29,1.462484493,0,0.249935203,,
FRA,Karate,1,0,0,1,3,0.080581957,0,0.146170666,,
FRA,Marathon Swimming,0,0,0,0,3,0,0,0.012538835,,
FRA,Modern Pentathlon,0,0,0,0,6,0.002250696,0,0.043736328,,
FRA,Rowing,2,2,0,4,15,0.333487036,0,0.261800451,,
FRA,Rugby Sevens,0,13,0,13,16,1.11985658,0,0.137174121,,
FRA,Sailing,1,2,3,6,18,0.443656481,0,0.265323339,,
FRA,Shooting,1,1,0,2,16,0.130943451,0,0.173557837,,
FRA,Skateboarding,0,0,0,0,5,0,0,0.011139687,,
FRA,Sport Climbing,0,0,0,0,4,0,0,0.017347717,,
FRA,Surfing,0,0,0,0,4,0,0,0.09216247,,
FRA,Swimming,1,4,1,6,67,0.456710769,0,0.232547136,,
FRA,Table Tennis,0,0,0,0,16,0.011228783,0,0.054383163,,
FRA,Taekwondo,0,0,1,1,2,0.079981078,0,0.166516959,,
FRA,Tennis,0,0,0,0,33,0.025806496,0,0.101443699,,
FRA,Trampoline Gymnastics,0,0,0,0,2,0,0,0.009170495,,
FRA,Triathlon,0,0,5,5,14,0.400050733,0,0.081993747,,
FRA,Volleyball,12,0,0,12,14,0.967001944,0,0.160151684,,
FRA,Weightlifting,0,0,0,0,4,0,0,0.057450142,,
FRA,Wrestling,0,0,0,0,2,0,0,0.055973762,,
FSM,Athletics,0,0,0,0,1,0,0,0.599205693,,
FSM,Swimming,0,0,0,0,2,0,0,0.755723247,,
GAB,Athletics,0,0,0,0,1,0,0,0.022057615,,
GAB,Judo,0,0,0,0,1,0,0,0.032618927,,
GAB,Swimming,0,0,0,0,2,0,0,0,,
GAB,Taekwondo,0,0,0,0,1,0,0,0.978544178,,
GAM,Athletics,0,0,0,0,4,0.002248224,0,1,,
GAM,Judo,0,0,0,0,2,0.001125348,0,0.070040995,,
GAM,Swimming,0,0,0,0,1,0,0,0.052862449,,
GBR,Archery,0,0,0,0,22,0.017926697,0,0.047680238,,
GBR,Artistic Gymnastics,1,0,4,5,55,0.42494855,0,0.03610704,,
GBR,Artistic Swimming,0,0,0,0,2,0,0,0.125666741,,
GBR,Athletics,0,8,9,17,130,1.430769585,0,0.655508036,,
GBR,Badminton,0,0,1,1,11,0.083363466,0,0.029899023,,
GBR,Boxing,2,3,2,7,13,0.579557796,0,0.142242181,,
GBR,Canoe Slalom,0,1,0,1,4,0.086140832,0,0.097692261,,
GBR,Canoe Sprint,0,0,1,1,6,0.082231774,0,0.068653928,,
GBR,Cycling,15,1,2,18,23,1.255190573,0,0.34658442,,
GBR,Cycling BMX Freestyle,1,0,1,2,2,0.160563035,0,0.153613048,,
GBR,Cycling BMX Racing,1,1,0,2,2,0.166722789,0,0.078959255,,
GBR,Cycling Mountain Bike,1,0,0,1,2,0.080581957,0,0.074302535,,
GBR,Cycling Road,0,0,0,0,6,0.002250696,0,0.017765742,,
GBR,Cycling Track,2,8,1,11,21,0.804465888,0,0.139453399,,
GBR,Diving,3,1,5,9,28,0.568316661,0,0.075787538,,
GBR,Equestrian,5,1,5,11,23,0.843206696,0,0.155458497,,
GBR,Fencing,0,0,0,0,2,0.001125348,0,0.116368404,,
GBR,Football,0,0,0,0,25,0.003376044,0,0.14005442,,
GBR,Golf,0,0,0,0,4,0,0,0.044978037,,
GBR,Hockey,4,0,18,22,41,1.583792743,0,0.370334824,,
GBR,Judo,0,0,1,1,9,0.082231774,0,0.066480372,,
GBR,Marathon Swimming,0,0,0,0,2,0,0,0.011262523,,
GBR,Modern Pentathlon,2,0,0,2,6,0.162298492,0,0.04530471,,
GBR,Rowing,3,7,10,20,52,1.58366132,0,0.536180454,,
GBR,Rugby Sevens,0,1,0,1,28,0.088400116,0,0.062056379,,
GBR,Sailing,7,5,1,13,24,0.975971505,0,0.312070544,,
GBR,Shooting,0,0,1,1,11,0.084491286,0,0.208134721,,
GBR,Skateboarding,0,0,1,1,2,0.079981078,0,0.15150447,,
GBR,Sport Climbing,0,0,0,0,1,0,0,0.074569178,,
GBR,Swimming,13,12,1,26,80,1.782842364,0,0.352553651,,
