NOC,Name,Total_Medals,Gold_Medals,Silver_Medals,Bronze_Medals,Birth_Year
BER,Mary Tumbridge,0,0,0,0,
BER,Michael Cash,0,0,0,0,
BER,Michael Sharpe,0,0,0,0,
BER,Michael Watson,0,0,0,0,
BER,Michelle Pearson,0,0,0,0,
BER,Nicola (-parnell),0,0,0,0,
BER,Norman Jones,0,0,0,0,
BER,Paul Fisher,0,0,0,0,
BER,Paul Hiles,0,0,0,0,
BER,Paula Lewin,0,0,0,0,
BER,Perry Johnson,0,0,0,0,
BER,Peta Lewin,0,0,0,0,
BER,Peter Bromby,0,0,0,0,
BER,Peter Gray,0,0,0,0,
BER,Philip Tribley,0,0,0,0,
BER,Phyllis (-sherburne),0,0,0,0,
BER,Phyllis Edness,0,0,0,0,
BER,Quinton Paynter,0,0,0,0,
BER,Raymond Desilva,0,0,0,0,
BER,Raymond Pitman,0,0,0,0,
BER,Raymond Swan,0,0,0,0,
BER,Rebecca Heyliger,0,0,0,0,
BER,Reid Kempe,0,0,0,0,
BER,Renelda Swan,0,0,0,0,
BER,Richard Belvin,0,0,0,0,
BER,Richard Divall,0,0,0,0,
BER,Richard Masters,0,0,0,0,
BER,Robert Burgess,0,0,0,0,
BER,Robert Cook,0,0,0,0,
BER,Roy Johnson,0,0,0,0,
BER,Roy-Allan Burch,0,0,0,0,
BER,Sara (-adderly),0,0,0,0,
BER,Sonia Smith,0,0,0,0,
BER,Stanley Lines,0,0,0,0,
BER,Stephen Alger,0,0,0,0,
BER,Stephen Fahy,0,0,0,0,
BER,Suzanne Dunkley,0,0,0,0,
BER,Thelma Jones,0,0,0,0,
BER,Tim Collins,0,0,0,0,
BER,Troy Douglas,0,0,0,0,
BER,Tyler Butterfield,0,0,0,0,
BER,Tyler Smith,0,0,0,0,
BER,Tyrone Smith,0,0,0,0,
BER,Victor Ruberry,0,0,0,0,
BER,Walter Bardgett,0,0,0,0,
BER,Walter Jones,0,0,0,0,
BER,William Gray,0,0,0,0,
BER,William Trott,0,0,0,0,
BER,Xavier James,0,0,0,0,
BER,deForest Trimingham,0,0,0,0,
BHU,Dorji Dema,0,0,0,0,
BHU,Jigme Tshering,0,0,0,0,
BHU,Jubzang Jubzang,0,0,0,0,
BHU,KARMA,0,0,0,0,
BHU,Karma,0,0,0,0,
BHU,Karma Chhoden,0,0,0,0,
BHU,Karma Tenzin,0,0,0,0,
BHU,Karma Tshomo,0,0,0,0,
BHU,Kinzang Lhamo,0,0,0,0,
BHU,Kunzang Choden,0,0,0,0,
BHU,Lam Dorji,0,0,0,0,
BHU,Lenchu Kunzang,0,0,0,0,
BHU,Lhendup Tshering,0,0,0,0,
BHU,Namgyal Lhamu,0,0,0,0,
BHU,Nawang-Dash Pelzang,0,0,0,0,
BHU,Ngawang Namgyel,0,0,0,0,
BHU,Pem Tshering,0,0,0,0,
BHU,Pema Tshering,0,0,0,0,
BHU,Rinzi Lham,0,0,0,0,
BHU,Sangay Tenzin,0,0,0,0,
BHU,Sherab Zam,0,0,0,0,
BHU,Sonam Chuki,0,0,0,0,
BHU,Tashi Peljor,0,0,0,0,
BHU,Thinley Dorji,0,0,0,0,
BHU,Tshering Choden,0,0,0,0,
BHU,Ugyen Ugyen,0,0,0,0,
BIH,Aleksandar Uri,0,0,0,0,
BIH,Aleksandra Samardzic,0,0,0,0,
BIH,Amel Meki,0,0,0,0,
BIH,Amel Tuka,0,0,0,0,
BIH,Amina Kajtaz,0,0,0,0,
BIH,Anja Margeti,0,0,0,0,
BIH,Arijana Jaha,0,0,0,0,
BIH,Damir Dumhur,0,0,0,0,
BIH,Davor Vlakovac,0,0,0,0,
BIH,Dijana Koji,0,0,0,0,
BIH,Dijana Kvesi,0,0,0,0,
BIH,Dragan Mustapi,0,0,0,0,
BIH,Elvir Krehmi,0,0,0,0,
BIH,Emir Arganovi,0,0,0,0,
BIH,Emir Muratovic,0,0,0,0,
BIH,Ensar Hajder,0,0,0,0,
BIH,Fahr-ud-Din Hodi,0,0,0,0,
BIH,Hamza Ali,0,0,0,0,
BIH,Islam Ugum,0,0,0,0,
BIH,Ivana Ninkovi,0,0,0,0,
BIH,Janko Gojkovi,0,0,0,0,
BIH,Jasmin Salihovi,0,0,0,0,
BIH,Jasminka Guber,0,0,0,0,
BIH,Jovan Lekic,0,0,0,0,
BIH,Kada Deli,0,0,0,0,
BIH,Kemal Mei,0,0,0,0,
BIH,Lana Pudar,0,0,0,0,
BIH,Larisa Ceri,0,0,0,0,
BIH,Larisa Ceric,0,0,0,0,
BIH,Lucia Kimani-mareti,0,0,0,0,
BIH,Mehmed Skender,0,0,0,0,
BIH,Mervana Jugi-salki,0,0,0,0,
BIH,Mesud Pezer,0,0,0,0,
BIH,Mihajlo Eprkalo,0,0,0,0,
BIH,Mirjana Jovovi-horvat,0,0,0,0,
BIH,Mirsada (-adam),0,0,0,0,
BIH,Mirza Bai,0,0,0,0,
BIH,Nedad Fazlija,0,0,0,0,
BIH,Nedim Nii,0,0,0,0,
BIH,Nedzad Husic,0,0,0,0,
BIH,Samir Karabai,0,0,0,0,
BIH,Sran Milievi,0,0,0,0,
BIH,Tarik Hodi,0,0,0,0,
BIH,Tatjana Djekanovic,0,0,0,0,
BIH,Tatjana Ekanovi,0,0,0,0,
BIH,Vlado Paradik,0,0,0,0,
BIH,Zlatan Saraevi,0,0,0,0,
BIH,Zoran Novakovi,0,0,0,0,
BIH,Zoran Prerad,0,0,0,0,
BIH,eljko Pani,0,0,0,0,
BIH,eljko Petrovi,0,0,0,0,
BIH,uro Kodo,0,0,0,0,
BIZ,Alfonso Martinez,0,0,0,0,
BIZ,Althea (moses-),0,0,0,0,
BIZ,Amado Cruz,0,0,0,0,
BIZ,Apolinario Gmez,0,0,0,0,
BIZ,Brandon Jones,0,0,0,0,
BIZ,Carlton Usher,0,0,0,0,
BIZ,Charles Lewis,0,0,0,0,
BIZ,Colin Thurton,0,0,0,0,
BIZ,Damel Flowers,0,0,0,0,
BIZ,Denfield Mcnab,0,0,0,0,
BIZ,Devon Hyde,0,0,0,0,
BIZ,Douglas Lamb,0,0,0,0,
BIZ,Earl Theus,0,0,0,0,
BIZ,Eddermys Sanchez,0,0,0,0,
BIZ,Edward Anderson,0,0,0,0,
BIZ,Elston Shaw,0,0,0,0,
BIZ,Emery Gill,0,0,0,0,
BIZ,Emma Wade,0,0,0,0,
BIZ,Ernest Meighan,0,0,0,0,
BIZ,Errol Thurton,0,0,0,0,
BIZ,Eugne Muslar,0,0,0,0,
BIZ,Fitzgerald Joseph,0,0,0,0,
BIZ,Hugh Dyer,0,0,0,0,
BIZ,Ian Gray,0,0,0,0,
BIZ,Jayson Jones,0,0,0,0,
BIZ,John Palacio,0,0,0,0,
BIZ,John Waight,0,0,0,0,
BIZ,Jonathan Williams,0,0,0,0,
BIZ,Joslyn Chavarria,0,0,0,0,
BIZ,Kaina Martnez,0,0,0,0,
BIZ,Katy Sealy,0,0,0,0,
BIZ,Kawan Lovelace,0,0,0,0,
BIZ,Kenneth Medwood,0,0,0,0,
BIZ,Kenneth Sutherland,0,0,0,0,
BIZ,Kurt Cutkelvin,0,0,0,0,
BIZ,Lindford Gillitt,0,0,0,0,
BIZ,Mario Mendoza,0,0,0,0,
BIZ,Merlyn Dawson,0,0,0,0,
BIZ,Michael Aguilar,0,0,0,0,
BIZ,Michael Joseph,0,0,0,0,
BIZ,Michael Lewis,0,0,0,0,
BIZ,Orlando Chavarria,0,0,0,0,
BIZ,Owen Meighan,0,0,0,0,
BIZ,Owen Phillips,0,0,0,0,
BIZ,Paul Rneau,0,0,0,0,
BIZ,Phillip Pipersburg,0,0,0,0,
BIZ,Renick James,0,0,0,0,
BIZ,Robert Hulse,0,0,0,0,
BIZ,Samantha Dirks,0,0,0,0,
BIZ,Sharette Garca,0,0,0,0,
BIZ,Shaun Gill,0,0,0,0,
BIZ,Stephanie Solis,0,0,0,0,
BIZ,Tricia Flores,0,0,0,0,
BIZ,Warren Coye,0,0,0,0,
BIZ,Wernell Reneau,0,0,0,0,
BLR,Albert Batyrov,0,0,0,0,
BLR,Aleh Yurenia,0,0,0,0,
BLR,Aleksandr Anishchenko,0,0,0,0,
BLR,Aleksandr Apanasenok,0,0,0,0,
BLR,Aleksandr Belanovsky,0,0,0,0,
BLR,Aleksandr Bersanov,0,0,0,0,
BLR,Aleksandr Bogdanovich,2,1,1,0,
BLR,Aleksandr Bury,0,0,0,0,
BLR,Aleksandr Buykevich,0,0,0,0,
BLR,Aleksandr Fominov,0,0,0,0,
BLR,Aleksandr Glavatsky,0,0,0,0,
BLR,Aleksandr Gukov,0,0,0,0,
BLR,Aleksandr Gutor,0,0,0,0,
BLR,Aleksandr Guzov,0,0,0,0,
BLR,Aleksandr Kikinyov,0,0,0,0,
BLR,Aleksandr Kozubovsky,0,0,0,0,
BLR,Aleksandr Krasko,0,0,0,0,
BLR,Aleksandr Kruzhilov,0,0,0,0,
BLR,Aleksandr Kuchinsky,0,0,0,0,
BLR,Aleksandr Kurlovich,0,0,0,0,
BLR,Aleksandr Kurlyandchik,0,0,0,0,
BLR,Aleksandr Lyakhovich,0,0,0,0,
BLR,Aleksandr Makarenko,0,0,0,0,
BLR,Aleksandr Malashevich,0,0,0,0,
BLR,Aleksandr Maseykov,0,0,0,0,
BLR,Aleksandr Mumyga,0,0,0,0,
BLR,Aleksandr Novikov,0,0,0,0,
BLR,Aleksandr Parkhomenko,0,0,0,0,
BLR,Aleksandr Pavlov,1,0,1,0,
BLR,Aleksandr Riabushenko,0,0,0,0,
BLR,Aleksandr Savko,0,0,0,0,
BLR,Aleksandr Sharapov,0,0,0,0,
BLR,Aleksandr Shemarov,0,0,0,0,
BLR,Aleksandr Shostak,0,0,0,0,
BLR,Aleksandr Sidorenko,0,0,0,0,
BLR,Aleksandr Tsarevich,0,0,0,0,
BLR,Aleksandr Usov,0,0,0,0,
BLR,Aleksandr Varlamov,0,0,0,0,
BLR,Aleksandr Zelenovsky,0,0,0,0,
BLR,Aleksandr Zhukovsky,0,0,0,0,
BLR,Aleksandra Gerasimenya,3,0,2,1,
BLR,Aleksandra Narkevich,1,0,1,0,
BLR,Aleksandra Pankina,1,0,0,1,
BLR,Aleksandra Privalova,0,0,0,0,
BLR,Aleksandra Tarasova,0,0,0,0,
BLR,Aleksey Abalmasov,1,1,0,0,
BLR,Aleksey Gavrilovich,0,0,0,0,
BLR,Aleksey Ignatovich,0,0,0,0,
BLR,Aleksey Kozlov,0,0,0,0,
BLR,Aleksey Kriventsov,0,0,0,0,
BLR,Aleksey Lelin,0,0,0,0,
BLR,Aleksey Lesnichy,0,0,0,0,
BLR,Aleksey Likhachevsky,0,0,0,0,
BLR,Aleksey Medvedev,1,0,1,0,
BLR,Aleksey Mzhachik,0,0,0,0,
BLR,Aleksey Shemarov,0,0,0,0,
BLR,Aleksey Sinkevich,0,0,0,0,
BLR,Alena (-vergnoux),0,0,0,0,
BLR,Alena Amialiusik,0,0,0,0,
BLR,Alena Furman,0,0,0,0,
BLR,Alena Nazdrova,0,0,0,0,
BLR,Alena Polozkova,0,0,0,0,
BLR,Alesya Babushkina,1,0,0,1,
BLR,Alesya Pokhodina,0,0,0,0,
BLR,Alesya Zaytseva,0,0,0,0,
BLR,Alexandre Zelenko,0,0,0,0,
BLR,Ali Shabanau,0,0,0,0,
BLR,Ali Shabanov,0,0,0,0,
BLR,Aliaksandr Hushtyn,0,0,0,0,
BLR,Aliaksandr Liakhovich,0,0,0,0,
BLR,Aliaksandr Radzionau,0,0,0,0,
BLR,Aliaksandra Khilmanovich,0,0,0,0,
BLR,Aliaksei Katkavets,0,0,0,0,
BLR,Alim Selimov,0,0,0,0,
BLR,Alina Harnasko,1,0,0,1,
BLR,Alina Talay,0,0,0,0,
BLR,Alina Tumilovich,2,0,1,1,
BLR,Alina Zmushka,0,0,0,0,
BLR,Aliona Dubitskaya,0,0,0,0,
BLR,Alyona (grishko-),0,0,0,0,
BLR,Anastasiia Salos,0,0,0,0,
BLR,Anastasiya Ivankova,2,0,1,1,
BLR,Anastasiya Ivanova-shvedova,0,0,0,0,
BLR,Anastasiya Kuliashova,0,0,0,0,
BLR,Anastasiya Malakanava,0,0,0,0,
BLR,Anastasiya Marachkovskaya,0,0,0,0,
BLR,Anastasiya Mikhalenko,0,0,0,0,
BLR,Anastasiya Mironchik-ivanova,0,0,0,0,
BLR,Anastasiya Novikova,1,0,0,1,
BLR,Anastasiya Parfyonova,0,0,0,0,
BLR,Anastasiya Podobed,0,0,0,0,
BLR,Anastasiya Prokopenko,0,0,0,0,
BLR,Anastasiya Puzakova,0,0,0,0,
BLR,Anastasiya Rarovskaya,0,0,0,0,
BLR,Anastasiya Rybakova,0,0,0,0,
BLR,Anastasiya Samusevich-prokopenko,0,0,0,0,
BLR,Anastasiya Shkurdai,0,0,0,0,
BLR,Anastasiya Shulyak,0,0,0,0,
BLR,Anastasiya Starovoytova-ivanova,0,0,0,0,
BLR,Anastasiya Veremeyenko,0,0,0,0,
BLR,Anastasiya Vlasenko,0,0,0,0,
BLR,Anastasiya Yatsevich,0,0,0,0,
BLR,Anatoly Klimenko,0,0,0,0,
BLR,Anatoly Laryukov,1,0,0,1,
BLR,Andrey Aryamnov,1,1,0,0,
BLR,Andrey Bogdanovich,2,1,1,0,
BLR,Andrey Chekhovskoy,0,0,0,0,
BLR,Andrey Churilo,0,0,0,0,
BLR,Andrey Demyanenko,0,0,0,0,
BLR,Andrey Gerashchenko,0,0,0,0,
BLR,Andrey Gordeyev,0,0,0,0,
BLR,Andrey Kan,0,0,0,0,
BLR,Andrey Kazak,0,0,0,0,
BLR,Andrey Kazusenok,0,0,0,0,
BLR,Andrey Kovalenko,0,0,0,0,
BLR,Andrey Kravchenko,1,0,1,0,
BLR,Andrey Kvochinsky,0,0,0,0,
BLR,Andrey Likhovitsky,0,0,0,0,
BLR,Andrey Makarov,0,0,0,0,
BLR,Andrey Mamontov,0,0,0,0,
BLR,Andrey Mikhnevich,0,0,0,0,
BLR,Andrey Murashko,0,0,0,0,
BLR,Andrey Pleshkov,0,0,0,0,
BLR,Andrey Radionov,0,0,0,0,
BLR,Andrey Rybakov,2,0,2,0,
BLR,Andrey Semenyuk,0,0,0,0,
BLR,Andrey Stepanchuk,0,0,0,0,
BLR,Andrey Talashko,0,0,0,0,
BLR,Andrey Vasilyev,0,0,0,0,
BLR,Andrey Voronkov,0,0,0,0,
BLR,Anis Ananenko,0,0,0,0,
BLR,Anna (-areshka),0,0,0,0,
BLR,Anna (brel-),0,0,0,0,
BLR,Anna (zinchuk-),0,0,0,0,
BLR,Anna Arkhipenko,0,0,0,0,
BLR,Anna Batyushko,1,0,1,0,
BLR,Anna Bogdanovich,0,0,0,0,
BLR,Anna Drabenya,0,0,0,0,
BLR,Anna Dudenkova,0,0,0,0,
BLR,Anna Glazkova,1,0,1,0,
BLR,Anna Gorchyonok,0,0,0,0,
BLR,Anna Karasyova,0,0,0,0,
BLR,Anna Kozak,0,0,0,0,
BLR,Anna Meysak,0,0,0,0,
BLR,Anna Terlyukevich,0,0,0,0,
BLR,Anton Prilepov,0,0,0,0,
BLR,Anzhelika (-kinet),0,0,0,0,
BLR,Arina Tsitsilina,0,0,0,0,
BLR,Artsiom Machekin,0,0,0,0,
BLR,Artur Litvinchuk,1,1,0,0,
BLR,Artur Meleshkevich,0,0,0,0,
BLR,Artyom Bondarenko,0,0,0,0,
BLR,Artyom Solovey,0,0,0,0,
BLR,Aryna Sabalenka,0,0,0,0,
BLR,Asadulla Lachinov,0,0,0,0,
BLR,Azat Rakipov,0,0,0,0,
BLR,Bato-Munko Vankeyev,0,0,0,0,
BLR,Beybulat Musayev,0,0,0,0,
BLR,Boris Grinkevich,0,0,0,0,
BLR,Bronislav Samoylov,0,0,0,0,
BLR,Daria Kulagina,0,0,0,0,
BLR,Darya Kustova,0,0,0,0,
BLR,Darya Naumava,0,0,0,0,
BLR,Darya Naumova,1,0,1,0,
BLR,Darya Pchelnik,0,0,0,0,
BLR,Darya Pochobut,0,0,0,0,
BLR,Darya Romenskaya,0,0,0,0,
BLR,Darya Skrypnik,0,0,0,0,
BLR,Daryna Pikuleva,0,0,0,0,
BLR,Demyan Turchin,0,0,0,0,
BLR,Denis Garazha,0,0,0,0,
BLR,Denis Migal,0,0,0,0,
BLR,Denis Polyakov,0,0,0,0,
BLR,Denis Savenkov,0,0,0,0,
BLR,Denis Simanovich,0,0,0,0,
BLR,Denis Tabako,0,0,0,0,
BLR,Dina Sazanovets,0,0,0,0,
BLR,Dmitri Markov,0,0,0,0,
BLR,Dmitrij Val'ukevi,0,0,0,0,
BLR,Dmitry Asanov,0,0,0,0,
BLR,Dmitry Baga,0,0,0,0,
BLR,Dmitry Debelka,1,0,0,1,
BLR,Dmitry Dovgalyonok,0,0,0,0,
BLR,Dmitry Goncharuk,0,0,0,0,
BLR,Dmitry Kalinovsky,0,0,0,0,
BLR,Dmitry Kasperovich,0,0,0,0,
BLR,Dmitry Koptur,0,0,0,0,
BLR,Dmitry Lapkes,0,0,0,0,
BLR,Dmitry Melyakh,0,0,0,0,
BLR,Dmitry Miroshnik,0,0,0,0,
BLR,Dmitry Nabokov,0,0,0,0,
BLR,Dmitry Plechistik,0,0,0,0,
BLR,Dmitry Plotnitsky,0,0,0,0,
BLR,Dmitry Polyarush,0,0,0,0,
BLR,Dmitry Savitsky,0,0,0,0,
BLR,Dmitry Shershan,0,0,0,0,
BLR,Dmitry Sivakov,0,0,0,0,
BLR,Dzhavid Gamzatov,1,0,0,1,
BLR,Dzianis Khramiankou,0,0,0,0,
BLR,Dzmitry Asanau,0,0,0,0,
BLR,Dzmitry Dziubin,0,0,0,0,
BLR,Dzmitry Furman,0,0,0,0,
BLR,Dzmitry Minkou,0,0,0,0,
BLR,Dzmitry Nabokau,0,0,0,0,
BLR,Dzmitry Natynchyk,0,0,0,0,
BLR,Eduard Hmlinen,0,0,0,0,
BLR,Eduard Mikhan,0,0,0,0,
BLR,Egor Gerasimov,0,0,0,0,
BLR,Elbek Tozhiyev,0,0,0,0,
BLR,Ellina (kisheyeva-),2,1,0,1,
BLR,Elvira Herman,0,0,0,0,
BLR,Galina Bashlakova,0,0,0,0,
BLR,Galina Malashenko,0,0,0,0,
BLR,Galina Nikandrova,0,0,0,0,
BLR,Gennady Makhveyenya,0,0,0,0,
BLR,Gennady Moroz,0,0,0,0,
BLR,Gennady Oleshchuk,1,0,0,1,
BLR,Gennady Shchekalo,0,0,0,0,
BLR,Georgy Nekhayev,0,0,0,0,
BLR,German Kontoyev,0,0,0,0,
BLR,Glafira Martinovich,1,0,0,1,
BLR,Hanna Haidukevich,0,0,0,0,
BLR,Hanna Malyshchyk,0,0,0,0,
BLR,Hanna Marusava,0,0,0,0,
BLR,Hanna Shcherba-lorgeril,0,0,0,0,
BLR,Hanna Traukova,0,0,0,0,
BLR,Hleb Dudarau,0,0,0,0,
BLR,Ibad Akhmedov,0,0,0,0,
BLR,Ibragim Saidov,1,0,0,1,
BLR,Igor Astapkovich,1,0,0,1,
BLR,Igor Basinsky,3,0,2,1,
BLR,Igor Ivashintsov,0,0,0,0,
BLR,Igor Koleda,0,0,0,0,
BLR,Igor Kozlov,0,0,0,0,
BLR,Igor Kozyr,0,0,0,0,
BLR,Igor Kuzmyonok,0,0,0,0,
BLR,Igor Makarov,1,1,0,0,
BLR,Igor Pashevich,0,0,0,0,
BLR,Igor Petrenko,0,0,0,0,
BLR,Ilona Usovich,0,0,0,0,
BLR,Ilya Aleksiyevich,0,0,0,0,
BLR,Ilya Chergeyko,0,0,0,0,
BLR,Ilya Fedarenka,0,0,0,0,
BLR,Ilya Ivashka,0,0,0,0,
BLR,Ilya Palazkov,0,0,0,0,
BLR,Ilya Shymanovich,0,0,0,0,
BLR,Ina Nikulina,0,0,0,0,
BLR,Inessa (-jansen),0,0,0,0,
BLR,Inga Borodich,0,0,0,0,
BLR,Inna Kapishina,0,0,0,0,
BLR,Inna Nikulina,0,0,0,0,
BLR,Inna Zhukova,1,0,1,0,
BLR,Iosif Chugoshvili,0,0,0,0,
BLR,Irina (-zhuk),0,0,0,0,
BLR,Irina Bazilevskaya,0,0,0,0,
BLR,Irina Ilenkova,1,0,1,0,
BLR,Irina Khlyustova,0,0,0,0,
BLR,Irina Kulesha,1,0,0,1,
BLR,Irina Limanovskaya,0,0,0,0,
BLR,Irina Lis,0,0,0,0,
BLR,Irina Nefedova,0,0,0,0,
BLR,Irina Pomelova,1,0,0,1,
BLR,Irina Shilova,0,0,0,0,
BLR,Irina Stasyuk-chernushenko,0,0,0,0,
BLR,Irina Vaskovskaya,0,0,0,0,
BLR,Irina Yatchenko,1,0,0,1,
BLR,Iryna Kurachkina,1,0,1,0,
BLR,Iryna Zhuk,0,0,0,0,
BLR,Ivan Ivankov,0,0,0,0,
BLR,Ivan Litvinovich,1,1,0,0,
BLR,Ivan Pavlovsky,0,0,0,0,
BLR,Ivan Tikhon,2,0,1,1,
BLR,Ivan Trotsky,0,0,0,0,
BLR,Kamandar Madzhidov,0,0,0,0,
BLR,Karyna Demidik,0,0,0,0,
BLR,Karyna Dziominskaya,0,0,0,0,
BLR,Karyna Kazlouskaya,0,0,0,0,
BLR,Karyna Yarmolenka,0,0,0,0,
BLR,Khavazhi Khatsigov,0,0,0,0,
BLR,Kirill Lemeshkevich,0,0,0,0,
BLR,Kiryl Maskevich,0,0,0,0,
BLR,Konstantin Belevich,0,0,0,0,
BLR,Konstantin Borichevsky,0,0,0,0,
BLR,Konstantin Lukashik,0,0,0,0,
BLR,Konstantin Semyonov,0,0,0,0,
BLR,Konstantin Sivtsov,0,0,0,0,
BLR,Kristina Nadezhdina-markovich,0,0,0,0,
BLR,Krystsina Tsimanouskaya,0,0,0,0,
BLR,Kseniya Priyemko-detsuk,0,0,0,0,
BLR,Kseniya Sankovich,2,0,1,1,
BLR,Kylie Dickson,0,0,0,0,
BLR,Lalita Milshina-yauhleuskaya,1,0,0,1,
BLR,Larisa (ramazanova-),0,0,0,0,
BLR,Larisa Lukyanenko,0,0,0,0,
BLR,Leonid Cherevko,0,0,0,0,
BLR,Leonid Lobachov,0,0,0,0,
BLR,Leonid Svirid,0,0,0,0,
BLR,Leonid Vershinin,0,0,0,0,
BLR,Lidiya (okolo-kulak-),0,0,0,0,
BLR,Lindsey Harding,0,0,0,0,
BLR,Lyubov Cherkashina,1,0,0,1,
BLR,Lyudmila Filimonova,0,0,0,0,
BLR,Lyudmila Gorozhanskaya,0,0,0,0,
BLR,Lyudmila Gubkina,0,0,0,0,
BLR,Lyudmila Vityukova,0,0,0,0,
BLR,Madina Biktagirova,0,0,0,0,
BLR,Magomed Aripgadzhiyev,1,0,1,0,
BLR,Magomed Nurutdinov,0,0,0,0,
BLR,Mahamedkhabib Kadzimahamedau,1,0,1,0,
BLR,Maksim Kunda,0,0,0,0,
BLR,Maksim Lynsha,0,0,0,0,
BLR,Maksim Mirnyi,1,1,0,0,
BLR,Maksim Nedasekau,1,0,0,1,
BLR,Maksim Nesterenko,0,0,0,0,
BLR,Maksim Skavysh,0,0,0,0,
BLR,Margarita Tishkevich-makhneva,1,0,0,1,
BLR,Margarita Turova,0,0,0,0,
BLR,Marharyta Makhneva,1,0,1,0,
BLR,Maria Martynova,0,0,0,0,
BLR,Marina (katovich-),0,0,0,0,
BLR,Marina Domantsevich,0,0,0,0,
BLR,Marina Goncharova,1,0,1,0,
BLR,Marina Kress,0,0,0,0,
BLR,Marina Kuzhmar,0,0,0,0,
BLR,Marina Novik,0,0,0,0,
BLR,Marina Poltoran-litvinchuk,2,0,0,2,
BLR,Marina Shkermankova,1,0,0,1,
BLR,Marina Zarzhitskaya,0,0,0,0,
BLR,Marina Znak,1,0,0,1,
BLR,Mariya Brel,0,0,0,0,
BLR,Mariya Kadobina,0,0,0,0,
BLR,Mariya Kotyak,0,0,0,0,
BLR,Mariya Lazuk,1,0,1,0,
BLR,Mariya Mamoshuk,1,0,1,0,
BLR,Mariya Poplyko,0,0,0,0,
BLR,Mariya Popova,0,0,0,0,
BLR,Mariya Shcherba,0,0,0,0,
BLR,Mariya Smolyachkova,0,0,0,0,
BLR,Mariya Vorona,0,0,0,0,
BLR,Maryna Litvinchuk,1,0,1,0,
BLR,Maryna Slutskaya,0,0,0,0,
BLR,Melitina Stanyuta,0,0,0,0,
BLR,Mikhail Avdeyev,0,0,0,0,
BLR,Mikhail Bernadsky,0,0,0,0,
BLR,Mikhail Dolgolevets,0,0,0,0,
BLR,Mikhail Gordeychuk,0,0,0,0,
BLR,Mikhail Khmelnitsky,0,0,0,0,
BLR,Mikhail Korshuk,0,0,0,0,
BLR,Mikhail Protasevich,0,0,0,0,
BLR,Mikhail Semyonov,1,0,0,1,
BLR,Mikita Borykau,0,0,0,0,
BLR,Mikita Sviryd,0,0,0,0,
BLR,Mikita Tsirkun,0,0,0,0,
BLR,Mikita Tsmyh,0,0,0,0,
BLR,Murad Gaydarov,1,0,0,1,
BLR,Nadezhda Ostapchuk,1,0,0,1,
BLR,Nadezhda Popok-lepeshko,2,0,0,2,
BLR,Nadzeya Makarchanka,0,0,0,0,
BLR,Nadzeya Papok,1,0,1,0,
BLR,Nastassia Karakouskaya,0,0,0,0,
BLR,Nastassia Maslava,0,0,0,0,
BLR,Nastassia Mironchyk-ivanova,0,0,0,0,
BLR,Natalia Baranovskaya-khatziloizou,0,0,0,0,
BLR,Nataliya (-meshkova),0,0,0,0,
BLR,Nataliya (dmitrochenko-),0,0,0,0,
BLR,Nataliya (klimovets-),0,0,0,0,
BLR,Nataliya (vinogradova-),0,0,0,0,
BLR,Nataliya -minashkin),1,0,0,1,
BLR,Nataliya Aleksandrova,0,0,0,0,
BLR,Nataliya Anufriyenko,0,0,0,0,
BLR,Nataliya Bondarenko,0,0,0,0,
BLR,Nataliya Budilo,0,0,0,0,
BLR,Nataliya Dukhnova,0,0,0,0,
BLR,Nataliya Galushko,0,0,0,0,
BLR,Nataliya Gelakh,2,0,0,2,
BLR,Nataliya Karpenkova,0,0,0,0,
BLR,Nataliya Khoronenko-mikhnevich,1,0,1,0,
BLR,Nataliya Koreyvo,0,0,0,0,
BLR,Nataliya Lavrinenko,1,0,0,1,
BLR,Nataliya Leshchik,1,0,1,0,
BLR,Nataliya Marchenko,0,0,0,0,
BLR,Nataliya Naranovich,0,0,0,0,
BLR,Nataliya Sazanovich,2,0,1,1,
BLR,Nataliya Shikolenko,0,0,0,0,
BLR,Nataliya Shimchuk,0,0,0,0,
BLR,Nataliya Sologub,0,0,0,0,
BLR,Nataliya Stasyuk,1,0,0,1,
BLR,Nataliya Trofimova,0,0,0,0,
BLR,Nataliya Volchek,1,0,0,1,
BLR,Nataliya Vyatkina,0,0,0,0,
BLR,Nataliya Zvereva,0,0,0,0,
BLR,Natik Bagirov,0,0,0,0,
BLR,Nelli (-dauksha),0,0,0,0,
BLR,Nikita Tsirkun,0,0,0,0,
BLR,Nikita Tsmyg,0,0,0,0,
BLR,Nikolay Kazak,0,0,0,0,
BLR,Nikolay Novikov,0,0,0,0,
BLR,Nikolay Savin,0,0,0,0,
BLR,Nikolay Sharlap,0,0,0,0,
BLR,Nikolay Shubyonok,0,0,0,0,
BLR,Nikolay Zhukovets,0,0,0,0,
BLR,Nina Savina,0,0,0,0,
BLR,Oksana Demidova,0,0,0,0,
BLR,Oksana Dragun,0,0,0,0,
BLR,Oksana Kovtonovich,0,0,0,0,
BLR,Oksana Menkova,1,1,0,0,
BLR,Oksana Popko,0,0,0,0,
BLR,Oksana Zhdanovich,0,0,0,0,
BLR,Oleg Bondarik,0,0,0,0,
BLR,Oleg Chiritsa,0,0,0,0,
BLR,Oleg Gogol,0,0,0,0,
BLR,Oleg Kechko,0,0,0,0,
