NOC,Sport,Gold_Medals,Silver_Medals,Bronze_Medals,No_Medals,Total_Medals,Country_Event_Participation,Event_Total_Participation,Parti_to_Gold,Parti_to_Silver,Parti_to_Bronze,Parti_to_Medal,Participate_Rate,Weight,Score,Rank
CHI,Athletics,0,2,0,177,2,179,43294,0,0.011173184,0,0.011173184,0.004134522,22200,0.128546853,7
CHI,Basketball,0,0,0,43,0,43,5111,0,0,0,0,0.008413226,0,0.018451013,12
CHI,Beach Volleyball,0,0,0,6,0,6,756,0,0,0,0,0.007936508,0,0.00765231,23
CHI,Boxing,0,1,2,35,3,38,6584,0,0.026315789,0.052631579,0.078947368,0.005771567,11122,0.138948718,6
CHI,Canoe Sprint,0,0,0,7,0,7,756,0,0,0,0,0.009259259,0,0.008984644,21
CHI,Canoeing,0,0,0,2,0,2,6171,0,0,0,0,0.000324097,0,0.000405248,35
CHI,Cycling,0,0,0,88,0,88,10859,0,0,0,0,0.008103877,0,0.034898735,9
CHI,Cycling BMX Freestyle,0,0,0,2,0,2,42,0,0,0,0,0.047619048,0,0.04420945,8
CHI,Cycling BMX Racing,0,0,0,1,0,1,115,0,0,0,0,0.008695652,0,0.008114494,22
CHI,Cycling Mountain Bike,0,0,0,2,0,2,144,0,0,0,0,0.013888889,0,0.013091157,16
CHI,Cycling Road,0,0,0,2,0,2,493,0,0,0,0,0.004056795,0,0.003656174,27
CHI,Diving,0,0,0,4,0,4,3193,0,0,0,0,0.00125274,0,0.001515171,34
CHI,Equestrian,0,0,0,3,0,3,835,0,0,0,0,0.003592814,0,0.003284335,29
CHI,Equestrianism,0,4,0,47,4,51,6344,0,0.078431373,0,0.078431373,0.008039092,44400,0.226322143,4
CHI,Fencing,0,0,0,47,0,47,11558,0,0,0,0,0.004066447,0,0.01867348,11
CHI,Football,0,0,17,58,17,75,7906,0,0,0.226666667,0.226666667,0.009486466,1717,0.475917064,2
CHI,Golf,0,0,0,5,0,5,487,0,0,0,0,0.01026694,0,0.009756436,20
CHI,Gymnastics,0,0,0,12,0,12,26707,0,0,0,0,0.00044932,0,0.004442679,26
CHI,Judo,0,0,0,9,0,9,4876,0,0,0,0,0.001845775,0,0.003556013,28
CHI,Modern Pentathlon,0,0,0,25,0,25,1821,0,0,0,0,0.01372872,0,0.016070483,13
CHI,Rowing,0,0,0,37,0,37,11625,0,0,0,0,0.003182796,0,0.014657138,14
CHI,Sailing,0,0,0,30,0,30,7266,0,0,0,0,0.004128819,0,0.01219135,17
CHI,Shooting,1,1,0,54,2,56,12580,0.017857143,0.017857143,0,0.035714286,0.00445151,1111111100,0.166223438,5
CHI,Skateboarding,0,0,0,1,0,1,168,0,0,0,0,0.005952381,0,0.00546943,25
CHI,Surfing,0,0,0,1,0,1,88,0,0,0,0,0.011363636,0,0.010673965,19
CHI,Swimming,0,0,0,34,0,34,26416,0,0,0,0,0.001287099,0,0.0132458,15
CHI,Table Tennis,0,0,0,35,0,35,2480,0,0,0,0,0.014112903,0,0.018934772,10
CHI,Taekwondo,0,0,0,5,0,5,870,0,0,0,0,0.005747126,0,0.005511685,24
CHI,Tennis,3,1,1,22,5,27,3446,0.111111111,0.037037037,0.037037037,0.185185185,0.007835171,3333311111,0.496399218,1
CHI,Triathlon,0,0,0,9,0,9,822,0,0,0,0,0.010948905,0,0.010764134,18
CHI,Water Polo,0,0,0,8,0,8,4418,0,0,0,0,0.001810774,0,0.003178562,31
CHI,Weightlifting,0,0,0,8,0,8,4256,0,0,0,0,0.001879699,0,0.003209613,30
CHI,Wrestling,0,1,0,3,1,4,7734,0,0.25,0,0.25,0.000517197,11100,0.286903421,3
CHN,3x3 Basketball,0,0,4,12,4,16,128,0,0,0.25,0.25,0.125,44,0.176430505,21
CHN,Archery,1,17,4,104,22,126,2846,0.007936508,0.134920635,0.031746032,0.174603175,0.044272663,1.11E+12,0.147909531,26
CHN,Art Competitions,0,0,0,5,0,5,3578,0,0,0,0,0.001397429,0,0.001598329,54
CHN,Artistic Gymnastics,5,12,7,111,24,135,2297,0.037037037,0.088888889,0.051851852,0.177777778,0.058772312,5.56E+12,0.145038326,28
CHN,Artistic Swimming,11,10,0,0,21,21,257,0.523809524,0.476190476,0,1,0.081712062,1.11E+17,0.369813048,9
CHN,Athletics,11,8,17,539,36,575,43294,0.019130435,0.013913043,0.029565217,0.062608696,0.013281286,1.11E+16,0.265475433,13
CHN,Badminton,35,25,23,76,83,159,1816,0.220125786,0.157232704,0.144654088,0.522012579,0.087555066,3.54E+19,0.436174582,6
CHN,Baseball,0,0,0,24,0,24,894,0,0,0,0,0.026845638,0,0.016948852,46
CHN,Basketball,0,11,12,224,23,247,5111,0,0.044534413,0.048582996,0.093117409,0.048327138,1111111212,0.163504675,24
CHN,Beach Volleyball,0,2,2,22,4,26,756,0,0.076923077,0.076923077,0.153846154,0.034391534,22222,0.076795687,36
CHN,Boxing,6,7,6,45,19,64,6584,0.09375,0.109375,0.09375,0.296875,0.009720535,6666677766,0.147606493,27
CHN,Breaking,0,0,1,2,1,3,33,0,0,0.333333333,0.333333333,0.090909091,11,0.210776615,18
CHN,Canoe Slalom,0,0,0,8,0,8,256,0,0,0,0,0.03125,0,0.016991094,45
CHN,Canoe Sprint,6,3,0,38,9,47,756,0.127659574,0.063829787,0,0.191489362,0.062169312,6666633300,0.109938456,34
CHN,Canoeing,4,0,0,107,4,111,6171,0.036036036,0,0,0.036036036,0.01798736,4444400000,0.05706257,40
CHN,Cycling,2,4,3,87,9,96,10859,0.020833333,0.041666667,0.03125,0.09375,0.008840593,2222244433,0.067882226,37
CHN,Cycling BMX Freestyle,1,0,0,1,1,2,42,0.5,0,0,0.5,0.047619048,1111100000,0.269025904,12
CHN,Cycling Mountain Bike,0,0,0,4,0,4,144,0,0,0,0,0.027777778,0,0.014886772,47
CHN,Cycling Road,0,0,0,5,0,5,493,0,0,0,0,0.010141988,0,0.005214147,52
CHN,Cycling Track,3,0,0,24,3,27,878,0.111111111,0,0,0.111111111,0.030751708,3333300000,0.077328619,35
CHN,Diving,78,29,12,25,119,144,3193,0.541666667,0.201388889,0.083333333,0.826388889,0.045098653,7.88E+19,0.591972681,1
CHN,Equestrian,0,0,0,17,0,17,835,0,0,0,0,0.020359281,0,0.012439529,48
CHN,Equestrianism,0,0,0,11,0,11,6344,0,0,0,0,0.001733922,0,0.003993367,53
CHN,Fencing,8,18,5,244,31,275,11558,0.029090909,0.065454545,0.018181818,0.112727273,0.023793044,8.89E+12,0.180355682,20
CHN,Football,0,15,0,136,15,151,7906,0,0.099337748,0,0.099337748,0.019099418,15151500,0.120825279,31
CHN,Golf,0,0,2,10,2,12,487,0,0,0.166666667,0.166666667,0.024640657,22,0.114826667,33
CHN,Gymnastics,45,34,30,532,109,641,26707,0.070202808,0.053042122,0.046801872,0.170046802,0.024001198,4.55E+19,0.489870622,4
CHN,Handball,0,0,13,68,13,81,4419,0,0,0.160493827,0.160493827,0.018329939,1313,0.155870862,25
CHN,Hockey,0,33,0,99,33,132,6264,0,0.25,0,0.25,0.021072797,33333300,0.228225924,17
CHN,Judo,8,3,12,71,23,94,4876,0.085106383,0.031914894,0.127659574,0.244680851,0.019278097,8.89E+11,0.17200261,22
CHN,Karate,0,1,1,0,2,2,81,0,0.5,0.5,1,0.024691358,11111,0.351262686,10
CHN,Marathon Swimming,0,0,0,2,0,2,89,0,0,0,0,0.02247191,0,0.011892993,49
CHN,Modern Pentathlon,0,1,0,25,1,26,1821,0,0.038461538,0,0.038461538,0.014277869,11100,0.025394557,42
CHN,Rhythmic Gymnastics,5,6,0,35,11,46,848,0.108695652,0.130434783,0,0.239130435,0.054245283,5555566600,0.120744504,32
CHN,Rowing,8,11,25,168,44,212,11625,0.037735849,0.051886792,0.117924528,0.20754717,0.018236559,8.89E+14,0.263024787,14
CHN,Rugby Sevens,0,0,0,27,0,27,928,0,0,0,0,0.029094828,0,0.018629113,44
CHN,Sailing,3,3,2,77,8,85,7266,0.035294118,0.035294118,0.023529412,0.094117647,0.011698321,3333333322,0.062053434,38
CHN,Shooting,34,18,29,219,81,300,12580,0.113333333,0.06,0.096666667,0.27,0.023847377,3.43E+19,0.402878257,7
CHN,Skateboarding,0,0,0,6,0,6,168,0,0,0,0,0.035714286,0,0.019325977,43
CHN,Softball,0,15,0,45,15,60,478,0,0.25,0,0.25,0.125523013,15151500,0.168193255,23
CHN,Sport Climbing,0,2,0,7,2,9,108,0,0.222222222,0,0.222222222,0.083333333,22200,0.122161575,30
CHN,Surfing,0,0,0,1,0,1,88,0,0,0,0,0.011363636,0,0.005653809,51
CHN,Swimming,27,47,46,537,120,657,26416,0.04109589,0.071537291,0.070015221,0.182648402,0.02487129,2.73E+19,0.507139454,3
CHN,Synchronized Swimming,0,20,11,41,31,72,909,0,0.277777778,0.152777778,0.430555556,0.079207921,2020201111,0.242026169,15
CHN,Table Tennis,67,28,9,20,104,124,2480,0.540322581,0.225806452,0.072580645,0.838709677,0.05,6.77E+17,0.556989311,2
CHN,Taekwondo,7,2,4,15,13,28,870,0.25,0.071428571,0.142857143,0.464285714,0.032183908,7777722244,0.20729388,19
CHN,Tennis,3,2,2,62,7,69,3446,0.043478261,0.028985507,0.028985507,0.101449275,0.020023215,3333322222,0.060211554,39
CHN,Trampoline Gymnastics,1,3,1,3,5,8,64,0.125,0.375,0.125,0.625,0.125,1111133311,0.232599943,16
CHN,Trampolining,3,2,6,3,11,14,152,0.214285714,0.142857143,0.428571429,0.785714286,0.092105263,3333322266,0.316396665,11
CHN,Triathlon,0,0,0,13,0,13,822,0,0,0,0,0.015815085,0,0.009448307,50
CHN,indoor.1,34,9,23,85,66,151,4003,0.225165563,0.059602649,0.152317881,0.437086093,0.037721709,3.43E+16,0.382716016,8
CHN,Water Polo,0,0,0,102,0,102,4418,0,0,0,0,0.02308737,0,0.040961631,41
CHN,Weightlifting,46,16,8,37,70,107,4256,0.429906542,0.14953271,0.074766355,0.654205607,0.025140977,4.65E+17,0.436236772,5
CHN,Wrestling,2,6,11,85,19,104,7734,0.019230769,0.057692308,0.105769231,0.182692308,0.013447117,2.22E+11,0.142145894,29
CIV,Archery,0,0,0,2,0,2,2846,0,0,0,0,0.000702741,0,0.003551237,10
CIV,Athletics,0,1,0,115,1,116,43294,0,0.00862069,0,0.00862069,0.002679355,11100,0.388859907,2
CIV,Boxing,0,0,0,8,0,8,6584,0,0,0,0,0.001215067,0,0.008722674,7
CIV,Canoeing,0,0,0,20,0,20,6171,0,0,0,0,0.003240966,0,0.023720814,4
CIV,Fencing,0,0,0,3,0,3,11558,0,0,0,0,0.00025956,0,0.00199322,11
CIV,Football,0,0,0,37,0,37,7906,0,0,0,0,0.00467999,0,0.03918747,3
CIV,Handball,0,0,0,14,0,14,4419,0,0,0,0,0.003168138,0,0.020284818,5
CIV,Judo,0,0,0,13,0,13,4876,0,0,0,0,0.00266612,0,0.017567786,6
CIV,Rowing,0,0,0,1,0,1,11625,0,0,0,0,8.60E-05,0,0,13
CIV,Swimming,0,0,0,9,0,9,26416,0,0,0,0,0.000340703,0,0.007076077,8
CIV,Taekwondo,1,0,3,11,4,15,870,0.066666667,0,0.2,0.266666667,0.017241379,1111100033,0.621976347,1
CIV,Tennis,0,0,0,3,0,3,3446,0,0,0,0,0.000870575,0,0.004707974,9
CIV,Wrestling,0,0,0,2,0,2,7734,0,0,0,0,0.000258598,0,0.001300401,12
CMR,Athletics,2,0,0,98,2,100,43294,0.02,0,0,0.02,0.002309789,2222200000,0.073770579,3
CMR,Boxing,0,1,1,43,2,45,6584,0,0.022222222,0.022222222,0.044444444,0.006834751,11111,0.567072007,1
CMR,Cycling,0,0,0,28,0,28,10859,0,0,0,0,0.002578506,0,0.014986236,6
CMR,Football,18,0,0,49,18,67,7906,0.268656716,0,0,0.268656716,0.008474576,1.82E+14,0.447862576,2
CMR,Judo,0,0,0,25,0,25,4876,0,0,0,0,0.005127153,0,0.019945282,4
CMR,Rowing,0,0,0,2,0,2,11625,0,0,0,0,0.000172043,0,0,11
CMR,Swimming,0,0,0,9,0,9,26416,0,0,0,0,0.000340703,0,0.003482315,10
CMR,Table Tennis,0,0,0,4,0,4,2480,0,0,0,0,0.001612903,0,0.00498497,9
CMR,indoor.1,0,0,0,10,0,10,4003,0,0,0,0,0.002498126,0,0.00877866,8
CMR,Weightlifting,0,0,0,13,0,13,4256,0,0,0,0,0.003054511,0,0.011099641,7
CMR,Wrestling,0,0,0,25,0,25,7734,0,0,0,0,0.00323248,0,0.01517355,5
COD,Athletics,0,0,0,36,0,36,43294,0,0,0,0,0.000831524,0,0.780504115,1
COD,Basketball,0,0,0,12,0,12,5111,0,0,0,0,0.002347877,0,0.365763948,4
COD,Boxing,0,0,0,20,0,20,6584,0,0,0,0,0.003037667,0,0.579441946,2
COD,Cycling,0,0,0,18,0,18,10859,0,0,0,0,0.001657611,0,0.477680522,3
COD,Judo,0,0,0,11,0,11,4876,0,0,0,0,0.002255947,0,0.339339925,5
COD,Swimming,0,0,0,3,0,3,26416,0,0,0,0,0.000113568,0,0.027495922,8
COD,Table Tennis,0,0,0,4,0,4,2480,0,0,0,0,0.001612903,0,0.173138868,7
COD,Taekwondo,0,0,0,2,0,2,870,0,0,0,0,0.002298851,0,0.21783058,6
COK,Athletics,0,0,0,16,0,16,43294,0,0,0,0,0.000369566,0,0.213896227,4
COK,Boxing,0,0,0,3,0,3,6584,0,0,0,0,0.00045565,0,0.023753146,8
COK,Canoe Slalom,0,0,0,2,0,2,256,0,0,0,0,0.0078125,0,0.78677088,1
COK,Canoe Sprint,0,0,0,3,0,3,756,0,0,0,0,0.003968254,0,0.458972641,2
COK,Canoeing,0,0,0,5,0,5,6171,0,0,0,0,0.000810241,0,0.081756387,6
COK,Sailing,0,0,0,5,0,5,7266,0,0,0,0,0.000688137,0,0.070760982,7
COK,Swimming,0,0,0,9,0,9,26416,0,0,0,0,0.000340703,0,0.11838483,5
COK,Weightlifting,0,0,0,8,0,8,4256,0,0,0,0,0.001879699,0,0.226185173,3
COL,Archery,0,0,0,30,0,30,2846,0,0,0,0,0.01054111,0,0.017772384,18
COL,Art Competitions,0,0,0,1,0,1,3578,0,0,0,0,0.000279486,0,0.000211802,35
COL,Artistic Gymnastics,0,1,0,8,1,9,2297,0,0.111111111,0,0.111111111,0.003918154,11100,0.085341946,11
COL,Artistic Swimming,0,0,0,2,0,2,257,0,0,0,0,0.007782101,0,0.008374894,27
COL,Athletics,1,3,1,249,5,254,43294,0.003937008,0.011811024,0.003937008,0.019685039,0.005866864,1111133311,0.263250696,4
COL,Boxing,0,1,4,53,5,58,6584,0,0.017241379,0.068965517,0.086206897,0.008809235,11144,0.232655383,6
COL,Canoe Sprint,0,0,0,1,0,1,756,0,0,0,0,0.001322751,0,0.001352397,34
COL,Cycling,2,1,3,187,6,193,10859,0.010362694,0.005181347,0.015544041,0.031088083,0.017773276,2222211133,0.382781729,3
COL,Cycling BMX Freestyle,0,0,0,1,0,1,42,0,0,0,0,0.023809524,0,0.025357285,16
COL,Cycling BMX Racing,0,1,1,6,2,8,115,0,0.125,0.125,0.25,0.069565217,11111,0.233629352,5
COL,Cycling Mountain Bike,0,0,0,1,0,1,144,0,0,0,0,0.006944444,0,0.007457206,28
COL,Cycling Road,0,0,0,9,0,9,493,0,0,0,0,0.018255578,0,0.019894841,17
COL,Cycling Track,0,0,0,11,0,11,878,0,0,0,0,0.012528474,0,0.014263632,22
COL,Diving,0,0,0,30,0,30,3193,0,0,0,0,0.009395553,0,0.017027539,20
COL,Equestrian,0,0,0,2,0,2,835,0,0,0,0,0.00239521,0,0.002567723,31
COL,Equestrianism,0,0,0,19,0,19,6344,0,0,0,0,0.002994956,0,0.0091565,26
COL,Fencing,0,0,0,64,0,64,11558,0,0,0,0,0.00553729,0,0.030081863,15
COL,Football,0,0,0,139,0,139,7906,0,0,0,0,0.017581584,0,0.065088754,12
COL,Golf,0,0,0,6,0,6,487,0,0,0,0,0.012320329,0,0.013442948,23
COL,Gymnastics,0,0,0,37,0,37,26707,0,0,0,0,0.001385405,0,0.017121243,19
COL,Judo,0,1,1,12,2,14,4876,0,0.071428571,0.071428571,0.142857143,0.002871206,11111,0.151423528,9
COL,Rowing,0,0,0,1,0,1,11625,0,0,0,0,8.60E-05,0,0,36
COL,Rugby Sevens,0,0,0,12,0,12,928,0,0,0,0,0.012931034,0,0.014828013,21
COL,Sailing,0,0,0,7,0,7,7266,0,0,0,0,0.000963391,0,0.003035163,30
COL,Shooting,0,2,0,62,2,64,12580,0,0.03125,0,0.03125,0.00508744,22200,0.108112689,10
COL,Skateboarding,0,0,0,2,0,2,168,0,0,0,0,0.011904762,0,0.012795624,24
COL,Swimming,0,0,0,129,0,129,26416,0,0,0,0,0.004883404,0,0.058555602,13
COL,Synchronized Swimming,0,0,0,2,0,2,909,0,0,0,0,0.00220022,0,0.002359277,32
COL,Table Tennis,0,0,0,3,0,3,2480,0,0,0,0,0.001209677,0,0.00155995,33
COL,Taekwondo,0,0,1,10,1,11,870,0,0,0.090909091,0.090909091,0.012643678,11,0.152713144,8
COL,Tennis,0,0,0,20,0,20,3446,0,0,0,0,0.005803831,0,0.010976713,25
COL,Trampoline Gymnastics,0,0,0,2,0,2,64,0,0,0,0,0.03125,0,0.033064424,14
COL,Triathlon,0,0,0,4,0,4,822,0,0,0,0,0.00486618,0,0.005402884,29
COL,Tug-Of-War,0,1,0,0,1,1,170,0,1,0,1,0.005882353,11100,0.44580868,2
COL,Weightlifting,2,5,2,63,9,72,4256,0.027777778,0.069444444,0.027777778,0.125,0.016917293,2222255522,0.545707983,1
COL,Wrestling,0,0,3,27,3,30,7734,0,0,0.1,0.1,0.003878976,33,0.210446018,7
COM,Athletics,0,0,0,17,0,17,43294,0,0,0,0,0.000392664,0,0.319635203,2
COM,Canoe Slalom,0,0,0,2,0,2,256,0,0,0,0,0.0078125,0,0.699898021,1
COM,Judo,0,0,0,1,0,1,4876,0,0,0,0,0.000205086,0,0,5
COM,Swimming,0,0,0,6,0,6,26416,0,0,0,0,0.000227135,0,0.120325796,3
COM,Weightlifting,0,0,0,1,0,1,4256,0,0,0,0,0.000234962,0,0.003569995,4
CPV,Athletics,0,0,0,13,0,13,43294,0,0,0,0,0.000300273,0,0.058414005,3
CPV,Boxing,0,0,1,4,1,5,6584,0,0,0.2,0.2,0.000759417,11,0.873164622,1
CPV,Fencing,0,0,0,1,0,1,11558,0,0,0,0,8.65E-05,0,0,7
CPV,Judo,0,0,0,3,0,3,4876,0,0,0,0,0.000615258,0,0.020629336,5
CPV,Rhythmic Gymnastics,0,0,0,4,0,4,848,0,0,0,0,0.004716981,0,0.140530658,2
CPV,Swimming,0,0,0,4,0,4,26416,0,0,0,0,0.000151423,0,0.015295655,6
CPV,Taekwondo,0,0,0,1,0,1,870,0,0,0,0,0.001149425,0,0.035718531,4
CRC,Archery,0,0,0,5,0,5,2846,0,0,0,0,0.001756852,0,0.004749557,14
CRC,Artistic Gymnastics,0,0,0,5,0,5,2297,0,0,0,0,0.002176752,0,0.005420616,12
CRC,Athletics,0,0,0,45,0,45,43294,0,0,0,0,0.001039405,0,0.035646856,5
CRC,Beach Volleyball,0,0,0,2,0,2,756,0,0,0,0,0.002645503,0,0.005338666,13
CRC,Boxing,0,0,0,3,0,3,6584,0,0,0,0,0.00045565,0,0.001778834,17
CRC,Canoeing,0,0,0,6,0,6,6171,0,0,0,0,0.00097229,0,0.004507069,15
CRC,Cycling,0,0,0,20,0,20,10859,0,0,0,0,0.00184179,0,0.016070213,7
CRC,Cycling BMX Freestyle,0,0,0,1,0,1,42,0,0,0,0,0.023809524,0,0.048379228,3
CRC,Cycling Road,0,0,0,3,0,3,493,0,0,0,0,0.006085193,0,0.012634421,9
CRC,Diving,0,0,0,2,0,2,3193,0,0,0,0,0.00062637,0,0.001281407,18
CRC,Fencing,0,0,0,2,0,2,11558,0,0,0,0,0.00017304,0,0.000837162,19
CRC,Football,0,0,0,47,0,47,7906,0,0,0,0,0.005944852,0,0.038992309,4
CRC,Judo,0,0,0,18,0,18,4876,0,0,0,0,0.00369155,0,0.015881408,8
CRC,Shooting,0,0,0,25,0,25,12580,0,0,0,0,0.001987281,0,0.020093454,6
CRC,Surfing,0,0,0,4,0,4,88,0,0,0,0,0.045454545,0,0.088875919,2
CRC,Swimming,1,1,2,60,4,64,26416,0.015625,0.015625,0.03125,0.0625,0.002422774,1111111122,0.915202218,1
CRC,Taekwondo,0,0,0,4,0,4,870,0,0,0,0,0.004597701,0,0.009724052,10
CRC,Tennis,0,0,0,1,0,1,3446,0,0,0,0,0.000290192,0,0.000251004,20
CRC,Triathlon,0,0,0,3,0,3,822,0,0,0,0,0.003649635,0,0.00758458,11
CRC,Weightlifting,0,0,0,4,0,4,4256,0,0,0,0,0.00093985,0,0.002994868,16
CRO,Artistic Gymnastics,0,1,0,7,1,8,2297,0,0.125,0,0.125,0.003482804,11100,0.118698506,8
CRO,Athletics,3,1,2,74,6,80,43294,0.0375,0.0125,0.025,0.075,0.001847831,3333311122,0.099423645,9
CRO,Basketball,0,12,0,46,12,58,5111,0,0.206896552,0,0.206896552,0.011348073,12121200,0.251261921,6
CRO,Boxing,0,0,1,10,1,11,6584,0,0,0.090909091,0.090909091,0.001670717,11,0.079089812,13
CRO,Canoe Slalom,0,0,0,3,0,3,256,0,0,0,0,0.01171875,0,0.029996154,19
CRO,Canoe Sprint,0,0,0,4,0,4,756,0,0,0,0,0.005291005,0,0.013784639,21
CRO,Canoeing,0,0,0,26,0,26,6171,0,0,0,0,0.004213256,0,0.020525583,20
CRO,Cycling,0,0,0,8,0,8,10859,0,0,0,0,0.000736716,0,0.005255214,23
CRO,Cycling BMX Freestyle,0,0,0,1,0,1,42,0,0,0,0,0.023809524,0,0.059287752,15
CRO,Cycling Road,0,0,0,1,0,1,493,0,0,0,0,0.002028398,0,0.005123982,24
CRO,Diving,0,0,0,1,0,1,3193,0,0,0,0,0.000313185,0,0.000600697,27
CRO,Equestrianism,0,0,0,2,0,2,6344,0,0,0,0,0.000315259,0,0.000935293,26
CRO,Fencing,0,0,0,1,0,1,11558,0,0,0,0,8.65E-05,0,0,28
CRO,Gymnastics,0,1,0,24,1,25,26707,0,0.04,0,0.04,0.000936084,11100,0.045452343,17
CRO,Handball,31,0,15,57,46,103,4419,0.300970874,0,0.145631068,0.446601942,0.023308441,3.13E+16,0.512430142,2
CRO,Judo,1,0,0,8,1,9,4876,0.111111111,0,0,0.111111111,0.001845775,1111100000,0.087764773,10
CRO,Karate,0,0,0,1,0,1,81,0,0,0,0,0.012345679,0,0.031527216,18
CRO,Rowing,6,7,10,31,23,54,11625,0.111111111,0.12962963,0.185185185,0.425925926,0.004645161,6.67E+11,0.361751951,3
CRO,Sailing,2,2,0,50,4,54,7266,0.037037037,0.037037037,0,0.074074074,0.007431874,2222222200,0.078338493,14
CRO,Shooting,2,0,2,57,4,61,12580,0.032786885,0,0.032786885,0.06557377,0.004848967,2222200022,0.082667015,11
CRO,Swimming,0,1,0,115,1,116,26416,0,0.00862069,0,0.00862069,0.004391278,11100,0.079147596,12
CRO,Table Tennis,0,0,0,47,0,47,2480,0,0,0,0,0.018951613,0,0.056654167,16
CRO,Taekwondo,1,0,5,11,6,17,870,0.058823529,0,0.294117647,0.352941176,0.01954023,1111100055,0.252064185,5
CRO,Tennis,2,3,5,41,10,51,3446,0.039215686,0.058823529,0.098039216,0.196078431,0.014799768,2222233355,0.182088016,7
CRO,indoor.1,0,0,0,11,0,11,4003,0,0,0,0,0.002747939,0,0.009941507,22
CRO,Water Polo,13,38,0,52,51,103,4418,0.126213592,0.368932039,0,0.495145631,0.023313717,1.31E+17,0.574313455,1
CRO,Weightlifting,1,0,1,1,2,3,4256,0.333333333,0,0.333333333,0.666666667,0.000704887,1111100011,0.318864185,4
CRO,Wrestling,0,0,0,7,0,7,7734,0,0,0,0,0.000905094,0,0.004776411,25
CRT,Athletics,0,0,0,10,0,10,43294,0,0,0,0,0.000230979,0,1,1
CRT,Shooting,0,0,0,1,0,1,12580,0,0,0,0,7.95E-05,0,0,2
CUB,Archery,0,0,0,9,0,9,2846,0,0,0,0,0.003162333,0,0.004001584,28
CUB,Art Competitions,0,0,0,3,0,3,3578,0,0,0,0,0.000838457,0,0.000740886,31
CUB,Artistic Gymnastics,0,0,0,1,0,1,2297,0,0,0,0,0.00043535,0,0,33
CUB,Athletics,10,24,27,423,61,484,43294,0.020661157,0.049586777,0.055785124,0.126033058,0.011179378,1.01E+19,0.339941006,4
CUB,Badminton,0,0,0,1,0,1,1816,0,0,0,0,0.000550661,0,0.00014187,32
CUB,Baseball,64,48,0,0,112,112,894,0.571428571,0.428571429,0,1,0.125279642,6.46E+17,0.713679774,1
CUB,Basketball,0,0,12,109,12,121,5111,0,0,0.099173554,0.099173554,0.023674428,1212,0.147602249,8
CUB,Beach Volleyball,0,0,0,18,0,18,756,0,0,0,0,0.023809524,0,0.028442794,19
CUB,Boxing,42,19,19,58,80,138,6584,0.304347826,0.137681159,0.137681159,0.579710145,0.020959903,4.24E+19,0.518119538,2
CUB,Canoe Sprint,2,0,1,10,3,13,756,0.153846154,0,0.076923077,0.230769231,0.017195767,2222200011,0.146991175,9
CUB,Canoeing,0,5,0,47,5,52,6171,0,0.096153846,0,0.096153846,0.008426511,55500,0.096478541,12
CUB,Cycling,0,1,0,69,1,70,10859,0,0.014285714,0,0.014285714,0.006446266,11100,0.025505408,20
CUB,Cycling Road,0,0,0,2,0,2,493,0,0,0,0,0.004056795,0,0.004447896,27
CUB,Diving,0,0,0,36,0,36,3193,0,0,0,0,0.011274663,0,0.016242071,22
CUB,Fencing,6,7,7,160,20,180,11558,0.033333333,0.038888889,0.038888889,0.111111111,0.015573629,6666677777,0.135387263,10
CUB,Football,0,0,0,29,0,29,7906,0,0,0,0,0.0036681,0,0.008617467,25
CUB,Gymnastics,0,0,0,386,0,386,26707,0,0,0,0,0.01445314,0,0.098001867,11
CUB,Handball,0,0,0,27,0,27,4419,0,0,0,0,0.00610998,0,0.009922973,24
CUB,Hockey,0,0,0,16,0,16,6264,0,0,0,0,0.002554278,0,0.004866659,26
CUB,Judo,6,15,16,67,37,104,4876,0.057692308,0.144230769,0.153846154,0.355769231,0.021328958,6.67E+14,0.29969018,5
CUB,Modern Pentathlon,0,0,0,6,0,6,1821,0,0,0,0,0.003294893,0,0.003767028,29
CUB,Rowing,0,0,0,134,0,134,11625,0,0,0,0,0.011526882,0,0.037852649,16
CUB,Sailing,0,2,0,17,2,19,7266,0,0.105263158,0,0.105263158,0.002614919,22200,0.093943762,13
CUB,Shooting,1,1,3,104,5,109,12580,0.009174312,0.009174312,0.027522936,0.04587156,0.008664547,1111111133,0.054634798,15
CUB,Softball,0,0,0,15,0,15,478,0,0,0,0,0.031380753,0,0.037063002,17
CUB,Swimming,0,1,1,57,2,59,26416,0,0.016949153,0.016949153,0.033898305,0.002233495,11111,0.032065914,18
CUB,Synchronized Swimming,0,0,0,2,0,2,909,0,0,0,0,0.00220022,0,0.002185044,30
CUB,Table Tennis,0,0,0,24,0,24,2480,0,0,0,0,0.009677419,0,0.012882559,23
CUB,Taekwondo,1,2,4,9,7,16,870,0.0625,0.125,0.25,0.4375,0.018390805,1111122244,0.267613279,6
CUB,indoor.1,28,0,24,118,52,170,4003,0.164705882,0,0.141176471,0.305882353,0.042468149,2.83E+16,0.342943344,3
CUB,Water Polo,0,0,0,57,0,57,4418,0,0,0,0,0.012901766,0,0.021379126,21
CUB,Weightlifting,2,1,2,67,5,72,4256,0.027777778,0.013888889,0.027777778,0.069444444,0.016917293,2222211122,0.056930787,14
CUB,Wrestling,12,7,11,115,30,145,7734,0.082758621,0.048275862,0.075862069,0.206896552,0.018748384,1.21E+16,0.203545233,7
