Name,NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,Participation Count,Cutoff Year,TOPSIS Score,TOPSIS Rank
Angelina Melnikova,ROC,Artistic Gymnastics,2,1,3,0,3,6,2020,0.182081991,333
Artur Dalaloyan,ROC,Artistic Gymnastics,0,1,7,0,1,8,2020,0.080989474,3247
David Belyavskiy,ROC,Artistic Gymnastics,0,1,7,0,1,8,2020,0.080989474,3247
Denis Abliazin,ROC,Artistic Gymnastics,0,1,6,1,2,8,2020,0.12547527,763
Elena Gerasimova,ROC,Artistic Gymnastics,0,0,5,0,0,5,2020,0.004644761,7393
Liliia Akhaimova,ROC,Artistic Gymnastics,0,1,5,0,1,6,2020,0.080808078,3261
Nikita Nagornyy,ROC,Artistic Gymnastics,2,1,5,0,3,8,2020,0.182155417,329
Viktoriia Listunova,ROC,Artistic Gymnastics,0,1,5,0,1,6,2020,0.080808078,3261
Vladislav Poliashov,ROC,Artistic Gymnastics,0,0,7,0,0,7,2020,0.006951319,7022
Vladislava Urazova,ROC,Artistic Gymnastics,0,1,5,0,1,6,2020,0.080808078,3261
Aleksandra Patskevich,ROC,Artistic Swimming,0,1,0,0,1,1,2020,0.080611276,4224
Alla Shishkina,ROC,Artistic Swimming,0,1,0,0,1,1,2020,0.080611276,4224
Maria Shurochkina,ROC,Artistic Swimming,0,1,0,0,1,1,2020,0.080611276,4224
Marina Goliadkina,ROC,Artistic Swimming,0,1,0,0,1,1,2020,0.080611276,4224
Polina Komar,ROC,Artistic Swimming,0,1,0,0,1,1,2020,0.080611276,4224
Svetlana Kolesnichenko,ROC,Artistic Swimming,0,2,0,0,2,2,2020,0.15737653,556
Svetlana Romashina,ROC,Artistic Swimming,0,2,0,0,2,2,2020,0.15737653,556
Vlada Chigireva,ROC,Artistic Swimming,0,1,0,0,1,1,2020,0.080611276,4224
Anzhelika Sidorova,ROC,Athletics,0,0,0,1,1,1,2020,0.086108042,2712
Darya Klishina,ROC,Athletics,0,0,1,0,0,1,2020,0,22629
Elvira Khasanova,ROC,Athletics,0,0,1,0,0,1,2020,0,22629
Ilya Ivanyuk,ROC,Athletics,0,0,1,0,0,1,2020,0,22629
Ilya Shkurenyov,ROC,Athletics,0,0,1,0,0,1,2020,0,22629
Mariya Lasitskene,ROC,Athletics,0,1,0,0,1,1,2020,0.080611276,4224
Mikhail Akimenko,ROC,Athletics,0,0,1,0,0,1,2020,0,22629
Sergey Shubenkov,ROC,Athletics,0,0,1,0,0,1,2020,0,22629
Valeriy Pronkin,ROC,Athletics,0,0,1,0,0,1,2020,0,22629
Vasiliy Mizinov,ROC,Athletics,0,0,1,0,0,1,2020,0,22629
Evgeniya Kosetskaya,ROC,Badminton,0,0,1,0,0,1,2020,0,22629
Ivan Sozonov,ROC,Badminton,0,0,1,0,0,1,2020,0,22629
Sergey Sirant,ROC,Badminton,0,0,1,0,0,1,2020,0,22629
Vladimir Ivanov,ROC,Badminton,0,0,1,0,0,1,2020,0,22629
Ilya Leshukov,ROC,Beach Volleyball,0,0,1,0,0,1,2020,0,22629
Konstantin Semenov,ROC,Beach Volleyball,0,0,1,0,0,1,2020,0,22629
Nadezda Makroguzova,ROC,Beach Volleyball,0,0,1,0,0,1,2020,0,22629
Oleg Stoyanovskiy,ROC,Beach Volleyball,0,0,0,1,1,1,2020,0.086108042,2712
Svetlana Kholomina,ROC,Beach Volleyball,0,0,1,0,0,1,2020,0,22629
Viacheslav Krasilnikov,ROC,Beach Volleyball,0,0,0,1,1,1,2020,0.086108042,2712
Albert Batyrgaziev,ROC,Boxing,0,1,0,0,1,1,2020,0.080611276,4224
Andrei Zamkovoi,ROC,Boxing,1,0,0,0,1,1,2020,0.079861291,6185
Gabil Mamedov,ROC,Boxing,0,0,1,0,0,1,2020,0,22629
Gleb Bakshi,ROC,Boxing,1,0,0,0,1,1,2020,0.079861291,6185
Imam Khataev,ROC,Boxing,1,0,0,0,1,1,2020,0.079861291,6185
Ivan Veriasov,ROC,Boxing,0,0,1,0,0,1,2020,0,22629
Liudmila Vorontsova,ROC,Boxing,0,0,1,0,0,1,2020,0,22629
Muslim Gadzhimagomedov,ROC,Boxing,0,0,0,1,1,1,2020,0.086108042,2712
Saadat Dalgatova,ROC,Boxing,0,0,1,0,0,1,2020,0,22629
Svetlana Soluianova,ROC,Boxing,0,0,1,0,0,1,2020,0,22629
Zenfira Magomedalieva,ROC,Boxing,1,0,0,0,1,1,2020,0.079861291,6185
Alsu Minazova,ROC,Canoe Slalom,0,0,2,0,0,2,2020,0.001165157,11953
Pavel Eigel,ROC,Canoe Slalom,0,0,2,0,0,2,2020,0.001165157,11953
Aleksandr Sergeev,ROC,Canoe Sprint,0,0,1,0,0,1,2020,0,22629
Anastasiia Dolgova,ROC,Canoe Sprint,0,0,1,0,0,1,2020,0,22629
Artem Kuzakhmetov,ROC,Canoe Sprint,0,0,1,0,0,1,2020,0,22629
Evgenii Lukantsov,ROC,Canoe Sprint,0,0,1,0,0,1,2020,0,22629
Irina Andreeva,ROC,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953
Kira Stepanova,ROC,Canoe Sprint,0,0,3,0,0,3,2020,0.002327667,8721
Maxim Spesivtsev,ROC,Canoe Sprint,0,0,3,0,0,3,2020,0.002327667,8721
Natalia Podolskaia,ROC,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953
Oleg Gusev,ROC,Canoe Sprint,0,0,1,0,0,1,2020,0,22629
Olesia Romasenko,ROC,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953
Roman Anoshkin,ROC,Canoe Sprint,0,0,3,0,0,3,2020,0.002327667,8721
Svetlana Chernigovskaya,ROC,Canoe Sprint,0,0,3,0,0,3,2020,0.002327667,8721
Varvara Baranova,ROC,Canoe Sprint,0,0,1,0,0,1,2020,0,22629
Viktor Melantev,ROC,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953
Vladislav Chebotar,ROC,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953
Elizaveta Posadskikh,ROC,Cycling BMX Freestyle,0,0,1,0,0,1,2020,0,22629
Irek Rizaev,ROC,Cycling BMX Freestyle,0,0,1,0,0,1,2020,0,22629
Evgeny Kleshchenko,ROC,Cycling BMX Racing,0,0,1,0,0,1,2020,0,22629
Natalia Afremova,ROC,Cycling BMX Racing,0,0,1,0,0,1,2020,0,22629
Natalia Suvorova,ROC,Cycling BMX Racing,0,0,1,0,0,1,2020,0,22629
Anton Sintsov,ROC,Cycling Mountain Bike,0,0,1,0,0,1,2020,0,22629
Viktoria Kirsanova,ROC,Cycling Mountain Bike,0,0,1,0,0,1,2020,0,22629
Aleksandr Vlasov,ROC,Cycling Road,0,0,2,0,0,2,2020,0.001165157,11953
Ilnur Zakarin,ROC,Cycling Road,0,0,1,0,0,1,2020,0,22629
Pavel Sivakov,ROC,Cycling Road,0,0,1,0,0,1,2020,0,22629
Tamara Dronova,ROC,Cycling Road,0,0,1,0,0,1,2020,0,22629
Aleksandr Dubchenko,ROC,Cycling Track,0,0,1,0,0,1,2020,0,22629
Anastasiia Voinova,ROC,Cycling Track,1,0,2,0,1,3,2020,0.079894383,4975
Daria Shmeleva,ROC,Cycling Track,1,0,2,0,1,3,2020,0.079894383,4975
Denis Dmitriev,ROC,Cycling Track,0,0,3,0,0,3,2020,0.002327667,8721
Diana Klimova,ROC,Cycling Track,0,0,1,0,0,1,2020,0,22629
Gulnaz Khatuntseva,ROC,Cycling Track,1,0,1,0,1,2,2020,0.079870749,5334
Ivan Gladyshev,ROC,Cycling Track,0,0,3,0,0,3,2020,0.002327667,8721
Mariia Novolodskaia,ROC,Cycling Track,1,0,1,0,1,2,2020,0.079870749,5334
Nataliia Antonova,ROC,Cycling Track,1,0,0,0,1,1,2020,0.079861291,6185
Pavel Yakushevskiy,ROC,Cycling Track,0,0,3,0,0,3,2020,0.002327667,8721
Aleksandr Bondar,ROC,Diving,1,0,1,0,1,2,2020,0.079870749,5334
Anna Konanykhina,ROC,Diving,0,0,1,0,0,1,2020,0,22629
Evgenii Kuznetsov,ROC,Diving,0,0,2,0,0,2,2020,0.001165157,11953
Mariia Poliakova,ROC,Diving,0,0,1,0,0,1,2020,0,22629
Nikita Shleikher,ROC,Diving,0,0,2,0,0,2,2020,0.001165157,11953
Viktor Minibaev,ROC,Diving,1,0,1,0,1,2,2020,0.079870749,5334
Aleksandra Maksakova,ROC,Equestrian,0,0,2,0,0,2,2020,0.001165157,11953
Andrey Mitin,ROC,Equestrian,0,0,1,0,0,1,2020,0,22629
Inessa Merkulova,ROC,Equestrian,0,0,2,0,0,2,2020,0.001165157,11953
Maria Shuvalova,ROC,Equestrian,0,0,2,0,0,2,2020,0.001165157,11953
Mikhail Nastenko,ROC,Equestrian,0,0,1,0,0,1,2020,0,22629
Tatyana Kosterina,ROC,Equestrian,0,0,2,0,0,2,2020,0.001165157,11953
Adelina Zagidullina,ROC,Fencing,0,1,1,0,1,2,2020,0.08062117,3590
Aizanat Murtazaeva,ROC,Fencing,0,0,2,0,0,2,2020,0.001165157,11953
Anton Borodachev,ROC,Fencing,0,0,1,1,1,2,2020,0.08611725,1957
Dmitriy Danilenko,ROC,Fencing,0,0,1,0,0,1,2020,0,22629
Inna Deriglazova,ROC,Fencing,0,1,0,1,2,2,2020,0.125233651,941
Kamil Ibragimov,ROC,Fencing,0,0,2,0,0,2,2020,0.001165157,11953
Kirill Borodachev,ROC,Fencing,0,0,1,1,1,2,2020,0.08611725,1957
Konstantin Lokhanov,ROC,Fencing,0,0,2,0,0,2,2020,0.001165157,11953
Larisa Korobeynikova,ROC,Fencing,1,1,0,0,2,2,2020,0.120052988,1338
Marta Martyanova,ROC,Fencing,0,1,0,0,1,1,2020,0.080611276,4224
Nikita Glazkov,ROC,Fencing,0,0,0,1,1,1,2020,0.086108042,2712
Olga Nikitina,ROC,Fencing,0,1,1,0,1,2,2020,0.08062117,3590
Pavel Sukhov,ROC,Fencing,0,0,1,1,1,2,2020,0.08611725,1957
Sergey Bida,ROC,Fencing,0,0,1,1,1,2,2020,0.08611725,1957
Sergey Khodos,ROC,Fencing,0,0,1,1,1,2,2020,0.08611725,1957
Sofia Pozdniakova,ROC,Fencing,0,2,0,0,2,2,2020,0.15737653,556
Sofya Velikaya,ROC,Fencing,0,1,0,1,2,2,2020,0.125233651,941
Svetlana Sheveleva,ROC,Fencing,0,1,0,0,1,1,2020,0.080611276,4224
Timur Safin,ROC,Fencing,0,0,0,1,1,1,2020,0.086108042,2712
Veniamin Reshetnikov,ROC,Fencing,0,0,2,0,0,2,2020,0.001165157,11953
Violetta Khrapina,ROC,Fencing,0,0,1,0,0,1,2020,0,22629
Violetta Kolobova,ROC,Fencing,0,0,2,0,0,2,2020,0.001165157,11953
Vladislav Mylnikov,ROC,Fencing,0,0,1,1,1,2,2020,0.08611725,1957
Yulia Lichagina,ROC,Fencing,0,0,2,0,0,2,2020,0.001165157,11953
Anna Sedoykina,ROC,Handball,0,0,0,1,1,1,2020,0.086108042,2712
Anna Sen,ROC,Handball,0,0,0,1,1,1,2020,0.086108042,2712
Anna Vyakhireva,ROC,Handball,0,0,0,1,1,1,2020,0.086108042,2712
Antonina Skorobogatchenko,ROC,Handball,0,0,0,1,1,1,2020,0.086108042,2712
Daria Dmitrieva,ROC,Handball,0,0,0,1,1,1,2020,0.086108042,2712
Ekaterina Ilina,ROC,Handball,0,0,0,1,1,1,2020,0.086108042,2712
Elena Mikhaylichenko,ROC,Handball,0,0,0,1,1,1,2020,0.086108042,2712
Iuliia Managarova,ROC,Handball,0,0,0,1,1,1,2020,0.086108042,2712
Kseniia Makeeva,ROC,Handball,0,0,0,1,1,1,2020,0.086108042,2712
Olga Fomina,ROC,Handball,0,0,0,1,1,1,2020,0.086108042,2712
Polina Gorshkova,ROC,Handball,0,0,0,1,1,1,2020,0.086108042,2712
Polina Kuznetsova,ROC,Handball,0,0,0,1,1,1,2020,0.086108042,2712
Polina Vedekhina,ROC,Handball,0,0,0,1,1,1,2020,0.086108042,2712
Viktoriia Kalinina,ROC,Handball,0,0,0,1,1,1,2020,0.086108042,2712
Vladlena Bobrovnikova,ROC,Handball,0,0,0,1,1,1,2020,0.086108042,2712
Alan Khubetsov,ROC,Judo,0,0,2,0,0,2,2020,0.001165157,11953
Aleksandra Babintseva,ROC,Judo,0,0,2,0,0,2,2020,0.001165157,11953
Daria Davydova,ROC,Judo,0,0,2,0,0,2,2020,0.001165157,11953
Daria Mezhetskaia,ROC,Judo,0,0,2,0,0,2,2020,0.001165157,11953
Irina Dolgova,ROC,Judo,0,0,1,0,0,1,2020,0,22629
Madina Taimazova,ROC,Judo,1,0,1,0,1,2,2020,0.079870749,5334
Mikhail Igolnikov,ROC,Judo,0,0,2,0,0,2,2020,0.001165157,11953
Musa Mogushkov,ROC,Judo,0,0,2,0,0,2,2020,0.001165157,11953
Natalia Kuziutina,ROC,Judo,0,0,2,0,0,2,2020,0.001165157,11953
Niiaz Iliasov,ROC,Judo,1,0,1,0,1,2,2020,0.079870749,5334
Robert Mshvidobadze,ROC,Judo,0,0,1,0,0,1,2020,0,22629
Tamerlan Bashaev,ROC,Judo,1,0,1,0,1,2,2020,0.079870749,5334
Yakub Shamilov,ROC,Judo,0,0,2,0,0,2,2020,0.001165157,11953
Anastasiia Kirpichnikova,ROC,Marathon Swimming,0,0,1,0,0,1,2020,0,22629
Kirill Abrosimov,ROC,Marathon Swimming,0,0,1,0,0,1,2020,0,22629
Alexander Lifanov,ROC,Modern Pentathlon,0,0,1,0,0,1,2020,0,22629
Gulnaz Gubaydullina,ROC,Modern Pentathlon,0,0,1,0,0,1,2020,0,22629
Uliana Batashova,ROC,Modern Pentathlon,0,0,1,0,0,1,2020,0,22629
Alisa Tishchenko,ROC,Rhythmic Gymnastics,0,0,0,1,1,1,2020,0.086108042,2712
Anastasia Bliznyuk,ROC,Rhythmic Gymnastics,0,0,0,1,1,1,2020,0.086108042,2712
Anastasiia Maksimova,ROC,Rhythmic Gymnastics,0,0,0,1,1,1,2020,0.086108042,2712
Anastasiia Tatareva,ROC,Rhythmic Gymnastics,0,0,0,1,1,1,2020,0.086108042,2712
Angelina Shkatova,ROC,Rhythmic Gymnastics,0,0,0,1,1,1,2020,0.086108042,2712
Arina Averina,ROC,Rhythmic Gymnastics,0,0,1,0,0,1,2020,0,22629
Dina Averina,ROC,Rhythmic Gymnastics,0,0,0,1,1,1,2020,0.086108042,2712
Alexander Vyazovkin,ROC,Rowing,0,0,1,0,0,1,2020,0,22629
Anastasia Lebedeva,ROC,Rowing,0,0,1,0,0,1,2020,0,22629
Andrey Potapkin,ROC,Rowing,0,0,1,0,0,1,2020,0,22629
Ekaterina Kurochkina,ROC,Rowing,0,0,1,0,0,1,2020,0,22629
Ekaterina Pitirimova,ROC,Rowing,0,0,1,0,0,1,2020,0,22629
Elena Oriabinskaia,ROC,Rowing,0,0,0,1,1,1,2020,0.086108042,2712
Hanna Prakatsen,ROC,Rowing,0,0,0,1,1,1,2020,0.086108042,2712
Ilya Kondratev,ROC,Rowing,0,0,1,0,0,1,2020,0,22629
Maria Botalova,ROC,Rowing,0,0,1,0,0,1,2020,0,22629
Vasilisa Stepanova,ROC,Rowing,0,0,0,1,1,1,2020,0.086108042,2712
Alena Tiron,ROC,Rugby Sevens,0,0,1,0,0,1,2020,0,22629
Alina Arterchuk,ROC,Rugby Sevens,0,0,1,0,0,1,2020,0,22629
Anna Baranchuk,ROC,Rugby Sevens,0,0,1,0,0,1,2020,0,22629
Baizat Khamidova,ROC,Rugby Sevens,0,0,1,0,0,1,2020,0,22629
Daria Lushina,ROC,Rugby Sevens,0,0,1,0,0,1,2020,0,22629
Daria Noritsina,ROC,Rugby Sevens,0,0,1,0,0,1,2020,0,22629
Daria Shestakova,ROC,Rugby Sevens,0,0,1,0,0,1,2020,0,22629
Elena Zdrokova,ROC,Rugby Sevens,0,0,1,0,0,1,2020,0,22629
Iana Danilova,ROC,Rugby Sevens,0,0,1,0,0,1,2020,0,22629
Kristina Seredina,ROC,Rugby Sevens,0,0,1,0,0,1,2020,0,22629
Marina Kukina,ROC,Rugby Sevens,0,0,1,0,0,1,2020,0,22629
Nadezhda Sozonova,ROC,Rugby Sevens,0,0,1,0,0,1,2020,0,22629
Aleksandr Askerov,ROC,Sailing,0,0,1,0,0,1,2020,0,22629
Anna Khvorikova,ROC,Sailing,0,0,1,0,0,1,2020,0,22629
Denis Gribanov,ROC,Sailing,0,0,1,0,0,1,2020,0,22629
Ekaterina Zyuzina,ROC,Sailing,0,0,1,0,0,1,2020,0,22629
Pavel Sozykin,ROC,Sailing,0,0,1,0,0,1,2020,0,22629
Sergei Komissarov,ROC,Sailing,0,0,1,0,0,1,2020,0,22629
Alexey Alipov,ROC,Shooting,0,0,2,0,0,2,2020,0.001165157,11953
Anastasiia Galashina,ROC,Shooting,0,0,1,1,1,2,2020,0.08611725,1957
Anton Aristarkhov,ROC,Shooting,0,0,1,0,0,1,2020,0,22629
Artem Chernousov,ROC,Shooting,0,0,1,1,1,2,2020,0.08611725,1957
Daria Semianova,ROC,Shooting,0,0,2,0,0,2,2020,0.001165157,11953
Ekaterina Subbotina,ROC,Shooting,0,0,2,0,0,2,2020,0.001165157,11953
Leonid Ekimov,ROC,Shooting,0,0,1,0,0,1,2020,0,22629
Margarita Chernousova,ROC,Shooting,0,0,3,0,0,3,2020,0.002327667,8721
Maxim Kabatskiy,ROC,Shooting,0,0,1,0,0,1,2020,0,22629
Natalia Vinogradova,ROC,Shooting,0,0,1,0,0,1,2020,0,22629
Sergey Kamenskiy,ROC,Shooting,1,0,1,1,2,3,2020,0.122834194,1105
Vadim Mukhametyanov,ROC,Shooting,0,0,1,0,0,1,2020,0,22629
Vitalina Batsarashkina,ROC,Shooting,0,2,0,1,3,3,2020,0.190293252,273
Vladimir Maslennikov,ROC,Shooting,0,0,2,0,0,2,2020,0.001165157,11953
Yulia Karimova,ROC,Shooting,2,0,1,0,2,3,2020,0.151967978,675
Yulia Zykova,ROC,Shooting,0,0,0,1,1,1,2020,0.086108042,2712
Zilia Batyrshina,ROC,Shooting,0,0,1,0,0,1,2020,0,22629
Aleksey Rubtsov,ROC,Sport Climbing,0,0,1,0,0,1,2020,0,22629
Iuliia Kaplina,ROC,Sport Climbing,0,0,1,0,0,1,2020,0,22629
Viktoriia Meshkova,ROC,Sport Climbing,0,0,1,0,0,1,2020,0,22629
Aleksandr Egorov,ROC,Swimming,0,0,3,0,0,3,2020,0.002327667,8721
Aleksandr Krasnykh,ROC,Swimming,0,0,0,1,1,1,2020,0.086108042,2712
Aleksandr Kudashev,ROC,Swimming,0,0,1,0,0,1,2020,0,22629
Aleksandr Shchegolev,ROC,Swimming,0,0,1,0,0,1,2020,0,22629
Anastasia Guzhenkova,ROC,Swimming,0,0,1,0,0,1,2020,0,22629
Anastasiia Fesikova,ROC,Swimming,0,0,2,0,0,2,2020,0.001165157,11953
Anastasiia Kirpichnikova,ROC,Swimming,0,0,3,0,0,3,2020,0.002327667,8721
Andrei Minakov,ROC,Swimming,0,0,4,0,0,4,2020,0.003487533,7794
Andrey Zhilkin,ROC,Swimming,0,0,1,0,0,1,2020,0,22629
Anna Egorova,ROC,Swimming,0,0,3,0,0,3,2020,0.002327667,8721
Anton Chupkov,ROC,Swimming,0,0,3,0,0,3,2020,0.002327667,8721
Arina Surkova,ROC,Swimming,0,0,5,0,0,5,2020,0.004644761,7393
Elizaveta Klevanovich,ROC,Swimming,0,0,1,0,0,1,2020,0,22629
Evgeniia Chikunova,ROC,Swimming,0,0,3,0,0,3,2020,0.002327667,8721
Evgeny Rylov,ROC,Swimming,0,2,2,1,3,5,2020,0.190338119,248
Grigory Tarasevich,ROC,Swimming,0,0,3,0,0,3,2020,0.002327667,8721
Ilia Borodin,ROC,Swimming,0,0,2,0,0,2,2020,0.001165157,11953
Ivan Girev,ROC,Swimming,0,0,1,1,1,2,2020,0.08611725,1957
K Ustinova,ROC,Swimming,0,0,1,0,0,1,2020,0,22629
Kirill Martynychev,ROC,Swimming,0,0,1,0,0,1,2020,0,22629
Kirill Prigoda,ROC,Swimming,0,0,4,0,0,4,2020,0.003487533,7794
Kliment Kolesnikov,ROC,Swimming,1,0,3,1,2,5,2020,0.122894564,1042
Mariia Kameneva,ROC,Swimming,0,0,5,0,0,5,2020,0.004644761,7393
Martin Malyutin,ROC,Swimming,0,0,2,1,1,3,2020,0.086139666,1640
Maxim Stupin,ROC,Swimming,0,0,2,0,0,2,2020,0.001165157,11953
Mikhail Dovgalyuk,ROC,Swimming,0,0,0,1,1,1,2020,0.086108042,2712
Mikhail Vekovishchev,ROC,Swimming,0,0,2,1,1,3,2020,0.086139666,1640
S Ustinova,ROC,Swimming,0,0,1,0,0,1,2020,0,22629
Svetlana Chimrova,ROC,Swimming,0,0,4,0,0,4,2020,0.003487533,7794
Valeriia Salamatina,ROC,Swimming,0,0,2,0,0,2,2020,0.001165157,11953
Veronika Andrusenko,ROC,Swimming,0,0,3,0,0,3,2020,0.002327667,8721
Vladimir Morozov,ROC,Swimming,0,0,2,0,0,2,2020,0.001165157,11953
Vladislav Grinev,ROC,Swimming,0,0,2,0,0,2,2020,0.001165157,11953
Yuliya Efimova,ROC,Swimming,0,0,2,0,0,2,2020,0.001165157,11953
Kirill Skachkov,ROC,Table Tennis,0,0,1,0,0,1,2020,0,22629
Polina Mikhailova,ROC,Table Tennis,0,0,1,0,0,1,2020,0,22629
Yana Noskova,ROC,Table Tennis,0,0,1,0,0,1,2020,0,22629
Maksim Khramtcov,ROC,Taekwondo,0,1,0,0,1,1,2020,0.080611276,4224
Mikhail Artamonov,ROC,Taekwondo,1,0,0,0,1,1,2020,0.079861291,6185
Tatiana Minina,ROC,Taekwondo,0,0,0,1,1,1,2020,0.086108042,2712
Vladislav Larin,ROC,Taekwondo,0,1,0,0,1,1,2020,0.080611276,4224
Anastasia Pavlyuchenkova,ROC,Tennis,0,1,1,0,1,2,2020,0.08062117,3590
Andrey Rublev,ROC,Tennis,0,1,2,0,1,3,2020,0.080645817,3389
Aslan Karatsev,ROC,Tennis,0,0,2,1,1,3,2020,0.086139666,1640
Daniil Medvedev,ROC,Tennis,0,0,2,0,0,2,2020,0.001165157,11953
Ekaterina Aleksandrova,ROC,Tennis,0,0,1,0,0,1,2020,0,22629
Elena Vesnina,ROC,Tennis,0,0,2,1,1,3,2020,0.086139666,1640
Karen Khachanov,ROC,Tennis,0,0,1,1,1,2,2020,0.08611725,1957
Veronika Kudermetova,ROC,Tennis,0,0,2,0,0,2,2020,0.001165157,11953
Andrey Yudin,ROC,Trampoline Gymnastics,0,0,1,0,0,1,2020,0,22629
Iana Lebedeva,ROC,Trampoline Gymnastics,0,0,1,0,0,1,2020,0,22629
Susana Kochesok,ROC,Trampoline Gymnastics,0,0,1,0,0,1,2020,0,22629
Alexandra Razarenova,ROC,Triathlon,0,0,2,0,0,2,2020,0.001165157,11953
Anastasia Gorbunova,ROC,Triathlon,0,0,2,0,0,2,2020,0.001165157,11953
Dmitry Polyanskiy,ROC,Triathlon,0,0,2,0,0,2,2020,0.001165157,11953
Igor Polyanskiy,ROC,Triathlon,0,0,2,0,0,2,2020,0.001165157,11953
Anna Lazareva,ROC,Volleyball,0,0,1,0,0,1,2020,0,22629
Anna Podkopaeva,ROC,Volleyball,0,0,1,0,0,1,2020,0,22629
Arina Fedorovtseva,ROC,Volleyball,0,0,1,0,0,1,2020,0,22629
Artem Volvich,ROC,Volleyball,0,0,0,1,1,1,2020,0.086108042,2712
Daria Pilipenko,ROC,Volleyball,0,0,1,0,0,1,2020,0,22629
Denis Bogdan,ROC,Volleyball,0,0,0,1,1,1,2020,0.086108042,2712
Dmitry Volkov,ROC,Volleyball,0,0,0,1,1,1,2020,0.086108042,2712
Egor Kliuka,ROC,Volleyball,0,0,0,1,1,1,2020,0.086108042,2712
Ekaterina Enina,ROC,Volleyball,0,0,1,0,0,1,2020,0,22629
Evgeniya Startseva,ROC,Volleyball,0,0,1,0,0,1,2020,0,22629
Igor Kobzar,ROC,Volleyball,0,0,0,1,1,1,2020,0.086108042,2712
Ilyas Kurkaev,ROC,Volleyball,0,0,0,1,1,1,2020,0.086108042,2712
Irina Fetisova,ROC,Volleyball,0,0,1,0,0,1,2020,0,22629
Irina Koroleva,ROC,Volleyball,0,0,1,0,0,1,2020,0,22629
Irina Voronkova,ROC,Volleyball,0,0,1,0,0,1,2020,0,22629
Ivan Iakovlev,ROC,Volleyball,0,0,0,1,1,1,2020,0.086108042,2712
Kseniia Smirnova,ROC,Volleyball,0,0,1,0,0,1,2020,0,22629
Maxim Mikhaylov,ROC,Volleyball,0,0,0,1,1,1,2020,0.086108042,2712
Nataliya Goncharova,ROC,Volleyball,0,0,1,0,0,1,2020,0,22629
Pavel Pankov,ROC,Volleyball,0,0,0,1,1,1,2020,0.086108042,2712
Polina Matveeva,ROC,Volleyball,0,0,1,0,0,1,2020,0,22629
Valentin Golubev,ROC,Volleyball,0,0,0,1,1,1,2020,0.086108042,2712
Victor Poletaev,ROC,Volleyball,0,0,0,1,1,1,2020,0.086108042,2712
Yaroslav Podlesnykh,ROC,Volleyball,0,0,0,1,1,1,2020,0.086108042,2712
Alena Serzhantova,ROC,Water Polo,0,0,1,0,0,1,2020,0,22629
Anastasia Fedotova,ROC,Water Polo,0,0,1,0,0,1,2020,0,22629
Anastasia Simanovich,ROC,Water Polo,0,0,1,0,0,1,2020,0,22629
Anna Karnaukh,ROC,Water Polo,0,0,1,0,0,1,2020,0,22629
Anna Timofeeva,ROC,Water Polo,0,0,1,0,0,1,2020,0,22629
Ekaterina Prokofyeva,ROC,Water Polo,0,0,1,0,0,1,2020,0,22629
Elvina Karimova,ROC,Water Polo,0,0,1,0,0,1,2020,0,22629
Evgeniia Golovina,ROC,Water Polo,0,0,1,0,0,1,2020,0,22629
Evgeniya Ivanova,ROC,Water Polo,0,0,1,0,0,1,2020,0,22629
Maria Bersneva,ROC,Water Polo,0,0,1,0,0,1,2020,0,22629
Nadezhda Glyzina,ROC,Water Polo,0,0,1,0,0,1,2020,0,22629
Veronika Vakhitova,ROC,Water Polo,0,0,1,0,0,1,2020,0,22629
Ivanovna Sobol,ROC,Weightlifting,0,0,1,0,0,1,2020,0,22629
Timur Naniev,ROC,Weightlifting,0,0,1,0,0,1,2020,0,22629
Abdulrashid Sadulaev,ROC,Wrestling,0,1,0,0,1,1,2020,0.080611276,4224
Aleksandr Chekhirkin,ROC,Wrestling,0,0,1,0,0,1,2020,0,22629
Artem Surkov,ROC,Wrestling,0,0,1,0,0,1,2020,0,22629
Artur Naifonov,ROC,Wrestling,1,0,0,0,1,1,2020,0.079861291,6185
Gadzhimurad Rashidov,ROC,Wrestling,1,0,0,0,1,1,2020,0.079861291,6185
Khanum Velieva,ROC,Wrestling,0,0,1,0,0,1,2020,0,22629
Liubov Ovcharova,ROC,Wrestling,0,0,1,0,0,1,2020,0,22629
Musa Evloev,ROC,Wrestling,0,1,0,0,1,1,2020,0.080611276,4224
Natalia Vorobieva,ROC,Wrestling,0,0,1,0,0,1,2020,0,22629
Olga Khoroshavtseva,ROC,Wrestling,0,0,1,0,0,1,2020,0,22629
Sergei Kozyrev,ROC,Wrestling,0,0,1,0,0,1,2020,0,22629
Sergei Semenov,ROC,Wrestling,1,0,0,0,1,1,2020,0.079861291,6185
Sergey Emelin,ROC,Wrestling,1,0,0,0,1,1,2020,0.079861291,6185
Stalvira Orshush,ROC,Wrestling,0,0,1,0,0,1,2020,0,22629
Valeria Koblova,ROC,Wrestling,0,0,1,0,0,1,2020,0,22629
Zaurbek Sidakov,ROC,Wrestling,0,1,0,0,1,1,2020,0.080611276,4224
