NOC,Sport,Gold_Medals,Silver_Medals,Bronze_Medals,No_Medals,Total_Medals,Country_Event_Participation,Event_Total_Participation,Parti_to_Gold,Parti_to_Silver,Parti_to_Bronze,Parti_to_Medal,Participate_Rate,Weight
COL,Cycling BMX Freestyle,0,0,0,1,0,1,42,0,0,0,0,0.023809524,0
COL,Cycling BMX Racing,0,1,1,6,2,8,115,0,0.125,0.125,0.25,0.069565217,11111
COL,Cycling Mountain Bike,0,0,0,1,0,1,144,0,0,0,0,0.006944444,0
COL,Cycling Road,0,0,0,9,0,9,493,0,0,0,0,0.018255578,0
COL,Cycling Track,0,0,0,11,0,11,878,0,0,0,0,0.012528474,0
COL,Diving,0,0,0,30,0,30,3193,0,0,0,0,0.009395553,0
COL,Equestrian,0,0,0,2,0,2,835,0,0,0,0,0.00239521,0
COL,Equestrianism,0,0,0,19,0,19,6344,0,0,0,0,0.002994956,0
COL,Fencing,0,0,0,64,0,64,11558,0,0,0,0,0.00553729,0
COL,Football,0,0,0,139,0,139,7906,0,0,0,0,0.017581584,0
COL,Golf,0,0,0,6,0,6,487,0,0,0,0,0.012320329,0
COL,Gymnastics,0,0,0,37,0,37,26707,0,0,0,0,0.001385405,0
COL,Judo,0,1,1,12,2,14,4876,0,0.071428571,0.071428571,0.142857143,0.002871206,11111
COL,Rowing,0,0,0,1,0,1,11625,0,0,0,0,8.60E-05,0
COL,Rugby Sevens,0,0,0,12,0,12,928,0,0,0,0,0.012931034,0
COL,Sailing,0,0,0,7,0,7,7266,0,0,0,0,0.000963391,0
COL,Shooting,0,2,0,62,2,64,12580,0,0.03125,0,0.03125,0.00508744,22200
COL,Skateboarding,0,0,0,2,0,2,168,0,0,0,0,0.011904762,0
COL,Swimming,0,0,0,129,0,129,26416,0,0,0,0,0.004883404,0
COL,Synchronized Swimming,0,0,0,2,0,2,909,0,0,0,0,0.00220022,0
COL,Table Tennis,0,0,0,3,0,3,2480,0,0,0,0,0.001209677,0
COL,Taekwondo,0,0,1,10,1,11,870,0,0,0.090909091,0.090909091,0.012643678,11
COL,Tennis,0,0,0,20,0,20,3446,0,0,0,0,0.005803831,0
COL,Trampoline Gymnastics,0,0,0,2,0,2,64,0,0,0,0,0.03125,0
COL,Triathlon,0,0,0,4,0,4,822,0,0,0,0,0.00486618,0
COL,Tug-Of-War,0,1,0,0,1,1,170,0,1,0,1,0.005882353,11100
COL,Weightlifting,2,5,2,63,9,72,4256,0.027777778,0.069444444,0.027777778,0.125,0.016917293,2222255522
COL,Wrestling,0,0,3,27,3,30,7734,0,0,0.1,0.1,0.003878976,33
COM,Athletics,0,0,0,17,0,17,43294,0,0,0,0,0.000392664,0
COM,Canoe Slalom,0,0,0,2,0,2,256,0,0,0,0,0.0078125,0
COM,Judo,0,0,0,1,0,1,4876,0,0,0,0,0.000205086,0
COM,Swimming,0,0,0,6,0,6,26416,0,0,0,0,0.000227135,0
COM,Weightlifting,0,0,0,1,0,1,4256,0,0,0,0,0.000234962,0
CPV,Athletics,0,0,0,13,0,13,43294,0,0,0,0,0.000300273,0
CPV,Boxing,0,0,1,4,1,5,6584,0,0,0.2,0.2,0.000759417,11
CPV,Fencing,0,0,0,1,0,1,11558,0,0,0,0,8.65E-05,0
CPV,Judo,0,0,0,3,0,3,4876,0,0,0,0,0.000615258,0
CPV,Rhythmic Gymnastics,0,0,0,4,0,4,848,0,0,0,0,0.004716981,0
CPV,Swimming,0,0,0,4,0,4,26416,0,0,0,0,0.000151423,0
CPV,Taekwondo,0,0,0,1,0,1,870,0,0,0,0,0.001149425,0
CRC,Archery,0,0,0,5,0,5,2846,0,0,0,0,0.001756852,0
CRC,Artistic Gymnastics,0,0,0,5,0,5,2297,0,0,0,0,0.002176752,0
CRC,Athletics,0,0,0,45,0,45,43294,0,0,0,0,0.001039405,0
CRC,Beach Volleyball,0,0,0,2,0,2,756,0,0,0,0,0.002645503,0
CRC,Boxing,0,0,0,3,0,3,6584,0,0,0,0,0.00045565,0
CRC,Canoeing,0,0,0,6,0,6,6171,0,0,0,0,0.00097229,0
CRC,Cycling,0,0,0,20,0,20,10859,0,0,0,0,0.00184179,0
CRC,Cycling BMX Freestyle,0,0,0,1,0,1,42,0,0,0,0,0.023809524,0
CRC,Cycling Road,0,0,0,3,0,3,493,0,0,0,0,0.006085193,0
CRC,Diving,0,0,0,2,0,2,3193,0,0,0,0,0.00062637,0
CRC,Fencing,0,0,0,2,0,2,11558,0,0,0,0,0.00017304,0
CRC,Football,0,0,0,47,0,47,7906,0,0,0,0,0.005944852,0
CRC,Judo,0,0,0,18,0,18,4876,0,0,0,0,0.00369155,0
CRC,Shooting,0,0,0,25,0,25,12580,0,0,0,0,0.001987281,0
CRC,Surfing,0,0,0,4,0,4,88,0,0,0,0,0.045454545,0
CRC,Swimming,1,1,2,60,4,64,26416,0.015625,0.015625,0.03125,0.0625,0.002422774,1111111122
CRC,Taekwondo,0,0,0,4,0,4,870,0,0,0,0,0.004597701,0
CRC,Tennis,0,0,0,1,0,1,3446,0,0,0,0,0.000290192,0
CRC,Triathlon,0,0,0,3,0,3,822,0,0,0,0,0.003649635,0
CRC,Weightlifting,0,0,0,4,0,4,4256,0,0,0,0,0.00093985,0
CRO,Artistic Gymnastics,0,1,0,7,1,8,2297,0,0.125,0,0.125,0.003482804,11100
CRO,Athletics,3,1,2,74,6,80,43294,0.0375,0.0125,0.025,0.075,0.001847831,3333311122
CRO,Basketball,0,12,0,46,12,58,5111,0,0.206896552,0,0.206896552,0.011348073,12121200
CRO,Boxing,0,0,1,10,1,11,6584,0,0,0.090909091,0.090909091,0.001670717,11
CRO,Canoe Slalom,0,0,0,3,0,3,256,0,0,0,0,0.01171875,0
CRO,Canoe Sprint,0,0,0,4,0,4,756,0,0,0,0,0.005291005,0
CRO,Canoeing,0,0,0,26,0,26,6171,0,0,0,0,0.004213256,0
CRO,Cycling,0,0,0,8,0,8,10859,0,0,0,0,0.000736716,0
CRO,Cycling BMX Freestyle,0,0,0,1,0,1,42,0,0,0,0,0.023809524,0
CRO,Cycling Road,0,0,0,1,0,1,493,0,0,0,0,0.002028398,0
CRO,Diving,0,0,0,1,0,1,3193,0,0,0,0,0.000313185,0
CRO,Equestrianism,0,0,0,2,0,2,6344,0,0,0,0,0.000315259,0
CRO,Fencing,0,0,0,1,0,1,11558,0,0,0,0,8.65E-05,0
CRO,Gymnastics,0,1,0,24,1,25,26707,0,0.04,0,0.04,0.000936084,11100
CRO,Handball,31,0,15,57,46,103,4419,0.300970874,0,0.145631068,0.446601942,0.023308441,3.13131E+16
CRO,Judo,1,0,0,8,1,9,4876,0.111111111,0,0,0.111111111,0.001845775,1111100000
CRO,Karate,0,0,0,1,0,1,81,0,0,0,0,0.012345679,0
CRO,Rowing,6,7,10,31,23,54,11625,0.111111111,0.12962963,0.185185185,0.425925926,0.004645161,6.66668E+11
CRO,Sailing,2,2,0,50,4,54,7266,0.037037037,0.037037037,0,0.074074074,0.007431874,2222222200
CRO,Shooting,2,0,2,57,4,61,12580,0.032786885,0,0.032786885,0.06557377,0.004848967,2222200022
CRO,Swimming,0,1,0,115,1,116,26416,0,0.00862069,0,0.00862069,0.004391278,11100
CRO,Table Tennis,0,0,0,47,0,47,2480,0,0,0,0,0.018951613,0
CRO,Taekwondo,1,0,5,11,6,17,870,0.058823529,0,0.294117647,0.352941176,0.01954023,1111100055
CRO,Tennis,2,3,5,41,10,51,3446,0.039215686,0.058823529,0.098039216,0.196078431,0.014799768,2222233355
CRO,Volleyball,0,0,0,11,0,11,4003,0,0,0,0,0.002747939,0
CRO,Water Polo,13,38,0,52,51,103,4418,0.126213592,0.368932039,0,0.495145631,0.023313717,1.31313E+17
CRO,Weightlifting,1,0,1,1,2,3,4256,0.333333333,0,0.333333333,0.666666667,0.000704887,1111100011
CRO,Wrestling,0,0,0,7,0,7,7734,0,0,0,0,0.000905094,0
CRT,Athletics,0,0,0,10,0,10,43294,0,0,0,0,0.000230979,0
CRT,Shooting,0,0,0,1,0,1,12580,0,0,0,0,7.95E-05,0
CUB,Archery,0,0,0,9,0,9,2846,0,0,0,0,0.003162333,0
CUB,Art Competitions,0,0,0,3,0,3,3578,0,0,0,0,0.000838457,0
CUB,Artistic Gymnastics,0,0,0,1,0,1,2297,0,0,0,0,0.00043535,0
CUB,Athletics,10,24,27,423,61,484,43294,0.020661157,0.049586777,0.055785124,0.126033058,0.011179378,1.0101E+19
CUB,Badminton,0,0,0,1,0,1,1816,0,0,0,0,0.000550661,0
CUB,Baseball,64,48,0,0,112,112,894,0.571428571,0.428571429,0,1,0.125279642,6.46465E+17
CUB,Basketball,0,0,12,109,12,121,5111,0,0,0.099173554,0.099173554,0.023674428,1212
CUB,Beach Volleyball,0,0,0,18,0,18,756,0,0,0,0,0.023809524,0
CUB,Boxing,42,19,19,58,80,138,6584,0.304347826,0.137681159,0.137681159,0.579710145,0.020959903,4.24242E+19
CUB,Canoe Sprint,2,0,1,10,3,13,756,0.153846154,0,0.076923077,0.230769231,0.017195767,2222200011
CUB,Canoeing,0,5,0,47,5,52,6171,0,0.096153846,0,0.096153846,0.008426511,55500
CUB,Cycling,0,1,0,69,1,70,10859,0,0.014285714,0,0.014285714,0.006446266,11100
CUB,Cycling Road,0,0,0,2,0,2,493,0,0,0,0,0.004056795,0
CUB,Diving,0,0,0,36,0,36,3193,0,0,0,0,0.011274663,0
CUB,Fencing,6,7,7,160,20,180,11558,0.033333333,0.038888889,0.038888889,0.111111111,0.015573629,6666677777
CUB,Football,0,0,0,29,0,29,7906,0,0,0,0,0.0036681,0
CUB,Gymnastics,0,0,0,386,0,386,26707,0,0,0,0,0.01445314,0
CUB,Handball,0,0,0,27,0,27,4419,0,0,0,0,0.00610998,0
CUB,Hockey,0,0,0,16,0,16,6264,0,0,0,0,0.002554278,0
CUB,Judo,6,15,16,67,37,104,4876,0.057692308,0.144230769,0.153846154,0.355769231,0.021328958,6.66662E+14
CUB,Modern Pentathlon,0,0,0,6,0,6,1821,0,0,0,0,0.003294893,0
CUB,Rowing,0,0,0,134,0,134,11625,0,0,0,0,0.011526882,0
CUB,Sailing,0,2,0,17,2,19,7266,0,0.105263158,0,0.105263158,0.002614919,22200
CUB,Shooting,1,1,3,104,5,109,12580,0.009174312,0.009174312,0.027522936,0.04587156,0.008664547,1111111133
CUB,Softball,0,0,0,15,0,15,478,0,0,0,0,0.031380753,0
CUB,Swimming,0,1,1,57,2,59,26416,0,0.016949153,0.016949153,0.033898305,0.002233495,11111
CUB,Synchronized Swimming,0,0,0,2,0,2,909,0,0,0,0,0.00220022,0
CUB,Table Tennis,0,0,0,24,0,24,2480,0,0,0,0,0.009677419,0
CUB,Taekwondo,1,2,4,9,7,16,870,0.0625,0.125,0.25,0.4375,0.018390805,1111122244
CUB,Volleyball,28,0,24,118,52,170,4003,0.164705882,0,0.141176471,0.305882353,0.042468149,2.82828E+16
CUB,Water Polo,0,0,0,57,0,57,4418,0,0,0,0,0.012901766,0
CUB,Weightlifting,2,1,2,67,5,72,4256,0.027777778,0.013888889,0.027777778,0.069444444,0.016917293,2222211122
CUB,Wrestling,12,7,11,115,30,145,7734,0.082758621,0.048275862,0.075862069,0.206896552,0.018748384,1.21212E+16
CYP,Archery,0,0,0,2,0,2,2846,0,0,0,0,0.000702741,0
CYP,Artistic Gymnastics,0,0,0,15,0,15,2297,0,0,0,0,0.006530257,0
CYP,Athletics,0,0,0,74,0,74,43294,0,0,0,0,0.001709244,0
CYP,Cycling,0,0,0,4,0,4,10859,0,0,0,0,0.000368358,0
CYP,Cycling Road,0,0,0,2,0,2,493,0,0,0,0,0.004056795,0
CYP,Fencing,0,0,0,1,0,1,11558,0,0,0,0,8.65E-05,0
CYP,Gymnastics,0,0,0,6,0,6,26707,0,0,0,0,0.00022466,0
CYP,Judo,0,0,0,13,0,13,4876,0,0,0,0,0.00266612,0
CYP,Rhythmic Gymnastics,0,0,0,4,0,4,848,0,0,0,0,0.004716981,0
CYP,Sailing,0,2,0,31,2,33,7266,0,0.060606061,0,0.060606061,0.004541701,22200
CYP,Shooting,0,0,0,28,0,28,12580,0,0,0,0,0.002225755,0
CYP,Swimming,0,0,0,37,0,37,26416,0,0,0,0,0.001400666,0
CYP,Tennis,0,0,0,2,0,2,3446,0,0,0,0,0.000580383,0
CYP,Weightlifting,0,0,0,1,0,1,4256,0,0,0,0,0.000234962,0
CYP,Wrestling,0,0,0,2,0,2,7734,0,0,0,0,0.000258598,0
CZE,Archery,0,0,0,7,0,7,2846,0,0,0,0,0.002459592,0
CZE,Artistic Gymnastics,0,0,0,18,0,18,2297,0,0,0,0,0.007836308,0
CZE,Athletics,5,2,8,229,15,244,43294,0.020491803,0.008196721,0.032786885,0.06147541,0.005635885,5555522288
CZE,Badminton,0,0,0,10,0,10,1816,0,0,0,0,0.005506608,0
CZE,Basketball,0,0,0,48,0,48,5111,0,0,0,0,0.009391509,0
CZE,Beach Volleyball,0,0,0,26,0,26,756,0,0,0,0,0.034391534,0
CZE,Boxing,0,1,0,6,1,7,6584,0,0.142857143,0,0.142857143,0.001063183,11100
CZE,Canoe Slalom,1,1,0,10,2,12,256,0.083333333,0.083333333,0,0.166666667,0.046875,1111111100
CZE,Canoe Sprint,2,0,2,10,4,14,756,0.142857143,0,0.142857143,0.285714286,0.018518519,2222200022
CZE,Canoeing,4,7,13,81,24,105,6171,0.038095238,0.066666667,0.123809524,0.228571429,0.01701507,4.44448E+11
CZE,Cycling,1,1,0,74,2,76,10859,0.013157895,0.013157895,0,0.026315789,0.006998803,1111111100
CZE,Cycling BMX Freestyle,0,0,0,1,0,1,42,0,0,0,0,0.023809524,0
CZE,Cycling Mountain Bike,0,0,0,4,0,4,144,0,0,0,0,0.027777778,0
CZE,Cycling Road,0,0,0,9,0,9,493,0,0,0,0,0.018255578,0
CZE,Cycling Track,0,0,0,6,0,6,878,0,0,0,0,0.006833713,0
CZE,Diving,0,0,0,1,0,1,3193,0,0,0,0,0.000313185,0
CZE,Equestrian,0,0,0,12,0,12,835,0,0,0,0,0.014371257,0
CZE,Equestrianism,0,0,0,2,0,2,6344,0,0,0,0,0.000315259,0
CZE,Fencing,0,0,5,8,5,13,11558,0,0,0.384615385,0.384615385,0.001124762,55
CZE,Football,0,0,0,16,0,16,7906,0,0,0,0,0.002023779,0
CZE,Golf,0,0,0,5,0,5,487,0,0,0,0,0.01026694,0
CZE,Gymnastics,0,0,0,50,0,50,26707,0,0,0,0,0.001872168,0
CZE,Judo,2,0,0,19,2,21,4876,0.095238095,0,0,0.095238095,0.004306809,2222200000
CZE,Marathon Swimming,0,0,0,2,0,2,89,0,0,0,0,0.02247191,0
CZE,Modern Pentathlon,1,0,1,16,2,18,1821,0.055555556,0,0.055555556,0.111111111,0.009884679,1111100011
CZE,Rhythmic Gymnastics,0,0,0,3,0,3,848,0,0,0,0,0.003537736,0
CZE,Rowing,1,6,1,64,8,72,11625,0.013888889,0.083333333,0.013888889,0.111111111,0.006193548,1111166611
CZE,Sailing,0,1,0,22,1,23,7266,0,0.043478261,0,0.043478261,0.003165428,11100
CZE,Shooting,3,4,4,112,11,123,12580,0.024390244,0.032520325,0.032520325,0.089430894,0.009777424,3333344444
CZE,Sport Climbing,0,0,0,2,0,2,108,0,0,0,0,0.018518519,0
CZE,Swimming,0,0,0,127,0,127,26416,0,0,0,0,0.004807692,0
CZE,Synchronized Swimming,0,0,0,10,0,10,909,0,0,0,0,0.0110011,0
CZE,Table Tennis,0,0,0,26,0,26,2480,0,0,0,0,0.010483871,0
CZE,Taekwondo,0,0,0,2,0,2,870,0,0,0,0,0.002298851,0
CZE,Tennis,4,5,6,80,15,95,3446,0.042105263,0.052631579,0.063157895,0.157894737,0.027568195,4444455566
CZE,Trampolining,0,0,0,3,0,3,152,0,0,0,0,0.019736842,0
CZE,Triathlon,0,0,1,19,1,20,822,0,0,0.05,0.05,0.0243309,11
CZE,Weightlifting,0,0,0,9,0,9,4256,0,0,0,0,0.002114662,0
CZE,Wrestling,0,0,0,12,0,12,7734,0,0,0,0,0.00155159,0
DEN,Archery,0,0,0,29,0,29,2846,0,0,0,0,0.01018974,0
DEN,Art Competitions,0,5,4,95,9,104,3578,0,0.048076923,0.038461538,0.086538462,0.029066518,55544
DEN,Athletics,0,4,3,270,7,277,43294,0,0.014440433,0.010830325,0.025270758,0.006398115,44433
DEN,Badminton,3,5,6,108,14,122,1816,0.024590164,0.040983607,0.049180328,0.114754098,0.067180617,3333355566
DEN,Boxing,1,5,6,73,12,85,6584,0.011764706,0.058823529,0.070588235,0.141176471,0.012910085,1111155566
DEN,Canoe Sprint,0,0,3,14,3,17,756,0,0,0.176470588,0.176470588,0.022486772,33
DEN,Canoeing,4,9,9,102,22,124,6171,0.032258065,0.072580645,0.072580645,0.177419355,0.020093988,4444499999
DEN,Cycling,14,16,22,271,52,323,10859,0.043343653,0.049535604,0.068111455,0.160990712,0.029744912,1.41414E+19
DEN,Cycling BMX Racing,0,0,0,3,0,3,115,0,0,0,0,0.026086957,0
DEN,Cycling Mountain Bike,0,0,0,6,0,6,144,0,0,0,0,0.041666667,0
DEN,Cycling Road,0,0,0,18,0,18,493,0,0,0,0,0.036511156,0
DEN,"Cycling Road, Cycling Track",0,0,0,3,0,3,30,0,0,0,0,0.1,0
DEN,Cycling Track,2,8,1,18,11,29,878,0.068965517,0.275862069,0.034482759,0.379310345,0.033029613,2222288811
DEN,Diving,1,0,1,27,2,29,3193,0.034482759,0,0.034482759,0.068965517,0.009082368,1111100011
DEN,Equestrian,0,4,0,15,4,19,835,0,0.210526316,0,0.210526316,0.022754491,44400
DEN,Equestrianism,0,4,4,132,8,140,6344,0,0.028571429,0.028571429,0.057142857,0.022068096,44444
DEN,Fencing,1,2,3,223,6,229,11558,0.004366812,0.008733624,0.013100437,0.026200873,0.019813116,1111122233
DEN,Football,12,40,13,86,65,151,7906,0.079470199,0.264900662,0.086092715,0.430463576,0.019099418,1.21212E+19
DEN,Golf,0,0,0,12,0,12,487,0,0,0,0,0.024640657,0
DEN,Gymnastics,20,71,20,184,111,295,26707,0.06779661,0.240677966,0.06779661,0.376271186,0.011045793,2.0202E+19
DEN,Handball,75,15,15,102,105,207,4419,0.362318841,0.072463768,0.072463768,0.507246377,0.046843177,7.57576E+19
DEN,Hockey,0,12,0,57,12,69,6264,0,0.173913043,0,0.173913043,0.011015326,12121200
DEN,Judo,0,0,0,4,0,4,4876,0,0,0,0,0.000820345,0
DEN,Modern Pentathlon,0,0,0,25,0,25,1821,0,0,0,0,0.01372872,0
DEN,Rhythmic Gymnastics,0,0,0,1,0,1,848,0,0,0,0,0.001179245,0
DEN,Rowing,26,13,42,226,81,307,11625,0.084690554,0.042345277,0.136807818,0.263843648,0.026408602,2.62626E+19
DEN,Sailing,25,25,18,156,68,224,7266,0.111607143,0.111607143,0.080357143,0.303571429,0.030828516,2.52525E+19
DEN,Shooting,7,11,10,270,28,298,12580,0.023489933,0.036912752,0.033557047,0.093959732,0.023688394,7.77771E+14
DEN,Skateboarding,0,0,0,2,0,2,168,0,0,0,0,0.011904762,0
DEN,Swimming,3,9,10,363,22,385,26416,0.007792208,0.023376623,0.025974026,0.057142857,0.0145745,3.3334E+11
DEN,Table Tennis,0,0,2,14,2,16,2480,0,0,0.125,0.125,0.006451613,22
DEN,Taekwondo,0,0,1,4,1,5,870,0,0,0.2,0.2,0.005747126,11
DEN,Tennis,0,1,0,55,1,56,3446,0,0.017857143,0,0.017857143,0.016250725,11100
DEN,Trampolining,0,0,0,3,0,3,152,0,0,0,0,0.019736842,0
DEN,Triathlon,0,0,0,9,0,9,822,0,0,0,0,0.010948905,0
DEN,Tug-Of-War,3,0,0,0,3,3,170,1,0,0,1,0.017647059,3333300000
DEN,Weightlifting,1,2,0,23,3,26,4256,0.038461538,0.076923077,0,0.115384615,0.006109023,1111122200
DEN,Wrestling,2,4,8,88,14,102,7734,0.019607843,0.039215686,0.078431373,0.137254902,0.013188518,2222244488
DJI,Athletics,0,0,1,34,1,35,43294,0,0,0.028571429,0.028571429,0.000808426,11
DJI,Judo,0,0,0,5,0,5,4876,0,0,0,0,0.001025431,0
DJI,Sailing,0,0,0,4,0,4,7266,0,0,0,0,0.000550509,0
DJI,Swimming,0,0,0,5,0,5,26416,0,0,0,0,0.000189279,0
DJI,Table Tennis,0,0,0,1,0,1,2480,0,0,0,0,0.000403226,0
DMA,Athletics,1,0,0,18,1,19,43294,0.052631579,0,0,0.052631579,0.00043886,1111100000
DMA,Swimming,0,0,0,5,0,5,26416,0,0,0,0,0.000189279,0
DOM,Archery,0,0,0,1,0,1,2846,0,0,0,0,0.00035137,0
DOM,Artistic Gymnastics,0,0,0,3,0,3,2297,0,0,0,0,0.001306051,0
DOM,Athletics,3,7,0,84,10,94,43294,0.031914894,0.074468085,0,0.106382979,0.002171202,3333377700
DOM,Baseball,0,0,0,20,0,20,894,0,0,0,0,0.022371365,0
DOM,Baseball/Softball,0,0,24,0,24,24,234,0,0,1,1,0.102564103,2424
DOM,Boxing,1,0,3,57,4,61,6584,0.016393443,0,0.049180328,0.06557377,0.009264885,1111100033
DOM,Cycling,0,0,0,1,0,1,10859,0,0,0,0,9.21E-05,0
DOM,Diving,0,0,0,9,0,9,3193,0,0,0,0,0.002818666,0
DOM,Equestrian,0,0,0,3,0,3,835,0,0,0,0,0.003592814,0
DOM,Equestrianism,0,0,0,1,0,1,6344,0,0,0,0,0.000157629,0
DOM,Football,0,0,0,19,0,19,7906,0,0,0,0,0.002403238,0
DOM,Gymnastics,0,0,0,2,0,2,26707,0,0,0,0,7.49E-05,0
DOM,Judo,0,0,0,30,0,30,4876,0,0,0,0,0.006152584,0
DOM,Rowing,0,0,0,1,0,1,11625,0,0,0,0,8.60E-05,0
DOM,Sailing,0,0,0,2,0,2,7266,0,0,0,0,0.000275255,0
DOM,Shooting,0,0,0,10,0,10,12580,0,0,0,0,0.000794913,0
DOM,Swimming,0,0,0,12,0,12,26416,0,0,0,0,0.00045427,0
DOM,Synchronized Swimming,0,0,0,4,0,4,909,0,0,0,0,0.00440044,0
DOM,Table Tennis,0,0,0,15,0,15,2480,0,0,0,0,0.006048387,0
DOM,Taekwondo,0,1,1,9,2,11,870,0,0.090909091,0.090909091,0.181818182,0.012643678,11111
DOM,Tennis,0,0,0,2,0,2,3446,0,0,0,0,0.000580383,0
DOM,Volleyball,0,0,0,48,0,48,4003,0,0,0,0,0.011991007,0
DOM,Weightlifting,0,1,1,27,2,29,4256,0,0.034482759,0.034482759,0.068965517,0.00681391,11111
DOM,Wrestling,0,0,0,8,0,8,7734,0,0,0,0,0.001034394,0
ECU,Archery,0,0,0,1,0,1,2846,0,0,0,0,0.00035137,0
ECU,Athletics,2,3,0,116,5,121,43294,0.016528926,0.024793388,0,0.041322314,0.002794845,2222233300
ECU,Boxing,0,0,0,31,0,31,6584,0,0,0,0,0.004708384,0
ECU,Canoeing,0,0,0,2,0,2,6171,0,0,0,0,0.000324097,0
ECU,Cycling,0,0,0,26,0,26,10859,0,0,0,0,0.002394327,0
ECU,Cycling BMX Racing,0,0,0,3,0,3,115,0,0,0,0,0.026086957,0
ECU,Cycling Road,1,0,0,2,1,3,493,0.333333333,0,0,0.333333333,0.006085193,1111100000
ECU,Diving,0,0,0,2,0,2,3193,0,0,0,0,0.00062637,0
ECU,Equestrian,0,0,0,4,0,4,835,0,0,0,0,0.004790419,0
ECU,Equestrianism,0,0,0,3,0,3,6344,0,0,0,0,0.000472888,0
ECU,Golf,0,0,0,1,0,1,487,0,0,0,0,0.002053388,0
ECU,Gymnastics,0,0,0,21,0,21,26707,0,0,0,0,0.000786311,0
ECU,Judo,0,0,0,21,0,21,4876,0,0,0,0,0.004306809,0
ECU,Marathon Swimming,0,0,0,3,0,3,89,0,0,0,0,0.033707865,0
ECU,Modern Pentathlon,0,0,0,3,0,3,1821,0,0,0,0,0.001647446,0
ECU,Rowing,0,0,0,1,0,1,11625,0,0,0,0,8.60E-05,0
ECU,Sailing,0,0,0,1,0,1,7266,0,0,0,0,0.000137627,0
ECU,Shooting,0,0,0,24,0,24,12580,0,0,0,0,0.00190779,0
ECU,Surfing,0,0,0,1,0,1,88,0,0,0,0,0.011363636,0
ECU,Swimming,0,0,0,52,0,52,26416,0,0,0,0,0.001968504,0
ECU,Table Tennis,0,0,0,3,0,3,2480,0,0,0,0,0.001209677,0
ECU,Taekwondo,0,0,0,1,0,1,870,0,0,0,0,0.001149425,0
ECU,Tennis,0,0,0,6,0,6,3446,0,0,0,0,0.001741149,0
ECU,Triathlon,0,0,0,4,0,4,822,0,0,0,0,0.00486618,0
ECU,Weightlifting,1,1,2,19,4,23,4256,0.043478261,0.043478261,0.086956522,0.173913043,0.005404135,1111111122
ECU,Wrestling,0,1,0,14,1,15,7734,0,0.066666667,0,0.066666667,0.001939488,11100
EGY,Archery,0,0,0,19,0,19,2846,0,0,0,0,0.006676037,0
EGY,Art Competitions,0,0,0,3,0,3,3578,0,0,0,0,0.000838457,0
EGY,Artistic Gymnastics,0,0,0,31,0,31,2297,0,0,0,0,0.013495864,0
EGY,Artistic Swimming,0,0,0,28,0,28,257,0,0,0,0,0.108949416,0
EGY,Athletics,0,0,0,73,0,73,43294,0,0,0,0,0.001686146,0
EGY,Badminton,0,0,0,7,0,7,1816,0,0,0,0,0.003854626,0
EGY,Basketball,0,0,0,77,0,77,5111,0,0,0,0,0.015065545,0
EGY,Beach Volleyball,0,0,0,4,0,4,756,0,0,0,0,0.005291005,0
EGY,Boxing,0,1,2,83,3,86,6584,0,0.011627907,0.023255814,0.034883721,0.013061968,11122
EGY,Canoe Sprint,0,0,0,4,0,4,756,0,0,0,0,0.005291005,0
EGY,Canoeing,0,0,0,4,0,4,6171,0,0,0,0,0.000648193,0
EGY,Cycling,0,0,0,13,0,13,10859,0,0,0,0,0.001197164,0
EGY,Cycling Track,0,0,0,3,0,3,878,0,0,0,0,0.003416856,0
EGY,Diving,0,1,1,35,2,37,3193,0,0.027027027,0.027027027,0.054054054,0.011587848,11111
EGY,Equestrian,0,0,0,8,0,8,835,0,0,0,0,0.009580838,0
EGY,Equestrianism,0,0,0,19,0,19,6344,0,0,0,0,0.002994956,0
EGY,Fencing,0,1,1,238,2,240,11558,0,0.004166667,0.004166667,0.008333333,0.020764838,11111
EGY,Football,0,0,0,183,0,183,7906,0,0,0,0,0.023146977,0
EGY,Gymnastics,0,0,0,169,0,169,26707,0,0,0,0,0.006327929,0
EGY,Handball,0,0,0,118,0,118,4419,0,0,0,0,0.026702874,0
EGY,Hockey,0,0,0,32,0,32,6264,0,0,0,0,0.005108557,0
EGY,Judo,0,1,1,41,2,43,4876,0,0.023255814,0.023255814,0.046511628,0.008818704,11111
EGY,Karate,1,0,1,3,2,5,81,0.2,0,0.2,0.4,0.061728395,1111100011
EGY,Modern Pentathlon,1,1,0,36,2,38,1821,0.026315789,0.026315789,0,0.052631579,0.020867655,1111111100
EGY,Rhythmic Gymnastics,0,0,0,14,0,14,848,0,0,0,0,0.016509434,0
EGY,Rowing,0,0,0,54,0,54,11625,0,0,0,0,0.004645161,0
EGY,Sailing,0,0,0,7,0,7,7266,0,0,0,0,0.000963391,0
EGY,Shooting,0,0,0,120,0,120,12580,0,0,0,0,0.009538951,0
EGY,Swimming,0,0,0,113,0,113,26416,0,0,0,0,0.00427771,0
EGY,Synchronized Swimming,0,0,0,40,0,40,909,0,0,0,0,0.0440044,0
EGY,Table Tennis,0,0,0,59,0,59,2480,0,0,0,0,0.023790323,0
EGY,Taekwondo,0,0,4,18,4,22,870,0,0,0.181818182,0.181818182,0.025287356,44
EGY,Tennis,0,0,0,3,0,3,3446,0,0,0,0,0.000870575,0
