NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,Participation Count
CAN,Weightlifting,1,1,60,2,4,64
CAN,Wrestling,7,3,161,7,17,178
CAY,Artistic Gymnastics,0,0,5,0,0,5
CAY,Athletics,0,0,19,0,0,19
CAY,Cycling,0,0,31,0,0,31
CAY,Sailing,0,0,16,0,0,16
CAY,Swimming,0,0,18,0,0,18
CGO,Athletics,0,0,60,0,0,60
CGO,Boxing,0,0,5,0,0,5
CGO,Fencing,0,0,1,0,0,1
CGO,Handball,0,0,14,0,0,14
CGO,Judo,0,0,7,0,0,7
CGO,Swimming,0,0,13,0,0,13
CGO,Table Tennis,0,0,8,0,0,8
CHA,Archery,0,0,1,0,0,1
CHA,Athletics,0,0,38,0,0,38
CHA,Boxing,0,0,1,0,0,1
CHA,Judo,0,0,4,0,0,4
CHI,Archery,0,0,4,0,0,4
CHI,Artistic Gymnastics,0,0,6,0,0,6
CHI,Athletics,0,0,168,2,2,170
CHI,Basketball,0,0,43,0,0,43
CHI,Beach Volleyball,0,0,4,0,0,4
CHI,Boxing,2,0,35,1,3,38
CHI,Canoe Sprint,0,0,3,0,0,3
CHI,Canoeing,0,0,2,0,0,2
CHI,Cycling,0,0,88,0,0,88
CHI,Cycling BMX Freestyle,0,0,1,0,0,1
CHI,Cycling Mountain Bike,0,0,1,0,0,1
CHI,Cycling Road,0,0,1,0,0,1
CHI,Diving,0,0,4,0,0,4
CHI,Equestrian,0,0,2,0,0,2
CHI,Equestrianism,0,0,47,4,4,51
CHI,Fencing,0,0,46,0,0,46
CHI,Football,17,0,58,0,17,75
CHI,Golf,0,0,3,0,0,3
CHI,Gymnastics,0,0,12,0,0,12
CHI,Judo,0,0,7,0,0,7
CHI,Modern Pentathlon,0,0,24,0,0,24
CHI,Rowing,0,0,33,0,0,33
CHI,Sailing,0,0,28,0,0,28
CHI,Shooting,0,0,53,1,1,54
CHI,Skateboarding,0,0,1,0,0,1
CHI,Surfing,0,0,1,0,0,1
CHI,Swimming,0,0,31,0,0,31
CHI,Table Tennis,0,0,32,0,0,32
CHI,Taekwondo,0,0,3,0,0,3
CHI,Tennis,1,3,17,1,5,22
CHI,Triathlon,0,0,7,0,0,7
CHI,Water Polo,0,0,8,0,0,8
CHI,Weightlifting,0,0,8,0,0,8
CHI,Wrestling,0,0,2,0,0,2
CHN,3x3 Basketball,4,0,4,0,4,8
CHN,Archery,4,1,93,14,19,112
CHN,Art Competitions,0,0,5,0,0,5
CHN,Artistic Gymnastics,5,3,50,3,11,61
CHN,Artistic Swimming,0,0,0,10,10,10
CHN,Athletics,15,10,484,7,32,516
CHN,Badminton,23,31,69,20,74,143
CHN,Baseball,0,0,24,0,0,24
CHN,Basketball,12,0,212,11,23,235
CHN,Beach Volleyball,2,0,20,2,4,24
CHN,Boxing,6,3,42,5,14,56
CHN,Canoe Slalom,0,0,3,0,0,3
CHN,Canoe Sprint,0,2,20,3,5,25
CHN,Canoeing,0,4,107,0,4,111
CHN,Cycling,3,2,87,4,9,96
CHN,Cycling Mountain Bike,0,0,2,0,0,2
CHN,Cycling Road,0,0,2,0,0,2
CHN,Cycling Track,0,3,7,0,3,10
CHN,Diving,11,66,24,27,104,128
CHN,Equestrian,0,0,15,0,0,15
CHN,Equestrianism,0,0,11,0,0,11
CHN,Fencing,5,8,220,18,31,251
CHN,Football,0,0,136,15,15,151
CHN,Golf,1,0,7,0,1,8
CHN,Gymnastics,30,45,532,34,109,641
CHN,Handball,13,0,68,0,13,81
CHN,Hockey,0,0,99,16,16,115
CHN,Judo,11,8,66,3,22,88
CHN,Karate,1,0,0,1,2,2
CHN,Marathon Swimming,0,0,1,0,0,1
CHN,Modern Pentathlon,0,0,22,1,1,23
CHN,Rhythmic Gymnastics,0,0,34,6,6,40
CHN,Rowing,25,8,154,11,44,198
CHN,Rugby Sevens,0,0,13,0,0,13
CHN,Sailing,2,3,64,3,8,72
CHN,Shooting,25,28,198,16,69,267
CHN,Skateboarding,0,0,2,0,0,2
CHN,Softball,0,0,45,15,15,60
CHN,Sport Climbing,0,0,2,0,0,2
CHN,Swimming,24,21,488,39,84,572
CHN,Synchronized Swimming,11,0,41,20,31,72
CHN,Table Tennis,9,57,19,27,93,112
CHN,Taekwondo,3,7,11,1,11,22
CHN,Tennis,2,2,53,0,4,57
CHN,Trampoline Gymnastics,0,1,1,2,3,4
CHN,Trampolining,6,3,3,2,11,14
CHN,Triathlon,0,0,12,0,0,12
CHN,Volleyball,23,34,72,9,66,138
CHN,Water Polo,0,0,89,0,0,89
CHN,Weightlifting,8,41,36,16,65,101
CHN,Wrestling,7,2,78,5,14,92
CIV,Archery,0,0,2,0,0,2
CIV,Athletics,0,0,103,1,1,104
CIV,Boxing,0,0,8,0,0,8
CIV,Canoeing,0,0,20,0,0,20
CIV,Fencing,0,0,1,0,0,1
CIV,Football,0,0,37,0,0,37
CIV,Handball,0,0,14,0,0,14
CIV,Judo,0,0,12,0,0,12
CIV,Rowing,0,0,1,0,0,1
CIV,Swimming,0,0,9,0,0,9
CIV,Taekwondo,2,1,9,0,3,12
CIV,Tennis,0,0,3,0,0,3
CIV,Wrestling,0,0,2,0,0,2
CMR,Athletics,0,2,96,0,2,98
CMR,Boxing,1,0,43,1,2,45
CMR,Cycling,0,0,28,0,0,28
CMR,Football,0,18,49,0,18,67
CMR,Judo,0,0,24,0,0,24
CMR,Rowing,0,0,2,0,0,2
CMR,Swimming,0,0,7,0,0,7
CMR,Table Tennis,0,0,3,0,0,3
CMR,Volleyball,0,0,10,0,0,10
CMR,Weightlifting,0,0,13,0,0,13
CMR,Wrestling,0,0,25,0,0,25
COD,Athletics,0,0,35,0,0,35
COD,Basketball,0,0,12,0,0,12
COD,Boxing,0,0,18,0,0,18
COD,Cycling,0,0,18,0,0,18
COD,Judo,0,0,10,0,0,10
COD,Swimming,0,0,1,0,0,1
COD,Table Tennis,0,0,4,0,0,4
COD,Taekwondo,0,0,2,0,0,2
COK,Athletics,0,0,15,0,0,15
COK,Boxing,0,0,3,0,0,3
COK,Canoe Slalom,0,0,2,0,0,2
COK,Canoe Sprint,0,0,3,0,0,3
COK,Canoeing,0,0,5,0,0,5
COK,Sailing,0,0,5,0,0,5
COK,Swimming,0,0,8,0,0,8
COK,Weightlifting,0,0,8,0,0,8
COL,Archery,0,0,21,0,0,21
COL,Art Competitions,0,0,1,0,0,1
COL,Artistic Swimming,0,0,2,0,0,2
COL,Athletics,1,1,230,3,5,235
COL,Boxing,4,0,48,1,5,53
COL,Cycling,3,2,187,1,6,193
COL,Cycling BMX Racing,1,0,1,1,2,3
COL,Cycling Road,0,0,6,0,0,6
COL,Cycling Track,0,0,2,0,0,2
COL,Diving,0,0,27,0,0,27
COL,Equestrian,0,0,1,0,0,1
COL,Equestrianism,0,0,19,0,0,19
COL,Fencing,0,0,63,0,0,63
COL,Football,0,0,120,0,0,120
COL,Golf,0,0,3,0,0,3
COL,Gymnastics,0,0,37,0,0,37
COL,Judo,1,0,11,1,2,13
COL,Rowing,0,0,1,0,0,1
COL,Rugby Sevens,0,0,12,0,0,12
COL,Sailing,0,0,6,0,0,6
COL,Shooting,0,0,62,2,2,64
COL,Skateboarding,0,0,1,0,0,1
COL,Swimming,0,0,127,0,0,127
COL,Synchronized Swimming,0,0,2,0,0,2
COL,Table Tennis,0,0,3,0,0,3
COL,Taekwondo,1,0,10,0,1,11
COL,Tennis,0,0,19,0,0,19
COL,Trampoline Gymnastics,0,0,1,0,0,1
COL,Triathlon,0,0,3,0,0,3
COL,Tug-Of-War,0,0,0,1,1,1
COL,Weightlifting,2,2,61,3,7,68
COL,Wrestling,2,0,24,0,2,26
COM,Athletics,0,0,16,0,0,16
COM,Judo,0,0,1,0,0,1
COM,Swimming,0,0,4,0,0,4
COM,Weightlifting,0,0,1,0,0,1
CPV,Athletics,0,0,12,0,0,12
CPV,Boxing,0,0,3,0,0,3
CPV,Judo,0,0,2,0,0,2
CPV,Rhythmic Gymnastics,0,0,4,0,0,4
CPV,Swimming,0,0,2,0,0,2
CPV,Taekwondo,0,0,1,0,0,1
CRC,Archery,0,0,5,0,0,5
CRC,Artistic Gymnastics,0,0,5,0,0,5
CRC,Athletics,0,0,44,0,0,44
CRC,Beach Volleyball,0,0,2,0,0,2
CRC,Boxing,0,0,3,0,0,3
CRC,Canoeing,0,0,6,0,0,6
CRC,Cycling,0,0,20,0,0,20
CRC,Cycling BMX Freestyle,0,0,1,0,0,1
CRC,Cycling Road,0,0,2,0,0,2
CRC,Diving,0,0,2,0,0,2
CRC,Fencing,0,0,2,0,0,2
CRC,Football,0,0,47,0,0,47
CRC,Judo,0,0,17,0,0,17
CRC,Shooting,0,0,25,0,0,25
CRC,Surfing,0,0,3,0,0,3
CRC,Swimming,2,1,58,1,4,62
CRC,Taekwondo,0,0,4,0,0,4
CRC,Tennis,0,0,1,0,0,1
CRC,Triathlon,0,0,3,0,0,3
CRC,Weightlifting,0,0,4,0,0,4
CRO,Artistic Gymnastics,0,0,2,1,1,3
CRO,Athletics,1,3,66,1,5,71
CRO,Basketball,0,0,46,12,12,58
CRO,Boxing,1,0,9,0,1,10
CRO,Canoe Slalom,0,0,1,0,0,1
CRO,Canoe Sprint,0,0,3,0,0,3
CRO,Canoeing,0,0,26,0,0,26
CRO,Cycling,0,0,8,0,0,8
CRO,Cycling Road,0,0,1,0,0,1
CRO,Diving,0,0,1,0,0,1
CRO,Equestrianism,0,0,2,0,0,2
CRO,Fencing,0,0,1,0,0,1
CRO,Gymnastics,0,0,24,1,1,25
CRO,Handball,15,31,43,0,46,89
CRO,Judo,0,0,6,0,0,6
CRO,Karate,0,0,1,0,0,1
CRO,Rowing,10,4,28,7,21,49
CRO,Sailing,0,2,44,2,4,48
CRO,Shooting,1,2,53,0,3,56
CRO,Swimming,0,0,110,1,1,111
CRO,Table Tennis,0,0,41,0,0,41
CRO,Taekwondo,4,1,9,0,5,14
CRO,Tennis,5,2,36,2,9,45
CRO,Volleyball,0,0,11,0,0,11
CRO,Water Polo,0,13,52,25,38,90
CRO,Weightlifting,1,1,1,0,2,3
CRO,Wrestling,0,0,7,0,0,7
CRT,Athletics,0,0,10,0,0,10
CRT,Shooting,0,0,1,0,0,1
CUB,Archery,0,0,8,0,0,8
CUB,Art Competitions,0,0,3,0,0,3
CUB,Artistic Gymnastics,0,0,1,0,0,1
CUB,Athletics,27,10,402,24,61,463
CUB,Badminton,0,0,1,0,0,1
CUB,Baseball,0,64,0,48,112,112
CUB,Basketball,12,0,109,0,12,121
CUB,Beach Volleyball,0,0,16,0,0,16
CUB,Boxing,18,41,55,19,78,133
CUB,Canoe Sprint,0,2,6,0,2,8
CUB,Canoeing,0,0,47,5,5,52
CUB,Cycling,0,0,69,1,1,70
CUB,Cycling Road,0,0,1,0,0,1
CUB,Diving,0,0,33,0,0,33
CUB,Fencing,7,6,160,7,20,180
CUB,Football,0,0,29,0,0,29
CUB,Gymnastics,0,0,386,0,0,386
CUB,Handball,0,0,27,0,0,27
CUB,Hockey,0,0,16,0,0,16
CUB,Judo,16,6,63,15,37,100
CUB,Modern Pentathlon,0,0,5,0,0,5
CUB,Rowing,0,0,132,0,0,132
CUB,Sailing,0,0,17,2,2,19
CUB,Shooting,3,1,98,1,5,103
CUB,Softball,0,0,15,0,0,15
CUB,Swimming,1,0,55,1,2,57
CUB,Synchronized Swimming,0,0,2,0,0,2
CUB,Table Tennis,0,0,21,0,0,21
CUB,Taekwondo,3,1,8,2,6,14
CUB,Volleyball,24,28,118,0,52,170
CUB,Water Polo,0,0,57,0,0,57
CUB,Weightlifting,2,2,66,1,5,71
CUB,Wrestling,8,11,110,6,25,135
CYP,Archery,0,0,2,0,0,2
CYP,Artistic Gymnastics,0,0,7,0,0,7
CYP,Athletics,0,0,70,0,0,70
CYP,Cycling,0,0,4,0,0,4
CYP,Cycling Road,0,0,1,0,0,1
CYP,Gymnastics,0,0,6,0,0,6
CYP,Judo,0,0,12,0,0,12
CYP,Rhythmic Gymnastics,0,0,3,0,0,3
CYP,Sailing,0,0,28,1,1,29
CYP,Shooting,0,0,27,0,0,27
CYP,Swimming,0,0,35,0,0,35
CYP,Tennis,0,0,2,0,0,2
CYP,Weightlifting,0,0,1,0,0,1
CYP,Wrestling,0,0,2,0,0,2
CZE,Archery,0,0,3,0,0,3
CZE,Artistic Gymnastics,0,0,12,0,0,12
CZE,Athletics,7,5,199,2,14,213
CZE,Badminton,0,0,6,0,0,6
CZE,Basketball,0,0,48,0,0,48
CZE,Beach Volleyball,0,0,22,0,0,22
CZE,Boxing,0,0,6,1,1,7
CZE,Canoe Slalom,0,1,2,1,2,4
CZE,Canoe Sprint,2,0,5,0,2,7
CZE,Canoeing,13,4,81,7,24,105
CZE,Cycling,0,1,74,1,2,76
CZE,Cycling Mountain Bike,0,0,2,0,0,2
CZE,Cycling Road,0,0,5,0,0,5
CZE,Cycling Track,0,0,2,0,0,2
CZE,Diving,0,0,1,0,0,1
CZE,Equestrian,0,0,10,0,0,10
CZE,Equestrianism,0,0,2,0,0,2
CZE,Fencing,1,0,4,0,1,5
CZE,Football,0,0,16,0,0,16
CZE,Golf,0,0,3,0,0,3
CZE,Gymnastics,0,0,50,0,0,50
CZE,Judo,0,2,16,0,2,18
CZE,Marathon Swimming,0,0,1,0,0,1
CZE,Modern Pentathlon,1,1,12,0,2,14
CZE,Rhythmic Gymnastics,0,0,3,0,0,3
CZE,Rowing,1,1,58,6,8,66
CZE,Sailing,0,0,19,1,1,20
CZE,Shooting,4,3,96,4,11,107
CZE,Sport Climbing,0,0,1,0,0,1
CZE,Swimming,0,0,118,0,0,118
CZE,Synchronized Swimming,0,0,10,0,0,10
CZE,Table Tennis,0,0,25,0,0,25
CZE,Tennis,6,2,68,5,13,81
CZE,Trampolining,0,0,3,0,0,3
CZE,Triathlon,1,0,18,0,1,19
CZE,Weightlifting,0,0,8,0,0,8
CZE,Wrestling,0,0,12,0,0,12
DEN,Archery,0,0,28,0,0,28
DEN,Art Competitions,4,0,95,5,9,104
DEN,Athletics,3,0,266,4,7,273
DEN,Badminton,6,2,100,5,13,113
DEN,Boxing,6,1,72,5,12,84
DEN,Canoe Sprint,2,0,7,0,2,9
DEN,Canoeing,9,4,102,9,22,124
DEN,Cycling,22,14,271,16,52,323
DEN,Cycling BMX Racing,0,0,1,0,0,1
DEN,Cycling Mountain Bike,0,0,3,0,0,3
DEN,Cycling Road,0,0,8,0,0,8
DEN,Cycling Track,0,2,4,8,10,14
DEN,Diving,1,1,27,0,2,29
DEN,Equestrian,0,0,10,0,0,10
DEN,Equestrianism,4,0,132,4,8,140
DEN,Fencing,3,1,223,2,6,229
DEN,Football,13,12,86,40,65,151
DEN,Golf,0,0,8,0,0,8
DEN,Gymnastics,20,20,184,71,111,295
DEN,Handball,0,59,100,15,74,174
DEN,Hockey,0,0,57,12,12,69
DEN,Judo,0,0,3,0,0,3
DEN,Modern Pentathlon,0,0,25,0,0,25
DEN,Rhythmic Gymnastics,0,0,1,0,0,1
DEN,Rowing,42,26,210,13,81,291
DEN,Sailing,18,25,148,24,67,215
DEN,Shooting,10,7,265,11,28,293
DEN,Skateboarding,0,0,1,0,0,1
DEN,Swimming,10,3,347,9,22,369
DEN,Table Tennis,2,0,9,0,2,11
DEN,Taekwondo,0,0,4,0,0,4
DEN,Tennis,0,0,53,1,1,54
DEN,Trampolining,0,0,3,0,0,3
DEN,Triathlon,0,0,7,0,0,7
DEN,Tug-Of-War,0,3,0,0,3,3
DEN,Weightlifting,0,1,23,2,3,26
DEN,Wrestling,7,2,88,4,13,101
DJI,Athletics,1,0,30,0,1,31
DJI,Judo,0,0,4,0,0,4
DJI,Sailing,0,0,4,0,0,4
DJI,Swimming,0,0,3,0,0,3
DJI,Table Tennis,0,0,1,0,0,1
DMA,Athletics,0,0,17,0,0,17
DMA,Swimming,0,0,3,0,0,3
DOM,Archery,0,0,1,0,0,1
DOM,Athletics,0,2,73,7,9,82
DOM,Baseball,0,0,20,0,0,20
DOM,Baseball/Softball,24,0,0,0,24,24
DOM,Boxing,1,1,56,0,2,58
DOM,Cycling,0,0,1,0,0,1
DOM,Diving,0,0,6,0,0,6
DOM,Equestrian,0,0,2,0,0,2
DOM,Equestrianism,0,0,1,0,0,1
DOM,Gymnastics,0,0,2,0,0,2
DOM,Judo,0,0,28,0,0,28
DOM,Rowing,0,0,1,0,0,1
DOM,Sailing,0,0,2,0,0,2
DOM,Shooting,0,0,9,0,0,9
DOM,Swimming,0,0,10,0,0,10
DOM,Synchronized Swimming,0,0,4,0,0,4
DOM,Table Tennis,0,0,15,0,0,15
DOM,Taekwondo,1,0,7,1,2,9
DOM,Tennis,0,0,2,0,0,2
DOM,Volleyball,0,0,36,0,0,36
DOM,Weightlifting,1,0,24,1,2,26
DOM,Wrestling,0,0,7,0,0,7
ECU,Archery,0,0,1,0,0,1
ECU,Athletics,0,1,99,1,2,101
ECU,Boxing,0,0,28,0,0,28
ECU,Canoeing,0,0,2,0,0,2
ECU,Cycling,0,0,26,0,0,26
ECU,Cycling BMX Racing,0,0,2,0,0,2
ECU,Cycling Road,0,1,1,0,1,2
ECU,Diving,0,0,2,0,0,2
ECU,Equestrian,0,0,1,0,0,1
ECU,Equestrianism,0,0,3,0,0,3
ECU,Golf,0,0,1,0,0,1
ECU,Gymnastics,0,0,21,0,0,21
ECU,Judo,0,0,20,0,0,20
ECU,Marathon Swimming,0,0,2,0,0,2
ECU,Modern Pentathlon,0,0,1,0,0,1
ECU,Rowing,0,0,1,0,0,1
ECU,Sailing,0,0,1,0,0,1
ECU,Shooting,0,0,20,0,0,20
ECU,Surfing,0,0,1,0,0,1
ECU,Swimming,0,0,50,0,0,50
ECU,Table Tennis,0,0,2,0,0,2
ECU,Taekwondo,0,0,1,0,0,1
ECU,Tennis,0,0,6,0,0,6
ECU,Triathlon,0,0,3,0,0,3
ECU,Weightlifting,0,1,18,1,2,20
ECU,Wrestling,0,0,11,0,0,11
EGY,Archery,0,0,15,0,0,15
EGY,Art Competitions,0,0,3,0,0,3
EGY,Artistic Gymnastics,0,0,17,0,0,17
EGY,Artistic Swimming,0,0,10,0,0,10
EGY,Athletics,0,0,67,0,0,67
EGY,Badminton,0,0,7,0,0,7
EGY,Basketball,0,0,77,0,0,77
EGY,Beach Volleyball,0,0,2,0,0,2
EGY,Boxing,2,0,80,1,3,83
EGY,Canoe Sprint,0,0,3,0,0,3
EGY,Canoeing,0,0,4,0,0,4
EGY,Cycling,0,0,13,0,0,13
EGY,Cycling Track,0,0,1,0,0,1
EGY,Diving,1,0,31,1,2,33
EGY,Equestrian,0,0,8,0,0,8
EGY,Equestrianism,0,0,19,0,0,19
EGY,Fencing,0,0,203,1,1,204
EGY,Football,0,0,164,0,0,164
EGY,Gymnastics,0,0,169,0,0,169
EGY,Handball,0,0,103,0,0,103
EGY,Hockey,0,0,32,0,0,32
EGY,Judo,1,0,39,1,2,41
EGY,Karate,1,1,3,0,2,5
EGY,Modern Pentathlon,0,0,33,1,1,34
EGY,Rhythmic Gymnastics,0,0,8,0,0,8
EGY,Rowing,0,0,51,0,0,51
EGY,Sailing,0,0,5,0,0,5
EGY,Shooting,0,0,103,0,0,103
EGY,Swimming,0,0,110,0,0,110
EGY,Synchronized Swimming,0,0,40,0,0,40
EGY,Table Tennis,0,0,47,0,0,47
EGY,Taekwondo,4,0,15,0,4,19
EGY,Tennis,0,0,2,0,0,2
EGY,Trampoline Gymnastics,0,0,2,0,0,2
EGY,Triathlon,0,0,1,0,0,1
EGY,Volleyball,0,0,60,0,0,60
EGY,Water Polo,0,0,51,0,0,51
EGY,Weightlifting,4,5,75,2,11,86
EGY,Wrestling,3,2,108,2,7,115
EOR,Athletics,0,0,7,0,0,7
EOR,Badminton,0,0,1,0,0,1
EOR,Boxing,0,0,2,0,0,2
EOR,Canoe Sprint,0,0,1,0,0,1
EOR,Cycling Road,0,0,2,0,0,2
EOR,Judo,0,0,12,0,0,12
EOR,Karate,0,0,2,0,0,2
EOR,Shooting,0,0,1,0,0,1
EOR,Swimming,0,0,2,0,0,2
EOR,Taekwondo,0,0,3,0,0,3
EOR,Weightlifting,0,0,1,0,0,1
EOR,Wrestling,0,0,1,0,0,1
ERI,Athletics,1,0,49,0,1,50
ERI,Cycling,0,0,2,0,0,2
ERI,Cycling Road,0,0,4,0,0,4
ERI,Swimming,0,0,1,0,0,1
ESA,Archery,0,0,2,0,0,2
ESA,Art Competitions,0,0,4,0,0,4
ESA,Athletics,0,0,38,0,0,38
ESA,Boxing,0,0,3,0,0,3
ESA,Cycling,0,0,17,0,0,17
ESA,Football,0,0,18,0,0,18
ESA,Judo,0,0,10,0,0,10
ESA,Rowing,0,0,3,0,0,3
ESA,Sailing,0,0,5,0,0,5
ESA,Shooting,0,0,24,0,0,24
ESA,Swimming,0,0,87,0,0,87
ESA,Tennis,0,0,1,0,0,1
ESA,Weightlifting,0,0,8,0,0,8
ESA,Wrestling,0,0,5,0,0,5
ESP,Archery,0,3,37,0,3,40
ESP,Art Competitions,0,0,3,0,0,3
ESP,Artistic Gymnastics,0,0,57,1,1,58
ESP,Artistic Swimming,0,0,10,0,0,10
ESP,Athletics,7,3,679,5,15,694
ESP,Badminton,0,1,12,0,1,13
ESP,Baseball,0,0,20,0,0,20
ESP,Basketball,12,0,155,48,60,215
ESP,Basque Pelota,0,2,0,0,2,2
ESP,Beach Volleyball,0,0,20,2,2,22
ESP,Boxing,2,0,72,2,4,76
ESP,Canoe Slalom,0,0,3,1,1,4
ESP,Canoe Sprint,0,0,10,5,5,15
ESP,Canoeing,6,7,168,11,24,192
ESP,Cycling,8,5,213,6,19,232
ESP,Cycling Mountain Bike,1,0,2,0,1,3
ESP,Cycling Road,0,0,9,0,0,9
ESP,Cycling Track,0,0,4,0,0,4
ESP,Diving,0,0,39,0,0,39
ESP,Equestrian,0,0,8,0,0,8
ESP,Equestrianism,1,3,192,7,11,203
ESP,Fencing,1,0,140,0,1,141
ESP,Football,0,17,112,57,74,186
ESP,Golf,0,0,8,0,0,8
ESP,Gymnastics,1,2,629,1,4,633
ESP,Handball,76,0,161,0,76,237
ESP,Hockey,14,15,325,48,77,402
ESP,Judo,2,3,76,1,6,82
ESP,Karate,0,1,0,1,2,2
ESP,Marathon Swimming,0,0,2,0,0,2
ESP,Modern Pentathlon,0,0,31,0,0,31
ESP,Polo,0,0,6,5,5,11
ESP,Rhythmic Gymnastics,0,6,37,6,12,49
ESP,Rowing,0,0,139,2,2,141
ESP,Rugby Sevens,0,0,25,0,0,25
ESP,Sailing,4,24,177,8,36,213
ESP,Shooting,1,2,217,2,5,222
ESP,Skateboarding,0,0,4,0,0,4
ESP,Sport Climbing,0,1,0,0,1,1
ESP,Swimming,4,2,450,2,8,458
ESP,Synchronized Swimming,8,0,29,12,20,49
ESP,Table Tennis,0,0,28,0,0,28
ESP,Taekwondo,1,1,14,5,7,21
ESP,Tennis,6,3,122,11,20,142
ESP,Triathlon,0,0,35,1,1,36
ESP,Volleyball,0,0,36,0,0,36
ESP,Water Polo,0,12,187,37,49,236
ESP,Weightlifting,1,0,37,0,1,38
ESP,Wrestling,1,0,39,0,1,40
EST,Archery,0,0,5,0,0,5
EST,Athletics,3,2,126,1,6,132
EST,Badminton,0,0,7,0,0,7
EST,Basketball,0,0,8,0,0,8
EST,Beach Volleyball,0,0,4,0,0,4
EST,Boxing,0,0,3,1,1,4
EST,Canoeing,0,0,6,0,0,6
EST,Cycling,0,1,30,0,1,31
EST,Cycling Mountain Bike,0,0,1,0,0,1
EST,Cycling Road,0,0,3,0,0,3
EST,Equestrian,0,0,1,0,0,1
EST,Fencing,1,4,33,0,5,38
EST,Football,0,0,11,0,0,11
EST,Judo,3,0,7,0,3,10
EST,Modern Pentathlon,0,0,3,0,0,3
EST,Rhythmic Gymnastics,0,0,1,0,0,1
EST,Rowing,4,0,33,3,7,40
EST,Sailing,7,0,26,0,7,33
EST,Shooting,0,0,14,0,0,14
EST,Swimming,0,0,54,0,0,54
EST,Table Tennis,0,0,1,0,0,1
EST,Tennis,0,0,8,0,0,8
EST,Triathlon,0,0,4,0,0,4
EST,Weightlifting,3,1,13,3,7,20
EST,Wrestling,4,5,43,2,11,54
ETH,Athletics,24,23,267,10,57,324
ETH,Boxing,0,0,27,0,0,27
ETH,Cycling,0,0,56,0,0,56
ETH,Cycling Road,0,0,1,0,0,1
ETH,Swimming,0,0,5,0,0,5
ETH,Taekwondo,0,0,1,0,0,1
EUN,Archery,4,0,8,0,4,12
EUN,Athletics,3,12,85,14,29,114
EUN,Badminton,0,0,2,0,0,2
EUN,Basketball,0,12,12,0,12,24
EUN,Boxing,1,0,10,1,2,12
EUN,Canoeing,0,2,20,1,3,23
EUN,Cycling,0,0,21,0,0,21
EUN,Diving,1,0,5,2,3,8
EUN,Equestrianism,0,0,15,0,0,15
EUN,Fencing,6,5,19,2,13,32
EUN,Gymnastics,4,19,56,5,28,84
EUN,Handball,13,12,0,0,25,25
EUN,Hockey,0,0,15,0,0,15
EUN,Judo,2,2,9,0,4,13
EUN,Modern Pentathlon,1,0,2,3,4,6
EUN,Rhythmic Gymnastics,1,1,0,0,2,2
EUN,Rowing,4,0,43,0,4,47
EUN,Sailing,0,0,14,0,0,14
EUN,Shooting,1,5,20,2,8,28
EUN,Swimming,5,11,37,14,30,67
EUN,Synchronized Swimming,0,0,5,0,0,5
EUN,Table Tennis,0,0,11,0,0,11
EUN,Tennis,3,0,4,0,3,7
EUN,Volleyball,0,0,12,8,8,20
EUN,Water Polo,13,0,0,0,13,13
EUN,Weightlifting,0,5,1,4,9,10
EUN,Wrestling,5,6,4,5,16,20
FIJ,Archery,0,0,3,0,0,3
FIJ,Athletics,0,0,66,0,0,66
FIJ,Boxing,0,0,5,0,0,5
FIJ,Cycling,0,0,1,0,0,1
FIJ,Football,0,0,16,0,0,16
FIJ,Judo,0,0,18,0,0,18
FIJ,Rugby Sevens,13,26,13,0,39,52
FIJ,Sailing,0,0,23,0,0,23
FIJ,Shooting,0,0,4,0,0,4
FIJ,Swimming,0,0,62,0,0,62
FIJ,Table Tennis,0,0,2,0,0,2
FIJ,Weightlifting,0,0,8,0,0,8
FIN,Archery,2,1,40,3,6,46
FIN,Art Competitions,1,3,4,1,5,9
FIN,Athletics,32,64,796,42,138,934
FIN,Badminton,0,0,15,0,0,15
FIN,Basketball,0,0,23,0,0,23
FIN,Boxing,13,2,57,1,16,73
FIN,Canoeing,5,7,86,2,14,100
FIN,Cycling,0,0,123,0,0,123
FIN,Diving,0,0,49,0,0,49
FIN,Equestrian,0,0,1,0,0,1
FIN,Equestrianism,0,0,57,0,0,57
FIN,Fencing,0,0,61,0,0,61
FIN,Figure Skating,0,2,1,0,2,3
FIN,Football,0,0,51,0,0,51
FIN,Golf,0,0,8,0,0,8
FIN,Gymnastics,60,15,615,24,99,714
FIN,Hockey,0,0,11,0,0,11
FIN,Judo,0,0,27,0,0,27
FIN,Modern Pentathlon,10,0,57,1,11,68
FIN,Rhythmic Gymnastics,0,0,4,0,0,4
FIN,Rowing,11,3,77,2,16,93
FIN,Sailing,24,3,147,8,35,182
FIN,Shooting,26,4,309,11,41,350
FIN,Skateboarding,0,0,1,0,0,1
FIN,Swimming,4,0,240,1,5,245
FIN,Synchronized Swimming,0,0,1,0,0,1
FIN,Table Tennis,0,0,1,0,0,1
FIN,Taekwondo,0,0,5,0,0,5
FIN,Tennis,0,0,11,0,0,11
FIN,Weightlifting,2,1,62,0,3,65
FIN,Wrestling,29,27,191,29,85,276
FRA,3x3 Basketball,0,0,4,0,0,4
FRA,Archery,16,7,112,25,48,160
FRA,Art Competitions,5,6,351,4,15,366
FRA,Artistic Gymnastics,0,0,33,0,0,33
