Name,NOC,Sport,Participation_Count,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Medals,TOPSIS Score,TOPSIS Score Sum,
Lenchu Kunzang,BHU,Shooting,2,0,0,0,0,0.001125348,0.001125348,1
Sangay Tenzin,BHU,Swimming,1,0,0,0,0,0,0,1
Amel Tuka,BIH,Athletics,2,0,0,0,0,0.001125348,0.002250696,1
Mesud Pezer,BIH,Athletics,2,0,0,0,0,0.001125348,0.002250696,1
Larisa Ceric,BIH,Judo,1,0,0,0,0,0,0,1
Tatjana Djekanovic,BIH,Shooting,1,0,0,0,0,0,0,1
Emir Muratovic,BIH,Swimming,2,0,0,0,0,0.001125348,0.001125348,1
Lana Pudar,BIH,Swimming,1,0,0,0,0,0,0.001125348,1
Nedzad Husic,BIH,Taekwondo,1,0,0,0,0,0,0,1
Samantha Dirks,BIZ,Athletics,1,0,0,0,0,0,0,1
Shaun Gill,BIZ,Athletics,1,0,0,0,0,0,0,1
Amado Cruz,BIZ,Canoe Sprint,2,0,0,0,0,0.001125348,0.001125348,1
Hanna Marusava,BLR,Archery,2,0,0,0,0,0.001125348,0.003376044,1
Karyna Dziominskaya,BLR,Archery,2,0,0,0,0,0.001125348,0.003376044,1
Karyna Kazlouskaya,BLR,Archery,2,0,0,0,0,0.001125348,0.003376044,1
Hanna Traukova,BLR,Artistic Gymnastics,5,0,0,0,0,0.004486578,0.004486578,1
Daria Kulagina,BLR,Artistic Swimming,1,0,0,0,0,0,0,1
Vasilina Khandoshka,BLR,Artistic Swimming,1,0,0,0,0,0,0,1
Aliaksandr Liakhovich,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Aliaksandra Khilmanovich,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Aliaksei Katkavets,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Aliona Dubitskaya,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Anastasiya Rarovskaya,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Anna Terlyukevich,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Dzmitry Dziubin,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Dzmitry Nabokau,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Elvira Herman,BLR,Athletics,2,0,0,0,0,0.001125348,0.204185424,1
Hanna Malyshchyk,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Hleb Dudarau,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Iryna Zhuk,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Ivan Tikhon,BLR,Athletics,5,0,1,1,2,0.123078998,0.204185424,1
Karyna Demidik,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Krystsina Tsimanouskaya,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Maksim Nedasekau,BLR,Athletics,1,0,0,1,1,0.079981078,0.204185424,1
Nastassia Maslava,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Nastassia Mironchyk-ivanova,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Nina Savina,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Pavel Mialeshka,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Tatsiana Khaladovich,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Uzo Limai,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Viktoryia Rashchupkina,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Vitali Parakhonka,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Vitaliy Zhuk,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Viyaleta Skvartsova,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Volha Mazuronak,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Yauheni Bahutski,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Yuliya Bliznets,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Yury Vasilchanka,BLR,Athletics,1,0,0,0,0,0,0.204185424,1
Aliaksandr Radzionau,BLR,Boxing,1,0,0,0,0,0,0,1
Dzmitry Asanau,BLR,Boxing,1,0,0,0,0,0,0,1
Uladzislau Smiahlikau,BLR,Boxing,1,0,0,0,0,0,0,1
Vitali Bandarenka,BLR,Boxing,1,0,0,0,0,0,0,1
Aleh Yurenia,BLR,Canoe Sprint,2,0,0,0,0,0.001125348,0.346873007,1
Alena Nazdrova,BLR,Canoe Sprint,1,0,0,0,0,0,0.346873007,1
Daryna Pikuleva,BLR,Canoe Sprint,1,0,0,0,0,0,0.346873007,1
Dzmitry Natynchyk,BLR,Canoe Sprint,1,0,0,0,0,0,0.346873007,1
Ilya Fedarenka,BLR,Canoe Sprint,1,0,0,0,0,0,0.346873007,1
Marharyta Makhneva,BLR,Canoe Sprint,1,0,1,0,1,0.086140832,0.346873007,1
Maryna Litvinchuk,BLR,Canoe Sprint,3,0,1,0,1,0.086170324,0.346873007,1
Mikita Borykau,BLR,Canoe Sprint,2,0,0,0,0,0.001125348,0.346873007,1
Nadzeya Makarchanka,BLR,Canoe Sprint,1,0,0,0,0,0,0.346873007,1
Nadzeya Papok,BLR,Canoe Sprint,1,0,1,0,1,0.086140832,0.346873007,1
Uladzislau Litvinau,BLR,Canoe Sprint,1,0,0,0,0,0,0.346873007,1
Volha Khudzenka,BLR,Canoe Sprint,3,0,1,0,1,0.086170324,0.346873007,1
Aleksandr Riabushenko,BLR,Cycling Road,1,0,0,0,0,0,0.001125348,1
Alena Amialiusik,BLR,Cycling Road,2,0,0,0,0,0.001125348,0.001125348,1
Tatsiana Sharakova,BLR,Cycling Track,1,0,0,0,0,0,0,1
Yauheni Karaliok,BLR,Cycling Track,1,0,0,0,0,0,0,1
Alexandre Zelenko,BLR,Equestrian,1,0,0,0,0,0,0,1
Dzmitry Minkou,BLR,Judo,1,0,0,0,0,0,0,1
Maryna Slutskaya,BLR,Judo,1,0,0,0,0,0,0,1
Mikita Sviryd,BLR,Judo,1,0,0,0,0,0,0,1
Anastasiya Prokopenko,BLR,Modern Pentathlon,1,0,0,0,0,0,0,1
Ilya Palazkov,BLR,Modern Pentathlon,1,0,0,0,0,0,0,1
Volha Silkina,BLR,Modern Pentathlon,1,0,0,0,0,0,0,1
Alina Harnasko,BLR,Rhythmic Gymnastics,1,0,0,1,1,0.079981078,0.081106426,1
Anastasiia Salos,BLR,Rhythmic Gymnastics,1,0,0,0,0,0,0.081106426,1
Anastasiya Malakanava,BLR,Rhythmic Gymnastics,1,0,0,0,0,0,0.081106426,1
Anastasiya Rybakova,BLR,Rhythmic Gymnastics,1,0,0,0,0,0,0.081106426,1
Arina Tsitsilina,BLR,Rhythmic Gymnastics,2,0,0,0,0,0.001125348,0.081106426,1
Hanna Haidukevich,BLR,Rhythmic Gymnastics,1,0,0,0,0,0,0.081106426,1
Karyna Yarmolenka,BLR,Rhythmic Gymnastics,1,0,0,0,0,0,0.081106426,1
Alena Furman,BLR,Rowing,1,0,0,0,0,0,0,1
Dzmitry Furman,BLR,Rowing,1,0,0,0,0,0,0,1
Ina Nikulina,BLR,Rowing,1,0,0,0,0,0,0,1
Siarhei Valadzko,BLR,Rowing,1,0,0,0,0,0,0,1
Tatsiana Klimovich,BLR,Rowing,1,0,0,0,0,0,0,1
Mikita Tsirkun,BLR,Sailing,1,0,0,0,0,0,0,1
Tatiana Drozdovskaya,BLR,Sailing,1,0,0,0,0,0,0,1
Maria Martynova,BLR,Shooting,3,0,0,0,0,0.002248224,0.01119924,1
Viktoria Chaika,BLR,Shooting,2,0,0,0,0,0.001125348,0.01119924,1
Yury Shcherbatsevich,BLR,Shooting,8,0,0,0,0,0.007825668,0.01119924,1
Alina Zmushka,BLR,Swimming,3,0,0,0,0,0.002248224,0.013481947,1
Anastasiya Kuliashova,BLR,Swimming,2,0,0,0,0,0.001125348,0.013481947,1
Anastasiya Shkurdai,BLR,Swimming,5,0,0,0,0,0.004486578,0.013481947,1
Artsiom Machekin,BLR,Swimming,1,0,0,0,0,0,0.013481947,1
Ilya Shymanovich,BLR,Swimming,3,0,0,0,0,0.002248224,0.013481947,1
Mikita Tsmyh,BLR,Swimming,3,0,0,0,0,0.002248224,0.013481947,1
Nastassia Karakouskaya,BLR,Swimming,1,0,0,0,0,0,0.013481947,1
Yauhen Tsurkin,BLR,Swimming,2,0,0,0,0,0.001125348,0.013481947,1
Aryna Sabalenka,BLR,Tennis,1,0,0,0,0,0,0.002250696,1
Egor Gerasimov,BLR,Tennis,2,0,0,0,0,0.001125348,0.002250696,1
Ilya Ivashka,BLR,Tennis,2,0,0,0,0,0.001125348,0.002250696,1
Ivan Litvinovich,BLR,Trampoline Gymnastics,1,1,0,0,1,0.080581957,0.080581957,1
Uladzislau Hancharou,BLR,Trampoline Gymnastics,1,0,0,0,0,0,0.080581957,1
Darya Naumava,BLR,Weightlifting,1,0,0,0,0,0,0,1
Yauheni Tsikhantsou,BLR,Weightlifting,1,0,0,0,0,0,0,1
Ali Shabanau,BLR,Wrestling,1,0,0,0,0,0,0.252262742,1
Aliaksandr Hushtyn,BLR,Wrestling,1,0,0,0,0,0,0.252262742,1
Dzianis Khramiankou,BLR,Wrestling,1,0,0,0,0,0,0.252262742,1
Iryna Kurachkina,BLR,Wrestling,1,0,1,0,1,0.086140832,0.252262742,1
Kiryl Maskevich,BLR,Wrestling,1,0,0,0,0,0,0.252262742,1
Mahamedkhabib Kadzimahamedau,BLR,Wrestling,1,0,1,0,1,0.086140832,0.252262742,1
Vanesa Kaladzinskaya,BLR,Wrestling,1,0,0,1,1,0.079981078,0.252262742,1
Vasilisa Marzaliuk,BLR,Wrestling,1,0,0,0,0,0,0.252262742,1
Angela Castro,BOL,Athletics,1,0,0,0,0,0,0,1
Bruno Rojas,BOL,Athletics,1,0,0,0,0,0,0,1
Gabriel Castillo,BOL,Swimming,1,0,0,0,0,0,0,1
Karen Torrez,BOL,Swimming,1,0,0,0,0,0,0,1
Hugo Dellien,BOL,Tennis,1,0,0,0,0,0,0,1
Amantle Montsho,BOT,Athletics,4,0,0,0,0,0.003368633,0.570674013,1
Anthony Pasela,BOT,Athletics,1,0,0,1,1,0.079981078,0.570674013,1
Baboloki Thebe,BOT,Athletics,2,0,0,1,1,0.079989894,0.570674013,1
Bayapo Ndori,BOT,Athletics,1,0,0,1,1,0.079981078,0.570674013,1
Christine Botlogetswe,BOT,Athletics,2,0,0,0,0,0.001125348,0.570674013,1
Galefele Moroko,BOT,Athletics,1,0,0,0,0,0,0.570674013,1
Isaac Makwala,BOT,Athletics,5,0,0,1,1,0.0800955,0.570674013,1
Leungo Scotch,BOT,Athletics,1,0,0,1,1,0.079981078,0.570674013,1
Nijel Amos,BOT,Athletics,3,0,1,0,1,0.086170324,0.570674013,1
Zibane Ngozi,BOT,Athletics,1,0,0,1,1,0.079981078,0.570674013,1
Otukile Mahommed,BOT,Boxing,1,0,0,0,0,0,0,1
Sadie Kenosi,BOT,Boxing,1,0,0,0,0,0,0,1
James Freeman,BOT,Swimming,2,0,0,0,0,0.001125348,0.001125348,1
Magdeline Moyengwa,BOT,Weightlifting,1,0,0,0,0,0,0,1
Marcus D'almeida,BRA,Archery,4,0,0,0,0,0.003368633,0.004493981,1
dos Marcelle,BRA,Archery,2,0,0,0,0,0.001125348,0.004493981,1
Arthur Mariano,BRA,Artistic Gymnastics,8,0,0,0,0,0.007825668,0.161183233,1
Arthur Zanetti,BRA,Artistic Gymnastics,1,0,0,0,0,0,0.161183233,1
Caio Souza,BRA,Artistic Gymnastics,8,0,0,0,0,0.007825668,0.161183233,1
Diogo Soares,BRA,Artistic Gymnastics,8,0,0,0,0,0.007825668,0.161183233,1
Flavia Saraiva,BRA,Artistic Gymnastics,5,0,0,0,0,0.004486578,0.161183233,1
Francisco Barretto,BRA,Artistic Gymnastics,8,0,0,0,0,0.007825668,0.161183233,1
Rebeca Andrade,BRA,Artistic Gymnastics,5,1,1,0,2,0.125393984,0.161183233,1
Aldemir Junior,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Alexsandro Melo,BRA,Athletics,2,0,0,0,0,0.001125348,0.191415138,1
Altobeli Silva,BRA,Athletics,2,0,0,0,0,0.001125348,0.191415138,1
Anderson Henriques,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Andre Camilo,BRA,Athletics,2,0,0,0,0,0.001125348,0.191415138,1
Aparecida Coutinho,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Augusto Dutra,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Caio Bonfim,BRA,Athletics,4,0,0,0,0,0.003368633,0.191415138,1
Carolina Azevedo,BRA,Athletics,2,0,0,0,0,0.001125348,0.191415138,1
Claudia Lemos,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Cristina Rosa,BRA,Athletics,3,0,0,0,0,0.002248224,0.191415138,1
Daniel Do,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Darlan Romani,BRA,Athletics,2,0,0,0,0,0.001125348,0.191415138,1
Derick Silva,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Eduardo Rodrigues,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Eliane Martins,BRA,Athletics,2,0,0,0,0,0.001125348,0.191415138,1
Erica Sena,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Felipe Bardi,BRA,Athletics,2,0,0,0,0,0.001125348,0.191415138,1
Fernanda Martins,BRA,Athletics,2,0,0,0,0,0.001125348,0.191415138,1
Fernando Ferreira,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Gabriel Constantino,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Geisa Arcanjo,BRA,Athletics,3,0,0,0,0,0.002248224,0.191415138,1
Jessica Farias,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Joao Falcao,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Jorge Vides,BRA,Athletics,4,0,0,0,0,0.003368633,0.191415138,1
Ketiley Batista,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Laila Ferrer,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Lorraine Martins,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Lucas Carvalho,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Lucas Mazzo,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Lucas Vilar,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Marcio Teles,BRA,Athletics,2,0,0,0,0,0.001125348,0.191415138,1
Mateus De,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Matheus Correa,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Messias Baptista,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Nubia Soares,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Pedro Burmann,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Rafael Pereira,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Roberto Paula,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Rodrigo Do,BRA,Athletics,2,0,0,0,0,0.001125348,0.191415138,1
Rosangela Santos,BRA,Athletics,7,0,0,0,0,0.006715091,0.191415138,1
Samory Fraga,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Simone Ferraz,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Tabata Vitorino,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Thiago Andre,BRA,Athletics,2,0,0,0,0,0.001125348,0.191415138,1
Thiago Braz,BRA,Athletics,1,0,0,1,1,0.079981078,0.191415138,1
Thiago Moura,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Tiffani Marinho,BRA,Athletics,2,0,0,0,0,0.001125348,0.191415138,1
da Chaves,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
da Chayenne,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
da Izabela,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
da Raquel,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
de Andressa,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
de Sales,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
dos Alison,BRA,Athletics,1,0,0,1,1,0.079981078,0.191415138,1
dos Almir,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
dos Felipe,BRA,Athletics,1,0,0,0,0,0,0.191415138,1
Fabiana Silva,BRA,Badminton,1,0,0,0,0,0,0,1
Ygor Coelho,BRA,Badminton,1,0,0,0,0,0,0,1
Carlos Nascimento,BRA,Basketball,1,0,0,0,0,0,0,1
Agatha Bednarczuk,BRA,Beach Volleyball,1,0,0,0,0,0,0.1253357,1
Alison Cerutti,BRA,Beach Volleyball,3,1,1,0,2,0.1253357,0.1253357,1
Alvaro Morais,BRA,Beach Volleyball,1,0,0,0,0,0,0.1253357,1
Bruno Oscar,BRA,Beach Volleyball,1,0,0,0,0,0,0.1253357,1
Eduarda Santos,BRA,Beach Volleyball,1,0,0,0,0,0,0.1253357,1
Evandro Goncalves,BRA,Beach Volleyball,1,0,0,0,0,0,0.1253357,1
Patricia Silva,BRA,Beach Volleyball,1,0,0,0,0,0,0.1253357,1
Rebecca Silva,BRA,Beach Volleyball,1,0,0,0,0,0,0.1253357,1
Abner Teixeira,BRA,Boxing,1,0,0,1,1,0.079981078,0.246703866,1
Beatriz Ferreira,BRA,Boxing,1,0,1,0,1,0.086140832,0.246703866,1
Graziele Sousa,BRA,Boxing,1,0,0,0,0,0,0.246703866,1
Hebert Sousa,BRA,Boxing,1,1,0,0,1,0.080581957,0.246703866,1
Jucielen Romeu,BRA,Boxing,1,0,0,0,0,0,0.246703866,1
Keno Machado,BRA,Boxing,1,0,0,0,0,0,0.246703866,1
de Wanderson,BRA,Boxing,1,0,0,0,0,0,0.246703866,1
Ana Satila,BRA,Canoe Slalom,2,0,0,0,0,0.001125348,0.001125348,1
Pedro Goncalves,BRA,Canoe Slalom,1,0,0,0,0,0,0.001125348,1
Isaquias Queiroz,BRA,Canoe Sprint,2,1,0,0,1,0.080591187,0.081716535,1
Jamael Nascimento,BRA,Canoe Sprint,2,0,0,0,0,0.001125348,0.081716535,1
Junior Souta,BRA,Canoe Sprint,1,0,0,0,0,0,0.081716535,1
Felipe Silva,BRA,Canoeing,1,0,0,0,0,0,0,1
Pedro Silva,BRA,Canoeing,1,0,0,0,0,0,0,1
Henrique Avancini,BRA,Cycling,1,0,0,0,0,0,0.001125348,1
Renato Rezende,BRA,Cycling,2,0,0,0,0,0.001125348,0.001125348,1
Andreia Stevaux,BRA,Cycling BMX Racing,1,0,0,0,0,0,0,1
Henrique Cocuzzi,BRA,Cycling Mountain Bike,1,0,0,0,0,0,0,1
Jaqueline Mourao,BRA,Cycling Mountain Bike,1,0,0,0,0,0,0,1
Ingrid Oliveira,BRA,Diving,3,0,0,0,0,0.002248224,0.002248224,1
Isaac Souza,BRA,Diving,1,0,0,0,0,0,0.002248224,1
Kawan Figueredo,BRA,Diving,1,0,0,0,0,0,0.002248224,1
Luana Lira,BRA,Diving,1,0,0,0,0,0,0.002248224,1
Carlos Parro,BRA,Equestrian,2,0,0,0,0,0.001125348,0.009002784,1
Marcelo Tosi,BRA,Equestrian,2,0,0,0,0,0.001125348,0.009002784,1
Marcio Appel,BRA,Equestrian,2,0,0,0,0,0.001125348,0.009002784,1
Marlon Modolo,BRA,Equestrian,2,0,0,0,0,0.001125348,0.009002784,1
Pedro Veniss,BRA,Equestrian,2,0,0,0,0,0.001125348,0.009002784,1
Rafael Mamprin,BRA,Equestrian,2,0,0,0,0,0.001125348,0.009002784,1
Victor Marcari,BRA,Equestrian,1,0,0,0,0,0,0.009002784,1
Yuri Mansur,BRA,Equestrian,2,0,0,0,0,0.001125348,0.009002784,1
de Rodrigo,BRA,Equestrian,2,0,0,0,0,0.001125348,0.009002784,1
Guilherme Toldo,BRA,Fencing,4,0,0,0,0,0.003368633,0.005616857,1
Nathalie Moellhausen,BRA,Fencing,3,0,0,0,0,0.002248224,0.005616857,1
ABNER,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
ALINE,BRA,Football,1,0,0,0,0,0,1.945084707,1
ANDRESSA,BRA,Football,1,0,0,0,0,0,1.945084707,1
ANDRESSINHA,BRA,Football,1,0,0,0,0,0,1.945084707,1
ANGELINA,BRA,Football,1,0,0,0,0,0,1.945084707,1
ANTONY,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
BARBARA,BRA,Football,1,0,0,0,0,0,1.945084707,1
BEATRIZ,BRA,Football,1,0,0,0,0,0,1.945084707,1
BRENNO,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
Bruna Benites,BRA,Football,1,0,0,0,0,0,1.945084707,1
Bruno Fuchs,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
Bruno Guimaraes,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
CLAUDINHO,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
Carlos Diego,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
DEBINHA,BRA,Football,1,0,0,0,0,0,1.945084707,1
DUDA,BRA,Football,1,0,0,0,0,0,1.945084707,1
Dani Alves,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
ERIKA,BRA,Football,1,0,0,0,0,0,1.945084707,1
FORMIGA,BRA,Football,1,0,0,0,0,0,1.945084707,1
GEYSE,BRA,Football,1,0,0,0,0,0,1.945084707,1
GIOVANA,BRA,Football,1,0,0,0,0,0,1.945084707,1
Gabriel Martinelli,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
Gabriel Menino,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
Guilherme Arana,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
Henrique Matheus,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
JUCINARA,BRA,Football,1,0,0,0,0,0,1.945084707,1
JULIA,BRA,Football,1,0,0,0,0,0,1.945084707,1
Jorge Campos,BRA,Football,1,0,1,0,1,0.086140832,1.945084707,1
LETICIA,BRA,Football,1,0,0,0,0,0,1.945084707,1
LUCAO,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
LUDMILA,BRA,Football,1,0,0,0,0,0,1.945084707,1
Leticia Santos,BRA,Football,1,0,0,0,0,0,1.945084707,1
Luiz Douglas,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
MALCOM,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
MARTA,BRA,Football,1,0,0,0,0,0,1.945084707,1
Matheus Cunha,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
NINO,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
PAULINHO,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
POLIANA,BRA,Football,1,0,0,0,0,0,1.945084707,1
RAFAELLE,BRA,Football,1,0,0,0,0,0,1.945084707,1
REINIER,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
RICHARLISON,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
Rafael Silva,BRA,Football,1,0,1,0,1,0.086140832,1.945084707,1
Ricardo Graca,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
SANTOS,BRA,Football,1,1,0,0,1,0.080581957,1.945084707,1
TAMIRES,BRA,Football,1,0,0,0,0,0,1.945084707,1
Adriana Cardoso,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Alexandra Do,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Aline Silva,BRA,Handball,2,0,0,0,0,0.001125348,0.004501392,1
Barbara Arenhart,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Eduarda Amorim,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Fabio Chiuffa,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Felipe Borges,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Fernanda Silva,BRA,Handball,2,0,0,0,0,0.001125348,0.004501392,1
Gabriela Bitolo,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Giulia Guarieiro,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Guilherme Toledo,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Guilherme Torriani,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Gustavo Rodrigues,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Haniel Langaro,BRA,Handball,2,0,0,0,0,0.001125348,0.004501392,1
Henrique Teixeira,BRA,Handball,2,0,0,0,0,0.001125348,0.004501392,1
Larissa Araujo,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Leonardo Dutra,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Leonardo Vial,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Livia Ventura,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Patricia Matieli,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Paula Rodrigues,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Rogerio Moraes,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Rudolph Hackbarth,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Samara Vieira,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Thiago Ponciano,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Thiagus Petrus,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Vinicius Teixeira,BRA,Handball,1,0,0,0,0,0,0.004501392,1
da Dayane,BRA,Handball,1,0,0,0,0,0,0.004501392,1
da Rangel,BRA,Handball,1,0,0,0,0,0,0.004501392,1
de Bruna,BRA,Handball,1,0,0,0,0,0,0.004501392,1
de Renata,BRA,Handball,1,0,0,0,0,0,0.004501392,1
de Tamires,BRA,Handball,1,0,0,0,0,0,0.004501392,1
Daniel Cargnin,BRA,Judo,2,0,0,1,1,0.079989894,0.251235297,1
Eduardo Barbosa,BRA,Judo,2,0,0,0,0,0.001125348,0.251235297,1
Eric Takabatake,BRA,Judo,1,0,0,0,0,0,0.251235297,1
Gabriela Chibana,BRA,Judo,1,0,0,0,0,0,0.251235297,1
Ketleyn Quadros,BRA,Judo,3,0,0,1,1,0.080011912,0.251235297,1
Larissa Pimenta,BRA,Judo,2,0,0,0,0,0.001125348,0.251235297,1
Maria Portela,BRA,Judo,4,0,0,0,0,0.003368633,0.251235297,1
Mayra Aguiar,BRA,Judo,2,0,0,1,1,0.079989894,0.251235297,1
Rafael Buzacarini,BRA,Judo,3,0,0,0,0,0.002248224,0.251235297,1
Rafael Macedo,BRA,Judo,2,0,0,0,0,0.001125348,0.251235297,1
Suelen Altheman,BRA,Judo,2,0,0,0,0,0.001125348,0.251235297,1
Yudy Santos,BRA,Judo,2,0,0,0,0,0.001125348,0.251235297,1
Marcela Cunha,BRA,Marathon Swimming,1,1,0,0,1,0.080581957,0.080581957,1
Ieda Guimaraes,BRA,Modern Pentathlon,1,0,0,0,0,0,0,1
Beatriz Silva,BRA,Rhythmic Gymnastics,1,0,0,0,0,0,0,1
Deborah Medrado,BRA,Rhythmic Gymnastics,1,0,0,0,0,0,0,1
Eduarda Arakaki,BRA,Rhythmic Gymnastics,1,0,0,0,0,0,0,1
Geovanna Santos,BRA,Rhythmic Gymnastics,1,0,0,0,0,0,0,1
Nicole Pircio,BRA,Rhythmic Gymnastics,1,0,0,0,0,0,0,1
Luca Verthein,BRA,Rowing,1,0,0,0,0,0,0,1
Aline Furtado,BRA,Rugby Sevens,1,0,0,0,0,0,0.003376044,1
Bianca Silva,BRA,Rugby Sevens,1,0,0,0,0,0,0.003376044,1
Eshyllen Coimbra,BRA,Rugby Sevens,1,0,0,0,0,0,0.003376044,1
Haline Leme,BRA,Rugby Sevens,1,0,0,0,0,0,0.003376044,1
Isadora Cerullo,BRA,Rugby Sevens,2,0,0,0,0,0.001125348,0.003376044,1
